Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6A,Q6P,Q7A,Q7P,Q8,Q9,Q4AX,Q6AX,Q7AX,Latecomer,NewRecruit,WrongClassif,Duplicate,Imputed
5,33230,2130,5,1.799999952,04Q3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33230,2130,5,1.799999952,04Q4,2,3,1,3,2,3,2,3,2,3,2,3,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33230,2130,5,3,05Q2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33230,2130,5,3,06Q3,2,2,2,2,2,2,2,3,2,2,2,1,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33251,2270,6,7,05Q1,1,1,,1,1,1,1,1,1,1,1,1,1,1,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33251,2270,6,14,03Q1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33251,2270,6,14,03Q2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33251,2270,6,14,03Q4,1,1,1,1,1,1,1,1,1,3,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33358,2210,3,0.209999993,01Q2,2,3,3,3,3,3,3,2,2,1,1,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33358,2210,3,0.209999993,01Q3,2,3,2,3,3,3,2,2,2,1,2,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33358,2210,3,0.209999993,01Q4,2,3,2,3,3,3,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33358,2210,3,0.209999993,02Q1,2,3,,3,3,3,3,2,2,1,2,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33358,2210,3,0.209999993,02Q2,2,3,3,3,2,3,3,2,2,1,1,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33358,2210,3,0.209999993,02Q3,2,3,,3,3,3,3,2,2,1,1,1,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33358,2210,3,0.209999993,02Q4,2,3,3,3,3,3,3,2,3,1,1,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33358,2210,3,0.209999993,03Q1,2,3,2,3,3,3,3,2,1,1,2,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33358,2210,3,0.209999993,04Q2,2,3,3,3,3,3,3,2,2,1,1,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,7,05Q1,2,2,,3,1,3,1,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,7,05Q2,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,7,05Q3,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,7,06Q2,1,1,1,1,1,1,1,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,8.75,08Q4,1,1,,1,,1,,1,,1,,1,,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,8.75,09Q1,1,1,,1,,1,,1,,1,,1,,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,8.75,10Q2,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,17.5,01Q3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,17.5,01Q4,2,3,3,3,3,3,3,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,17.5,02Q2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,17.5,02Q3,,2,1,2,1,2,1,2,2,1,3,2,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,17.5,02Q4,2,1,2,1,1,1,1,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,17.5,03Q3,2,3,,3,,3,,2,,2,,2,,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,17.5,03Q4,2,3,2,3,1,3,1,2,2,3,1,3,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,17.5,04Q1,2,3,,3,,3,,2,,2,,2,,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,17.5,04Q2,2,3,,3,,3,,2,,3,,3,,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,17.5,04Q3,1,1,1,1,1,1,1,1,2,3,2,3,2,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33389,2220,6,17.5,04Q4,,1,2,1,2,1,2,1,2,3,2,3,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2110,4,3.210000038,08Q3,1,3,1,2,1,2,1,2,2,1,1,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2110,4,3.210000038,09Q1,2,1,,2,3,2,3,1,2,1,3,1,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2110,4,3.210000038,09Q2,2,3,1,3,1,3,1,2,2,1,1,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2110,4,3.210000038,09Q3,2,3,2,3,1,3,1,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2110,4,3.210000038,09Q4,2,3,1,3,1,3,1,2,2,1,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2110,4,3.210000038,10Q1,2,3,2,3,2,3,1,2,3,1,3,1,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2110,4,3.210000038,10Q2,2,3,1,2,1,3,1,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2110,4,3.210000038,10Q3,2,3,1,3,2,3,1,3,2,1,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2110,4,3.210000038,10Q4,2,,,3,1,3,1,2,2,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2110,4,3.210000038,11Q3,2,2,1,2,1,2,1,2,2,1,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2110,4,3.210000038,11Q4,2,2,2,2,1,2,1,2,2,1,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2110,4,3.210000038,12Q1,1,1,3,1,3,1,3,2,2,2,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2110,4,3.210000038,12Q2,1,3,1,2,1,2,1,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2110,4,3.210000038,12Q3,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2110,4,3.210000038,12Q4,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,1.649999976,01Q2,1,2,3,1,2,1,3,1,2,2,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,1.649999976,01Q3,2,2,1,3,1,3,1,2,2,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,1.649999976,01Q4,2,3,2,2,3,2,3,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,1.649999976,02Q1,1,2,2,3,2,3,2,2,2,1,2,1,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,1.649999976,02Q2,1,3,2,1,2,1,2,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,1.649999976,02Q4,2,3,1,3,1,3,1,2,2,1,1,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,1.649999976,03Q1,1,2,1,3,1,2,1,2,2,1,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,1.649999976,03Q3,2,3,2,2,1,3,1,2,2,2,1,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,1.649999976,03Q4,2,3,1,2,1,3,2,2,2,3,1,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,1.649999976,04Q2,2,3,1,3,1,3,1,2,2,1,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,1.649999976,04Q3,1,2,1,1,1,1,1,2,2,2,2,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,2.25,05Q1,2,2,2,2,2,2,2,2,2,1,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,2.25,05Q2,2,3,,3,2,3,2,2,2,1,1,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,2.25,05Q3,2,3,1,3,1,3,1,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,2.25,06Q1,2,3,1,2,1,3,1,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,2.25,06Q2,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,2.25,06Q4,1,2,1,2,1,2,1,2,2,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,2.25,07Q1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,2.25,07Q2,1,2,2,1,2,1,2,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,2.25,07Q3,1,,,1,1,2,1,2,1,1,1,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,2.25,07Q4,1,2,1,1,1,1,1,2,1,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33402,2140,4,2.25,08Q1,2,2,,2,3,3,3,2,2,1,2,1,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33492,2270,3,0.699999988,05Q3,1,3,1,3,1,2,1,3,1,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33492,2270,3,0.699999988,06Q1,1,2,1,3,1,3,2,1,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33492,2270,3,0.699999988,06Q2,1,2,1,2,1,2,1,1,2,3,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33492,2270,3,0.699999988,08Q1,1,2,3,1,3,3,3,2,3,1,2,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33492,2270,3,0.699999988,08Q2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33492,2270,3,1.399999976,02Q1,,3,,3,,3,,2,,1,,1,,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33492,2270,3,1.399999976,03Q1,1,2,1,2,1,3,2,2,1,3,2,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33492,2270,3,1.399999976,03Q2,,2,2,1,2,3,3,2,3,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33492,2270,3,1.399999976,03Q4,1,2,3,2,3,2,2,2,3,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33494,2270,3,0.699999988,05Q1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33494,2270,3,0.699999988,05Q2,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33494,2270,3,0.699999988,05Q3,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33494,2270,3,1.399999976,01Q3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33494,2270,3,1.399999976,02Q2,,1,2,1,2,1,2,2,2,1,1,1,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33494,2270,3,1.399999976,02Q4,1,2,1,2,2,2,2,3,2,1,3,1,3,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33494,2270,3,1.399999976,03Q1,1,2,2,2,2,2,2,3,3,2,2,2,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33494,2270,3,1.399999976,03Q2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33494,2270,3,1.399999976,03Q3,2,2,2,3,2,3,2,2,2,1,1,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33494,2270,3,1.399999976,03Q4,1,3,1,3,1,2,2,2,2,2,2,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33494,2270,3,1.399999976,04Q1,1,2,2,2,2,2,2,3,3,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33494,2270,3,1.399999976,04Q3,1,1,1,1,2,2,2,3,3,1,1,1,1,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33494,2270,3,1.399999976,04Q4,1,1,1,1,1,1,1,3,2,1,1,2,2,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2220,5,3.75,08Q3,1,1,2,2,1,2,2,2,2,1,1,1,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2220,5,3.75,08Q4,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2220,5,3.75,09Q1,1,2,1,3,2,3,1,2,2,1,1,1,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2220,5,3.75,09Q3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2220,5,3.75,09Q4,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2220,5,3.75,10Q1,1,2,1,2,1,3,2,2,2,1,2,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2220,5,3.75,10Q2,2,3,2,3,2,3,1,3,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2220,5,3.75,10Q3,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2220,5,3.75,10Q4,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2220,5,3.75,11Q3,1,2,1,2,1,2,1,2,2,1,1,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2220,5,3.75,11Q4,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2220,5,3.75,12Q1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2220,5,3.75,12Q2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2220,5,3.75,12Q3,2,3,2,3,2,3,2,3,1,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2220,5,3.75,12Q4,2,3,2,3,2,3,2,3,2,2,1,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,0.699999988,05Q1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,0.699999988,05Q2,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,0.699999988,05Q3,1,2,1,2,1,3,2,2,2,2,1,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,0.699999988,06Q1,1,1,1,1,2,1,2,3,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,0.699999988,06Q2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,0.699999988,06Q3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,0.699999988,06Q4,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,0.699999988,07Q1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,0.699999988,07Q2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,0.699999988,07Q3,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,0.699999988,07Q4,1,2,1,1,1,1,1,3,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,0.699999988,08Q1,1,1,,1,,1,,2,,1,,2,,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,0.699999988,08Q2,1,1,2,1,1,1,2,1,2,1,1,1,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,1.399999976,01Q2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,1.399999976,02Q1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,1.399999976,02Q2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,1.399999976,02Q3,1,1,2,2,2,3,2,1,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,1.399999976,02Q4,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,1.399999976,03Q1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,1.399999976,03Q2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,1.399999976,03Q3,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,1.399999976,03Q4,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,1.399999976,04Q1,1,1,1,1,1,1,2,2,2,3,2,2,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,1.399999976,04Q2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,1.399999976,04Q3,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33495,2270,3,1.399999976,04Q4,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33496,2270,3,1.399999976,01Q2,,2,2,2,2,2,2,3,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33496,2270,3,1.399999976,01Q4,1,2,2,2,2,2,2,3,2,1,2,1,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.209999993,01Q2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.209999993,01Q3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.209999993,02Q2,1,2,2,1,1,,,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.209999993,02Q3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.209999993,02Q4,1,1,3,1,3,,,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.209999993,03Q1,2,,,3,3,3,3,2,3,2,3,2,3,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.209999993,03Q2,2,,,3,3,1,1,1,1,3,3,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.209999993,03Q3,1,3,1,3,1,3,1,3,1,3,3,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.209999993,03Q4,1,1,1,2,1,2,1,2,2,3,3,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.209999993,04Q2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.209999993,04Q3,1,2,,1,1,1,1,1,1,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.209999993,04Q4,1,3,,3,2,3,2,2,2,2,2,2,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.699999988,05Q2,1,,,2,,2,,1,,2,,2,,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.699999988,05Q3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.699999988,06Q1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.699999988,06Q2,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.699999988,06Q4,1,2,2,1,2,2,2,1,2,1,1,1,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.699999988,07Q1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.699999988,07Q2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.699999988,07Q3,1,,,1,1,1,1,1,1,2,2,2,2,1,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.699999988,07Q4,1,3,3,3,3,3,3,2,2,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.699999988,08Q1,2,,,3,,3,,2,,1,,1,,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.699999988,08Q2,2,3,3,3,3,3,3,2,2,1,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.875,08Q3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.875,08Q4,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.875,09Q1,2,3,3,3,3,3,3,2,2,2,2,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.875,09Q2,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.875,09Q3,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.875,09Q4,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.875,10Q1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.875,10Q2,,1,2,1,2,1,2,1,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.875,10Q4,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.875,11Q3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.875,12Q1,2,3,3,3,3,3,3,3,3,2,2,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.875,12Q3,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33499,2230,3,0.875,12Q4,1,1,,1,1,1,1,1,1,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33500,2110,3,1.498000026,08Q4,2,3,3,3,3,3,3,3,3,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33500,2110,3,1.498000026,09Q1,1,3,1,3,1,3,1,3,2,1,2,1,2,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33500,2110,3,1.498000026,09Q4,1,3,1,3,1,3,1,3,1,1,2,1,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33500,2110,3,1.498000026,10Q1,1,2,1,2,1,2,1,2,1,2,3,2,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33500,2110,3,1.498000026,10Q2,2,3,1,3,1,3,1,2,2,2,2,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33500,2110,3,1.498000026,10Q3,2,3,1,3,1,3,1,2,2,2,2,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
