"";"Datum";"factorn";"eQ2";"eQ3";"eQ4";"eQ5";"eQ6"
"2265";1997-06-30;0,003;0;0;NA;NA;NA
"2378";1997-09-30;0,00258620689655172;0;-1;NA;NA;NA
"2480";1997-12-31;0,00272727272727273;-1;0;NA;NA;NA
"2579";1998-03-31;0,00263157894736842;0;1;NA;NA;NA
"2858";1998-12-31;0,00294117647058824;0;-1;NA;NA;NA
"2962";1999-03-31;0,003;NA;0;NA;NA;NA
"6241";1993-06-30;0,00178571428571429;0;0;NA;NA;NA
"6242";1993-06-30;0,00178571428571429;0;0;NA;NA;NA
"1090";1994-06-30;0,00211267605633803;0;0;NA;NA;NA
"1192";1994-09-30;0,00211267605633803;0;NA;NA;NA;NA
"1282";1994-12-31;0,00217391304347826;0;NA;NA;NA;NA
"13100";1995-03-31;0,00185185185185185;1;0;NA;NA;NA
"1482";1995-06-30;0,00194805194805195;0;0;NA;NA;NA
"1569";1995-09-30;0,003125;0;0;NA;NA;NA
"1671";1995-12-31;0,00230769230769231;-1;NA;NA;NA;NA
"1977";1996-09-30;0,00227272727272727;0;0;NA;NA;NA
"2080";1996-12-31;0,00283018867924528;-1;-1;NA;NA;NA
"2170";1997-03-31;0,00234375;-1;NA;NA;NA;NA
"2379";1997-09-30;0,00258620689655172;NA;0;NA;NA;NA
"2481";1997-12-31;0,00272727272727273;1;1;NA;NA;NA
"2580";1998-03-31;0,00263157894736842;NA;0;NA;NA;NA
"2859";1998-12-31;0,00294117647058824;NA;0;NA;NA;NA
"2963";1999-03-31;0,003;-1;0;NA;NA;NA
"3532";2000-09-30;0,000704225352112676;0;0;NA;NA;NA
"3835";2001-06-30;0,00137614678899083;NA;0;0;-1;NA
"3935";2001-09-30;0,00161290322580645;0;0;0;0;NA
"4036";2001-12-31;0,00172413793103448;NA;-1;-1;-1;NA
"4133";2002-03-31;0,00137614678899083;0;0;0;0;NA
"4228";2002-06-30;0,00127118644067797;NA;1;0;0;NA
"4331";2002-09-30;0,00161290322580645;-1;-1;0;0;NA
"4431";2002-12-31;0,00148514851485149;0;0;0;0;NA
"4528";2003-03-31;0,00144230769230769;0;0;0;0;NA
"4629";2003-06-30;0,00121951219512195;NA;-1;0;-1;NA
"4724";2003-09-30;0,00166666666666667;0;0;-1;0;NA
"5223";2004-12-31;0,00157894736842105;NA;0;0;0;NA
"5325";2005-03-31;0,0015;0;0;0;0;NA
"5423";2005-06-30;0,00166666666666667;1;1;0;0;NA
"575";2006-03-31;0,00129310344827586;NA;1;1;1;NA
"585";2006-06-30;0,00170454545454545;0;0;-1;-1;NA
"61103";2007-03-31;0,00141509433962264;NA;1;1;1;NA
"6428";2007-12-31;0,00192307692307692;0;0;1;1;NA
"6530";2008-03-31;0,00214285714285714;NA;0;-1;-1;NA
"6627";2008-06-30;0,00174418604651163;1;1;0;0;NA
"6722";2008-09-30;0,00120481927710843;NA;0;0;0;NA
"6818";2008-12-31;0,00186335403726708;NA;0;0;0;NA
"6919";2009-03-31;0,00168539325842697;0;0;0;0;NA
"7017";2009-06-30;0,00185185185185185;1;1;1;1;NA
"7116";2009-09-30;0,00178571428571429;NA;-1;-1;-1;NA
"7218";2009-12-31;0,00198675496688742;0;0;0;0;NA
"7714";2011-03-31;0,00188679245283019;0;0;0;0;NA
"7812";2011-06-30;0,00206896551724138;0;0;1;1;NA
"7911";2011-09-30;0,00201342281879195;1;-1;-1;-1;NA
"827";2012-06-30;0,00229007633587786;1;1;1;1;NA
"8311";2012-09-30;0,00211267605633803;-2;-2;-2;-2;NA
"867";2013-06-30;0,0024390243902439;1;1;1;1;NA
"8711";2013-09-30;0,00315789473684211;0;0;0;0;NA
"904";2014-06-30;0,0036144578313253;NA;0;-1;0;NA
"6243";1993-06-30;0,00178571428571429;0;NA;NA;NA;NA
"9107";1994-03-31;0,00254237288135593;-1;-1;NA;NA;NA
"1091";1994-06-30;0,00211267605633803;0;0;NA;NA;NA
"1193";1994-09-30;0,00211267605633803;2;2;NA;NA;NA
"1283";1994-12-31;0,00217391304347826;-1;-2;NA;NA;NA
"13101";1995-03-31;0,00185185185185185;1;1;NA;NA;NA
"1483";1995-06-30;0,00194805194805195;1;1;NA;NA;NA
"1570";1995-09-30;0,003125;0;0;NA;NA;NA
"1672";1995-12-31;0,00230769230769231;0;0;NA;NA;NA
"1773";1996-03-31;0,00234375;0;0;NA;NA;NA
"1879";1996-06-30;0,00254237288135593;0;-2;NA;NA;NA
"1978";1996-09-30;0,00227272727272727;0;0;NA;NA;NA
"2081";1996-12-31;0,00283018867924528;0;0;NA;NA;NA
"2380";1997-09-30;0,00258620689655172;0;0;NA;NA;NA
"2482";1997-12-31;0,00272727272727273;0;0;NA;NA;NA
"3735";2001-03-31;0,000491803278688525;0;NA;NA;NA;NA
"4332";2002-09-30;0,00161290322580645;-1;-1;0;0;NA
"6244";1993-06-30;0,00178571428571429;0;0;NA;NA;NA
"3042";1999-06-30;0,00326086956521739;NA;1;NA;NA;NA
"9108";1994-03-31;0,00254237288135593;0;NA;NA;NA;NA
"1092";1994-06-30;0,00211267605633803;0;0;NA;NA;NA
"1571";1995-09-30;0,003125;-1;0;NA;NA;NA
"1673";1995-12-31;0,00230769230769231;-1;NA;NA;NA;NA
"1774";1996-03-31;0,00234375;0;NA;NA;NA;NA
"1880";1996-06-30;0,00254237288135593;0;NA;NA;NA;NA
"2171";1997-03-31;0,00234375;0;0;NA;NA;NA
"6245";1993-06-30;0,00178571428571429;NA;1;NA;NA;NA
"9109";1994-03-31;0,00254237288135593;0;0;NA;NA;NA
"1093";1994-06-30;0,00211267605633803;0;0;NA;NA;NA
"13102";1995-03-31;0,00185185185185185;-1;-1;NA;NA;NA
"1484";1995-06-30;0,00194805194805195;-1;0;NA;NA;NA
"1572";1995-09-30;0,003125;2;2;NA;NA;NA
"1674";1995-12-31;0,00230769230769231;-1;-1;NA;NA;NA
"1979";1996-09-30;0,00227272727272727;0;0;NA;NA;NA
"2581";1998-03-31;0,00263157894736842;0;0;NA;NA;NA
"2860";1998-12-31;0,00294117647058824;0;0;NA;NA;NA
"2964";1999-03-31;0,003;NA;0;NA;NA;NA
"6246";1993-06-30;0,00178571428571429;0;1;NA;NA;NA
"9112";1994-03-31;0,00254237288135593;1;NA;NA;NA;NA
"1094";1994-06-30;0,00211267605633803;-2;NA;NA;NA;NA
"1194";1994-09-30;0,00211267605633803;0;0;NA;NA;NA
"1284";1994-12-31;0,00217391304347826;1;1;NA;NA;NA
"1573";1995-09-30;0,003125;1;2;NA;NA;NA
"1675";1995-12-31;0,00230769230769231;0;0;NA;NA;NA
"1775";1996-03-31;0,00234375;0;1;NA;NA;NA
"1881";1996-06-30;0,00254237288135593;1;1;NA;NA;NA
"1980";1996-09-30;0,00227272727272727;1;0;NA;NA;NA
"2082";1996-12-31;0,00283018867924528;0;2;NA;NA;NA
"2381";1997-09-30;0,00258620689655172;0;0;NA;NA;NA
"2483";1997-12-31;0,00272727272727273;-1;1;NA;NA;NA
"2582";1998-03-31;0,00263157894736842;1;1;NA;NA;NA
"2861";1998-12-31;0,00294117647058824;0;0;NA;NA;NA
"2965";1999-03-31;0,003;-1;1;NA;NA;NA
"6247";1993-06-30;0,00178571428571429;-2;-2;NA;NA;NA
"1285";1994-12-31;0,00217391304347826;0;0;NA;NA;NA
"1574";1995-09-30;0,003125;-1;-2;NA;NA;NA
"1676";1995-12-31;0,00230769230769231;1;1;NA;NA;NA
"1776";1996-03-31;0,00234375;-2;-1;NA;NA;NA
"1882";1996-06-30;0,00254237288135593;NA;0;NA;NA;NA
"1981";1996-09-30;0,00227272727272727;-2;-1;NA;NA;NA
"2083";1996-12-31;0,00283018867924528;0;NA;NA;NA;NA
"2172";1997-03-31;0,00234375;-1;NA;NA;NA;NA
"2266";1997-06-30;0,003;-1;0;NA;NA;NA
"2382";1997-09-30;0,00258620689655172;-1;-1;NA;NA;NA
"2484";1997-12-31;0,00272727272727273;0;0;NA;NA;NA
"2583";1998-03-31;0,00263157894736842;0;0;NA;NA;NA
"2862";1998-12-31;0,00294117647058824;0;0;NA;NA;NA
"2966";1999-03-31;0,003;0;-1;NA;NA;NA
"3233";1999-12-31;0,000663716814159292;NA;0;NA;NA;NA
"4134";2002-03-31;0,00137614678899083;NA;0;0;0;NA
"4229";2002-06-30;0,00127118644067797;NA;-1;1;-1;NA
"4333";2002-09-30;0,00161290322580645;NA;-2;0;-2;NA
"4630";2003-06-30;0,00121951219512195;NA;0;0;0;NA
"576";2006-03-31;0,00129310344827586;NA;-1;0;-1;NA
"586";2006-06-30;0,00170454545454545;NA;-1;0;-1;NA
"5914";2006-09-30;0,00148514851485149;NA;-1;0;-1;NA
"6016";2006-12-31;0,00283018867924528;NA;0;0;1;NA
"61104";2007-03-31;0,00141509433962264;NA;0;1;0;NA
"6723";2008-09-30;0,00592105263157895;NA;0;0;-1;NA
"6819";2008-12-31;0,00576923076923077;NA;0;0;0;NA
"6920";2009-03-31;0,00483870967741935;NA;1;1;0;NA
"7018";2009-06-30;0,00489130434782609;NA;0;0;0;NA
"7117";2009-09-30;0,00542168674698795;NA;NA;-1;0;NA
"7219";2009-12-31;0,00576923076923077;NA;NA;0;0;NA
"7317";2010-03-31;0,005;NA;1;0;1;NA
"7416";2010-06-30;0,00478723404255319;NA;-1;0;0;NA
"7615";2010-12-31;0,00576923076923077;NA;0;0;0;NA
"7715";2011-03-31;0,005625;NA;0;0;0;NA
"7813";2011-06-30;0,00569620253164557;NA;0;0;0;NA
"6248";1993-06-30;0,00178571428571429;0;0;NA;NA;NA
"9113";1994-03-31;0,00254237288135593;0;0;NA;NA;NA
"1095";1994-06-30;0,00211267605633803;-1;-1;NA;NA;NA
"1286";1994-12-31;0,00217391304347826;-1;NA;NA;NA;NA
"13103";1995-03-31;0,00185185185185185;0;NA;NA;NA;NA
"6249";1993-06-30;0,00178571428571429;NA;-1;NA;NA;NA
"6250";1993-06-30;0,00178571428571429;0;0;NA;NA;NA
"9114";1994-03-31;0,00254237288135593;0;0;NA;NA;NA
"1096";1994-06-30;0,00211267605633803;0;0;NA;NA;NA
"1195";1994-09-30;0,00211267605633803;0;0;NA;NA;NA
"1287";1994-12-31;0,00217391304347826;0;1;NA;NA;NA
"13104";1995-03-31;0,00185185185185185;0;0;NA;NA;NA
"1485";1995-06-30;0,00194805194805195;0;0;NA;NA;NA
"1575";1995-09-30;0,003125;0;0;NA;NA;NA
"9115";1994-03-31;0,00254237288135593;1;0;NA;NA;NA
"1097";1994-06-30;0,00211267605633803;-2;-2;NA;NA;NA
"1677";1995-12-31;0,00230769230769231;0;0;NA;NA;NA
"6251";1993-06-30;0,00178571428571429;0;NA;NA;NA;NA
"9116";1994-03-31;0,00254237288135593;0;NA;NA;NA;NA
"1196";1994-09-30;0,00211267605633803;1;1;NA;NA;NA
"1288";1994-12-31;0,00217391304347826;0;0;NA;NA;NA
"1678";1995-12-31;0,00230769230769231;NA;0;NA;NA;NA
"1777";1996-03-31;0,00234375;0;0;NA;NA;NA
"1883";1996-06-30;0,00254237288135593;-1;-1;NA;NA;NA
"1982";1996-09-30;0,00227272727272727;0;1;NA;NA;NA
"2084";1996-12-31;0,00283018867924528;0;1;NA;NA;NA
"2173";1997-03-31;0,00234375;-1;-1;NA;NA;NA
"2267";1997-06-30;0,003;-1;-1;NA;NA;NA
"2383";1997-09-30;0,00258620689655172;-1;-1;NA;NA;NA
"2485";1997-12-31;0,00272727272727273;0;-1;NA;NA;NA
"2584";1998-03-31;0,00263157894736842;1;0;NA;NA;NA
"2967";1999-03-31;0,003;0;-1;NA;NA;NA
"6252";1993-06-30;0,00178571428571429;-1;NA;NA;NA;NA
"1197";1994-09-30;0,00845070422535211;0;-1;NA;NA;NA
"1289";1994-12-31;0,00869565217391304;0;-1;NA;NA;NA
"13105";1995-03-31;0,00740740740740741;-1;0;NA;NA;NA
"1679";1995-12-31;0,00923076923076923;0;0;NA;NA;NA
"1778";1996-03-31;0,009375;-1;-1;NA;NA;NA
"2384";1997-09-30;0,0103448275862069;0;0;NA;NA;NA
"2486";1997-12-31;0,0109090909090909;-1;1;NA;NA;NA
"2585";1998-03-31;0,0105263157894737;-1;NA;NA;NA;NA
"6253";1993-06-30;0,00178571428571429;-1;0;NA;NA;NA
"9117";1994-03-31;0,00254237288135593;-1;0;NA;NA;NA
"1290";1994-12-31;0,00217391304347826;1;1;NA;NA;NA
"13106";1995-03-31;0,00185185185185185;1;0;NA;NA;NA
"1486";1995-06-30;0,00194805194805195;0;-1;NA;NA;NA
"2174";1997-03-31;0,00234375;0;0;NA;NA;NA
"2268";1997-06-30;0,003;0;-1;NA;NA;NA
"2385";1997-09-30;0,00258620689655172;1;1;NA;NA;NA
"2487";1997-12-31;0,00272727272727273;1;0;NA;NA;NA
"2586";1998-03-31;0,00263157894736842;0;1;NA;NA;NA
"2863";1998-12-31;0,00294117647058824;0;0;NA;NA;NA
"2968";1999-03-31;0,003;NA;0;NA;NA;NA
"3043";1999-06-30;0,00326086956521739;NA;2;NA;NA;NA
"3134";1999-09-30;0,00221052631578947;NA;-2;NA;NA;NA
"3234";1999-12-31;0,00464601769911504;NA;0;NA;NA;NA
"3632";2000-12-31;0,00527638190954774;NA;1;NA;NA;NA
"3736";2001-03-31;0,00344262295081967;-1;-1;NA;NA;NA
"3836";2001-06-30;0,00412844036697248;0;0;2;2;NA
"3936";2001-09-30;0,00483870967741935;-1;-1;-1;-1;NA
"1198";1994-09-30;0,00211267605633803;0;NA;NA;NA;NA
"6254";1993-06-30;0,00178571428571429;0;0;NA;NA;NA
"9118";1994-03-31;0,00254237288135593;-1;-1;NA;NA;NA
"1098";1994-06-30;0,00211267605633803;0;0;NA;NA;NA
"1199";1994-09-30;0,00211267605633803;-1;-1;NA;NA;NA
"1291";1994-12-31;0,00217391304347826;-1;1;NA;NA;NA
"13107";1995-03-31;0,00185185185185185;1;0;NA;NA;NA
"1487";1995-06-30;0,00194805194805195;0;-1;NA;NA;NA
"1576";1995-09-30;0,003125;0;-1;NA;NA;NA
"1680";1995-12-31;0,00230769230769231;1;1;NA;NA;NA
"1779";1996-03-31;0,00234375;0;0;NA;NA;NA
"1884";1996-06-30;0,00254237288135593;1;1;NA;NA;NA
"1983";1996-09-30;0,00227272727272727;-1;-2;NA;NA;NA
"2085";1996-12-31;0,00283018867924528;0;-1;NA;NA;NA
"2175";1997-03-31;0,00234375;1;-1;NA;NA;NA
"2269";1997-06-30;0,003;1;1;NA;NA;NA
"2386";1997-09-30;0,00258620689655172;-1;-1;NA;NA;NA
"2488";1997-12-31;0,00272727272727273;0;0;NA;NA;NA
"2587";1998-03-31;0,00263157894736842;0;0;NA;NA;NA
"2864";1998-12-31;0,00294117647058824;0;0;NA;NA;NA
"2969";1999-03-31;0,003;0;0;NA;NA;NA
"3235";1999-12-31;0,000663716814159292;1;0;NA;NA;NA
"6255";1993-06-30;0,00178571428571429;1;1;NA;NA;NA
"9119";1994-03-31;0,00254237288135593;1;1;NA;NA;NA
"1099";1994-06-30;0,00211267605633803;-1;-1;NA;NA;NA
"11100";1994-09-30;0,00211267605633803;0;0;NA;NA;NA
"1292";1994-12-31;0,00217391304347826;0;0;NA;NA;NA
"13108";1995-03-31;0,00185185185185185;1;1;NA;NA;NA
"1488";1995-06-30;0,00194805194805195;1;1;NA;NA;NA
"1780";1996-03-31;0,00234375;1;0;NA;NA;NA
"1885";1996-06-30;0,00254237288135593;0;0;NA;NA;NA
"1984";1996-09-30;0,00227272727272727;0;0;NA;NA;NA
"2086";1996-12-31;0,00283018867924528;0;0;NA;NA;NA
"2176";1997-03-31;0,00234375;-1;-1;NA;NA;NA
"2270";1997-06-30;0,003;0;-1;NA;NA;NA
"2387";1997-09-30;0,00258620689655172;1;1;NA;NA;NA
"2489";1997-12-31;0,00272727272727273;-1;-1;NA;NA;NA
"2588";1998-03-31;0,00263157894736842;1;0;NA;NA;NA
"2865";1998-12-31;0,00294117647058824;1;1;NA;NA;NA
"2970";1999-03-31;0,003;0;0;NA;NA;NA
"4922";2004-03-31;0,00189873417721519;-1;-1;0;-1;NA
"5017";2004-06-30;0,00172413793103448;1;1;0;1;NA
"5120";2004-09-30;0,00159574468085106;0;-1;0;0;NA
"6531";2008-03-31;0,00214285714285714;0;0;0;0;NA
"6921";2009-03-31;0,00161290322580645;1;1;1;1;NA
"7220";2009-12-31;0,00192307692307692;-1;-1;0;-1;NA
"7318";2010-03-31;0,00166666666666667;0;0;0;2;NA
"7417";2010-06-30;0,00159574468085106;0;0;0;0;NA
"7515";2010-09-30;0,00176470588235294;0;0;0;0;NA
"8312";2012-09-30;0,00101351351351351;1;0;0;1;NA
"8413";2012-12-31;0,00170454545454545;0;0;0;0;NA
"6256";1993-06-30;0,00178571428571429;1;0;NA;NA;NA
"1577";1995-09-30;0,003125;-1;0;NA;NA;NA
"2388";1997-09-30;0,00258620689655172;0;0;NA;NA;NA
"10100";1994-06-30;0,00211267605633803;0;0;NA;NA;NA
"11101";1994-09-30;0,00211267605633803;0;0;NA;NA;NA
"1293";1994-12-31;0,00217391304347826;0;0;NA;NA;NA
"1681";1995-12-31;0,00230769230769231;0;0;NA;NA;NA
"1781";1996-03-31;0,00234375;0;0;NA;NA;NA
"1886";1996-06-30;0,00254237288135593;0;0;NA;NA;NA
"1985";1996-09-30;0,00227272727272727;0;0;NA;NA;NA
"2087";1996-12-31;0,00283018867924528;0;0;NA;NA;NA
"2177";1997-03-31;0,00234375;0;0;NA;NA;NA
"2271";1997-06-30;0,003;0;0;NA;NA;NA
"2389";1997-09-30;0,00258620689655172;0;0;NA;NA;NA
"2490";1997-12-31;0,00272727272727273;0;0;NA;NA;NA
"1887";1996-06-30;0,00254237288135593;-1;2;NA;NA;NA
"1986";1996-09-30;0,00227272727272727;0;0;NA;NA;NA
"6257";1993-06-30;0,00178571428571429;0;0;NA;NA;NA
"9120";1994-03-31;0,00508474576271186;-1;-1;NA;NA;NA
"1294";1994-12-31;0,00434782608695652;-1;0;NA;NA;NA
"1888";1996-06-30;0,00508474576271186;0;0;NA;NA;NA
"1987";1996-09-30;0,00454545454545455;0;0;NA;NA;NA
"2866";1998-12-31;0,00588235294117647;0;0;NA;NA;NA
"6258";1993-06-30;0,00178571428571429;1;0;NA;NA;NA
"11102";1994-09-30;0,00211267605633803;1;1;NA;NA;NA
"1295";1994-12-31;0,00217391304347826;0;0;NA;NA;NA
"13109";1995-03-31;0,00185185185185185;0;-1;NA;NA;NA
"1782";1996-03-31;0,00234375;0;0;NA;NA;NA
"1889";1996-06-30;0,00254237288135593;-1;0;NA;NA;NA
"1988";1996-09-30;0,00227272727272727;2;1;NA;NA;NA
"2088";1996-12-31;0,00283018867924528;1;1;NA;NA;NA
"2178";1997-03-31;0,00234375;0;0;NA;NA;NA
"2272";1997-06-30;0,003;0;0;NA;NA;NA
"2390";1997-09-30;0,00258620689655172;-1;-1;NA;NA;NA
"2491";1997-12-31;0,00272727272727273;-1;0;NA;NA;NA
"2589";1998-03-31;0,00263157894736842;-1;0;NA;NA;NA
"2867";1998-12-31;0,00294117647058824;NA;-1;NA;NA;NA
"3533";2000-09-30;0,000704225352112676;-1;0;NA;NA;NA
"11103";1994-09-30;0,00211267605633803;-1;0;NA;NA;NA
"1296";1994-12-31;0,00217391304347826;2;1;NA;NA;NA
"13110";1995-03-31;0,00185185185185185;-1;-1;NA;NA;NA
"6259";1993-06-30;0,00178571428571429;1;1;NA;NA;NA
"10101";1994-06-30;0,00211267605633803;0;0;NA;NA;NA
"11104";1994-09-30;0,00211267605633803;1;0;NA;NA;NA
"1297";1994-12-31;0,00217391304347826;1;1;NA;NA;NA
"13111";1995-03-31;0,00185185185185185;0;0;NA;NA;NA
"2179";1997-03-31;0,00234375;1;1;NA;NA;NA
"2273";1997-06-30;0,003;0;0;NA;NA;NA
"3534";2000-09-30;0,000704225352112676;-1;-1;NA;NA;NA
"3633";2000-12-31;0,000753768844221105;0;0;NA;NA;NA
"3737";2001-03-31;0,000491803278688525;0;0;NA;NA;NA
"3837";2001-06-30;0,00137614678899083;0;0;1;0;NA
"3937";2001-09-30;0,00161290322580645;NA;0;0;-1;NA
"4037";2001-12-31;0,00172413793103448;NA;2;1;0;NA
"4135";2002-03-31;0,00137614678899083;NA;1;0;1;NA
"4230";2002-06-30;0,00127118644067797;NA;1;1;1;NA
"4334";2002-09-30;0,00161290322580645;2;2;1;1;NA
"4432";2002-12-31;0,00148514851485149;NA;1;0;1;NA
"4529";2003-03-31;0,00144230769230769;NA;-1;-1;-1;NA
"4631";2003-06-30;0,00121951219512195;NA;1;0;1;NA
"4725";2003-09-30;0,00166666666666667;NA;2;0;1;NA
"4923";2004-03-31;0,00189873417721519;0;0;-1;1;NA
"5018";2004-06-30;0,00172413793103448;1;1;0;1;NA
"5121";2004-09-30;0,00159574468085106;1;1;0;1;NA
"5224";2004-12-31;0,00157894736842105;1;1;0;1;NA
"5326";2005-03-31;0,0015;NA;0;1;1;NA
"5424";2005-06-30;0,00166666666666667;-1;0;-1;0;NA
"7221";2009-12-31;0,00192307692307692;-1;-1;-1;-1;NA
"7319";2010-03-31;0,00166666666666667;-1;-1;0;0;NA
"7418";2010-06-30;0,00159574468085106;0;0;-1;0;NA
"7516";2010-09-30;0,00176470588235294;-1;-1;-1;-1;NA
"7616";2010-12-31;0,00192307692307692;0;0;0;-1;NA
"7814";2011-06-30;0,00189873417721519;-1;-1;0;-1;NA
"7912";2011-09-30;0,00214285714285714;0;0;0;0;NA
"8015";2011-12-31;0,00294117647058824;1;1;1;2;NA
"8111";2012-03-31;0,00234375;0;0;0;0;NA
"828";2012-06-30;0,00263157894736842;0;-1;-1;-1;NA
"6260";1993-06-30;0,00178571428571429;1;1;NA;NA;NA
"9121";1994-03-31;0,00254237288135593;1;1;NA;NA;NA
"10102";1994-06-30;0,00211267605633803;0;0;NA;NA;NA
"11105";1994-09-30;0,00211267605633803;1;1;NA;NA;NA
"1298";1994-12-31;0,00217391304347826;-1;-1;NA;NA;NA
"13112";1995-03-31;0,00185185185185185;0;0;NA;NA;NA
"1489";1995-06-30;0,00194805194805195;0;0;NA;NA;NA
"1578";1995-09-30;0,003125;0;0;NA;NA;NA
"1682";1995-12-31;0,00230769230769231;0;0;NA;NA;NA
"1989";1996-09-30;0,00227272727272727;-1;0;NA;NA;NA
"2089";1996-12-31;0,00283018867924528;0;0;NA;NA;NA
"2391";1997-09-30;0,00258620689655172;0;0;NA;NA;NA
"2492";1997-12-31;0,00272727272727273;0;0;NA;NA;NA
"2590";1998-03-31;0,00263157894736842;0;0;NA;NA;NA
"2971";1999-03-31;0,003;0;0;NA;NA;NA
"3236";1999-12-31;0,000663716814159292;NA;-2;NA;NA;NA
"10103";1994-06-30;0,00211267605633803;-2;-1;NA;NA;NA
"11106";1994-09-30;0,00211267605633803;-1;-1;NA;NA;NA
"2090";1996-12-31;0,00283018867924528;1;NA;NA;NA;NA
"2493";1997-12-31;0,00272727272727273;-1;-1;NA;NA;NA
"9122";1994-03-31;0,00254237288135593;1;-1;NA;NA;NA
"1783";1996-03-31;0,00234375;-1;0;NA;NA;NA
"3044";1999-06-30;0,00326086956521739;0;-1;NA;NA;NA
"3838";2001-06-30;0,0055045871559633;0;0;0;0;NA
"4530";2003-03-31;0,00576923076923077;0;0;0;0;NA
"6261";1993-06-30;0,00178571428571429;0;2;NA;NA;NA
"11107";1994-09-30;0,00211267605633803;-1;NA;NA;NA;NA
"1299";1994-12-31;0,00217391304347826;0;NA;NA;NA;NA
"13113";1995-03-31;0,00185185185185185;1;1;NA;NA;NA
"1490";1995-06-30;0,00194805194805195;0;0;NA;NA;NA
"1579";1995-09-30;0,003125;0;0;NA;NA;NA
"1683";1995-12-31;0,00230769230769231;0;0;NA;NA;NA
"1784";1996-03-31;0,00234375;0;0;NA;NA;NA
"1890";1996-06-30;0,00254237288135593;1;1;NA;NA;NA
"1990";1996-09-30;0,00227272727272727;1;-1;NA;NA;NA
"2091";1996-12-31;0,00283018867924528;1;-1;NA;NA;NA
"2591";1998-03-31;0,00263157894736842;0;0;NA;NA;NA
"3738";2001-03-31;0,000491803278688525;0;-1;NA;NA;NA
"3839";2001-06-30;0,00137614678899083;-1;-1;-1;0;NA
"3938";2001-09-30;0,00161290322580645;0;0;0;0;NA
"4038";2001-12-31;0,00172413793103448;-1;0;0;0;NA
"61105";2007-03-31;0,00141509433962264;-1;-1;-1;-2;NA
"6262";2007-06-30;0,00159574468085106;NA;0;1;0;NA
"6329";2007-09-30;0,00194805194805195;NA;1;0;1;NA
"6628";2008-06-30;0,00174418604651163;0;0;0;0;NA
"6820";2008-12-31;0,00192307692307692;-1;-1;0;-1;NA
"7118";2009-09-30;0,00180722891566265;0;0;1;0;NA
"7222";2009-12-31;0,00192307692307692;0;0;0;0;NA
"7320";2010-03-31;0,00166666666666667;0;0;0;0;NA
"7419";2010-06-30;0,00159574468085106;0;NA;1;0;NA
"7517";2010-09-30;0,00176470588235294;0;NA;0;0;NA
"7617";2010-12-31;0,00192307692307692;0;0;0;0;NA
"7716";2011-03-31;0,001875;0;0;0;0;NA
"7815";2011-06-30;0,00189873417721519;NA;1;1;0;NA
"8414";2012-12-31;0,00170454545454545;0;0;1;0;NA
"858";2013-03-31;0,00176470588235294;0;0;1;-2;NA
"868";2013-06-30;0,00157894736842105;1;1;0;0;NA
"8712";2013-09-30;0,001875;0;0;1;0;NA
"8812";2013-12-31;0,00230769230769231;1;1;0;0;NA
"9123";2014-09-30;0,00192307692307692;1;1;1;0;NA
"9212";2014-12-31;0,00230769230769231;NA;0;0;0;NA
"9313";2015-03-31;0,00211267605633803;NA;0;1;0;NA
"9413";2015-06-30;0,00272727272727273;0;0;1;0;NA
"9513";2015-09-30;0,00151515151515152;-1;-1;0;-1;NA
"9612";2015-12-31;0,00208333333333333;NA;-1;0;0;NA
"9710";2016-03-31;0,00205479452054795;0;0;0;0;NA
"9810";2016-06-30;0,00189873417721519;0;0;0;NA;NA
"6263";1993-06-30;0,00178571428571429;0;1;NA;NA;NA
"9124";1994-03-31;0,00254237288135593;2;2;NA;NA;NA
"1991";1996-09-30;0,00227272727272727;0;0;NA;NA;NA
"6264";1993-06-30;0,00178571428571429;-1;-1;NA;NA;NA
"9125";1994-03-31;0,00254237288135593;2;2;NA;NA;NA
"10104";1994-06-30;0,00211267605633803;0;1;NA;NA;NA
"11108";1994-09-30;0,00211267605633803;-1;-1;NA;NA;NA
"12100";1994-12-31;0,00217391304347826;-1;1;NA;NA;NA
"13114";1995-03-31;0,00185185185185185;-1;-1;NA;NA;NA
"1491";1995-06-30;0,00194805194805195;1;0;NA;NA;NA
"1580";1995-09-30;0,003125;1;NA;NA;NA;NA
"1684";1995-12-31;0,00230769230769231;1;NA;NA;NA;NA
"1785";1996-03-31;0,00234375;0;0;NA;NA;NA
"1891";1996-06-30;0,00254237288135593;NA;-1;NA;NA;NA
"2180";1997-03-31;0,00234375;NA;0;NA;NA;NA
"2274";1997-06-30;0,003;NA;0;NA;NA;NA
"2392";1997-09-30;0,00258620689655172;0;0;NA;NA;NA
"2494";1997-12-31;0,00272727272727273;0;0;NA;NA;NA
"2592";1998-03-31;0,00263157894736842;-1;0;NA;NA;NA
"2868";1998-12-31;0,00294117647058824;0;-1;NA;NA;NA
"2972";1999-03-31;0,003;-1;1;NA;NA;NA
"3237";1999-12-31;0,000663716814159292;1;1;NA;NA;NA
"3535";2000-09-30;0,000704225352112676;0;0;NA;NA;NA
"6265";1993-06-30;0,00178571428571429;-1;-1;NA;NA;NA
"9126";1994-03-31;0,00254237288135593;1;1;NA;NA;NA
"10105";1994-06-30;0,00211267605633803;-1;0;NA;NA;NA
"13115";1995-03-31;0,00185185185185185;0;-1;NA;NA;NA
