Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6A,Q6P,Q7,Q8,Q9,Q10,Latecomer,NewRecruit,WrongClassif,Duplicate
1,15527,7110,7,7,2015Q3,1,1,,1,,1,,1,,1,,3,3,3,2,FALSE,FALSE,FALSE,FALSE
5,15528,8150,5,5,2015Q3,1,3,2,2,2,2,2,2,2,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE
1,15529,7060,3,3,2015Q3,2,3,3,3,3,2,2,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
1,15530,8000,9,9,2015Q3,1,1,1,1,2,1,2,1,2,1,1,2,2,3,2,FALSE,FALSE,FALSE,FALSE
6,15531,7060,9,9,2015Q3,2,3,2,3,2,3,2,3,2,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
6,15532,7060,8,8,2015Q3,2,3,,3,,3,,3,,1,,1,3,3,1,FALSE,FALSE,FALSE,FALSE
5,15533,7090,7,7,2015Q3,2,3,1,3,1,3,2,3,1,3,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE
6,15555,7080,8,8,2015Q3,2,3,3,3,3,3,2,3,3,1,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE
5,15559,7060,4,4,2015Q3,2,3,2,3,,2,2,,,1,2,1,2,2,,FALSE,FALSE,FALSE,FALSE
6,15571,7060,5,5,2015Q3,2,2,2,3,2,2,2,3,2,3,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE
5,15550,7060,6,6,2015Q3,2,2,,2,,2,,2,,2,,1,2,2,1,FALSE,FALSE,FALSE,FALSE
6,15560,7060,7,7,2015Q3,1,3,2,3,2,2,2,3,2,3,2,2,2,2,1,FALSE,FALSE,FALSE,FALSE
4,15561,7090,9,9,2015Q3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,2,FALSE,FALSE,FALSE,FALSE
3,15562,7090,7,7,2015Q3,2,3,2,3,2,3,2,3,2,3,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
5,15563,8090,4,4,2015Q3,2,,,2,2,3,1,3,3,1,2,3,2,3,2,FALSE,FALSE,FALSE,FALSE
1,15564,8090,5,5,2015Q3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,15565,8090,5,5,2015Q3,2,1,2,1,1,3,3,1,1,2,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE
6,15566,8000,5,5,2015Q3,2,3,3,2,1,2,2,2,3,2,2,3,3,3,2,FALSE,FALSE,FALSE,FALSE
2,15567,8090,6,6,2015Q3,1,2,2,1,2,1,2,2,2,2,2,2,1,3,3,FALSE,FALSE,FALSE,FALSE
5,15568,7090,3,3,2015Q3,2,3,3,3,3,2,3,3,3,2,3,1,3,3,2,FALSE,FALSE,FALSE,FALSE
5,15569,7060,8,8,2015Q3,1,2,3,2,3,2,2,2,2,1,1,2,2,2,3,FALSE,FALSE,FALSE,FALSE
1,15570,7060,5,5,2015Q3,2,2,2,3,3,3,3,3,3,3,3,1,3,3,3,FALSE,FALSE,FALSE,FALSE
2,15572,8150,9,9,2015Q3,2,3,3,3,3,2,3,3,3,3,3,1,2,3,2,FALSE,FALSE,FALSE,FALSE
5,15573,7090,5,5,2015Q3,2,3,,3,,2,,3,,2,,1,2,3,3,FALSE,FALSE,FALSE,FALSE
6,15574,8000,6,6,2015Q3,1,2,3,2,2,2,2,2,2,2,2,2,1,1,3,FALSE,FALSE,FALSE,FALSE
6,15575,7080,4,4,2015Q3,1,1,2,1,2,2,2,1,2,1,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE
2,36497,8120,6,6,2015Q3,1,2,2,1,2,3,2,1,2,1,1,2,1,3,2,FALSE,FALSE,FALSE,FALSE
6,36946,7000,5,5,2015Q3,2,3,3,3,3,3,3,3,3,1,1,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36825,8190,9,9,2015Q3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,FALSE,FALSE,FALSE,FALSE
6,36680,8150,9,9,2015Q3,2,3,2,3,2,3,2,3,2,3,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36909,8120,5,5,2015Q3,1,2,2,2,2,2,2,3,3,1,1,2,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36822,8000,7,7,2015Q3,2,3,2,2,2,2,2,3,2,3,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
1,15300,6000,5,5,2015Q3,1,2,1,3,1,2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE
5,36427,8100,2,2,2015Q3,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,FALSE,FALSE,FALSE,FALSE
6,36888,8150,6,6,2015Q3,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
5,36849,7070,7,7,2015Q3,1,3,3,2,3,3,3,3,3,3,3,1,2,1,1,FALSE,FALSE,FALSE,FALSE
1,10332,6000,2,2,2015Q3,1,2,2,2,2,3,3,2,2,1,1,1,3,3,2,FALSE,FALSE,FALSE,FALSE
5,15404,6000,5,5,2015Q3,,3,2,3,2,2,2,3,3,1,2,1,,,,FALSE,FALSE,FALSE,FALSE
1,36979,8090,4,4,2015Q3,2,3,3,3,3,2,3,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36525,8150,5,5,2015Q3,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
6,37434,6010,4,4,2015Q3,2,2,2,2,2,2,2,3,3,2,1,1,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36754,8150,5,5,2015Q3,1,1,1,1,2,1,2,2,2,2,2,3,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36768,6010,6,6,2015Q3,1,2,2,2,2,2,2,2,2,3,3,2,1,3,3,FALSE,FALSE,FALSE,FALSE
1,37003,8150,7,7,2015Q3,2,3,3,3,3,2,2,3,3,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE
1,12307,8010,5,5,2015Q3,1,2,3,3,2,2,2,2,2,1,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,98208,8030,5,5,2015Q3,2,3,2,3,2,2,2,3,2,3,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
5,36851,7020,9,9,2015Q3,1,1,2,1,2,2,2,1,1,1,2,1,3,2,1,FALSE,FALSE,FALSE,FALSE
5,10881,6000,2,2,2015Q3,1,,,3,1,2,2,2,2,2,2,2,3,2,3,FALSE,FALSE,FALSE,FALSE
8,36773,8090,5,5,2015Q3,2,2,3,3,3,2,2,3,3,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE
6,10524,6010,6,6,2015Q3,2,2,3,3,2,2,2,3,3,1,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36791,7020,9,9,2015Q3,2,1,1,1,1,3,2,1,2,2,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE
4,36629,8110,5,5,2015Q3,2,3,2,3,2,2,2,3,1,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
5,15612,8090,8,8,2015Q3,1,2,,1,2,1,2,2,2,1,2,2,1,3,3,FALSE,FALSE,FALSE,FALSE
1,15613,7080,4,4,2015Q3,1,3,2,3,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,15619,7080,3,3,2015Q3,1,2,2,2,3,3,2,1,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,15620,8180,4,4,2015Q3,,3,,3,,3,,3,,2,,1,2,3,1,FALSE,FALSE,FALSE,FALSE
6,15315,8150,5,5,2015Q3,1,1,2,1,2,1,2,1,2,2,2,3,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36818,8010,3,3,2015Q3,1,1,1,1,1,2,2,1,1,1,,2,3,3,3,FALSE,FALSE,FALSE,FALSE
1,10350,6000,7,7,2015Q3,2,3,1,3,1,2,1,3,1,2,1,1,2,2,2,FALSE,FALSE,FALSE,FALSE
2,15412,8010,4,4,2015Q3,2,2,2,3,2,3,3,2,2,2,2,3,2,2,3,FALSE,FALSE,FALSE,FALSE
2,36973,7020,7,7,2015Q3,2,3,3,2,2,2,2,3,3,1,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE
5,36539,8150,7,7,2015Q3,2,3,2,3,2,3,2,3,2,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
6,12313,8010,3,3,2015Q3,2,3,2,3,3,2,2,3,3,3,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
6,15480,7020,6,6,2015Q3,2,3,3,3,3,1,2,3,3,1,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
5,15307,6000,4,4,2015Q3,2,3,1,3,2,2,2,3,3,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
6,37037,8120,5,5,2015Q3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36544,8120,5,5,2015Q3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36830,7090,8,8,2015Q3,2,2,2,3,2,2,2,3,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36571,8150,6,6,2015Q3,2,3,3,3,3,2,2,3,3,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
2,15362,6000,8,8,2015Q3,1,1,1,1,1,2,2,1,1,3,3,2,2,3,3,FALSE,FALSE,FALSE,FALSE
5,36639,8140,2,2,2015Q3,2,2,3,2,3,2,2,2,3,2,3,2,2,2,1,FALSE,FALSE,FALSE,FALSE
6,36494,8140,3,3,2015Q3,2,3,3,3,3,2,2,3,3,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
6,10485,6000,9,9,2015Q3,2,3,2,3,2,2,2,3,3,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
1,36647,7120,4,4,2015Q3,1,2,2,2,2,2,2,3,3,3,3,2,2,3,3,FALSE,FALSE,FALSE,FALSE
2,14739,7020,9,9,2015Q3,2,3,3,3,3,3,3,3,3,3,3,1,3,2,3,FALSE,FALSE,FALSE,FALSE
1,15355,6000,4,4,2015Q3,2,3,3,3,3,3,3,3,3,3,3,1,2,3,1,FALSE,FALSE,FALSE,FALSE
6,14718,8150,6,6,2015Q3,2,3,2,3,2,2,2,3,2,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
5,36941,7020,6,6,2015Q3,1,1,2,1,2,2,2,1,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36516,8170,9,9,2015Q3,2,2,2,3,3,3,3,3,3,3,3,1,1,2,2,FALSE,FALSE,FALSE,FALSE
2,15365,6000,2,2,2015Q3,1,2,2,2,2,2,2,2,2,2,1,3,3,2,3,FALSE,FALSE,FALSE,FALSE
6,37083,8010,5,5,2015Q3,2,3,3,3,3,2,2,2,1,2,2,3,3,3,2,FALSE,FALSE,FALSE,FALSE
5,15623,7090,7,7,2015Q3,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE
6,15624,7060,8,8,2015Q3,2,3,3,3,3,3,3,3,3,2,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE
6,15627,7080,5,5,2015Q3,2,3,2,2,2,2,2,2,2,1,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
1,15628,8150,2,2,2015Q3,1,1,1,1,1,2,2,1,1,2,1,3,2,3,2,FALSE,FALSE,FALSE,FALSE
6,10536,6000,5,5,2015Q3,1,2,3,2,3,2,2,2,3,1,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
2,10321,6000,2,2,2015Q3,2,2,2,2,3,2,2,2,2,2,2,2,3,2,1,FALSE,FALSE,FALSE,FALSE
8,36762,8150,4,4,2015Q3,1,1,,1,1,2,2,1,1,2,2,3,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36747,8120,6,6,2015Q3,1,2,2,1,2,2,3,2,2,2,2,3,1,2,2,FALSE,FALSE,FALSE,FALSE
5,15388,7020,5,5,2015Q3,2,3,2,3,2,3,2,3,2,1,2,2,1,3,2,FALSE,FALSE,FALSE,FALSE
5,36635,7020,4,4,2015Q3,2,3,2,3,2,2,2,3,2,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
8,15476,6000,5,5,2015Q3,2,3,,3,,2,,3,,3,,1,2,3,2,FALSE,FALSE,FALSE,FALSE
6,15631,8180,9,9,2015Q3,1,2,2,2,1,3,1,2,2,3,2,3,1,3,2,FALSE,FALSE,FALSE,FALSE
5,36875,8150,5,5,2015Q2,2,3,2,3,2,3,2,2,2,2,2,1,1,3,3,TRUE,FALSE,FALSE,FALSE
6,12353,6000,5,5,2015Q2,1,2,2,2,2,2,2,2,2,2,1,2,3,3,3,TRUE,FALSE,FALSE,FALSE
5,10478,6000,3,3,2015Q2,1,1,2,1,1,2,2,1,1,2,2,3,3,1,3,TRUE,FALSE,FALSE,FALSE
6,15411,7020,7,7,2015Q2,2,3,2,3,2,3,3,3,3,3,2,1,3,3,3,TRUE,FALSE,FALSE,FALSE
1,10540,9000,4,4,2015Q2,2,2,2,2,2,3,2,3,3,1,2,1,3,3,3,TRUE,FALSE,FALSE,FALSE
5,36974,8120,7,7,2015Q2,1,,,1,,1,,1,,1,,3,3,3,3,TRUE,FALSE,FALSE,FALSE
5,15459,6000,3,3,2015Q2,2,3,,3,3,2,2,3,3,2,2,1,3,3,2,TRUE,FALSE,FALSE,FALSE
6,36856,7010,7,7,2015Q2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,TRUE,FALSE,FALSE,FALSE
1,36730,8150,7,7,2015Q2,1,1,1,1,1,2,2,1,1,1,1,2,2,3,2,TRUE,FALSE,FALSE,FALSE
5,14726,8210,5,5,2015Q2,1,1,1,1,1,2,2,1,1,2,2,2,2,3,3,TRUE,FALSE,FALSE,FALSE
6,36944,7070,7,7,2015Q2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,3,TRUE,FALSE,FALSE,FALSE
6,15455,7020,9,9,2015Q2,1,3,3,3,3,3,3,3,3,3,3,1,2,3,1,TRUE,FALSE,FALSE,FALSE
6,10533,6000,8,8,2015Q2,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,TRUE,FALSE,FALSE,FALSE
5,15380,7020,7,7,2015Q2,2,3,3,3,3,1,3,3,3,1,1,1,3,3,2,TRUE,FALSE,FALSE,FALSE
2,10465,6000,5,5,2015Q2,2,3,3,3,3,2,2,3,3,2,2,1,2,1,1,TRUE,FALSE,FALSE,FALSE
6,37020,7090,8,8,2015Q2,2,3,,3,1,3,1,3,1,2,2,2,1,3,3,TRUE,FALSE,FALSE,FALSE
5,98066,7090,5,5,2015Q2,2,3,2,3,2,2,2,3,2,3,2,2,3,3,3,TRUE,FALSE,FALSE,FALSE
6,36811,7020,9,9,2015Q2,2,3,2,3,2,3,2,3,2,2,2,1,3,3,3,TRUE,FALSE,FALSE,FALSE
6,36887,8000,8,8,2015Q2,2,,,2,,2,,2,,2,,1,1,2,1,TRUE,FALSE,FALSE,FALSE
5,15389,7020,9,9,2015Q2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,TRUE,FALSE,FALSE,FALSE
5,15467,8010,5,5,2015Q2,1,2,3,3,3,3,2,2,3,2,3,3,2,3,2,TRUE,FALSE,FALSE,FALSE
5,36670,7080,5,5,2015Q2,2,3,2,3,2,2,2,3,2,2,2,2,3,3,3,TRUE,FALSE,FALSE,FALSE
6,36489,9010,1,1,2015Q3,2,3,1,3,1,3,1,3,1,2,2,2,1,3,3,TRUE,FALSE,FALSE,FALSE
6,15643,9010,3,3,2015Q3,1,2,2,2,2,3,2,3,2,2,2,1,2,3,2,TRUE,FALSE,FALSE,FALSE
6,15652,8000,9,9,2015Q3,2,3,2,2,3,2,3,3,2,1,1,2,2,3,3,TRUE,FALSE,FALSE,FALSE
5,15651,7060,7,7,2015Q3,,1,,1,,2,,1,,1,,3,3,3,2,TRUE,FALSE,FALSE,FALSE
2,15649,7110,9,9,2015Q3,2,3,3,3,3,3,3,2,2,2,2,2,3,3,2,TRUE,FALSE,FALSE,FALSE
6,15647,7060,9,9,2015Q3,2,3,2,3,2,2,2,3,3,1,1,2,3,3,3,TRUE,FALSE,FALSE,FALSE
2,15644,8150,5,5,2015Q3,2,3,3,3,3,3,3,3,3,2,2,1,2,3,,TRUE,FALSE,FALSE,FALSE
6,15789,8150,2,2,2015Q3,1,2,3,1,2,2,2,1,3,2,2,2,1,3,2,TRUE,FALSE,FALSE,FALSE
1,15788,9010,2,2,2015Q3,1,1,,1,,2,,1,,1,,3,2,3,2,TRUE,FALSE,FALSE,FALSE
6,15787,7080,6,6,2015Q3,2,3,3,3,3,2,2,1,3,1,1,1,2,3,3,TRUE,FALSE,FALSE,FALSE
6,15658,8000,5,5,2015Q3,2,3,1,3,1,2,2,3,1,3,2,2,3,3,2,TRUE,FALSE,FALSE,FALSE
5,15633,7100,5,5,2015Q3,,,,2,2,2,2,3,2,2,2,1,3,3,2,TRUE,FALSE,FALSE,FALSE
5,15635,8150,4,4,2015Q3,2,3,3,3,3,3,2,3,2,3,3,1,2,3,3,TRUE,FALSE,FALSE,FALSE
6,15637,7090,5,5,2015Q3,,,,3,3,3,3,3,2,2,2,2,3,2,1,TRUE,FALSE,FALSE,FALSE
6,15638,7100,9,9,2015Q3,2,3,3,3,3,2,3,3,3,1,1,1,3,2,2,TRUE,FALSE,FALSE,FALSE
1,15507,6000,5,5,2015Q2,1,3,2,3,2,1,2,2,2,2,1,2,2,3,2,TRUE,FALSE,FALSE,FALSE
2,15512,6000,2,2,2015Q2,1,1,1,1,1,2,2,2,2,1,1,2,3,3,3,TRUE,FALSE,FALSE,FALSE
6,15552,6000,5,5,2015Q2,2,3,2,3,2,3,2,3,2,2,2,2,3,3,1,TRUE,FALSE,FALSE,FALSE
1,15551,6010,5,5,2015Q2,1,1,,2,,2,,2,,1,,1,3,3,2,TRUE,FALSE,FALSE,FALSE
1,15497,7020,5,5,2015Q2,1,1,2,1,2,2,2,2,2,2,2,1,3,2,1,TRUE,FALSE,FALSE,FALSE
6,36821,8150,5,5,2015Q2,1,2,2,3,2,3,2,3,2,2,2,1,1,2,1,TRUE,FALSE,FALSE,FALSE
6,37020,7090,8,8,2015Q2,2,3,2,3,2,3,1,3,2,2,2,2,1,3,3,TRUE,FALSE,FALSE,FALSE
1,14725,8210,5,5,2014Q4,,2,2,3,3,2,2,,,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
1,36396,6000,5,5,2014Q4,1,2,,2,2,3,2,3,2,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,10884,6010,6,6,2014Q4,2,3,2,3,2,2,3,3,3,2,1,1,3,3,1,FALSE,FALSE,FALSE,FALSE
1,12304,8010,1,1,2014Q4,1,2,1,2,1,2,2,2,2,2,1,1,3,3,2,FALSE,FALSE,FALSE,FALSE
5,36870,7060,8,8,2014Q4,1,2,3,2,3,2,3,3,3,1,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE
8,14296,8150,7,7,2014Q4,1,2,1,3,1,2,2,3,2,2,2,1,3,2,2,FALSE,FALSE,FALSE,FALSE
2,10870,6000,6,6,2014Q4,1,1,1,2,1,1,2,1,1,1,1,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,14717,8070,5,5,2014Q4,2,3,2,3,2,2,2,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,12365,8140,5,5,2014Q4,2,3,3,3,3,2,2,3,3,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,12353,6000,5,5,2014Q4,2,2,2,3,3,2,2,2,2,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36864,8090,2,2,2014Q4,2,3,2,3,2,3,2,3,2,3,2,2,3,3,1,FALSE,FALSE,FALSE,FALSE
5,36889,8090,8,8,2014Q4,1,2,1,2,1,1,2,2,1,2,2,3,1,3,3,FALSE,FALSE,FALSE,FALSE
5,36885,8150,3,3,2014Q4,1,2,1,2,1,1,2,2,2,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
2,10861,6000,5,5,2014Q4,1,1,3,1,2,2,1,1,1,2,1,3,3,2,2,FALSE,FALSE,FALSE,FALSE
6,10421,8010,5,5,2014Q4,2,2,2,3,3,3,3,3,3,2,2,3,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36869,7000,9,9,2014Q4,1,3,3,3,3,3,2,3,3,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
1,10332,6000,2,2,2014Q4,2,3,3,3,3,2,1,2,3,2,1,1,3,3,1,FALSE,FALSE,FALSE,FALSE
1,12307,8010,5,5,2014Q4,1,2,2,2,2,2,2,2,2,2,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36488,8120,5,5,2014Q4,2,2,3,2,3,3,3,2,2,1,1,1,3,3,1,FALSE,FALSE,FALSE,FALSE
5,36645,7000,6,6,2014Q4,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,FALSE,FALSE,FALSE,FALSE
1,36448,8000,9,9,2014Q4,2,2,2,3,3,2,2,3,3,3,3,1,2,3,1,FALSE,FALSE,FALSE,FALSE
5,36849,7070,7,7,2014Q4,2,3,3,3,3,2,2,3,3,2,1,1,3,1,1,FALSE,FALSE,FALSE,FALSE
6,36521,7120,3,3,2014Q4,2,3,3,3,3,2,2,3,3,2,1,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36752,8180,6,6,2014Q4,2,3,2,3,2,2,2,3,2,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
1,37014,8120,6,6,2014Q4,2,3,1,3,1,2,1,3,2,2,1,1,2,3,3,FALSE,FALSE,FALSE,FALSE
2,36880,8150,5,5,2014Q4,2,3,3,3,3,3,3,3,3,3,3,1,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36431,8120,6,6,2014Q4,1,2,3,2,3,2,3,2,3,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
5,10534,6010,4,4,2014Q4,2,3,2,2,2,3,2,3,2,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE
1,36403,8120,6,6,2014Q4,2,2,2,2,2,2,2,3,3,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
1,37003,8150,7,7,2014Q4,2,1,2,1,2,1,2,2,3,1,2,2,1,3,2,FALSE,FALSE,FALSE,FALSE
3,14190,8090,3,3,2014Q4,1,2,,2,,3,,2,,1,,1,3,3,1,FALSE,FALSE,FALSE,FALSE
5,10340,6000,3,3,2014Q4,1,2,1,1,1,2,2,1,1,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36932,8090,6,6,2014Q4,1,2,2,2,2,2,2,3,3,2,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE
6,37101,8000,8,8,2014Q4,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
1,36475,8010,9,9,2014Q4,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36805,8150,7,7,2014Q4,1,3,,2,3,1,2,2,2,3,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36627,8010,5,5,2014Q4,1,2,2,2,2,1,2,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36832,8120,4,4,2014Q4,1,3,1,1,2,3,1,2,2,1,1,3,1,3,3,FALSE,FALSE,FALSE,FALSE
6,36697,8090,9,9,2014Q4,1,1,2,1,1,1,1,3,1,2,2,3,1,2,2,FALSE,FALSE,FALSE,FALSE
6,36411,8040,7,7,2014Q4,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36746,8120,2,2,2014Q4,2,3,3,3,2,2,2,3,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
1,10347,6000,2,2,2014Q4,1,2,3,1,3,2,2,3,3,1,1,2,3,2,2,FALSE,FALSE,FALSE,FALSE
5,36868,6010,5,5,2014Q4,1,1,1,1,1,2,2,2,2,3,3,2,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36945,8140,2,2,2014Q4,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE
2,36550,8010,6,6,2014Q4,1,2,3,2,3,2,3,2,3,1,2,3,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36688,8040,9,9,2014Q4,2,1,2,1,3,3,2,2,3,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
6,37002,8150,6,6,2014Q4,2,3,3,3,3,2,3,3,3,3,3,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,37006,8120,3,3,2014Q4,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
3,36528,8150,5,5,2014Q4,2,3,2,3,2,3,2,3,2,2,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36693,8120,5,5,2014Q4,1,1,2,1,2,2,2,1,2,1,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE
5,14742,8210,5,5,2014Q4,1,2,2,1,2,2,2,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
1,93375,8010,5,5,2014Q4,1,1,1,1,1,2,2,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36587,8120,5,5,2014Q4,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,FALSE,FALSE,FALSE,FALSE
5,36539,8150,7,7,2014Q4,2,2,2,3,2,2,2,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36825,8190,9,9,2014Q4,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,FALSE,FALSE,FALSE,FALSE
2,36497,8120,6,6,2014Q4,2,3,2,2,2,3,2,3,2,2,2,2,1,3,2,FALSE,FALSE,FALSE,FALSE
6,37269,7080,5,5,2014Q4,2,3,3,3,3,2,2,,,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
1,36445,8150,4,4,2014Q4,1,1,3,1,3,1,1,1,1,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,10524,6010,6,6,2014Q4,2,2,2,2,2,3,2,3,3,2,1,1,3,3,2,FALSE,FALSE,FALSE,FALSE
6,10331,6000,2,2,2014Q4,2,3,3,3,3,2,2,3,3,2,2,1,3,2,1,FALSE,FALSE,FALSE,FALSE
6,36956,8150,6,6,2014Q4,2,3,2,3,2,2,2,3,2,,,1,3,3,3,FALSE,FALSE,FALSE,FALSE
2,12322,8010,5,5,2014Q4,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36511,8090,7,7,2014Q4,1,2,2,2,2,2,2,2,2,1,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE
6,10485,6000,9,9,2014Q4,2,2,2,2,2,2,2,3,3,1,1,1,1,2,1,FALSE,FALSE,FALSE,FALSE
6,36525,8150,5,5,2014Q4,2,3,3,3,3,3,2,3,3,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
6,36716,8010,4,4,2014Q4,1,1,2,1,2,1,2,1,2,1,1,2,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36982,8090,3,3,2014Q4,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
3,36732,8150,5,5,2014Q4,1,2,3,2,3,2,3,2,3,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
