"";"Datum";"factorn";"eQ2";"eQ3";"eQ4";"eQ5";"eQ6"
"36195";2000-12-31;0,00110753333333333;0;0;0;NA;0
"43197";2002-09-30;0,000611008849557522;0;0;-1;NA;0
"47149";2003-09-30;0,000767155555555555;2;1;0;NA;2
"48131";2003-12-31;0,000933027027027027;1;1;0;NA;1
"49128";2004-03-31;0,00109593650793651;0;0;0;NA;0
"50119";2004-06-30;0,0010788125;0;0;0;NA;0
"51198";2004-09-30;0,000831855421686747;0;0;-1;NA;0
"52175";2004-12-31;0,000812282352941176;-1;-1;0;NA;-1
"53170";2005-03-31;0,000820986666666667;-1;-1;-1;NA;-1
"5996";2006-09-30;0,000741855421686747;1;1;0;NA;1
"63122";2007-09-30;0,00075090243902439;1;1;0;NA;1
"6479";2007-12-31;0,000867239436619718;1;1;0;NA;0
"6582";2008-03-31;0,00118411538461538;0;0;0;NA;0
"6686";2008-06-30;0,000691842696629213;0;0;0;NA;0
"7081";2009-06-30;0,000641395833333333;0;0;0;NA;0
"73109";2010-03-31;0,000590196078431372;0;0;0;NA;0
"35208";2000-09-30;0,00176529411764706;0;-1;0;NA;-1
"35209";2000-09-30;0,00107180952380952;0;0;0;NA;0
"35210";2000-09-30;0,005895;NA;-1;0;NA;-1
"40160";2001-12-31;0,00845956756756757;2;1;0;NA;1
"41227";2002-03-31;0,00539662068965517;0;0;1;NA;0
"35211";2000-09-30;0,00442125;-1;0;0;NA;0
"36196";2000-12-31;0,00301021276595745;1;0;1;NA;1
"37177";2001-03-31;0,00652091666666667;-1;0;-1;NA;-1
"38185";2001-06-30;0,00451448076923077;0;-1;0;NA;0
"39192";2001-09-30;0,00634467567567568;0;0;0;NA;0
"40161";2001-12-31;0,00634467567567568;0;0;1;NA;0
"41228";2002-03-31;0,00404746551724138;0;0;1;NA;0
"42221";2002-06-30;0,0106705909090909;0;0;0;NA;0
"43198";2002-09-30;0,00869455555555555;0;0;-1;NA;0
"44182";2002-12-31;0,00545937209302326;0;0;-1;NA;0
"45172";2003-03-31;0,00869455555555555;-2;-1;-1;NA;-2
"46149";2003-06-30;0,00939012;1;1;1;NA;1
"47150";2003-09-30;0,005868825;-1;-1;-1;NA;-1
"48132";2003-12-31;0,0078251;0;0;0;NA;0
"49129";2004-03-31;0,00711372727272727;0;1;0;NA;1
"50120";2004-06-30;0,00902896153846154;0;-1;0;NA;-1
"51199";2004-09-30;0,013809;1;1;1;NA;1
"52176";2004-12-31;0,0156502;-1;-1;1;NA;-1
"53171";2005-03-31;0,0161708181818182;0;0;0;NA;0
"6085";2006-12-31;0,007411625;-1;0;1;NA;0
"6583";2008-03-31;0,0197643333333333;NA;-2;NA;NA;NA
"6687";2008-06-30;0,00468102631578947;0;0;0;NA;0
"6779";2008-09-30;0,00847042857142857;0;0;0;NA;0
"6871";2008-12-31;0,00635282142857143;0;0;0;NA;0
"6980";2009-03-31;0,00494108333333333;0;0;0;NA;0
"7570";2010-09-30;0,0112656315789474;-1;0;-1;NA;0
"7671";2010-12-31;0,005351175;0;0;0;NA;0
"7774";2011-03-31;0,00792766666666667;1;-2;1;NA;-1
"7876";2011-06-30;0,008918625;0;0;NA;NA;0
"81134";2012-03-31;0,0071349;2;0;1;NA;1
"82110";2012-06-30;0,00792766666666667;0;0;-1;NA;0
"8550";2013-03-31;0,00273747540983607;0;0;0;NA;0
"8649";2013-06-30;0,00160563461538462;0;0;-1;NA;0
"8746";2013-09-30;0,00249232835820896;-2;-1;-1;NA;-1
"8849";2013-12-31;0,00175774736842105;0;0;0;NA;0
"91119";2014-09-30;0,0019416976744186;-1;NA;1;NA;NA
"9240";2014-12-31;0,00231925;0;NA;0;NA;NA
"9338";2015-03-31;0,00196454117647059;0;0;-1;NA;0
"9435";2015-06-30;0,00203641463414634;-1;-1;-1;NA;-1
"9533";2015-09-30;0,00206155555555556;0;0;0;NA;0
"9641";2015-12-31;0,00219718421052632;-1;-2;0;NA;-2
"9737";2016-03-31;0,0017394375;0;1;0;NA;1
"9832";2016-06-30;0,0017394375;0;-1;0;NA;-1
"38186";2001-06-30;0,00451448076923077;0;-1;-1;NA;-1
"39193";2001-09-30;0,00634467567567568;0;0;1;NA;0
"35212";2000-09-30;0,0011184347826087;-1;-1;-1;NA;-1
"36197";2000-12-31;0,00116927272727273;0;-1;0;NA;0
"37178";2001-03-31;0,0008630625;0;1;0;NA;1
"50121";2004-06-30;0,000647296875;0;0;0;NA;0
"51200";2004-09-30;0,000714258620689655;0;0;0;NA;0
"52177";2004-12-31;0,00082854;0;1;0;NA;1
"53172";2005-03-31;0,000521796610169492;0;0;0;NA;0
"54128";2005-06-30;0,000603647058823529;-1;0;2;NA;-1
"6086";2006-12-31;0,000540105263157895;0;-2;1;NA;-2
"6584";2008-03-31;0,000559745454545455;0;-2;0;NA;-1
"35213";2000-09-30;0,00103722580645161;-2;-1;1;NA;-1
"47151";2003-09-30;0,00107046511627907;0;0;0;NA;0
"38187";2001-06-30;0,000570619834710744;-2;-1;-1;NA;-2
"39194";2001-09-30;0,000645280373831776;0;0;0;NA;0
"35214";2000-09-30;0,0021142602739726;-2;-1;0;NA;-1
"36198";2000-12-31;0,0019536835443038;1;1;0;NA;1
"37179";2001-03-31;0,0022392972972973;-1;-1;0;NA;-1
"38188";2001-06-30;0,00254935384615385;1;-1;-1;NA;0
"35215";2000-09-30;0,00164442465753425;0;0;0;NA;-1
"40162";2001-12-31;0,00238674074074074;1;0;0;NA;0
"41229";2002-03-31;0,000947676470588235;2;1;-1;NA;1
"42222";2002-06-30;0,00128884;0;0;1;NA;0
"43199";2002-09-30;0,00114056637168142;0;-1;0;NA;-1
"44183";2002-12-31;0,00140091304347826;-1;0;0;NA;0
"45173";2003-03-31;0,00100690625;0;0;0;NA;0
"46150";2003-06-30;0,00135667368421053;0;0;0;NA;0
"35216";2000-09-30;0,00193656818181818;0;-1;1;NA;0
"36199";2000-12-31;0,00205322891566265;2;1;1;NA;1
"37180";2001-03-31;0,00174429473684211;-2;-2;-2;NA;-2
"40163";2001-12-31;0,00220944;-1;-1;0;NA;-1
"52178";2004-12-31;0,00170832989690722;0;0;0;NA;-1
"53173";2005-03-31;0,00115035398230088;0;-1;0;NA;1
"35217";2000-09-30;0,00322761363636364;0;0;0;NA;0
"36200";2000-12-31;0,00342204819277108;-2;-2;-2;NA;-2
"46151";2003-06-30;0,00220944;0;0;0;NA;0
"47152";2003-09-30;0,00209227272727273;0;0;0;NA;0
"48133";2003-12-31;0,00263028571428571;0;0;1;NA;0
"51201";2004-09-30;0,00224536585365854;0;0;0;NA;0
"54129";2005-06-30;0,0018676724137931;0;0;0;NA;0
"44184";2002-12-31;0,00265557692307692;1;0;1;NA;0
"47153";2003-09-30;0,00209227272727273;1;1;1;NA;1
"35218";2000-09-30;0,00129104545454545;-1;-1;0;NA;-1
"36201";2000-12-31;0,00136881927710843;0;0;0;NA;0
"44185";2002-12-31;0,00106223076923077;0;0;0;NA;0
"45174";2003-03-31;0,00103244859813084;1;0;0;NA;0
"52179";2004-12-31;0,00113888659793814;0;0;0;NA;1
"5997";2006-09-30;0,000996091954022989;0;0;0;NA;0
"6087";2006-12-31;0,000780720720720721;0;0;0;NA;0
"63123";2007-09-30;0,000833269230769231;0;0;0;NA;0
"6480";2007-12-31;0,0013130303030303;0;0;0;NA;0
"6585";2008-03-31;0,00142065573770492;1;1;0;NA;1
"6688";2008-06-30;0,0013130303030303;0;0;0;NA;0
"6780";2008-09-30;0,0013540625;0;0;0;NA;0
"7082";2009-06-30;0,00122056338028169;0;1;0;NA;1
"71158";2009-09-30;0,000841359223300971;0;-1;0;NA;-1
"72138";2009-12-31;0,000753565217391304;1;1;0;NA;1
"73110";2010-03-31;0,000814673076923077;0;0;0;NA;0
"7476";2010-06-30;0,0007845;-1;0;0;NA;0
"7571";2010-09-30;0,000718016949152542;0;0;0;NA;0
"7672";2010-12-31;0,000667133858267717;0;0;0;NA;0
"7775";2011-03-31;0,000749787610619469;0;0;0;NA;0
"7877";2011-06-30;0,000672428571428571;0;0;0;NA;0
"7967";2011-09-30;0,000855818181818182;-1;-1;0;NA;-1
"8055";2011-12-31;0,000799301886792453;0;1;-1;NA;0
"8357";2012-09-30;0,000777302752293578;0;1;0;NA;0
"8449";2012-12-31;0,000806914285714286;1;0;-1;NA;NA
"8551";2013-03-31;0,000946043010752688;0;0;1;NA;0
"9241";2014-12-31;0,00146636666666667;0;0;0;NA;0
"9833";2016-06-30;0,000698269841269841;0;0;0;NA;0
"35219";2000-09-30;0,00580970454545454;-2;0;-1;NA;1
"43200";2002-09-30;0,00404165853658537;-1;-1;0;NA;-1
"44186";2002-12-31;0,00478003846153846;1;0;0;NA;0
"45175";2003-03-31;0,00464601869158879;0;0;0;NA;-1
"51202";2004-09-30;0,00404165853658537;1;0;-1;NA;0
"35220";2000-09-30;0,00188331428571429;0;0;0;NA;0
"36202";2000-12-31;0,00185678873239437;-1;0;-1;NA;0
"37181";2001-03-31;0,00231868656716418;1;0;0;NA;0
"38189";2001-06-30;0,00304611764705882;-1;-1;0;NA;-1
"39195";2001-09-30;0,00267848275862069;0;-1;0;NA;-1
"43201";2002-09-30;0,0032365;0;-1;-1;NA;-1
"44187";2002-12-31;0,00408821052631579;1;1;2;NA;1
"45176";2003-03-31;0,00310704;0;0;1;NA;0
"46152";2003-06-30;0,00361283720930233;-1;-1;-1;NA;-1
"47154";2003-09-30;0,0025892;1;2;1;NA;2
"48134";2003-12-31;0,00345226666666667;0;1;0;NA;-1
"49130";2004-03-31;0,00501135483870968;-1;-1;-1;NA;0
"50122";2004-06-30;0,00621408;1;0;2;NA;0
"51203";2004-09-30;0,00431533333333333;1;1;1;NA;1
"52180";2004-12-31;0,00554828571428571;-1;-1;-1;NA;-1
"53174";2005-03-31;0,0035003023255814;-1;0;0;NA;-1
"54130";2005-06-30;0,00307169387755102;-1;0;-1;NA;0
"35221";2000-09-30;0,00502217142857143;0;0;0;NA;0
"36203";2000-12-31;0,00495143661971831;-1;-1;0;NA;-1
"35222";2000-09-30;0,0021436;0;0;-1;NA;0
"43202";2002-09-30;0,00168773333333333;-1;0;-1;NA;0
"44188";2002-12-31;0,00187525925925926;-2;-2;-1;NA;-2
"45177";2003-03-31;0,00210966666666667;-1;-1;0;NA;-1
"46153";2003-06-30;0,0025316;0;0;0;NA;0
"47155";2003-09-30;0,00230145454545455;1;1;0;NA;1
"48135";2003-12-31;0,00210966666666667;0;0;0;NA;0
"49131";2004-03-31;0,0025316;0;0;0;NA;0
"52181";2004-12-31;0,00297835294117647;0;0;0;NA;0
"53175";2005-03-31;0,001629;0;0;0;NA;0
"54131";2005-06-30;0,00240063157894737;0;0;0;NA;0
"35223";2000-09-30;0,00227552307692308;-1;0;1;NA;0
"36204";2000-12-31;0,00259489473684211;1;-1;-1;NA;-1
"48136";2003-12-31;0,00164764772727273;0;0;0;NA;0
"57103";2006-03-31;0,00151151162790698;-1;0;0;NA;0
"6981";2009-03-31;0,00146056179775281;0;0;-1;NA;0
"7083";2009-06-30;0,00106549180327869;0;0;0;NA;0
"71159";2009-09-30;0,00126203883495146;0;0;0;NA;0
"35224";2000-09-30;0,00157617647058824;0;0;-1;NA;0
"35225";2000-09-30;0,00788088235294118;1;0;-1;NA;0
"42223";2002-06-30;0,00445451612903226;-1;0;0;NA;0
"46154";2003-06-30;0,00812294117647059;0;0;0;NA;0
"49132";2004-03-31;0,00767166666666667;0;0;0;NA;-1
"50123";2004-06-30;0,008630625;-1;-1;-1;NA;-1
"53176";2005-03-31;0,00526269230769231;-1;-1;-1;NA;-1
"35226";2000-09-30;0,00487190909090909;0;0;-1;NA;0
"5998";2006-09-30;0,0164197333333333;-1;0;0;NA;0
"40164";2001-12-31;0,00382210714285714;0;-1;0;NA;-1
"37182";2001-03-31;0,00559576470588235;0;1;0;NA;1
"38190";2001-06-30;0,00376603636363636;-1;0;0;NA;0
"39196";2001-09-30;0,00369878571428571;0;NA;0;NA;0
"40165";2001-12-31;0,0032364375;-1;1;0;NA;1
"50124";2004-06-30;0,0032364375;1;0;0;NA;1
"58104";2006-06-30;0,0021732;-1;-2;1;NA;-2
"5999";2006-09-30;0,00222556626506024;0;0;0;NA;0
"63124";2007-09-30;0,00225270731707317;-1;-1;0;NA;0
"6689";2008-06-30;0,00207552808988764;0;-1;1;NA;-1
"6781";2008-09-30;0,00186587878787879;0;0;0;NA;0
"6872";2008-12-31;0,00222556626506024;2;2;0;NA;2
"6982";2009-03-31;0,00155228571428571;-1;-2;0;NA;-2
"72139";2009-12-31;0,00200784782608696;-2;-1;0;NA;-1
"73111";2010-03-31;0,00177058823529412;-1;-1;0;NA;-2
"7477";2010-06-30;0,00231538461538462;-1;-1;0;NA;-1
"7572";2010-09-30;0,00184285714285714;-1;-1;0;NA;-1
"7673";2010-12-31;0,0014;1;1;0;NA;1
"7776";2011-03-31;0,00173653846153846;-1;1;-1;NA;-1
"7878";2011-06-30;0,00186185567010309;-1;0;0;NA;-1
"7968";2011-09-30;0,00182424242424242;1;0;0;NA;1
"8056";2011-12-31;0,00200666666666667;0;1;0;NA;1
"81135";2012-03-31;0,00244054054054054;0;0;-1;NA;0
"8450";2012-12-31;0,00237631578947368;1;1;0;NA;1
"8552";2013-03-31;0,00281837142857143;0;0;0;NA;0
"8650";2013-06-30;0,00201312244897959;-1;0;0;NA;0
"8747";2013-09-30;0,0029445671641791;-1;1;0;NA;1
"8850";2013-12-31;0,00266602702702703;2;1;0;NA;1
"8943";2014-03-31;0,00313152380952381;0;0;0;NA;0
"9035";2014-06-30;0,00563674285714286;-1;0;0;NA;0
"91120";2014-09-30;0,00358701818181818;0;0;0;NA;0
"39197";2001-09-30;0,00123292857142857;2;-1;0;NA;-1
"40166";2001-12-31;0,0010788125;1;1;1;NA;1
"41230";2002-03-31;0,000543653543307087;1;1;0;NA;1
"42224";2002-06-30;0,000651358490566038;-1;0;0;NA;0
"43203";2002-09-30;0,000611008849557522;-1;-2;0;NA;-2
"44189";2002-12-31;0,000842;-1;-1;0;NA;-1
"35227";2000-09-30;0,00172602597402597;-1;0;1;NA;0
"36205";2000-12-31;0,00221506666666667;-1;0;0;NA;-1
"37183";2001-03-31;0,00155155056179775;0;0;0;NA;0
"38191";2001-06-30;0,00251069090909091;-1;-1;0;NA;-1
"39198";2001-09-30;0,00246585714285714;0;-2;0;NA;-2
"42225";2002-06-30;0,00130271698113208;0;0;1;NA;0
"45178";2003-03-31;0,00151745054945055;-1;-1;-2;NA;-2
"46155";2003-06-30;0,00150095652173913;0;-1;0;NA;-1
"47156";2003-09-30;0,00153431111111111;0;0;0;NA;-1
"51204";2004-09-30;0,00166371084337349;0;0;1;NA;0
"52182";2004-12-31;0,00162456470588235;1;1;2;NA;1
"53177";2005-03-31;0,00164197333333333;-1;0;0;NA;0
"54132";2005-06-30;0,00152034567901235;1;1;0;NA;1
"36206";2000-12-31;0,000510380952380952;0;-1;-1;NA;-1
"59100";2006-09-30;0,000563411764705882;0;0;0;NA;NA
"7573";2010-09-30;0,000648618181818182;0;-1;-1;NA;0
"7674";2010-12-31;0,000517014492753623;0;0;0;NA;NA
"7777";2011-03-31;0,000540515151515151;-2;-2;NA;NA;NA
"38192";2001-06-30;0,000760826446280992;0;0;0;NA;0
"39199";2001-09-30;0,000860373831775701;-1;-1;0;NA;-1
"40167";2001-12-31;0,00109595238095238;2;2;NA;NA;2
"41231";2002-03-31;0,000687014925373134;0;0;1;NA;0
"42226";2002-06-30;0,000667101449275362;0;0;0;NA;0
"46156";2003-06-30;0,00089378640776699;1;0;1;NA;0
"54133";2005-06-30;0,000997708333333333;2;2;1;NA;2
"57104";2006-03-31;0,00134901408450704;0;0;0;NA;0
"58105";2006-06-30;0,00122794871794872;0;1;1;NA;0
"36207";2000-12-31;0,0010207619047619;0;0;1;NA;-1
"37184";2001-03-31;0,000667101449275362;0;0;-1;NA;-1
"38193";2001-06-30;0,000760826446280992;0;-1;-1;NA;0
"39200";2001-09-30;0,000860373831775701;1;0;0;NA;0
"40168";2001-12-31;0,00109595238095238;1;1;0;NA;0
"41232";2002-03-31;0,000687014925373134;1;0;2;NA;1
"42227";2002-06-30;0,000667101449275362;0;0;0;NA;0
"43204";2002-09-30;0,000630547945205479;0;0;1;NA;0
"46157";2003-06-30;0,00089378640776699;-2;-1;-1;NA;-1
"47157";2003-09-30;0,000713643410852713;0;-1;0;NA;-1
"48137";2003-12-31;0,000767166666666667;1;0;1;NA;0
"49133";2004-03-31;0,000902549019607843;-1;-1;-1;NA;-2
"50125";2004-06-30;0,00092989898989899;2;1;-1;NA;2
"53178";2005-03-31;0,00102989247311828;2;1;2;NA;1
"54134";2005-06-30;0,000997708333333333;1;0;1;NA;0
"57105";2006-03-31;0,00134901408450704;-1;0;-1;NA;-2
"58106";2006-06-30;0,00122794871794872;2;2;2;NA;2
"59101";2006-09-30;0,00112682352941176;0;0;-1;NA;0
"6088";2006-12-31;0,00118246913580247;2;1;1;NA;NA
"61155";2007-03-31;0,00140852941176471;-1;-2;-2;NA;-2
"6481";2007-12-31;0,000740567010309278;0;-1;0;NA;0
"6586";2008-03-31;0,00180716981132075;2;2;0;NA;2
"6690";2008-06-30;0,0014367;2;2;-1;NA;2
"6782";2008-09-30;0,00128276785714286;2;2;2;NA;2
"6873";2008-12-31;0,00107216417910448;-2;-2;-2;NA;-2
"6983";2009-03-31;0,00123853448275862;0;0;0;NA;0
"7084";2009-06-30;0,00105639705882353;0;1;0;NA;1
"71160";2009-09-30;0,000932922077922078;2;2;1;NA;1
"7478";2010-06-30;0,000922603448275862;1;1;0;NA;1
"7574";2010-09-30;0,000972927272727273;2;2;0;NA;2
"7675";2010-12-31;0,000775521739130435;1;1;1;NA;1
"7778";2011-03-31;0,000810772727272727;0;0;-1;NA;0
"7879";2011-06-30;0,000723121621621622;0;0;0;NA;0
"81136";2012-03-31;0,000955553571428571;1;0;0;NA;0
"8451";2012-12-31;0,00121615909090909;0;-1;1;NA;-2
"8553";2013-03-31;0,000644796610169492;1;0;1;NA;0
"8651";2013-06-30;0,000731596153846154;1;1;0;NA;1
"8748";2013-09-30;0,0008454;1;1;0;NA;1
"8851";2013-12-31;0,000644796610169492;0;0;1;NA;0
"91121";2014-09-30;0,00102818918918919;-1;0;-1;NA;NA
"9242";2014-12-31;0,00111891176470588;1;2;1;NA;2
"9339";2015-03-31;0,000975461538461538;1;1;1;NA;1
"9436";2015-06-30;0,0007925625;0;0;NA;NA;0
"9738";2016-03-31;0,000776387755102041;0;0;1;NA;0
"9834";2016-06-30;0,0007925625;1;1;1;NA;1
"36208";2000-12-31;0,00205322891566265;1;0;0;NA;0
"43205";2002-09-30;0,00134721951219512;0;-1;0;NA;0
"44190";2002-12-31;0,00159334615384615;0;0;0;NA;0
"45179";2003-03-31;0,00154867289719626;0;0;0;NA;0
"46158";2003-06-30;0,001325664;1;1;1;NA;0
"50126";2004-06-30;0,00142851724137931;-1;-1;0;NA;-1
"36209";2000-12-31;0,001631;0;0;0;NA;0
"37185";2001-03-31;0,000911803278688525;1;0;-1;NA;0
"38194";2001-06-30;0,00158914285714286;1;1;0;NA;1
"39201";2001-09-30;0,00175642105263158;1;0;1;NA;0
"40169";2001-12-31;0,001545;0;1;1;NA;1
"41233";2002-03-31;0,00116685314685315;1;2;1;NA;2
"42228";2002-06-30;0,00110503311258278;1;1;1;NA;1
"43206";2002-09-30;0,0010628025477707;1;1;0;NA;0
"44192";2002-12-31;0,00163588235294118;1;0;0;NA;0
"45180";2003-03-31;0,00148982142857143;-1;-1;-1;NA;-1
"46159";2003-06-30;0,0013905;0;0;-1;NA;0
"47158";2003-09-30;0,00151690909090909;-1;0;0;NA;0
"48138";2003-12-31;0,00153082568807339;1;0;0;NA;0
"49134";2004-03-31;0,00151690909090909;1;1;0;NA;1
"50127";2004-06-30;0,00145095652173913;1;0;1;NA;1
"51205";2004-09-30;0,0016686;1;1;0;NA;1
"52183";2004-12-31;0,00165207920792079;1;0;0;NA;0
"53179";2005-03-31;0,0018517094017094;-1;0;-1;NA;-1
"54135";2005-06-30;0,00182058823529412;1;2;-1;NA;2
"57106";2006-03-31;0,0019518018018018;-1;-1;0;NA;-1
"58107";2006-06-30;0,00267469135802469;1;1;0;NA;1
"59102";2006-09-30;0,00202476635514019;0;0;1;NA;0
"6089";2006-12-31;0,00221071428571429;0;0;0;NA;0
"61156";2007-03-31;0,00188391304347826;0;0;0;NA;0
"6482";2007-12-31;0,00274240506329114;-1;0;0;NA;0
"6783";2008-09-30;0,00161679104477612;-2;-2;0;NA;-1
"7085";2009-06-30;0,00176138211382114;0;0;0;NA;0
"71161";2009-09-30;0,0019518018018018;0;1;0;NA;1
"72140";2009-12-31;0,001934375;0;0;0;NA;0
"73112";2010-03-31;0,00188876033057851;0;0;-1;NA;0
"7479";2010-06-30;0,00207763636363636;0;0;0;NA;0
"7575";2010-09-30;0,00179952755905512;0;0;0;NA;0
"7676";2010-12-31;0,00151350993377483;0;1;1;NA;1
"7779";2011-03-31;0,00162085106382979;0;-1;0;NA;-1
"7880";2011-06-30;0,00179952755905512;0;0;-1;NA;0
"7969";2011-09-30;0,001758;1;1;1;NA;1
"8057";2011-12-31;0,00192050420168067;0;0;1;NA;0
"81137";2012-03-31;0,001758;0;0;-1;NA;0
"82111";2012-06-30;0,00187327868852459;1;1;0;NA;1
"8358";2012-09-30;0,00224058823529412;0;0;0;NA;0
"8452";2012-12-31;0,00198730434782609;1;1;2;NA;1
"8554";2013-03-31;0,00172486111111111;-1;-1;-1;NA;-1
"8852";2013-12-31;0,00179120192307692;-1;0;0;NA;0
"8944";2014-03-31;0,00202483695652174;0;0;1;NA;0
"9036";2014-06-30;0,00809934782608696;-1;0;0;NA;0
"91122";2014-09-30;0,00255184931506849;1;1;1;NA;1
"9642";2015-12-31;0,00235803797468354;0;0;0;NA;0
"9739";2016-03-31;0,00204708791208791;0;0;1;NA;0
"9835";2016-06-30;0,00251736486486486;0;-1;0;NA;-1
"38195";2001-06-30;0,00127131428571429;0;0;0;NA;0
"39202";2001-09-30;0,00140513684210526;0;0;0;NA;0
"40170";2001-12-31;0,001236;1;1;1;NA;1
"41234";2002-03-31;0,000933482517482517;-1;-1;-1;NA;-1
"42229";2002-06-30;0,000884026490066225;0;0;0;NA;0
"43207";2002-09-30;0,000850242038216561;0;0;1;NA;0
"44193";2002-12-31;0,00130870588235294;-1;-1;0;NA;-1
"45181";2003-03-31;0,00119185714285714;1;1;0;NA;1
"46160";2003-06-30;0,0011124;0;0;0;NA;0
"47159";2003-09-30;0,00121352727272727;0;0;0;NA;0
"48139";2003-12-31;0,00122466055045872;1;1;1;NA;1
"51206";2004-09-30;0,00133488;0;0;0;NA;0
"44194";2002-12-31;0,000981529411764706;0;0;0;NA;0
"48140";2003-12-31;0,000918495412844037;-1;-2;0;NA;-1
"49135";2004-03-31;0,000910145454545455;0;-1;0;NA;-1
"58108";2006-06-30;0,00160481481481481;0;0;0;NA;1
"61157";2007-03-31;0,00113034782608696;-1;0;-1;NA;0
"62139";2007-06-30;0,00146056179775281;0;0;0;NA;0
"6874";2008-12-31;0,00115035398230088;0;0;0;NA;0
"71162";2009-09-30;0,00117108108108108;0;0;0;NA;0
"72141";2009-12-31;0,001160625;-2;-2;-1;NA;-2
"7576";2010-09-30;0,00107971653543307;0;0;0;NA;0
"8359";2012-09-30;0,00134435294117647;0;0;1;NA;0
"8453";2012-12-31;0,00119238260869565;-1;0;-1;NA;0
"8555";2013-03-31;0,00103491666666667;1;1;1;NA;1
"8652";2013-06-30;0,000834111940298507;1;0;0;NA;0
"8749";2013-09-30;0,000997955357142857;-1;0;0;NA;0
"8853";2013-12-31;0,00107472115384615;1;0;1;NA;NA
"36210";2000-12-31;0,01425515;1;1;0;NA;1
"37186";2001-03-31;0,00582943421052632;2;1;0;NA;0
"42230";2002-06-30;0,00777257894736842;0;0;-1;NA;0
"43208";2002-09-30;0,00509237931034483;1;-2;1;NA;-2
"44195";2002-12-31;0,00615329166666667;-2;0;-1;NA;-1
"51207";2004-09-30;0,00750910169491525;0;0;-2;NA;0
"54136";2005-06-30;0,0157587948717949;1;0;0;NA;1
"36211";2000-12-31;0,0031045;0;1;1;NA;0
"37187";2001-03-31;0,001496;1;1;1;NA;1
"38196";2001-06-30;0,001904;1;1;1;NA;1
"39203";2001-09-30;0,00218166666666667;1;1;1;NA;1
"40171";2001-12-31;0,00161107692307692;0;1;0;NA;1
"41235";2002-03-31;0,00120367816091954;0;1;0;NA;1
"42231";2002-06-30;0,00143452054794521;-1;-1;-1;NA;-1
"43209";2002-09-30;0,00141513513513513;0;0;0;NA;0
"44196";2002-12-31;0,00180551724137931;0;0;0;NA;0
"45182";2003-03-31;0,00158666666666667;-1;0;0;NA;0
"48141";2003-12-31;0,00166222222222222;0;0;0;NA;0
"49136";2004-03-31;0,00141513513513513;-1;-1;-1;NA;-1
"50128";2004-06-30;0,00222808510638298;0;-1;-1;NA;-1
"51208";2004-09-30;0,00193925925925926;-1;-1;-1;NA;-1
"52184";2004-12-31;0,0020944;-2;-2;-2;NA;-2
"53180";2005-03-31;0,0029562037037037;-1;-1;-1;NA;-1
"58109";2006-06-30;0,00210046052631579;1;1;1;NA;1
"51209";2004-09-30;0,00151896;0;0;0;NA;0
"57107";2006-03-31;0,00304066666666667;0;0;0;NA;0
"58110";2006-06-30;0,0018244;0;0;0;NA;0
"59103";2006-09-30;0,00210507692307692;0;0;0;NA;0
"6090";2006-12-31;0,00124390909090909;1;1;0;NA;1
"41236";2002-03-31;0,000627672727272727;1;0;0;NA;0
"54137";2005-06-30;0,00148497674418605;0;0;0;NA;0
"6091";2006-12-31;0,00141897777777778;0;0;0;NA;0
"45183";2003-03-31;0,00041097619047619;0;0;0;NA;NA
"49137";2004-03-31;0,000523060606060606;-1;-1;-1;NA;-1
"50129";2004-06-30;0,000442589743589744;0;0;1;NA;0
"51210";2004-09-30;0,000454236842105263;0;0;1;NA;0
"52185";2004-12-31;0,000401418604651163;-1;-2;-1;NA;-2
"53181";2005-03-31;0,000240052631578947;0;0;-1;NA;0
"54138";2005-06-30;0,000212139534883721;1;0;2;NA;-1
"57108";2006-03-31;0,000260628571428571;-1;-1;-1;NA;-1
"58111";2006-06-30;0,000337851851851852;-1;-1;0;NA;-1
"59104";2006-09-30;0,000268294117647059;-1;-1;-1;NA;-1
"6092";2006-12-31;0,000202711111111111;0;0;0;NA;0
"61158";2007-03-31;0,000276424242424242;0;0;0;NA;0
"62140";2007-06-30;0,000325785714285714;0;0;0;NA;0
"63125";2007-09-30;0,000268294117647059;NA;0;1;NA;0
"6483";2007-12-31;0,000240052631578947;NA;0;-1;NA;0
"6587";2008-03-31;0,000246540540540541;0;-1;-1;NA;-1
"6691";2008-06-30;0,000337851851851852;0;0;0;NA;0
"6784";2008-09-30;0,000202711111111111;0;0;1;NA;0
"6875";2008-12-31;0,000506777777777778;1;1;0;NA;1
"6984";2009-03-31;0,000325785714285714;0;0;0;NA;0
"7086";2009-06-30;0,000350846153846154;1;1;1;NA;1
"71163";2009-09-30;0,000294258064516129;0;0;0;NA;0
"72142";2009-12-31;0,000350846153846154;0;1;0;NA;1
"73113";2010-03-31;0,00158421052631579;1;0;1;NA;0
"7480";2010-06-30;0,00130869565217391;0;0;0;NA;0
"7577";2010-09-30;0,00188125;0;0;0;NA;0
"7677";2010-12-31;0,000716666666666667;0;0;0;NA;0
"7780";2011-03-31;0,000627083333333333;0;0;-1;NA;0
"7881";2011-06-30;0,00115769230769231;-1;-1;0;NA;-1
"7970";2011-09-30;0,000771794871794872;-1;-1;0;NA;-1
"8058";2011-12-31;0,000912121212121212;1;1;0;NA;1
"81138";2012-03-31;0,001075;0;0;0;NA;0
