Streek;Idnr;Sektor;Gewig;Faktor;OpnameQ;Q1;Q2A;Q2P;Q3A;Q3P;Q4A;Q4P;Q5;Q6;Q7A;Q7P;Q8A;Q8P;Q9;Q10;Q11A;Q11P;Q12A;Q12P;Q13A;Q13P;Q14;Latecomer;NewRecruit;WrongClassif;Duplicate
06;97068;3510;8;300;03Q4;2;1;1;1;1;2;2;;1;1;1;1;1;2;2;1;1;1;1;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97068;3510;8;300;04Q2;1;1;;1;;1;;3;1;2;;2;;2;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
06;97068;3510;8;300;04Q3;1;1;;1;;1;;3;2;3;;2;;2;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
06;97068;3510;8;300;04Q4;1;1;;1;;1;;2;1;1;;1;;1;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
06;97068;3510;8;300;05Q1;1;1;;1;;1;;;2;3;;3;;1;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
06;97068;3510;8;300;05Q2;1;;;;;1;2;;2;;;3;3;1;;;;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;97068;3510;8;300;05Q3;1;1;;1;3;1;3;2;2;1;3;1;3;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97068;3510;8;300;06Q1;1;1;;1;;1;;3;1;2;;2;;2;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
06;97068;3510;8;300;06Q3;1;1;3;1;3;1;3;;2;1;3;1;3;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;97068;3510;8;300;06Q4;1;2;2;2;2;2;3;;1;1;1;1;1;2;;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;97068;3510;8;300;07Q1;1;3;3;3;3;3;3;2;2;3;3;3;3;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;97068;3510;8;300;07Q2;2;3;3;3;3;3;3;;2;3;3;3;3;2;1;;;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;97068;3510;8;300;08Q1;2;3;;3;;3;;;2;3;;3;;3;1;1;;1;;1;;1;FALSE;FALSE;FALSE;FALSE
06;97068;3510;8;300;08Q2;1;1;3;1;3;1;3;2;1;1;3;1;3;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;01Q2;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;2;2;3;3;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;01Q3;1;2;2;2;2;2;2;3;1;1;2;1;1;2;1;2;2;2;2;2;1;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;01Q4;2;3;1;3;1;3;2;2;1;1;1;1;1;2;1;2;2;2;2;2;3;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;02Q1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;3;3;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;02Q2;1;2;2;2;2;2;2;2;2;2;3;1;3;1;1;1;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;02Q3;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;02Q4;2;3;3;3;3;3;3;1;2;3;3;3;3;2;1;2;2;2;2;3;3;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;03Q1;2;3;3;3;3;3;3;2;1;2;2;2;2;3;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;03Q2;2;3;2;3;2;2;2;1;2;3;2;3;2;1;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;03Q3;2;3;2;3;2;3;2;1;2;3;2;3;2;1;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;03Q4;2;2;1;2;1;2;1;2;2;3;1;3;1;1;1;1;1;1;1;1;2;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;04Q1;1;1;2;2;2;2;2;3;1;3;2;3;2;3;1;2;2;2;2;3;2;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;04Q2;1;1;1;1;1;2;1;3;1;1;1;1;1;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;04Q3;1;1;2;1;2;1;2;2;2;3;3;3;3;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;04Q4;1;2;1;2;1;2;1;1;2;3;3;3;3;1;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;05Q2;1;1;1;1;1;2;2;2;2;3;2;3;2;3;1;1;1;1;1;3;3;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;05Q3;1;2;2;2;2;2;2;3;2;3;2;3;2;1;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;06Q1;1;2;2;2;2;1;1;3;2;2;2;2;2;1;1;1;1;1;1;2;3;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;06Q2;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;3;2;3;2;3;2;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;06Q3;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;06Q4;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;07Q1;2;3;2;3;2;2;2;3;1;2;1;2;1;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;07Q2;2;3;2;3;2;3;2;1;2;3;2;3;2;1;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;07Q3;1;;3;3;3;3;3;2;2;3;3;3;3;1;1;2;2;2;2;3;3;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;07Q4;2;3;3;3;3;3;3;2;2;3;2;3;2;1;1;2;2;2;2;3;3;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;08Q1;2;3;2;3;2;3;2;1;2;3;1;3;1;1;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
06;97082;3510;8;300;08Q2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
06;97144;3510;8;300;01Q4;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;FALSE;FALSE;FALSE;FALSE
06;97144;3510;8;300;02Q1;2;3;3;3;3;2;2;3;2;2;2;2;2;3;2;3;3;3;3;3;3;3;FALSE;FALSE;FALSE;FALSE
06;97144;3510;8;300;03Q3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;FALSE;FALSE;FALSE;FALSE
06;97144;3510;8;300;07Q2;2;3;2;3;2;3;2;2;2;2;2;2;2;2;2;3;2;3;2;3;2;3;FALSE;FALSE;FALSE;FALSE
06;97145;3510;5;30;02Q1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;97145;3510;5;30;02Q2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97145;3510;5;30;02Q3;2;3;2;3;2;3;2;1;2;3;2;3;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97145;3510;5;30;02Q4;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97146;3510;8;300;01Q4;2;3;;3;;2;;2;1;2;;2;;2;2;3;;3;;3;;2;FALSE;FALSE;FALSE;FALSE
06;97146;3510;8;300;02Q2;;3;2;2;2;2;2;2;1;1;2;1;2;3;1;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
06;97146;3510;8;300;02Q4;;3;2;3;2;3;2;2;2;3;2;3;3;2;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
06;97159;3510;9;700;01Q3;1;2;;2;1;2;1;3;1;2;1;2;1;3;1;2;1;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97159;3510;9;700;02Q4;2;3;2;3;2;3;3;1;1;1;2;1;2;3;1;1;1;1;1;2;1;2;FALSE;FALSE;FALSE;FALSE
06;97159;3510;9;700;03Q1;2;2;2;3;2;3;2;1;2;2;2;1;2;3;1;1;2;1;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97159;3510;9;700;03Q3;1;;;1;1;1;1;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97159;3510;9;700;04Q4;1;2;1;2;1;2;2;1;2;;;3;2;1;2;3;2;3;2;3;2;1;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;01Q2;1;2;3;2;3;2;3;3;2;3;3;3;3;2;;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;01Q4;1;3;3;2;3;3;3;2;1;2;3;2;3;2;1;2;3;2;3;2;3;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;02Q1;1;3;3;3;3;3;3;3;1;1;1;1;1;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;02Q2;1;3;3;2;3;3;3;2;1;1;1;1;1;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;02Q3;2;3;3;3;3;3;3;2;1;3;3;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;02Q4;1;3;3;3;3;3;3;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;03Q1;1;3;2;3;2;3;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;03Q2;2;3;3;3;3;3;3;1;2;3;3;2;2;1;1;2;2;1;1;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;03Q3;2;3;1;3;2;3;2;2;2;3;1;2;2;1;2;3;1;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;03Q4;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;04Q1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;04Q2;1;1;2;1;2;2;2;2;2;3;3;3;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;04Q3;1;2;2;2;2;2;2;2;1;2;2;1;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;04Q4;1;1;3;1;3;2;3;2;2;3;3;2;3;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;05Q1;1;2;2;2;3;3;1;3;2;3;2;2;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;05Q2;1;1;2;1;1;1;2;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;05Q3;1;1;1;1;1;1;1;2;2;3;3;2;2;1;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;06Q1;1;1;2;1;2;2;2;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;06Q2;1;3;2;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;06Q3;1;3;3;2;3;3;3;2;2;3;3;2;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;06Q4;2;3;2;3;2;3;2;2;1;1;1;1;1;2;2;3;2;2;2;3;3;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;07Q1;2;3;2;3;3;3;3;2;1;2;2;1;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;07Q2;2;3;2;3;2;3;3;1;2;3;3;3;3;2;1;1;1;1;1;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;07Q3;2;3;3;3;3;3;3;1;2;3;2;3;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;08Q3;2;3;2;3;2;3;2;2;2;3;2;3;2;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;08Q4;2;3;2;3;2;3;2;2;1;2;1;2;1;3;1;1;2;1;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;09Q1;2;3;3;3;3;3;3;1;2;3;1;1;1;3;1;3;3;1;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;09Q2;2;3;2;3;2;3;2;1;2;3;2;3;2;3;1;2;2;1;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;09Q3;2;3;2;3;2;3;2;2;1;2;2;2;2;3;1;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;09Q4;1;1;1;1;1;2;2;1;1;1;1;1;1;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;10Q1;1;1;1;1;1;1;1;3;1;1;1;1;1;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;10Q2;1;1;1;1;1;2;2;2;1;1;2;1;2;2;1;2;2;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;10Q4;2;3;2;3;2;3;3;2;1;2;2;1;2;3;2;3;2;3;2;3;2;1;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;11Q1;1;1;2;1;2;1;2;2;1;1;2;1;2;3;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;11Q3;2;3;3;3;3;3;2;2;2;3;2;3;2;2;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;11Q4;2;3;3;3;3;3;3;1;2;2;2;2;2;2;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;12Q1;1;1;1;1;1;1;1;2;1;1;2;1;2;3;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;12Q3;1;3;2;3;2;3;2;2;2;3;1;3;1;3;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;12Q4;2;3;2;3;2;3;2;1;1;2;2;2;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97179;3510;9;700;01Q3;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97179;3510;9;700;02Q1;1;1;2;1;3;1;3;3;1;1;2;1;2;3;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97179;3510;9;700;02Q2;1;1;1;2;2;2;2;2;1;2;1;2;1;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97179;3510;9;700;03Q2;2;2;2;2;1;2;2;1;2;2;;2;1;1;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;97179;3510;9;700;03Q3;2;3;2;3;2;3;2;1;2;3;1;3;1;1;1;1;;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97179;3510;9;700;04Q1;1;1;;1;;1;;2;1;2;2;2;2;2;1;1;1;1;1;2;2;1;FALSE;FALSE;FALSE;FALSE
06;97179;3510;9;700;06Q1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;97179;3510;9;700;06Q2;1;1;2;1;2;1;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97179;3510;9;700;06Q3;1;3;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;97179;3510;9;700;07Q4;2;3;2;3;2;3;2;2;2;3;2;3;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97194;3510;5;30;01Q2;2;3;3;3;3;3;3;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97194;3510;5;30;01Q4;2;3;2;3;2;3;2;2;2;2;1;2;1;2;2;2;2;3;1;3;2;2;FALSE;FALSE;FALSE;FALSE
06;97194;3510;5;30;02Q1;2;3;2;3;3;3;3;2;2;2;2;2;2;2;2;3;2;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
06;97194;3510;5;30;02Q2;1;1;1;1;1;1;1;2;2;3;2;3;2;2;1;1;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97194;3510;5;30;02Q3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
06;97194;3510;5;30;02Q4;2;2;1;2;1;2;1;2;1;2;1;1;1;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97194;3510;5;30;03Q1;1;1;2;1;2;1;2;2;2;3;2;3;2;1;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97194;3510;5;30;03Q2;2;2;3;2;2;3;2;1;2;3;3;3;3;1;1;1;1;1;1;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97194;3510;5;30;03Q3;2;2;2;2;2;3;3;2;2;2;2;3;3;1;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
06;97194;3510;5;30;03Q4;1;1;2;1;2;1;1;3;2;3;2;3;2;1;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97208;3510;8;300;01Q2;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97208;3510;8;300;01Q3;2;3;1;3;1;3;1;3;2;2;1;2;1;3;2;3;1;3;1;3;1;2;FALSE;FALSE;FALSE;FALSE
06;97229;3510;9;700;01Q4;1;;;2;2;2;2;2;1;2;2;1;1;2;1;;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
06;97229;3510;9;700;02Q2;1;2;;2;;2;;2;1;1;;1;;3;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
06;97229;3510;9;700;02Q3;1;2;;2;;2;;2;1;2;;2;;2;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
06;97240;3510;8;300;01Q2;2;3;;3;;3;;2;2;3;;3;;2;2;3;;3;;3;;2;FALSE;FALSE;FALSE;FALSE
06;97240;3510;8;300;01Q3;2;3;1;3;2;3;2;2;1;2;1;2;1;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;01Q2;1;1;2;1;2;1;2;3;1;1;2;1;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;01Q3;2;3;1;3;2;3;2;2;1;2;1;2;1;3;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;01Q4;2;2;2;3;2;3;2;2;2;3;2;3;2;2;1;2;2;1;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;02Q1;1;1;3;1;3;2;3;3;1;1;1;1;1;3;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;02Q2;2;3;1;3;1;3;1;2;1;1;2;1;2;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;02Q3;2;2;3;3;3;3;3;2;2;3;1;3;1;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;02Q4;2;3;1;3;1;;1;2;1;2;1;2;1;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;03Q1;1;1;2;1;2;1;2;1;1;2;2;1;2;3;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;03Q2;1;1;2;1;3;2;2;2;1;1;1;1;1;3;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;03Q3;1;1;2;1;2;1;2;2;1;1;2;1;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;03Q4;1;1;2;1;2;1;2;2;1;1;1;1;1;2;1;1;2;1;2;;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;04Q1;1;1;2;1;2;1;2;3;1;1;2;1;2;3;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;04Q2;1;1;2;1;2;1;2;3;1;2;2;2;2;3;1;2;2;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;04Q3;1;1;2;1;2;1;1;3;1;1;2;1;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;04Q4;1;1;2;1;2;1;2;3;2;3;2;3;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;05Q1;1;1;2;1;2;2;2;2;2;3;2;3;2;3;1;1;1;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;05Q2;1;1;1;1;;1;1;3;2;2;1;2;1;3;1;2;2;2;2;2;3;1;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;05Q3;1;1;2;1;2;1;2;3;1;1;2;1;2;3;;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;06Q1;1;2;2;1;1;1;1;3;1;2;2;2;2;2;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;06Q2;1;2;2;1;2;1;2;1;1;2;2;1;2;2;1;3;2;3;2;3;2;1;FALSE;FALSE;FALSE;FALSE
06;97246;3510;5;30;06Q3;1;1;2;1;2;1;2;3;1;2;2;1;2;2;1;2;1;2;1;2;1;3;FALSE;FALSE;FALSE;FALSE
06;97257;3510;8;300;01Q2;2;3;2;3;3;3;3;2;2;3;2;3;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97257;3510;8;300;01Q4;1;;;2;2;3;2;2;1;2;2;2;2;2;1;2;2;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;97285;3510;8;300;02Q1;2;2;3;2;3;2;3;3;2;2;2;2;2;3;1;2;1;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97285;3510;8;300;02Q2;2;3;2;3;3;3;3;1;2;3;;2;;;1;1;2;1;2;2;2;1;FALSE;FALSE;FALSE;FALSE
06;97285;3510;8;300;03Q2;2;3;2;3;2;3;2;1;2;3;2;3;2;1;2;3;2;3;2;3;2;1;FALSE;FALSE;FALSE;FALSE
06;97285;3510;8;300;03Q3;2;3;1;3;1;3;1;1;2;3;;3;;1;2;2;3;2;3;3;3;1;FALSE;FALSE;FALSE;FALSE
06;97285;3510;8;300;06Q1;1;1;1;1;1;1;1;3;2;3;3;3;3;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;01Q3;;;;;;;;;1;2;2;2;1;3;2;2;2;2;3;2;3;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;01Q4;;;;;;;;;1;2;2;2;2;3;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;02Q1;;;;;;;;;1;1;1;2;2;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;02Q2;;;;;;;;;1;1;2;1;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;02Q3;;;;;;;;;1;1;1;1;2;3;1;1;;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;03Q2;;;;;;;;;1;1;2;1;2;2;1;2;2;2;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;03Q4;;;;;;;;;2;2;1;2;2;2;1;2;;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;04Q1;;;;;;;;;1;2;2;3;2;2;1;1;;1;;2;;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;04Q2;;;;;;;;;2;3;2;3;2;2;2;3;2;3;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;04Q4;;;;;;;;;1;2;;2;2;2;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;05Q1;1;;;;;;;;1;1;;1;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;05Q2;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;06Q1;;;;;;;;;2;2;;3;1;2;1;2;;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;06Q2;;;;;;;;;2;3;2;3;2;2;1;2;;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;06Q3;;;;;;;;;1;2;2;2;2;2;1;2;;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;06Q4;;;;;;;;;2;3;2;3;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;07Q1;;;;;;;;;1;3;2;2;;2;1;2;2;2;3;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;07Q2;;;;;;;;;2;2;2;3;2;2;2;2;;3;;2;;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;07Q3;;;;;;;;;2;3;2;3;2;2;1;2;2;3;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;08Q2;;;;;;;;;2;3;2;3;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;08Q3;;;;;;;;;2;3;2;3;2;2;1;2;1;2;1;2;2;1;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;08Q4;;;;;;;;;2;3;2;3;2;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;09Q2;;;;;3;;;;2;3;;3;3;2;2;2;;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97289;3510;7;150;10Q1;;;;;;;;;2;2;2;2;;3;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
