"";"Date";"w.Conf_cc.T";"w.Act_prod.T";"w.Conf_prod.T";"w.Act_GBC.T";"w.Conf_GBC.T";"w.Empl.T";"w.Uncert_fl.prod.T";"w.Uncert_fl.GBC.T";"w.Uncert_ee.prod.T";"w.Uncert_ee.GBC.T"
"68";"2009Q1";-0,208895505788555;-0,374388363058423;-0,320747268939981;-0,53258748937276;-0,377499494614406;-0,18254110173565;0,709430082242022;0,694124628101062;0,830211378446911;0,950620178961752
"69";"2009Q2";-0,150705365586575;-0,548322579255749;-0,323882469952357;-0,524544549751048;-0,386522266085105;-0,218154646773391;0,738043748411313;0,704756082216445;0,978060178105401;1,0065348084381
"70";"2009Q3";-0,369760260986786;-0,466146516191148;-0,128511381425086;-0,592519115836375;-0,19526828633154;-0,267619788388313;0,823918022536895;0,775154290177341;1,03664612663759;0,979191563269364
"71";"2009Q4";-0,263170863374684;-0,477894027230577;-0,124554218333166;-0,546941025715756;0,00756793164226211;-0,164067427583338;0,72008436956446;0,731022306734156;0,92324676772051;0,835265698101113
"72";"2010Q1";0,0509527191622746;-0,250303201696505;0,143945595782998;-0,287329847241502;0,133785068195926;-0,255178051691363;0,784295037177785;0,739841561651427;1,02109773070433;0,988714082985439
"73";"2010Q2";-0,144327164229904;-0,164993790731596;0,0598892257274803;-0,231018348512554;0,0690812100727999;-0,110329056218512;0,791794414540468;0,742143903589052;1,09054474735049;1,03653413841517
"74";"2010Q3";0,0975854812244946;-0,184817456414322;0,10810184855196;-0,128072164764446;0,170354235907802;-0,0302380356852369;0,697181416798746;0,644037577934446;1,11874518165223;1,05908858426454
"75";"2010Q4";0,042918574226676;-0,00466920973587486;0,259422823831048;-0,140331312411118;0,252217310431607;-0,112252135610578;0,729520413779015;0,637417250955947;0,836670420886033;0,710208355384854
"76";"2011Q1";0,285043156782011;0,107386889892091;0,419733122949577;0,0708349813041171;0,379662522291835;0,00742853454959801;0,698802151839143;0,626426037491952;0,889794481764945;0,929645330324517
"77";"2011Q2";-0,067807661596582;-0,0352993954367543;0,190609938942637;-0,101852064841715;0,0989448921901235;-0,021103851344212;0,62125336725774;0,600254911377473;0,959327330550798;0,91362998400429
"78";"2011Q3";-0,16588844556911;-0,119397065741752;0,0325590094915208;-0,348425854582202;-0,0452646571221671;-0,0870135122413644;0,737390539635642;0,682214338674113;1,04317742952684;0,862756358524764
"79";"2011Q4";-0,0535078771944407;-0,0161884964956568;0,0421452654639235;-0,0424655571749983;-0,0414632576631976;0,0123969517885139;0,63192442101829;0,654530952955016;0,921673134665522;0,932094428542043
"80";"2012Q1";0,0381622752988596;-0,0483695502472701;0,24016822407283;-0,169771948707349;0,166234396247636;-0,0114140921807666;0,683047012145262;0,693891006716813;0,931429639149439;0,919239311771948
"81";"2012Q2";0,0060751087363409;0,000121483259234859;0,126785550584987;-0,129911485856309;0,0588191846496475;0,0292158181551022;0,60211616447593;0,553640106513956;0,742456772747809;0,744431224859087
"82";"2012Q3";0,0738661809616827;0,077745995792211;0,113611908736649;-0,143367379939834;0,00932688066323435;0,00273751335980791;0,726881928870462;0,670389388449137;0,792825617138813;0,790910146454259
"83";"2012Q4";0,175529908664094;-0,127014469337225;0,0505970347672613;-0,301056149676177;-0,116533202322214;-0,049248743133051;0,674358647605033;0,651137671817164;1,01776371759864;0,855277138007632
"84";"2013Q1";0,300500104816635;0,0380911907986912;0,163861543056505;-0,162799197544717;0,0237916674534606;0,0367710484166687;0,669667087902974;0,64807768162011;0,784311692339737;0,947335658674081
"85";"2013Q2";0,0249640883211906;-0,00659076758249495;0,0116987616669201;-0,112651821200381;-0,0769469085530226;-0,0625287495705573;0,644119435657226;0,607964039501663;0,730205728138738;0,823057158247637
"86";"2013Q3";-0,0791007350322988;0,00659640246183362;0,151102984481997;-0,236356837339536;-0,0690221700418326;-0,129255319002512;0,676804863299479;0,630438075247735;0,799099842753982;0,775326202058025
"87";"2013Q4";-0,0700467096406509;0,126322032044743;0,14637257001604;-0,105025186035438;0,0981472991010748;-0,0461705349847409;0,621556589413681;0,549798571009166;1,12816857137793;0,952387452331041
"88";"2014Q1";-0,084022496827281;-0,0878781838721911;0,00519349766618523;-0,22645973784124;-0,0745206163340132;-0,112275155992007;0,657400197992147;0,634668993044965;0,878240735831051;0,726071644334604
"89";"2014Q2";-0,0847716172386459;-0,182923788303738;-0,0836379766309655;-0,330469598790296;-0,222355468067687;-0,11991415477204;0,680709597791517;0,616496990089704;0,884190832829901;0,943665512366164
"90";"2014Q3";0,145935362701322;0,0115387180790019;0,205600304258219;-0,118548106934623;0,190901547912042;-0,0813125770188301;0,646105070835937;0,619296078299618;0,96656044375605;0,874308778384306
"91";"2014Q4";0,12278257247222;0,0777156896932607;0,0286865176560103;-0,102566339465864;0,0372284418453229;0,0150121042509835;0,715161309069907;0,650913978054814;0,867937392143505;0,763711432928648
"92";"2015Q1";0,193110168138084;0,0575043982324863;0,15350392488388;-0,109816695824972;0,00335354499179749;0,0379823304063167;0,692393074904664;0,701887403200053;0,870378630798781;0,774522312029966
"93";"2015Q2";0,127360192681575;0,184204305450079;0,110927495538743;-0,107808810361961;0,00721668002531935;0,0865088575361885;0,744292227413855;0,684584999255317;0,854525924176848;0,823594586096048
"94";"2015Q3";-0,15963406106285;-0,0903288655785037;-0,0184221173259814;-0,356266620599687;-0,171944441107568;0,0258314091402662;0,778062324631661;0,683182233667408;NA;NA
