Streek;Idnr;Sektor;Gewig;Faktor;OpnameQ;Q1;Q2A;Q2P;Q3A;Q3P;Q4A;Q4P;Q5A;Q5P;Q6A;Q6P;Q7A;Q7P;Q8;Q9;Latecomer;NewRecruit;WrongClassif;Duplicate
02;33204;2110;3;1.050000072;06Q1;1;2;1;2;1;3;3;3;3;3;3;3;3;3;1;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.050000072;06Q4;2;3;1;3;1;3;1;3;2;1;1;3;2;2;1;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.050000072;07Q2;2;3;3;3;3;3;3;3;3;2;2;2;2;3;1;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.050000072;07Q3;1;1;1;3;1;3;1;3;1;1;1;1;1;1;1;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.050000072;07Q4;1;1;2;1;2;1;1;1;2;2;2;2;2;1;1;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.050000072;08Q1;;2;;1;;2;;2;;2;;1;;2;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.190000057;01Q2;1;2;1;1;1;1;1;3;3;1;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.190000057;01Q4;1;2;1;1;1;2;1;3;2;1;2;2;2;1;1;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.190000057;02Q1;2;3;3;3;3;3;3;3;3;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.190000057;02Q4;1;1;1;1;1;1;1;3;2;1;3;1;2;1;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.190000057;03Q1;1;2;;3;1;3;1;2;2;1;2;1;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.190000057;03Q2;2;3;1;3;1;2;1;2;2;1;2;1;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.190000057;03Q3;2;3;1;1;1;1;1;3;3;3;3;3;3;1;1;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.190000057;04Q1;1;3;3;3;3;3;3;2;2;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.190000057;04Q3;1;2;1;2;1;2;2;1;2;3;2;3;2;3;1;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.190000057;04Q4;2;3;2;3;2;3;3;2;2;3;2;3;2;3;1;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.498000026;08Q4;2;3;2;3;3;3;3;3;3;1;1;2;3;2;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.498000026;09Q1;2;3;1;3;1;3;3;3;3;1;2;1;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.498000026;09Q2;1;2;2;3;3;3;3;3;3;3;3;3;3;2;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.498000026;09Q3;2;3;2;3;2;3;2;3;2;3;1;2;2;1;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.498000026;09Q4;2;;;3;2;3;2;2;2;3;2;3;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.498000026;10Q1;2;3;2;3;2;3;3;3;2;3;2;3;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.498000026;10Q4;2;3;1;3;1;3;2;3;2;3;2;3;2;3;1;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.498000026;11Q3;2;;;3;2;3;2;3;2;2;2;2;2;1;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.498000026;12Q1;1;2;1;1;;2;2;3;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.498000026;12Q2;1;2;;2;3;2;3;2;2;3;;3;;2;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.498000026;12Q3;2;3;3;3;3;3;3;2;2;2;2;2;2;1;2;FALSE;FALSE;FALSE;FALSE
02;33204;2110;3;1.498000026;12Q4;2;3;2;3;2;3;2;3;2;2;1;2;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33213;2210;8;9;01Q3;2;3;1;3;;3;3;3;3;1;1;1;1;3;1;FALSE;FALSE;FALSE;FALSE
02;33213;2210;8;9;02Q1;2;3;1;3;1;3;3;3;3;1;1;1;1;3;1;FALSE;FALSE;FALSE;FALSE
02;33213;2210;8;9;02Q3;1;1;1;3;1;3;3;2;2;1;1;1;1;2;1;FALSE;FALSE;FALSE;FALSE
02;33213;2210;8;9;02Q4;1;2;1;1;1;1;1;2;2;1;1;1;1;2;1;FALSE;FALSE;FALSE;FALSE
02;33213;2210;8;9;03Q3;1;2;1;3;1;3;2;3;2;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;33213;2210;8;9;04Q1;;2;2;3;3;3;3;2;2;1;3;1;1;1;1;FALSE;FALSE;FALSE;FALSE
02;33213;2210;8;9;04Q3;1;1;1;1;1;2;2;2;2;2;3;2;1;2;1;FALSE;FALSE;FALSE;FALSE
02;33213;2210;8;30;05Q1;;;;1;1;1;2;2;2;3;1;3;1;1;2;FALSE;FALSE;FALSE;FALSE
02;33213;2210;8;30;05Q3;1;2;2;3;1;3;2;3;1;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33213;2210;8;30;06Q1;2;3;1;3;1;1;1;2;2;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;33213;2210;8;30;06Q4;1;1;2;2;1;1;2;2;2;1;1;1;1;1;1;FALSE;FALSE;FALSE;FALSE
02;33217;2110;7;22.5;05Q1;1;1;2;2;1;2;1;2;1;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33217;2110;7;22.5;05Q2;1;1;2;2;2;2;2;1;2;1;2;2;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33217;2110;7;22.5;05Q3;1;2;2;1;2;1;2;2;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33217;2110;7;25.5;01Q2;1;2;2;2;2;2;2;2;2;1;1;1;1;2;3;FALSE;FALSE;FALSE;FALSE
02;33217;2110;7;25.5;01Q3;1;2;2;3;2;3;2;2;2;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33217;2110;7;25.5;01Q4;1;2;2;3;2;3;2;3;2;1;2;1;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33217;2110;7;25.5;02Q1;1;2;2;2;1;2;1;2;2;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33217;2110;7;25.5;02Q3;1;2;2;3;2;3;2;2;2;1;2;1;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33217;2110;7;25.5;03Q2;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33217;2110;7;25.5;03Q3;;2;2;1;1;1;2;2;2;2;2;2;2;1;2;FALSE;FALSE;FALSE;FALSE
02;33217;2110;7;25.5;03Q4;1;2;1;2;1;2;1;3;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33217;2110;7;25.5;04Q1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33217;2110;7;25.5;04Q3;1;1;2;1;1;1;2;1;2;2;2;2;2;1;2;FALSE;FALSE;FALSE;FALSE
02;33217;2110;7;25.5;04Q4;1;1;2;1;2;1;2;2;1;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;0.899999976;04Q3;1;2;2;2;2;2;2;2;2;3;2;3;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;1.5;05Q1;1;2;2;2;1;2;1;1;1;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;1.5;05Q2;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;1.5;05Q3;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;1.5;06Q1;1;2;2;2;1;2;1;3;2;3;2;3;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;1.5;06Q4;1;2;3;2;3;2;3;2;2;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;1.5;07Q1;2;3;3;3;3;3;3;2;2;1;1;1;1;3;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;1.5;07Q3;1;2;3;2;3;2;3;2;2;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;1.5;07Q4;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;1.5;08Q1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;3;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;1.5;08Q2;1;1;2;1;2;1;1;1;2;1;1;1;1;1;3;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;2.144999981;08Q3;2;3;3;3;3;3;3;2;2;1;1;1;1;3;1;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;2.144999981;08Q4;1;2;3;2;3;2;3;2;3;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;2.144999981;09Q1;2;3;3;3;3;3;3;2;2;2;1;2;1;3;1;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;2.144999981;09Q2;2;3;3;3;3;3;3;2;2;2;2;2;2;3;1;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;2.144999981;09Q3;2;3;3;3;3;3;3;2;2;3;2;3;2;3;1;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;2.144999981;09Q4;2;3;2;3;2;3;2;2;2;2;2;2;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;2.144999981;10Q1;2;3;2;3;2;3;2;2;2;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;2.144999981;10Q2;1;2;1;2;1;2;1;2;2;3;2;3;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;2.144999981;10Q3;1;2;2;2;2;2;2;2;2;3;3;3;3;2;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;2.144999981;10Q4;1;2;2;2;2;2;2;2;2;3;3;3;3;2;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;2.144999981;11Q3;1;1;1;1;1;1;1;2;2;2;2;2;2;1;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;2.144999981;11Q4;2;3;3;3;3;3;3;2;2;2;1;2;1;3;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;2.144999981;12Q1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;2.144999981;12Q2;1;1;1;1;1;1;1;2;2;2;2;2;2;1;2;FALSE;FALSE;FALSE;FALSE
02;33219;2130;4;2.144999981;12Q3;1;1;2;1;2;1;;1;2;2;2;2;2;1;2;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;0.699999988;05Q1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;0.699999988;05Q2;2;3;2;3;2;3;2;2;2;3;2;3;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;0.699999988;05Q3;2;2;2;2;2;2;2;2;2;3;3;3;3;3;1;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;0.699999988;06Q1;2;3;2;2;2;2;2;2;2;2;2;2;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;1.75;01Q3;2;2;1;2;2;2;2;2;2;1;2;1;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;1.75;01Q4;1;2;2;1;2;1;2;2;2;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;1.75;02Q1;1;2;2;1;2;2;2;2;2;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;1.75;02Q2;2;2;1;3;2;2;2;2;2;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;1.75;02Q3;2;1;2;1;2;2;2;2;2;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;1.75;02Q4;1;1;2;1;2;1;2;2;2;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;1.75;03Q1;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;1.75;03Q2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;1.75;03Q3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;1.75;03Q4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;1.75;04Q1;1;2;3;2;3;2;3;2;2;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;1.75;04Q2;1;2;3;2;3;2;3;2;2;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;1.75;04Q3;1;2;3;2;2;2;2;2;2;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33220;2220;3;1.75;04Q4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33226;2270;3;0.699999988;06Q4;1;2;;3;;3;;2;;2;;2;;2;2;FALSE;FALSE;FALSE;FALSE
02;33226;2270;3;1.399999976;03Q3;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.179999992;01Q3;2;3;3;2;3;3;3;1;3;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.179999992;03Q4;1;1;2;1;1;1;1;2;1;2;1;2;1;1;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.179999992;04Q1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.179999992;04Q2;1;1;2;1;2;1;2;1;2;2;1;2;1;1;3;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.179999992;04Q3;1;2;;2;1;2;1;2;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.179999992;04Q4;;;2;1;2;1;2;1;2;2;2;2;2;1;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.300000012;05Q1;;2;;2;1;2;1;2;2;3;2;2;2;1;3;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.300000012;05Q2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.300000012;05Q3;;3;;3;1;3;1;2;2;2;2;2;2;3;3;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.300000012;06Q1;2;3;1;3;1;3;1;2;2;2;2;2;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.300000012;06Q2;2;3;1;3;1;3;1;2;2;1;2;2;1;3;1;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.300000012;06Q3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;3;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.300000012;07Q1;1;1;1;1;1;1;1;2;2;1;2;2;1;1;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.300000012;07Q2;1;2;1;2;1;2;1;2;2;1;1;2;1;2;1;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.300000012;07Q3;;3;1;3;1;3;1;2;2;1;2;2;1;3;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.300000012;07Q4;2;3;1;3;1;3;1;2;2;1;2;2;1;3;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.300000012;08Q1;1;3;;3;1;3;1;;2;1;1;2;1;3;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.300000012;08Q2;2;3;2;3;2;3;2;2;2;1;2;1;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.42900002;08Q3;2;2;2;3;2;3;2;2;2;1;2;1;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.42900002;08Q4;1;3;2;3;2;3;2;2;2;1;2;2;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.42900002;09Q1;2;2;2;3;2;3;2;2;2;1;2;2;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.42900002;09Q2;1;2;2;2;2;3;2;2;2;1;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.42900002;09Q3;2;3;2;3;2;3;2;2;2;1;2;1;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.42900002;09Q4;2;3;1;3;1;3;1;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.42900002;10Q2;2;3;1;3;1;3;1;2;2;1;2;1;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.42900002;10Q4;2;3;1;3;1;3;1;2;2;2;2;2;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.42900002;11Q4;2;3;;3;1;3;1;2;2;1;1;2;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.42900002;12Q2;2;3;2;3;2;3;2;2;2;2;2;2;2;3;3;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.42900002;12Q3;2;3;3;3;3;3;3;2;2;1;1;2;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33229;2130;2;0.42900002;12Q4;1;1;2;1;2;1;2;2;2;1;2;2;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;0.699999988;05Q1;1;2;1;2;1;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;0.699999988;05Q3;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;0.699999988;06Q3;1;2;3;2;3;2;3;2;3;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;0.875;09Q3;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;0.875;09Q4;2;2;;2;;1;;2;;2;;2;;2;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;0.875;10Q1;2;2;1;2;1;2;1;2;2;1;2;1;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;0.875;10Q2;2;3;1;2;1;1;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;0.875;10Q3;2;3;1;3;1;3;1;2;1;2;2;2;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;0.875;10Q4;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;0.875;11Q3;2;3;3;3;3;2;3;2;2;2;2;2;3;3;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;0.875;12Q2;2;3;3;3;3;2;3;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;0.875;12Q3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;1.75;01Q2;1;3;2;3;2;3;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;1.75;01Q3;1;2;2;1;1;1;1;2;2;2;2;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;1.75;01Q4;2;3;3;3;3;3;3;2;2;2;2;2;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;1.75;02Q2;2;2;2;2;3;2;3;2;2;1;2;2;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;1.75;02Q3;2;3;;3;;2;;2;;1;;1;;2;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;1.75;02Q4;1;1;2;1;2;1;2;2;2;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;1.75;03Q3;1;1;1;1;1;1;1;2;2;2;2;2;2;1;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;1.75;03Q4;1;2;2;1;2;1;2;2;2;2;2;2;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;1.75;04Q1;1;1;2;1;2;1;2;1;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;1.75;04Q2;1;2;1;2;1;1;1;2;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33232;2220;3;1.75;04Q3;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33247;2220;7;37.5;01Q2;2;3;3;3;3;3;3;2;2;1;1;2;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33247;2220;7;37.5;01Q3;2;3;3;2;2;3;3;2;2;1;1;1;1;3;2;FALSE;FALSE;FALSE;FALSE
02;33247;2220;7;37.5;01Q4;2;3;3;3;3;3;3;2;2;1;1;1;1;3;2;FALSE;FALSE;FALSE;FALSE
02;33247;2220;7;37.5;02Q1;2;3;3;3;3;3;3;2;2;2;2;3;3;3;2;FALSE;FALSE;FALSE;FALSE
02;33247;2220;7;37.5;02Q3;2;3;2;3;3;3;3;2;2;2;2;2;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33247;2220;7;37.5;02Q4;2;3;1;3;1;3;1;2;2;1;1;1;1;3;2;FALSE;FALSE;FALSE;FALSE
02;33247;2220;7;37.5;03Q2;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
02;33365;2130;3;0.419999987;01Q2;2;3;2;3;2;3;2;3;2;1;3;1;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33365;2130;3;0.699999988;06Q3;2;1;;1;;3;;1;;1;;1;;1;3;FALSE;FALSE;FALSE;FALSE
02;33365;2130;3;1.001000047;10Q4;1;;1;3;1;3;1;2;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;7;05Q1;2;;;3;2;3;2;3;2;3;2;3;2;3;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;7;05Q2;2;3;2;3;2;3;2;3;2;3;2;3;2;3;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;7;05Q3;2;2;1;2;1;2;1;2;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;7;06Q1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;7;06Q2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;7;06Q3;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;7;06Q4;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;7;07Q2;1;1;1;1;1;1;1;3;3;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;7;07Q3;2;2;2;2;2;2;3;3;2;1;1;1;2;2;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;7;07Q4;;2;2;3;1;3;1;3;3;1;1;1;1;2;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;7;08Q1;2;3;3;3;3;3;3;3;3;1;1;1;1;3;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;7;08Q2;2;3;3;3;3;3;3;3;3;1;1;1;1;3;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;17.5;01Q2;2;2;3;2;3;3;3;3;3;3;3;3;3;3;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;17.5;01Q3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;17.5;01Q4;2;2;2;2;3;1;3;1;3;1;1;1;1;2;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;17.5;02Q1;2;3;2;3;2;3;2;3;3;1;1;1;1;3;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;17.5;02Q3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;17.5;02Q4;1;1;;1;;1;;1;;1;;1;;1;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;17.5;03Q1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;17.5;03Q3;2;3;2;3;1;3;1;3;2;3;2;3;2;2;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;17.5;03Q4;2;3;3;3;3;3;3;3;3;2;3;1;3;3;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;17.5;04Q1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;17.5;04Q2;2;1;2;1;2;1;2;1;2;1;2;1;2;1;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;6;17.5;04Q3;2;2;1;3;1;3;1;3;1;3;1;3;1;3;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;9;87.5;08Q3;2;3;3;1;1;2;1;3;3;1;1;1;1;1;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;9;87.5;08Q4;2;3;3;3;3;3;3;3;3;1;1;1;1;2;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;9;87.5;09Q1;2;3;2;3;2;3;2;3;1;1;1;1;1;2;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;9;87.5;09Q2;;3;3;3;3;3;3;3;3;3;3;3;3;3;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;9;87.5;09Q3;2;3;2;3;2;3;2;3;3;1;1;1;3;3;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;9;87.5;09Q4;2;3;3;3;3;3;3;3;3;1;1;1;1;3;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;9;87.5;10Q1;2;3;3;3;3;3;3;3;3;2;3;2;2;3;1;FALSE;FALSE;FALSE;FALSE
02;33378;2220;9;87.5;10Q2;2;3;2;3;2;3;1;3;3;1;1;2;1;3;1;FALSE;FALSE;FALSE;FALSE
02;33382;2270;8;60;03Q3;1;1;1;1;1;1;1;3;3;2;2;2;2;1;3;FALSE;FALSE;FALSE;FALSE
02;33398;2120;1;0.100000001;01Q2;;3;3;3;3;3;3;3;3;1;1;1;1;3;2;FALSE;FALSE;FALSE;FALSE
02;33398;2120;1;0.100000001;01Q3;2;3;2;3;2;3;2;3;2;1;2;1;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33398;2120;1;0.100000001;01Q4;2;;2;3;2;3;2;3;2;3;2;;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33398;2120;1;0.100000001;02Q1;2;2;2;3;2;3;2;3;2;1;2;1;2;3;2;FALSE;FALSE;FALSE;FALSE
02;33398;2120;1;0.100000001;02Q2;1;;;3;2;3;2;3;2;3;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
