Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6A,Q6P,Q7A,Q7P,Q8,Q9,Q4AX,Q6AX,Q7AX,Latecomer,NewRecruit,WrongClassif,Duplicate,Imputed
2,33204,2110,1,1.946073463,08Q1,,2,,1,,2,,2,,2,,1,,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.409823052,01Q2,1,2,1,1,1,1,1,3,3,1,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.409823052,01Q4,1,2,1,1,1,2,1,3,2,1,2,2,2,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.409823052,02Q1,2,3,3,3,3,3,3,3,3,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.409823052,02Q4,1,1,1,1,1,1,1,3,2,1,3,1,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.409823052,03Q1,1,2,,3,1,3,1,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.409823052,03Q2,2,3,1,3,1,2,1,2,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.409823052,03Q3,2,3,1,1,1,1,1,3,3,3,3,3,3,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.946073463,04Q1,1,3,3,3,3,3,3,2,2,3,3,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.946073463,04Q3,1,2,1,2,1,2,2,1,2,3,2,3,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.946073463,04Q4,2,3,2,3,2,3,3,2,2,3,2,3,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.946073463,08Q4,2,3,2,3,3,3,3,3,3,1,1,2,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.951195877,09Q1,2,3,1,3,1,3,3,3,3,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.951195877,09Q2,1,2,2,3,3,3,3,3,3,3,3,3,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.951195877,09Q3,2,3,2,3,2,3,2,3,2,3,1,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.951195877,09Q4,2,,,3,2,3,2,2,2,3,2,3,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.951195877,10Q1,2,3,2,3,2,3,3,3,2,3,2,3,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.951195877,10Q4,2,3,1,3,1,3,2,3,2,3,2,3,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.951195877,11Q3,2,,,3,2,3,2,3,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.951195877,12Q1,1,2,1,1,,2,2,3,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.951195877,12Q2,1,2,,2,3,2,3,2,2,3,,3,,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.951195877,12Q3,2,3,3,3,3,3,3,2,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33204,2110,1,1.951195877,12Q4,2,3,2,3,2,3,2,3,2,2,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33213,2210,2,1.706057816,01Q3,2,3,1,3,,3,3,3,3,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33213,2210,2,1.706057816,02Q1,2,3,1,3,1,3,3,3,3,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33213,2210,2,1.706057816,02Q3,1,1,1,3,1,3,3,2,2,1,1,1,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33213,2210,2,1.706057816,02Q4,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33213,2210,2,1.706057816,03Q3,1,2,1,3,1,3,2,3,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33213,2210,2,1.361994426,04Q1,,2,2,3,3,3,3,2,2,1,3,1,1,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33213,2210,2,1.361994426,04Q3,1,1,1,1,1,2,2,2,2,2,3,2,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33213,2210,2,1.361994426,05Q1,,,,1,1,1,2,2,2,3,1,3,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33213,2210,2,1.361994426,05Q3,1,2,2,3,1,3,2,3,1,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33213,2210,2,1.361994426,06Q1,2,3,1,3,1,1,1,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33213,2210,2,1.361994426,06Q4,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33217,2110,2,6.323545548,05Q1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33217,2110,2,6.323545548,05Q2,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33217,2110,2,6.323545548,05Q3,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33217,2110,2,5.118173447,01Q2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33217,2110,2,5.118173447,01Q3,1,2,2,3,2,3,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33217,2110,2,5.118173447,01Q4,1,2,2,3,2,3,2,3,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33217,2110,2,5.118173447,02Q1,1,2,2,2,1,2,1,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33217,2110,2,5.118173447,02Q3,1,2,2,3,2,3,2,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33217,2110,2,5.118173447,03Q2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33217,2110,2,5.118173447,03Q3,,2,2,1,1,1,2,2,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33217,2110,2,5.118173447,03Q4,1,2,1,2,1,2,1,3,1,2,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33217,2110,2,6.323545548,04Q1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33217,2110,2,6.323545548,04Q3,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33217,2110,2,6.323545548,04Q4,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,1.556565058,04Q3,1,2,2,2,2,2,2,2,2,3,2,3,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,1.556565058,05Q1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,1.556565058,05Q2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,1.556565058,05Q3,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,1.556565058,06Q1,1,2,2,2,1,2,1,3,2,3,2,3,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,1.556565058,06Q4,1,2,3,2,3,2,3,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,1.556565058,07Q1,2,3,3,3,3,3,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,1.556565058,07Q3,1,2,3,2,3,2,3,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,1.556565058,07Q4,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,1.556565058,08Q1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,1.556565058,08Q2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,1.556565058,08Q3,2,3,3,3,3,3,3,2,2,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,1.556565058,08Q4,1,2,3,2,3,2,3,2,3,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,2.024738612,09Q1,2,3,3,3,3,3,3,2,2,2,1,2,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,2.024738612,09Q2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,2.024738612,09Q3,2,3,3,3,3,3,3,2,2,3,2,3,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,2.024738612,09Q4,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,2.024738612,10Q1,2,3,2,3,2,3,2,2,2,3,3,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,2.024738612,10Q2,1,2,1,2,1,2,1,2,2,3,2,3,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,2.024738612,10Q3,1,2,2,2,2,2,2,2,2,3,3,3,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,2.024738612,10Q4,1,2,2,2,2,2,2,2,2,3,3,3,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,2.024738612,11Q3,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,2.024738612,11Q4,2,3,3,3,3,3,3,2,2,2,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,2.024738612,12Q1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,2.024738612,12Q2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33219,2130,2,2.024738612,12Q3,1,1,2,1,2,1,,1,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.526919179,05Q1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.526919179,05Q2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.526919179,05Q3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.526919179,06Q1,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.122636875,01Q3,2,2,1,2,2,2,2,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.122636875,01Q4,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.122636875,02Q1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.122636875,02Q2,2,2,1,3,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.122636875,02Q3,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.122636875,02Q4,1,1,2,1,2,1,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.122636875,03Q1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.122636875,03Q2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.122636875,03Q3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.122636875,03Q4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.526919179,04Q1,1,2,3,2,3,2,3,2,2,2,3,2,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.526919179,04Q2,1,2,3,2,3,2,3,2,2,2,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.526919179,04Q3,1,2,3,2,2,2,2,2,2,2,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33220,2220,1,1.526919179,04Q4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33226,2230,1,0.898187752,06Q4,1,2,,3,,3,,2,,2,,2,,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33226,2230,1,0.992097703,03Q3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.496048852,01Q3,2,3,3,2,3,3,3,1,3,2,2,2,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.496048852,03Q4,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,04Q1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,04Q2,1,1,2,1,2,1,2,1,2,2,1,2,1,1,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,04Q3,1,2,,2,1,2,1,2,1,2,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,04Q4,,,2,1,2,1,2,1,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,05Q1,,2,,2,1,2,1,2,2,3,2,2,2,1,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,05Q2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,05Q3,,3,,3,1,3,1,2,2,2,2,2,2,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,06Q1,2,3,1,3,1,3,1,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,06Q2,2,3,1,3,1,3,1,2,2,1,2,2,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,06Q3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,07Q1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,07Q2,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,07Q3,,3,1,3,1,3,1,2,2,1,2,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,07Q4,2,3,1,3,1,3,1,2,2,1,2,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,08Q1,1,3,,3,1,3,1,,2,1,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,08Q2,2,3,2,3,2,3,2,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,08Q3,2,2,2,3,2,3,2,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.479033468,08Q4,1,3,2,3,2,3,2,2,2,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.736300331,09Q1,2,2,2,3,2,3,2,2,2,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.736300331,09Q2,1,2,2,2,2,3,2,2,2,1,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.736300331,09Q3,2,3,2,3,2,3,2,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.736300331,09Q4,2,3,1,3,1,3,1,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.736300331,10Q2,2,3,1,3,1,3,1,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.736300331,10Q4,2,3,1,3,1,3,1,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.736300331,11Q4,2,3,,3,1,3,1,2,2,1,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.736300331,12Q2,2,3,2,3,2,3,2,2,2,2,2,2,2,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.736300331,12Q3,2,3,3,3,3,3,3,2,2,1,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33229,2130,1,0.736300331,12Q4,1,1,2,1,2,1,2,2,2,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.526919179,05Q1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.526919179,05Q3,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.526919179,06Q3,1,2,3,2,3,2,3,2,3,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.693490761,09Q3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.693490761,09Q4,2,2,,2,,1,,2,,2,,2,,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.693490761,10Q1,2,2,1,2,1,2,1,2,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.693490761,10Q2,2,3,1,2,1,1,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.693490761,10Q3,2,3,1,3,1,3,1,2,1,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.693490761,10Q4,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.693490761,11Q3,2,3,3,3,3,2,3,2,2,2,2,2,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.693490761,12Q2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.693490761,12Q3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.122636875,01Q2,1,3,2,3,2,3,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.122636875,01Q3,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.122636875,01Q4,2,3,3,3,3,3,3,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.122636875,02Q2,2,2,2,2,3,2,3,2,2,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.122636875,02Q3,2,3,,3,,2,,2,,1,,1,,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.122636875,02Q4,1,1,2,1,2,1,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.122636875,03Q3,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.122636875,03Q4,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.526919179,04Q1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.526919179,04Q2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33232,2220,1,1.526919179,04Q3,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33247,2220,2,4.07558256,01Q2,2,3,3,3,3,3,3,2,2,1,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33247,2220,2,4.07558256,01Q3,2,3,3,2,2,3,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33247,2220,2,4.07558256,01Q4,2,3,3,3,3,3,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33247,2220,2,4.07558256,02Q1,2,3,3,3,3,3,3,2,2,2,2,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33247,2220,2,4.07558256,02Q3,2,3,2,3,3,3,3,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33247,2220,2,4.07558256,02Q4,2,3,1,3,1,3,1,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33247,2220,2,4.07558256,03Q2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33365,2130,1,0.496048852,01Q2,2,3,2,3,2,3,2,3,2,1,3,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33365,2130,1,0.479033468,06Q3,2,1,,1,,3,,1,,1,,1,,1,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33365,2130,1,0.736300331,10Q4,1,,1,3,1,3,1,2,1,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.961551123,05Q1,2,,,3,2,3,2,3,2,3,2,3,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.961551123,05Q2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.961551123,05Q3,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.961551123,06Q1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.961551123,06Q2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.961551123,06Q3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.961551123,06Q4,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.961551123,07Q2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.961551123,07Q3,2,2,2,2,2,2,3,3,2,1,1,1,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.961551123,07Q4,,2,2,3,1,3,1,3,3,1,1,1,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.961551123,08Q1,2,3,3,3,3,3,3,3,3,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.961551123,08Q2,2,3,3,3,3,3,3,3,3,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.07558256,01Q2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.07558256,01Q3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.07558256,01Q4,2,2,2,2,3,1,3,1,3,1,1,1,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.07558256,02Q1,2,3,2,3,2,3,2,3,3,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.07558256,02Q3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.07558256,02Q4,1,1,,1,,1,,1,,1,,1,,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,33378,2220,2,4.07558256,03Q1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
