"";"Date";"w.Conf_cc.M";"w.Conf_fl.M";"w.Act_prod.M";"w.Conf_prod.M";"w.Act_GBC.M";"w.Conf_GBC.M";"w.Invest.M";"w.Empl.M";"w.Uncert_fl.M";"w.Uncert_fl.prod.M";"w.Uncert_fl.GBC.M";"w.Uncert_ee.M";"w.Uncert_ee.prod.M";"w.Uncert_ee.GBC.M"
"72";"2009Q4";-0,547290314880635;0,206045047930904;-0,296963166201571;-0,075918767066283;-0,389711663059137;-0,193789124385472;-0,0907291832149422;-0,469173879975372;0,752930358735932;0,815994855242312;0,673068436569379;1,25486239759118;1,09126491394597;0,962144017613232
"73";"2010Q1";-0,455628892604299;0,229870061154245;-0,203868509608699;0,00675941469318943;-0,169542745939774;-0,0943583164863611;-0,0991431998710592;-0,345911570406513;0,805477940134491;0,834638072944615;0,858221977172501;1,10932098705297;1,19757432787202;1,20623908963914
"74";"2010Q2";-0,48744686863958;0,142998672876067;-0,110783166251081;0,0718105445787533;-0,277641869367371;-0,147101724606559;0,0933046122436621;-0,265648665670081;0,789348507427281;0,747571732175898;0,730381400197571;1,01924200893804;1,09339192248069;0,889070610983571
"75";"2010Q3";-0,425733937029289;0,0970494505118754;-0,192265781805272;0,0948828558221287;-0,345783579271182;-0,0412548384031611;-0,031199618437589;-0,115700973770413;0,743267000556986;0,679667088504042;0,675704201097949;0,986509668808117;0,895611178839514;0,83550922945024
"76";"2010Q4";-0,138949542213423;0,153995758080724;0,113325739141581;0,0296029548896958;-0,0504582779826536;0,0549549103774168;0,0433462963218271;-0,0722157519214737;0,777093772882568;0,827627353561915;0,781102093156291;1,17481613852249;0,962971398556908;0,816084737263045
"77";"2011Q1";-0,0295911251980982;0,265635873735301;0,0860905964559854;0,262581324709041;0,0248646397334444;0,152505048920861;-0,0351627829551927;-0,128997886646484;0,769734806985465;0,757699791574385;0,829684201977466;1,12029820341272;0,988101290450379;1,04133221237458
"78";"2011Q2";-0,0104314620052554;0,117251257747637;0,130626485067986;0,319849786646248;-0,0906645877043882;0,13616480520061;0,00310312683472375;-0,0230946656621615;0,761337593375632;0,774386341113492;0,754140821274892;1,39845273601434;1,07754942221983;0,883517765618378
"79";"2011Q3";-0,226649317571496;-0,0221457154684697;0,036364376314183;0,147379084714049;-0,314766487988021;-0,168614851934719;-0,0199914451640499;-0,133545817382318;0,753661393887511;0,753184208834365;0,791065597944016;1,27510378837166;1,13517820166045;1,25088343046087
"80";"2011Q4";-0,20625736725979;0,00811979577350857;0,251539548627468;0,134933711698774;-0,00875714985545045;-0,0553169240781092;-0,0431680976559903;-0,0658031123839757;0,680780459074921;0,678535058622849;0,696137965377018;1,10343787154196;0,755702790973049;1,19872541874472
"81";"2012Q1";-0,0810378150938675;0,198928794779026;0,214969066173153;0,150459140850769;0,113567764989542;0,121592357021881;0,1767280361123;-0,0877024585917042;0,64961203888784;0,668163563427098;0,678616877019771;0,871922352260161;0,866639206098725;0,991988203784989
"82";"2012Q2";-0,31168251897971;0,0271601712305079;0,174011433834574;0,185365380068242;-0,0735204586682695;-0,106007571304724;0,118168061242656;-0,133293516390468;0,717430218204403;0,779167892984675;0,688464568693205;0,988104783255959;0,949189041437797;0,752842030602554
"83";"2012Q3";-0,289448341618476;-0,184340114779314;0,116385602292541;0,140987636468802;-0,149285057600383;-0,171049816682281;0,0536133239368772;-0,148971158276887;0,703292336616532;0,787621702392105;0,690039450700148;1,37152994723078;1,08690039030832;1,00263865512832
"84";"2012Q4";-0,340066011211428;-0,0927485729979551;0,0994956106379683;0,110635402694323;-0,231887132172408;-0,282497346841974;0,0325082042415046;-0,217176323111463;0,703701879558168;0,74803308137726;0,673478918619156;1,04722579471475;0,834229601240332;0,760689822769648
"85";"2013Q1";-0,169088500438428;-0,237018287297185;0,202749673287196;0,113905882742107;-0,24806177701206;-0,234639183791726;0,0978662428679363;-0,0295282285284592;0,729864252044345;0,714876991115458;0,660384521153589;1,13682000105558;1,00239929421981;0,814563794334426
"86";"2013Q2";-0,35706503724696;-0,155965831185214;0,128013508330184;0,100040686649638;-0,229093483355769;-0,153427516193898;-0,010216829145176;-0,0968072139691337;0,700527927581794;0,710745915127052;0,690172356429499;0,859759323334123;0,838842026086716;0,80463009987337
"87";"2013Q3";-0,262713921111113;-0,129192718881952;0,21015061668542;0,2097548567014;-0,141718739249279;-0,159607272727273;0,13589020854915;-0,162368396839185;0,761115440822644;0,76889475653553;0,777377788184914;1,09096890727873;1,02637669349189;0,989790840478802
"88";"2013Q4";-0,194072332078056;-0,119243924272479;0,180736410591916;0,103246583462791;-0,187509216583419;-0,166036076414986;0,191697719436649;-0,108781300753204;0,723179863552494;0,796977216106865;0,714695787267548;1,1703475300178;0,901115179215588;0,875320434181856
"89";"2014Q1";-0,119478070231773;-0,0184258017084466;0,0605287506794355;0,114626170583118;-0,296954176934534;-0,234656250976762;0,205454128112661;-0,311586055760238;0,747862188697088;0,734981220805822;0,800875011746825;0,950849442892647;0,790584568604392;0,724824038131489
"90";"2014Q2";-0,478701110171909;-0,30813844397558;-0,31346959521125;-0,0471755339568024;-0,488143271950642;-0,267871950288959;-0,107642545558165;-0,159258603855032;0,749399929182883;0,74407315877731;0,719811489611472;0,924463397962217;1,10661463748102;0,923862185241418
"91";"2014Q3";-0,465750081427511;-0,0210044754587703;-0,0495809828232218;0,189746281993593;-0,344807415668394;-0,0561140281916921;0,0996101511545086;-0,242959682685864;0,686242086657739;0,726759802041465;0,654153162087186;0,977602751721773;1,18314152357117;0,747477519550361
"92";"2014Q4";-0,222817939681063;-0,220906333047133;0,0513399357214257;0,175230112026652;-0,217047008978898;-0,250163632242064;0,0584777164416981;-0,10109335502466;0,647835259900463;0,773275561755437;0,650822244360672;NA;1,27443870533241;0,725976978905013
"93";"2015Q1";-0,398267473042963;-0,258634786670484;0,0269216332040476;0,136157084748482;-0,276808611795998;-0,144123048141376;0,155656813690037;-0,111031355501251;0,687513151949436;0,628879046563099;0,680522285220634;NA;0,976346701477243;0,92203004661726
"94";"2015Q2";-0,446072744529868;-0,291494275341675;-0,133383664353959;0,0659811336890996;-0,522908174414543;-0,400888574615221;0,0265913397239981;-0,299607462356149;0,680061844474466;0,784566880811079;0,5957342807614;NA;0,858437777264188;0,786451829067966
"95";"2015Q3";-0,310658526839327;-0,269127715647657;0,0137948028421597;-0,1483867981518;-0,443985058808275;-0,412671101537923;-0,0892942049903997;-0,155314292610514;0,62905464469931;0,833359512317216;0,57983741686309;NA;NA;NA
