"";"Datum";"factor";"eQ2";"eQ3";"eQ4";"eQ5";"eQ6"
"736";2010-03-31;3;-1;0;0;0;NA
"745";2010-06-30;3;-1;-1;-1;-1;NA
"776";2011-03-31;3;-1;0;0;0;NA
"784";2011-06-30;3;NA;0;1;1;NA
"794";2011-09-30;3;0;0;0;0;NA
"822";2012-06-30;3;1;1;0;0;NA
"832";2012-09-30;3;NA;0;0;0;NA
"881";2013-12-31;3;NA;1;-1;0;NA
"91";2014-09-30;3;NA;1;1;1;NA
"92";2014-12-31;3;0;NA;1;NA;NA
"93";2015-03-31;3;0;NA;0;NA;NA
"607";2006-12-31;1;1;1;1;0;NA
"617";2007-03-31;1;-2;-1;-1;-1;NA
"625";2007-06-30;1;0;-2;-2;0;NA
"656";2008-03-31;1;-1;-2;-2;-1;NA
"667";2008-06-30;1;0;0;0;0;NA
"677";2008-09-30;1;0;0;0;0;NA
"687";2008-12-31;1;0;0;0;0;NA
"5813";2006-06-30;2;0;0;-1;0;NA
"591";2006-09-30;2;0;0;1;-1;NA
"608";2006-12-31;2;-1;1;0;-1;NA
"618";2007-03-31;2;-1;-1;0;-1;NA
"5814";2006-06-30;1;-1;-1;0;-1;NA
"668";2008-06-30;1;0;-1;0;-1;NA
"785";2011-06-30;1;-2;-2;-2;-2;NA
"795";2011-09-30;1;-2;-2;-2;-1;NA
"804";2011-12-31;1;0;0;0;-1;NA
"813";2012-03-31;1;0;0;0;0;NA
"823";2012-06-30;1;-1;-1;0;-1;NA
"833";2012-09-30;1;0;-1;-1;1;NA
"843";2012-12-31;1;-1;-2;-2;0;NA
"852";2013-03-31;1;-2;-1;-1;0;NA
"882";2013-12-31;1;-2;-2;-2;-1;NA
"921";2014-12-31;1;1;2;2;2;NA
"931";2015-03-31;1;0;0;0;1;NA
"941";2015-06-30;1;-1;-1;0;0;NA
"5815";2006-06-30;1;0;1;1;1;NA
"592";2006-09-30;1;-1;-2;-1;-1;NA
"609";2006-12-31;1;0;-1;0;-1;NA
"645";2007-12-31;1;1;2;2;1;NA
"657";2008-03-31;1;-1;-2;-2;-1;NA
"688";2008-12-31;1;0;0;0;-1;NA
"698";2009-03-31;1;0;0;0;0;NA
"708";2009-06-30;1;0;0;0;0;NA
