Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6A,Q6P,Q7,Q8,Q9,Q10,Latecomer,NewRecruit,WrongClassif,Duplicate,Imputed
06,36856,7010,7,100,10Q4,1,2,,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36856,7010,7,100,11Q2,1,2,,1,,,2,,2,,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36856,7010,7,100,11Q3,2,2,,3,2,2,2,3,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36856,7010,7,100,11Q4,2,2,,3,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36856,7080,6,100,05Q2,1,2,,2,2,2,2,1,2,2,2,2,3,3,3,FALSE,TRUE,FALSE,FALSE,FALSE
06,36856,7080,6,100,05Q3,1,2,,2,2,2,2,1,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36856,7080,6,100,06Q1,1,2,,1,2,2,2,2,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36856,7080,6,100,06Q2,1,2,,2,1,2,1,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36856,7080,6,100,06Q3,1,2,,2,2,2,2,2,2,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36856,7080,6,100,06Q4,1,2,,2,2,2,2,2,2,2,1,2,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36856,7080,6,100,07Q1,1,2,,2,2,1,2,2,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36856,7080,6,100,07Q2,1,2,,2,1,2,2,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36856,7080,6,100,07Q3,1,2,,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36857,7000,9,100,05Q2,1,2,,1,1,1,1,1,1,1,1,3,3,2,3,FALSE,TRUE,FALSE,FALSE,FALSE
06,36857,7000,9,100,05Q3,1,3,,2,1,1,2,1,1,2,2,2,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36858,7020,7,100,05Q2,1,2,,1,2,3,2,1,2,1,1,1,2,1,2,FALSE,TRUE,FALSE,FALSE,FALSE
06,36858,7020,7,100,05Q3,2,2,,3,2,2,2,3,2,2,2,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36859,8140,7,100,05Q2,1,3,,1,1,3,2,1,,1,1,1,2,3,2,FALSE,TRUE,FALSE,FALSE,FALSE
06,36859,8140,7,100,05Q3,1,3,,1,1,3,1,1,1,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36859,8140,7,100,06Q3,1,3,,1,1,2,1,1,2,1,1,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36859,8140,7,100,08Q4,1,1,,2,2,2,2,2,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36859,8140,7,100,09Q1,1,1,,2,3,,,,,,,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36859,8140,7,100,09Q2,1,2,,3,2,2,2,2,2,,,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36859,8140,7,100,09Q3,1,3,,3,3,2,2,3,3,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36859,8140,7,100,09Q4,1,1,,1,1,1,1,1,2,2,1,3,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36859,8140,7,100,10Q1,1,2,,2,2,2,1,2,2,2,1,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36859,8140,7,100,11Q1,1,2,,2,3,2,3,2,3,2,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36859,8140,7,100,11Q2,1,2,,3,2,3,1,2,2,2,2,2,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
06,36859,8140,7,100,11Q4,1,2,,1,2,3,1,3,1,2,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36860,8140,,100,06Q1,1,3,,2,2,2,2,2,2,2,2,2,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36860,8140,,100,06Q2,2,2,,2,2,1,,,,,,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36860,8140,,100,06Q3,1,3,,2,2,1,1,2,2,2,2,2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36860,8140,,100,07Q1,1,3,,1,,1,,1,,1,,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36862,7120,2,100,05Q2,1,2,,2,2,2,2,2,2,2,2,,1,2,2,FALSE,TRUE,FALSE,FALSE,FALSE
06,36862,7120,2,100,06Q2,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,36862,7120,2,100,08Q4,1,2,,2,2,2,2,2,2,1,2,3,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36862,7120,2,100,09Q1,1,2,,1,1,2,2,1,2,1,2,3,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36862,7120,2,100,10Q1,1,2,,3,2,2,2,2,2,1,1,3,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36864,8090,2,100,09Q1,2,1,,3,3,2,2,3,3,2,3,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36864,8090,2,100,09Q2,2,1,,3,3,2,2,3,3,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36864,8090,2,100,09Q3,2,3,,3,3,2,2,3,3,3,3,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36864,8090,2,100,09Q4,2,3,,3,3,3,3,3,3,3,3,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36864,8090,2,100,10Q1,2,3,,3,3,3,3,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36864,8090,2,100,10Q2,2,3,,3,3,3,3,3,3,3,3,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36864,8090,2,100,10Q3,2,3,,3,3,3,3,3,3,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36864,8090,2,100,10Q4,2,2,,3,2,3,3,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36864,8090,2,100,11Q1,2,2,,2,2,2,2,2,2,3,3,3,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36864,8090,2,100,11Q2,2,2,,2,2,3,2,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36864,8090,2,100,11Q3,2,3,,3,3,2,2,3,3,2,2,2,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36864,8090,2,100,11Q4,2,3,,2,3,2,2,2,2,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8010,5,100,08Q4,2,2,,3,2,2,2,3,2,3,2,2,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8010,5,100,09Q1,2,2,,3,2,3,2,3,1,3,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8010,5,100,09Q2,1,2,,2,1,2,2,2,1,2,1,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8010,5,100,09Q3,2,1,,2,,3,2,3,2,3,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8010,5,100,09Q4,1,1,,1,1,3,2,1,1,1,1,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8010,5,100,10Q1,1,1,,1,1,2,1,2,1,1,1,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8010,5,100,10Q2,1,1,,1,1,2,1,1,1,1,1,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8010,5,100,10Q3,,,,2,1,2,2,3,2,2,2,2,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8010,5,100,10Q4,2,1,,2,2,2,3,3,2,3,2,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8010,5,100,11Q1,1,1,,1,1,2,2,2,1,1,1,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8010,5,100,11Q2,1,2,,1,2,1,2,1,2,1,2,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8010,5,100,11Q3,2,2,,3,2,3,2,3,2,3,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8010,5,100,11Q4,2,1,,3,1,2,1,3,1,3,1,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8140,5,100,06Q3,1,1,,1,2,2,3,2,3,2,3,3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8140,5,100,06Q4,1,1,,3,2,3,2,3,2,3,2,2,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8140,5,100,07Q2,1,2,,3,2,3,2,3,3,2,3,2,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8140,5,100,07Q3,1,2,,3,3,2,2,3,3,2,2,2,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36868,6030,5,100,05Q2,1,2,,2,2,2,2,2,2,2,2,3,3,3,3,FALSE,TRUE,FALSE,FALSE,FALSE
06,36868,6030,5,100,05Q3,1,3,,2,1,,,,,,,3,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36868,6030,5,100,06Q1,1,3,,1,1,2,2,2,1,,,1,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36868,6030,5,100,06Q2,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,36868,6030,5,100,06Q3,1,3,,1,1,2,2,1,1,,,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36868,6030,5,100,06Q4,1,2,,2,2,2,2,2,2,1,1,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36868,6030,5,100,07Q3,1,3,,3,2,3,2,2,2,,,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36869,7000,9,100,05Q2,1,2,,2,2,2,3,2,2,3,2,3,3,3,3,FALSE,TRUE,FALSE,FALSE,FALSE
06,36869,7000,9,100,06Q1,1,3,,2,1,2,1,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36869,7000,9,100,09Q2,1,3,,3,2,2,2,3,2,3,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36869,7000,9,100,09Q3,1,2,,2,2,2,1,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36869,7000,9,100,09Q4,1,2,,3,2,2,2,3,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36869,7000,9,100,10Q1,1,2,,3,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36869,7000,9,100,10Q3,1,2,,1,1,2,2,2,2,2,2,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36869,7000,9,100,11Q1,1,2,,3,2,2,2,2,3,2,3,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36869,7000,9,100,11Q3,1,2,,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36869,7000,9,100,11Q4,1,2,,2,2,2,2,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36872,6010,5,100,05Q2,1,2,,3,2,1,1,3,1,,,1,2,3,1,FALSE,TRUE,FALSE,FALSE,FALSE
06,36873,6010,5,100,08Q4,2,1,,3,3,2,2,3,3,3,3,2,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,5,100,09Q1,2,1,,3,3,2,2,3,3,3,3,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,5,100,09Q2,2,1,,3,2,2,2,3,3,2,3,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,5,100,09Q3,1,2,,3,3,2,2,3,3,3,3,2,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,5,100,09Q4,1,2,,2,2,2,2,3,2,3,2,2,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,5,100,10Q1,2,2,,3,2,2,3,3,2,3,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,5,100,10Q2,2,2,,2,3,2,3,2,2,2,2,2,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,5,100,10Q3,1,2,,2,2,2,2,3,3,2,2,2,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,5,100,10Q4,1,2,,2,2,2,1,3,2,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,5,100,11Q1,2,2,,3,3,2,2,3,3,2,1,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,5,100,11Q2,2,2,,3,2,2,2,3,3,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,7,100,05Q2,1,2,,1,2,2,2,2,2,2,2,1,3,3,1,FALSE,TRUE,FALSE,FALSE,FALSE
06,36873,6010,7,100,05Q3,2,2,,2,2,3,3,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,7,100,06Q1,2,2,,2,1,2,2,3,3,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,7,100,06Q2,2,1,,3,2,2,2,3,3,3,3,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,7,100,06Q3,1,2,,2,2,3,2,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,7,100,06Q4,1,2,,2,3,2,2,3,3,2,2,1,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,7,100,07Q1,2,2,,3,2,2,2,3,2,3,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,7,100,07Q2,1,2,,3,2,2,2,2,2,1,1,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36873,6010,7,100,07Q3,1,2,,2,2,2,2,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36878,7060,9,100,05Q2,1,3,,1,1,1,1,1,1,2,2,3,2,2,3,FALSE,TRUE,FALSE,FALSE,FALSE
06,36878,7060,9,100,06Q1,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,36878,7060,9,100,08Q4,1,1,,3,3,2,2,2,3,2,3,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36878,7060,9,100,09Q1,1,1,,3,3,3,3,3,3,,,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36878,7060,9,100,09Q2,1,1,,3,3,3,3,3,3,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36878,7060,9,100,09Q3,1,2,,3,3,3,3,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36878,7060,9,100,09Q4,1,2,,3,3,3,3,3,3,2,1,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36878,7060,9,100,10Q2,1,1,,1,1,1,1,1,1,2,2,2,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36878,7060,9,100,10Q3,1,1,,1,1,1,1,1,1,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36878,7060,9,100,10Q4,1,1,,1,1,2,2,1,1,1,1,3,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36878,7060,9,100,11Q1,1,1,,1,1,2,2,1,1,1,1,3,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36878,7060,9,100,11Q4,2,3,,3,3,2,3,3,3,2,2,2,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36879,7000,4,100,05Q2,1,2,,1,1,1,1,2,2,,,2,3,1,2,FALSE,TRUE,FALSE,FALSE,FALSE
06,36879,7000,4,100,07Q2,1,2,,2,1,2,2,2,1,2,1,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36882,8120,3,100,05Q2,2,2,,1,2,1,2,3,2,,,3,2,2,2,FALSE,TRUE,FALSE,FALSE,FALSE
06,36882,8120,3,100,07Q1,1,2,,2,2,1,2,1,2,1,2,3,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36882,8120,3,100,09Q4,2,2,,2,2,2,2,3,2,2,2,3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36886,8140,5,100,05Q2,1,3,,2,2,2,2,2,2,1,1,3,1,2,3,FALSE,TRUE,FALSE,FALSE,FALSE
06,36886,8140,5,100,05Q3,1,2,,2,2,1,1,2,2,2,2,3,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36886,8140,5,100,06Q3,1,2,,2,1,2,1,2,2,3,2,2,3,1,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36886,8140,5,100,09Q2,1,2,,2,2,1,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36886,8140,5,100,09Q3,1,1,,2,1,2,2,2,2,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36886,8140,5,100,09Q4,2,2,,3,3,2,2,2,2,3,3,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36886,8140,5,100,10Q1,1,2,,2,1,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36886,8140,5,100,10Q4,2,2,,3,2,3,1,2,2,2,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36886,8140,5,100,11Q1,1,1,,1,1,3,1,1,1,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36887,8000,8,100,08Q4,2,1,,3,3,,,,,,,1,,,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36887,8000,8,100,09Q1,2,2,,3,3,3,3,3,3,3,3,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36887,8000,8,100,09Q2,2,1,,3,3,3,3,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36887,8000,8,100,09Q3,2,2,,3,3,2,3,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36887,8000,8,100,09Q4,2,2,,3,3,3,2,3,3,2,1,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36887,8000,8,100,10Q1,2,1,,1,1,3,2,3,2,1,1,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36887,8000,8,100,10Q2,2,2,,3,,3,,3,,3,,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36887,8000,8,100,10Q3,2,1,,3,2,2,3,3,3,2,3,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36887,8000,8,100,10Q4,2,2,,1,2,2,2,2,2,2,1,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36887,8000,8,100,11Q1,2,2,,2,1,3,2,3,2,2,3,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36887,8000,8,100,11Q2,2,1,,3,2,2,,3,3,1,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36887,8000,8,100,11Q3,2,2,,3,2,3,2,3,2,3,,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36887,8000,8,100,11Q4,2,2,,2,,2,,3,,3,,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36888,8150,6,100,05Q2,1,2,,2,2,1,2,1,2,1,2,,1,,,FALSE,TRUE,FALSE,FALSE,FALSE
06,36888,8150,6,100,08Q4,2,1,,3,3,3,3,2,3,2,3,1,,,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36888,8150,6,100,09Q1,2,3,,3,1,1,2,3,1,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36888,8150,6,100,10Q3,2,2,,3,2,2,2,3,2,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36888,8150,6,100,11Q1,2,2,,3,2,3,2,3,2,3,2,1,,,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36888,8150,6,100,11Q2,2,3,,3,3,3,2,3,3,3,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36890,7070,9,100,05Q2,1,3,,1,1,2,2,1,1,2,2,3,2,2,3,FALSE,TRUE,FALSE,FALSE,FALSE
06,36892,7110,8,100,05Q2,1,3,,1,1,2,2,1,1,2,2,3,3,3,3,FALSE,TRUE,FALSE,FALSE,FALSE
06,36892,7110,8,100,05Q3,1,3,,1,1,1,1,1,1,1,1,3,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36892,7110,8,100,06Q3,1,2,,1,1,1,2,3,1,2,1,3,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36892,7110,8,100,07Q1,1,2,,1,1,1,1,2,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36892,7110,8,100,09Q3,1,1,,1,,1,,1,,1,,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36892,7110,8,100,10Q1,1,1,,1,,1,,1,,2,,1,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,05Q2,1,3,,2,1,2,2,2,1,2,1,2,2,3,3,FALSE,TRUE,FALSE,FALSE,FALSE
06,36897,8150,9,100,05Q3,1,3,,1,1,1,1,1,1,2,1,3,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,06Q1,1,3,,1,1,1,1,1,1,2,2,3,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,06Q2,1,3,,1,1,1,1,1,1,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,06Q3,1,2,,1,1,1,1,1,2,1,2,2,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,06Q4,1,3,,1,1,1,1,1,2,2,2,3,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,07Q1,1,3,,1,1,1,1,2,2,2,2,2,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,07Q2,1,3,,2,1,2,1,1,1,1,1,3,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,07Q3,1,3,,1,1,1,1,2,2,2,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,08Q4,1,2,,1,1,1,1,2,2,2,2,2,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,09Q1,1,2,,1,2,1,2,1,2,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,09Q2,1,2,,1,2,1,2,2,2,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,09Q3,1,2,,1,2,1,1,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,09Q4,1,2,,1,2,1,2,2,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,10Q1,1,3,,1,3,1,2,,3,,3,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,10Q2,1,2,,2,2,1,2,2,2,2,2,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,10Q3,1,2,,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,10Q4,1,2,,1,2,1,2,2,2,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,11Q2,2,2,,2,2,2,2,3,3,3,3,1,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,11Q3,1,2,,2,2,2,2,3,3,3,3,2,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36897,8150,9,100,11Q4,1,1,,2,1,2,1,2,2,2,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36898,8150,6,100,05Q2,1,3,,1,1,1,1,1,1,1,1,1,1,2,2,FALSE,TRUE,FALSE,FALSE,FALSE
06,36899,8150,5,100,05Q2,1,2,,2,2,2,2,2,2,2,2,3,2,3,2,FALSE,TRUE,FALSE,FALSE,FALSE
06,36899,8150,5,100,05Q3,1,2,,2,2,2,2,2,2,2,2,3,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36899,8150,5,100,06Q1,1,2,,2,2,2,2,2,2,2,2,3,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36899,8150,5,100,06Q2,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,36899,8150,5,100,06Q3,1,2,,2,2,2,2,2,2,2,2,3,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36899,8150,5,100,06Q4,1,2,,2,2,2,2,2,2,2,2,3,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36899,8150,5,100,07Q1,1,2,,2,2,2,2,2,2,2,2,3,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36899,8150,5,100,07Q3,1,2,,2,2,2,2,2,2,2,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36899,8150,5,100,09Q2,2,1,,3,3,2,2,2,2,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36899,8150,5,100,09Q3,2,3,,3,3,2,2,3,3,3,3,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36899,8150,5,100,09Q4,2,2,,3,3,2,2,2,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36899,8150,5,100,10Q1,1,2,,2,2,2,2,2,2,2,2,3,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36899,8150,5,100,10Q2,1,2,,2,2,2,2,2,2,2,2,3,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36899,8150,5,100,10Q3,1,2,,2,2,2,2,2,2,2,2,3,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36899,8150,5,100,10Q4,1,2,,2,2,2,2,2,2,2,2,3,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36899,8150,5,100,11Q1,1,2,,2,2,2,2,2,2,2,2,2,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36899,8150,5,100,11Q2,1,2,,2,2,2,2,2,2,2,2,3,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36899,8150,5,100,11Q3,2,3,,2,2,2,2,3,3,1,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
