Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6A,Q6P,Q7,Q8,Q9,Q10,Latecomer,NewRecruit,WrongClassif,Duplicate,Imputed
01,15527,7110,7,100,15Q3,1,1,,1,,1,,1,,1,,3,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,15528,8150,5,100,15Q3,1,3,2,2,2,2,2,2,2,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,15529,7060,3,100,15Q3,2,3,3,3,3,2,2,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,15530,8000,9,100,15Q3,1,1,1,1,2,1,2,1,2,1,1,2,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,15531,7060,9,100,15Q3,2,3,2,3,2,3,2,3,2,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,15532,7060,8,100,15Q3,2,3,,3,,3,,3,,1,,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
05,15533,7090,7,100,15Q3,2,3,1,3,1,3,2,3,1,3,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,15555,7080,8,100,15Q3,2,3,3,3,3,3,2,3,3,1,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,15559,7060,4,100,15Q3,2,3,2,3,,2,2,,,1,2,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
06,15571,7060,5,100,15Q3,2,2,2,3,2,2,2,3,2,3,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,15550,7060,6,100,15Q3,2,2,,2,,2,,2,,2,,1,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,15560,7060,7,100,15Q3,1,3,2,3,2,2,2,3,2,3,2,2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
04,15561,7090,9,100,15Q3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
03,15562,7090,7,100,15Q3,2,3,2,3,2,3,2,3,2,3,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,15563,8090,4,100,15Q3,2,,,2,2,3,1,3,3,1,2,3,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,15564,8090,5,100,15Q3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,15565,8090,5,100,15Q3,2,1,2,1,1,3,3,1,1,2,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,15566,8000,5,100,15Q3,2,3,3,2,1,2,2,2,3,2,2,3,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
02,15567,8090,6,100,15Q3,1,2,2,1,2,1,2,2,2,2,2,2,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,15568,7090,3,100,15Q3,2,3,3,3,3,2,3,3,3,2,3,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,15569,7060,8,100,15Q3,1,2,3,2,3,2,2,2,2,1,1,2,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,15570,7060,5,100,15Q3,2,2,2,3,3,3,3,3,3,3,3,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
02,15572,8150,9,100,15Q3,2,3,3,3,3,2,3,3,3,3,3,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,15573,7090,5,100,15Q3,2,3,,3,,2,,3,,2,,1,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,15574,8000,6,100,15Q3,1,2,3,2,2,2,2,2,2,2,2,2,1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,15575,7080,4,100,15Q3,1,1,2,1,2,2,2,1,2,1,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
02,36497,8120,6,100,15Q3,1,2,2,1,2,3,2,1,2,1,1,2,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36946,7000,5,100,15Q3,2,3,3,3,3,3,3,3,3,1,1,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36825,8190,9,100,15Q3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36680,8150,9,100,15Q3,2,3,2,3,2,3,2,3,2,3,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36909,8120,5,100,15Q3,1,2,2,2,2,2,2,3,3,1,1,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36822,8000,7,100,15Q3,2,3,2,2,2,2,2,3,2,3,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,15300,6000,5,100,15Q3,1,2,1,3,1,2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,36427,8100,2,100,15Q3,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36888,8150,6,100,15Q3,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,36849,7070,7,100,15Q3,1,3,3,2,3,3,3,3,3,3,3,1,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,10332,6000,2,100,15Q3,1,2,2,2,2,3,3,2,2,1,1,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,15404,6000,5,100,15Q3,,3,2,3,2,2,2,3,3,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,36979,8090,4,100,15Q3,2,3,3,3,3,2,3,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36525,8150,5,100,15Q3,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,37434,6010,4,100,15Q3,2,2,2,2,2,2,2,3,3,2,1,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36754,8150,5,100,15Q3,1,1,1,1,2,1,2,2,2,2,2,3,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36768,6010,6,100,15Q3,1,2,2,2,2,2,2,2,2,3,3,2,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,37003,8150,7,100,15Q3,2,3,3,3,3,2,2,3,3,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,12307,8010,5,100,15Q3,1,2,3,3,2,2,2,2,2,1,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,98208,8030,5,100,15Q3,2,3,2,3,2,2,2,3,2,3,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,36851,7020,9,100,15Q3,1,1,2,1,2,2,2,1,1,1,2,1,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
05,10881,6000,2,100,15Q3,1,,,3,1,2,2,2,2,2,2,2,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
08,36773,8090,5,100,15Q3,2,2,3,3,3,2,2,3,3,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,10524,6010,6,100,15Q3,2,2,3,3,2,2,2,3,3,1,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36791,7020,9,100,15Q3,2,1,1,1,1,3,2,1,2,2,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
04,36629,8110,5,100,15Q3,2,3,2,3,2,2,2,3,1,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,15612,8090,8,100,15Q3,1,2,,1,2,1,2,2,2,1,2,2,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,15613,7080,4,100,15Q3,1,3,2,3,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,15619,7080,3,100,15Q3,1,2,2,2,3,3,2,1,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,15620,8180,4,100,15Q3,,3,,3,,3,,3,,2,,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,15315,8150,5,100,15Q3,1,1,2,1,2,1,2,1,2,2,2,3,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36818,8010,3,100,15Q3,1,1,1,1,1,2,2,1,1,1,,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,10350,6000,7,100,15Q3,2,3,1,3,1,2,1,3,1,2,1,1,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
02,15412,8010,4,100,15Q3,2,2,2,3,2,3,3,2,2,2,2,3,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
02,36973,7020,7,100,15Q3,2,3,3,2,2,2,2,3,3,1,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,36539,8150,7,100,15Q3,2,3,2,3,2,3,2,3,2,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,12313,8010,3,100,15Q3,2,3,2,3,3,2,2,3,3,3,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,15480,7020,6,100,15Q3,2,3,3,3,3,1,2,3,3,1,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
05,15307,6000,4,100,15Q3,2,3,1,3,2,2,2,3,3,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,37037,8120,5,100,15Q3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36544,8120,5,100,15Q3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36830,7090,8,100,15Q3,2,2,2,3,2,2,2,3,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,10478,6000,3,100,15Q2,1,1,2,1,1,2,2,1,1,2,2,3,3,1,3,TRUE,FALSE,FALSE,FALSE,FALSE
01,10540,9000,4,100,15Q2,2,2,2,2,2,3,2,3,3,1,2,1,3,3,3,TRUE,FALSE,FALSE,FALSE,FALSE
05,15459,6000,3,100,15Q2,2,3,,3,3,2,2,3,3,2,2,1,3,3,2,TRUE,FALSE,FALSE,FALSE,FALSE
06,36856,7010,7,100,15Q2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,TRUE,FALSE,FALSE,FALSE,FALSE
01,36730,8150,7,100,15Q2,1,1,1,1,1,2,2,1,1,1,1,2,2,3,2,TRUE,FALSE,FALSE,FALSE,FALSE
06,36944,7070,7,100,15Q2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,3,TRUE,FALSE,FALSE,FALSE,FALSE
06,15455,7020,9,100,15Q2,1,3,3,3,3,3,3,3,3,3,3,1,2,3,1,TRUE,FALSE,FALSE,FALSE,FALSE
02,10465,6000,5,100,15Q2,2,3,3,3,3,2,2,3,3,2,2,1,2,1,1,TRUE,FALSE,FALSE,FALSE,FALSE
06,37020,7090,8,100,15Q2,2,3,,3,1,3,1,3,1,2,2,2,1,3,3,TRUE,FALSE,FALSE,FALSE,FALSE
05,98066,7090,5,100,15Q2,2,3,2,3,2,2,2,3,2,3,2,2,3,3,3,TRUE,FALSE,FALSE,FALSE,FALSE
05,15467,8010,5,100,15Q2,1,2,3,3,3,3,2,2,3,2,3,3,2,3,2,TRUE,FALSE,FALSE,FALSE,FALSE
06,10487,6000,9,100,15Q3,1,3,3,3,3,1,2,2,2,2,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,12361,8180,5,100,15Q3,2,3,3,2,2,2,2,3,3,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,10340,6000,3,100,15Q3,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36472,8140,9,100,15Q3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,12312,6000,6,100,15Q3,2,3,2,3,3,3,3,3,3,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36746,8120,2,100,15Q3,2,3,3,3,3,2,2,3,3,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,36650,8160,8,100,15Q3,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36599,8140,5,100,15Q3,2,1,2,1,2,3,2,1,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,14725,8210,5,100,15Q3,2,3,2,3,2,2,3,3,3,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,37095,8150,4,100,15Q3,2,,2,2,3,3,2,2,2,2,2,1,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,15302,6000,5,100,15Q3,1,1,1,1,1,1,2,1,1,2,2,3,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36748,7070,5,100,15Q3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,15451,7020,6,100,15Q3,1,1,2,1,3,1,2,1,3,1,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,10326,6010,2,100,15Q3,2,3,2,3,2,2,2,3,2,3,2,2,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
04,12309,6000,7,100,15Q3,2,3,2,3,1,2,2,3,1,1,1,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,36401,8120,6,100,15Q3,1,1,1,1,1,1,2,1,1,1,1,2,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,15360,6010,6,100,15Q3,1,1,1,1,1,3,2,3,2,1,2,1,1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,14737,8210,5,100,15Q3,1,2,2,2,2,2,2,3,2,2,2,3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
02,36565,8150,2,100,15Q3,2,,,3,3,2,2,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,15453,7020,9,100,15Q3,2,1,3,1,3,2,2,2,3,2,2,3,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36636,7020,5,100,15Q3,2,,2,3,2,2,2,3,3,2,2,1,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,14715,8210,6,100,15Q3,2,3,1,3,1,2,2,3,1,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,10884,6010,6,100,15Q3,2,3,3,3,3,2,3,3,3,1,1,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
04,15384,8010,8,100,15Q3,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36576,8120,3,100,15Q3,,2,2,2,2,2,2,3,3,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36728,6000,5,100,15Q3,2,3,2,3,2,3,2,3,3,3,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36715,8090,6,100,15Q3,2,3,3,3,3,3,3,3,3,3,3,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36987,8120,5,100,15Q3,2,2,2,1,2,2,2,3,3,1,1,2,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,14734,8190,5,100,15Q3,2,3,3,3,3,2,2,3,3,3,3,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,36588,8130,3,100,15Q3,1,2,2,2,2,2,2,3,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,37072,8150,5,100,15Q3,2,3,3,3,3,3,3,3,3,3,3,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,15387,8030,9,100,15Q3,2,3,1,3,1,3,2,3,1,3,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,15513,7100,4,100,15Q3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,15514,8150,9,100,15Q3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,15515,8180,1,100,15Q3,2,2,1,2,1,2,1,3,1,3,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,15516,7060,5,100,15Q3,1,2,1,1,1,1,2,1,1,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,15517,8090,6,100,15Q3,2,3,3,1,2,2,,1,2,1,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,15518,7080,2,100,15Q3,1,2,3,1,2,2,2,2,2,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,15519,7080,3,100,15Q3,2,3,3,3,3,3,3,3,3,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,15520,7060,9,100,15Q3,,2,2,1,2,2,2,2,2,3,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,15521,7060,9,100,15Q3,1,2,2,1,1,2,1,2,2,3,3,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,15522,8000,7,100,15Q3,2,3,3,2,2,3,3,3,3,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,15523,7090,9,100,15Q3,,1,2,1,2,1,2,1,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,15524,8180,6,100,15Q3,,2,2,2,2,3,3,3,3,3,3,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,15525,8180,9,100,15Q3,2,3,3,1,1,1,1,3,3,3,3,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,15526,7090,9,100,15Q3,1,1,2,1,2,1,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,37053,8040,5,100,15Q3,2,3,3,3,3,3,3,3,3,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,14229,8080,5,100,15Q3,1,1,,1,,1,,1,,1,,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,10479,6000,5,100,15Q3,2,3,2,3,2,3,2,3,2,3,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,15395,6000,4,100,15Q3,1,1,1,1,1,2,2,1,1,1,1,3,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,38902,8000,5,100,15Q3,1,2,2,2,2,2,2,2,2,1,1,3,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,15366,6000,5,100,15Q3,1,2,2,2,2,1,2,1,1,2,1,2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
05,36870,7060,8,100,15Q3,1,2,3,2,3,2,2,2,2,1,1,2,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,98213,7090,5,100,15Q3,2,3,2,3,2,3,2,3,2,2,1,2,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
02,12322,8010,5,100,15Q3,2,3,3,2,2,2,2,3,3,3,3,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,15340,6000,8,100,15Q3,2,3,2,3,1,3,1,3,1,3,1,1,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,15499,6000,6,100,15Q3,2,3,3,3,3,2,3,3,3,3,3,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,36645,7000,6,100,15Q3,1,2,3,2,3,2,3,2,3,2,3,2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
02,36492,8150,7,100,15Q3,2,,,3,2,2,2,3,3,,,1,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
05,15337,6000,3,100,15Q3,2,3,2,3,3,2,2,3,3,1,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
05,10481,6010,5,100,15Q3,1,2,3,2,3,2,2,2,3,1,1,1,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,37062,8120,5,100,15Q3,1,2,3,2,2,1,2,2,3,2,3,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,15286,6000,5,100,15Q3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,15469,6000,5,100,15Q3,2,3,2,3,2,2,2,3,3,2,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36627,8010,5,100,15Q3,2,3,2,3,2,2,2,3,2,2,2,2,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
05,36510,8150,7,100,15Q3,2,3,2,3,2,2,2,3,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,15309,7020,8,100,15Q3,1,1,2,1,2,2,2,1,1,2,2,2,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36775,9010,7,100,15Q3,2,3,2,3,2,2,2,3,3,2,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,36393,8010,7,100,15Q3,2,3,2,3,2,3,2,3,2,3,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,36400,8120,3,100,15Q3,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36558,8160,4,100,15Q3,2,3,3,3,3,2,3,3,3,3,3,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,36396,6000,5,100,15Q3,2,3,3,3,3,3,3,3,3,2,3,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,14723,8210,8,100,15Q3,,1,2,1,3,2,2,1,2,2,2,2,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
03,37016,8000,5,100,15Q3,2,3,3,3,3,2,2,3,3,3,3,1,,,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,12319,8180,5,100,15Q3,2,3,,3,,3,,3,,2,,,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,36585,8000,5,100,15Q3,1,2,2,3,2,1,2,2,2,1,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
02,36550,8010,6,100,15Q3,2,3,2,3,3,2,3,3,3,3,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36805,8150,7,100,15Q3,1,2,2,2,2,2,2,2,3,3,3,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36431,8120,6,100,15Q3,1,2,2,2,2,3,2,3,2,2,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36716,8010,4,100,15Q3,1,2,3,2,3,2,3,1,2,1,1,1,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36771,7090,9,100,15Q3,1,1,2,1,2,2,2,1,2,1,2,3,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,36445,8150,4,100,15Q3,1,1,1,1,1,2,2,1,1,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36486,8000,5,100,15Q3,2,3,2,3,3,2,2,3,2,3,2,1,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,12365,8140,5,100,15Q3,2,3,3,3,2,2,2,3,3,3,3,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,15399,6000,5,100,15Q3,2,3,2,3,3,3,2,3,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36600,8150,5,100,15Q3,2,2,3,2,3,2,2,3,3,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,10862,8010,5,100,15Q3,2,3,2,3,2,2,2,3,2,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
05,36868,6010,5,100,15Q3,1,2,1,2,1,2,2,2,1,2,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36741,8010,9,100,15Q3,2,3,3,3,3,2,2,3,3,2,2,1,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,14751,8040,6,100,15Q3,2,3,3,3,3,2,2,3,3,2,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,12342,8010,9,100,15Q3,1,2,2,2,3,2,2,2,3,2,3,1,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,14717,8070,5,100,15Q3,1,2,1,2,1,2,2,3,2,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36869,7000,9,100,15Q3,1,3,3,3,3,2,2,3,3,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,14200,9030,5,100,15Q3,1,1,2,1,2,1,2,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36691,9000,4,100,15Q3,1,2,2,2,2,2,2,3,3,1,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
03,15496,6000,3,100,15Q3,2,3,3,3,3,2,2,3,3,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,36701,7040,9,100,15Q3,1,1,2,1,2,2,2,1,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36620,8120,3,100,15Q3,2,3,3,3,3,2,2,3,3,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
03,36732,8150,5,100,15Q3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
08,14296,8150,7,100,15Q3,1,2,1,2,1,2,2,3,1,2,2,2,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,10337,6000,2,100,15Q3,1,2,1,2,2,2,2,2,2,3,1,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,15305,7020,8,100,15Q3,1,2,2,2,2,1,2,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,12348,8190,9,100,15Q3,2,3,3,3,2,3,2,2,2,1,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,10333,6000,2,100,15Q3,2,3,2,3,2,2,2,3,2,1,1,1,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,36446,8000,5,100,15Q3,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
02,15372,8010,2,100,15Q3,2,3,1,3,1,2,2,2,2,2,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36634,8010,6,100,15Q3,1,1,2,1,1,1,2,1,2,2,2,2,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
04,36505,8150,6,100,15Q3,2,3,2,3,2,2,2,3,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,15301,8010,5,100,15Q3,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,36454,7020,7,100,15Q3,2,3,2,3,2,2,2,3,2,2,2,1,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36397,8120,5,100,15Q3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,36458,7100,5,100,15Q3,1,1,1,1,1,1,2,2,2,1,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,12304,8010,1,100,15Q3,1,1,2,2,2,2,2,2,2,1,1,2,3,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,15346,6000,3,100,15Q3,2,2,3,2,2,2,2,2,3,1,2,3,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
