"";"Datum";"factor";"eQ2";"eQ3";"eQ4";"eQ5";"eQ6"
"6";1993-06-30;0,25;0;NA;NA;NA;NA
"9";1994-03-31;0,25;0;0;NA;NA;NA
"16";1995-12-31;0,25;0;0;NA;NA;NA
"61";1993-06-30;0,25;-1;0;NA;NA;NA
"91";1994-03-31;0,25;0;1;NA;NA;NA
"10";1994-06-30;0,25;-1;0;NA;NA;NA
"11";1994-09-30;0,25;-1;-2;NA;NA;NA
"12";1994-12-31;0,25;1;0;NA;NA;NA
"13";1995-03-31;0,25;2;-1;NA;NA;NA
"14";1995-06-30;0,25;1;1;NA;NA;NA
"15";1995-09-30;0,25;0;0;NA;NA;NA
"161";1995-12-31;0,25;1;0;NA;NA;NA
"17";1996-03-31;0,25;-1;1;NA;NA;NA
"18";1996-06-30;0,25;-1;0;NA;NA;NA
"19";1996-09-30;0,25;0;0;NA;NA;NA
"20";1996-12-31;0,25;1;0;NA;NA;NA
"21";1997-03-31;0,25;0;1;NA;NA;NA
"22";1997-06-30;0,25;0;0;NA;NA;NA
"23";1997-09-30;0,25;0;1;NA;NA;NA
"24";1997-12-31;0,25;-1;1;NA;NA;NA
"25";1998-03-31;0,25;1;0;NA;NA;NA
"28";1998-12-31;0,25;0;-1;NA;NA;NA
"29";1999-03-31;0,25;1;1;NA;NA;NA
"30";1999-06-30;0,25;1;2;NA;NA;NA
"31";1999-09-30;1,5;-1;1;NA;NA;NA
"35";2000-09-30;1,5;0;0;NA;NA;NA
"36";2000-12-31;1,5;0;1;NA;NA;NA
"37";2001-03-31;1,5;-1;-1;NA;NA;NA
"38";2001-06-30;0,5;1;0;0;0;NA
"39";2001-09-30;0,5;-1;-1;-1;-1;NA
"62";1993-06-30;0,25;0;0;NA;NA;NA
"131";1995-03-31;0,25;-1;1;NA;NA;NA
"141";1995-06-30;0,25;0;0;NA;NA;NA
"151";1995-09-30;0,25;1;0;NA;NA;NA
"162";1995-12-31;0,25;0;0;NA;NA;NA
"171";1996-03-31;0,25;-1;-1;NA;NA;NA
"181";1996-06-30;0,25;-1;0;NA;NA;NA
"191";1996-09-30;0,25;0;0;NA;NA;NA
"201";1996-12-31;0,25;0;0;NA;NA;NA
"211";1997-03-31;0,25;0;0;NA;NA;NA
"221";1997-06-30;0,25;0;0;NA;NA;NA
"231";1997-09-30;0,25;0;0;NA;NA;NA
"241";1997-12-31;0,25;0;0;NA;NA;NA
"251";1998-03-31;0,25;0;0;NA;NA;NA
"281";1998-12-31;0,25;0;0;NA;NA;NA
"291";1999-03-31;0,25;0;0;NA;NA;NA
"301";1999-06-30;0,25;0;0;NA;NA;NA
"311";1999-09-30;0,25;0;0;NA;NA;NA
"32";1999-12-31;0,25;1;0;NA;NA;NA
"361";2000-12-31;0,25;0;0;NA;NA;NA
"371";2001-03-31;0,25;0;0;NA;NA;NA
"381";2001-06-30;0,25;0;0;0;0;NA
"391";2001-09-30;0,25;0;0;0;0;NA
"40";2001-12-31;0,25;0;0;0;0;NA
"41";2002-03-31;0,25;1;1;1;0;NA
"42";2002-06-30;0,25;0;0;0;1;NA
"43";2002-09-30;0,25;0;0;0;0;NA
"44";2002-12-31;0,25;0;0;0;-1;NA
"45";2003-03-31;0,25;NA;1;0;0;NA
"46";2003-06-30;0,25;-1;-1;0;-1;NA
"47";2003-09-30;0,25;0;0;0;1;NA
"48";2003-12-31;0,25;0;0;0;0;NA
"49";2004-03-31;0,25;NA;0;0;0;NA
"50";2004-06-30;0,25;1;1;1;0;NA
"51";2004-09-30;0,25;0;0;0;0;NA
"53";2005-03-31;0,25;0;0;0;0;NA
"54";2005-06-30;0,25;0;0;-1;0;NA
"63";1993-06-30;1;2;0;NA;NA;NA
"92";1994-03-31;1;0;0;NA;NA;NA
"101";1994-06-30;1;-1;0;NA;NA;NA
"111";1994-09-30;1;2;1;NA;NA;NA
"121";1994-12-31;1;0;-1;NA;NA;NA
"64";1993-06-30;0,25;-1;NA;NA;NA;NA
"93";1994-03-31;0,25;0;1;NA;NA;NA
"102";1994-06-30;0,25;-1;-1;NA;NA;NA
"112";1994-09-30;0,25;0;0;NA;NA;NA
"122";1994-12-31;0,25;0;-1;NA;NA;NA
"132";1995-03-31;0,25;0;0;NA;NA;NA
"163";1995-12-31;0,25;0;-1;NA;NA;NA
"172";1996-03-31;0,25;0;1;NA;NA;NA
"182";1996-06-30;0,25;0;NA;NA;NA;NA
"192";1996-09-30;0,25;0;NA;NA;NA;NA
"202";1996-12-31;0,25;0;0;NA;NA;NA
"212";1997-03-31;0,25;0;0;NA;NA;NA
"222";1997-06-30;0,25;0;0;NA;NA;NA
"232";1997-09-30;0,25;-1;NA;NA;NA;NA
"242";1997-12-31;0,25;-1;-1;NA;NA;NA
"65";1993-06-30;0,25;0;0;NA;NA;NA
"94";1994-03-31;0,25;1;1;NA;NA;NA
"103";1994-06-30;0,25;-1;-2;NA;NA;NA
"113";1994-09-30;0,25;-1;-1;NA;NA;NA
"123";1994-12-31;0,25;0;1;NA;NA;NA
"133";1995-03-31;0,25;0;0;NA;NA;NA
"142";1995-06-30;0,25;-1;0;NA;NA;NA
"152";1995-09-30;0,25;1;0;NA;NA;NA
"164";1995-12-31;0,25;0;0;NA;NA;NA
"173";1996-03-31;0,25;1;0;NA;NA;NA
"183";1996-06-30;0,25;-1;1;NA;NA;NA
"193";1996-09-30;0,25;2;1;NA;NA;NA
"203";1996-12-31;0,25;-1;0;NA;NA;NA
"213";1997-03-31;0,25;1;0;NA;NA;NA
"223";1997-06-30;0,25;1;1;NA;NA;NA
"233";1997-09-30;0,25;0;0;NA;NA;NA
"282";1998-12-31;0,25;NA;0;NA;NA;NA
"292";1999-03-31;0,25;0;2;NA;NA;NA
"302";1999-06-30;0,25;1;0;NA;NA;NA
"312";1999-09-30;2;0;0;NA;NA;NA
"321";1999-12-31;2;-1;-1;NA;NA;NA
"351";2000-09-30;2;0;0;NA;NA;NA
"362";2000-12-31;2;0;0;NA;NA;NA
"372";2001-03-31;2;-1;-2;NA;NA;NA
"431";2002-09-30;1;NA;0;0;0;NA
"461";2003-06-30;1;NA;1;0;0;NA
"243";1997-12-31;0,25;-1;0;NA;NA;NA
"252";1998-03-31;0,25;0;0;NA;NA;NA
"174";1996-03-31;0,25;0;0;NA;NA;NA
"184";1996-06-30;0,25;0;0;NA;NA;NA
"66";1993-06-30;0,25;-1;0;NA;NA;NA
"95";1994-03-31;0,25;2;0;NA;NA;NA
"104";1994-06-30;0,25;0;0;NA;NA;NA
"114";1994-09-30;0,25;-2;0;NA;NA;NA
"124";1994-12-31;0,25;0;0;NA;NA;NA
"67";1993-06-30;0,25;-1;-1;NA;NA;NA
"68";1993-06-30;0,25;0;NA;NA;NA;NA
"185";1996-06-30;0,25;2;2;NA;NA;NA
"234";1997-09-30;0,25;0;NA;NA;NA;NA
"134";1995-03-31;0,25;-2;NA;NA;NA;NA
"186";1996-06-30;0,25;-1;-1;NA;NA;NA
"69";1993-06-30;0,25;1;1;NA;NA;NA
"96";1994-03-31;0,25;0;0;NA;NA;NA
"105";1994-06-30;0,25;0;NA;NA;NA;NA
"115";1994-09-30;0,25;0;1;NA;NA;NA
"153";1995-09-30;0,25;-1;0;NA;NA;NA
"610";1993-06-30;0,25;0;0;NA;NA;NA
"97";1994-03-31;0,25;NA;1;NA;NA;NA
"106";1994-06-30;0,25;NA;1;NA;NA;NA
"116";1994-09-30;0,25;-1;-2;NA;NA;NA
"125";1994-12-31;0,25;0;1;NA;NA;NA
"135";1995-03-31;0,25;NA;0;NA;NA;NA
"143";1995-06-30;0,25;0;0;NA;NA;NA
"154";1995-09-30;0,25;-1;0;NA;NA;NA
"165";1995-12-31;0,25;0;0;NA;NA;NA
"175";1996-03-31;0,25;1;-1;NA;NA;NA
"187";1996-06-30;0,25;-1;-1;NA;NA;NA
"194";1996-09-30;0,25;0;0;NA;NA;NA
"204";1996-12-31;0,25;0;1;NA;NA;NA
"214";1997-03-31;0,25;2;1;NA;NA;NA
"244";1997-12-31;0,25;0;2;NA;NA;NA
"253";1998-03-31;0,25;0;0;NA;NA;NA
"283";1998-12-31;0,25;0;0;NA;NA;NA
"293";1999-03-31;0,25;1;1;NA;NA;NA
"322";1999-12-31;0,25;0;-1;NA;NA;NA
"363";2000-12-31;0,25;NA;0;NA;NA;NA
"441";2002-12-31;0,25;-1;-1;0;0;NA
"451";2003-03-31;0,25;0;0;0;-1;NA
"462";2003-06-30;0,25;0;0;0;0;NA
"471";2003-09-30;0,25;0;0;0;0;NA
"481";2003-12-31;0,25;0;0;0;0;NA
"491";2004-03-31;0,25;0;0;0;0;NA
"501";2004-06-30;0,25;0;0;0;0;NA
"52";2004-12-31;0,25;-1;-1;0;-1;NA
"531";2005-03-31;0,25;0;0;0;0;NA
"541";2005-06-30;0,25;0;0;0;0;NA
"611";1993-06-30;0,25;0;NA;NA;NA;NA
"612";1993-06-30;0,25;0;0;NA;NA;NA
"117";1994-09-30;0,25;1;1;NA;NA;NA
"613";1993-06-30;0,25;-1;-1;NA;NA;NA
"98";1994-03-31;0,25;-1;0;NA;NA;NA
"107";1994-06-30;0,25;-1;0;NA;NA;NA
"118";1994-09-30;0,25;0;1;NA;NA;NA
"126";1994-12-31;0,25;-1;0;NA;NA;NA
"136";1995-03-31;0,25;1;1;NA;NA;NA
"144";1995-06-30;0,25;0;0;NA;NA;NA
"155";1995-09-30;0,25;0;0;NA;NA;NA
"166";1995-12-31;0,25;0;0;NA;NA;NA
"176";1996-03-31;0,25;1;0;NA;NA;NA
"188";1996-06-30;0,25;-1;1;NA;NA;NA
"195";1996-09-30;0,25;0;-1;NA;NA;NA
"205";1996-12-31;0,25;1;0;NA;NA;NA
"215";1997-03-31;0,25;1;1;NA;NA;NA
"224";1997-06-30;0,25;0;0;NA;NA;NA
"235";1997-09-30;0,25;0;0;NA;NA;NA
"245";1997-12-31;0,25;1;-1;NA;NA;NA
"254";1998-03-31;0,25;0;NA;NA;NA;NA
"284";1998-12-31;0,25;1;NA;NA;NA;NA
"294";1999-03-31;0,25;0;1;NA;NA;NA
"303";1999-06-30;0,25;1;1;NA;NA;NA
"313";1999-09-30;0,25;-1;0;NA;NA;NA
"323";1999-12-31;0,25;-1;-2;NA;NA;NA
"352";2000-09-30;0,25;0;1;NA;NA;NA
"364";2000-12-31;0,25;-1;0;NA;NA;NA
"373";2001-03-31;0,25;0;0;NA;NA;NA
"382";2001-06-30;0,25;0;0;0;0;NA
"411";2002-03-31;0,25;0;-1;-1;0;NA
"421";2002-06-30;0,25;0;0;-1;0;NA
"432";2002-09-30;0,25;1;1;1;1;NA
"442";2002-12-31;0,25;1;1;1;0;NA
"452";2003-03-31;0,25;-1;-1;0;0;NA
"463";2003-06-30;0,25;0;1;0;0;NA
"472";2003-09-30;0,25;0;-1;-1;1;NA
"482";2003-12-31;0,25;1;1;0;0;NA
"492";2004-03-31;0,25;1;NA;0;1;NA
"521";2004-12-31;0,25;1;1;2;0;NA
"532";2005-03-31;0,25;1;1;1;-1;NA
"542";2005-06-30;0,25;1;-1;0;0;NA
"60";2006-12-31;0,25;1;0;0;1;NA
"614";2007-03-31;0,25;1;0;1;2;NA
"621";2007-06-30;0,25;0;0;0;-1;NA
"631";2007-09-30;0,25;1;1;1;0;NA
"641";2007-12-31;0,25;-1;0;0;-1;NA
"651";2008-03-31;0,25;-1;-1;0;0;NA
"661";2008-06-30;0,25;1;1;1;1;NA
"671";2008-09-30;1;-2;-2;-1;0;NA
"681";2008-12-31;1;-1;-1;0;-1;NA
"691";2009-03-31;1;1;1;2;-1;NA
"70";2009-06-30;1;-1;0;0;0;NA
"71";2009-09-30;1;0;-1;-1;0;NA
"72";2009-12-31;1;-1;-1;0;1;NA
"73";2010-03-31;1;0;0;0;0;NA
"74";2010-06-30;1;-1;-1;0;-1;NA
"75";2010-09-30;1;0;0;0;-1;NA
"76";2010-12-31;1;-1;-1;0;-1;NA
"77";2011-03-31;1;0;0;0;0;NA
"78";2011-06-30;1;-1;0;-1;0;NA
"81";2012-03-31;1;-1;0;0;-1;NA
"82";2012-06-30;1;-2;-1;-1;-1;NA
"88";2013-12-31;1;1;NA;2;0;NA
"931";2015-03-31;1;0;0;1;1;NA
"941";2015-06-30;1;1;-2;-1;-1;NA
"99";1994-03-31;0,25;2;1;NA;NA;NA
"108";1994-06-30;0,25;-1;-1;NA;NA;NA
"189";1996-06-30;0,25;-1;0;NA;NA;NA
"196";1996-09-30;0,25;0;0;NA;NA;NA
"206";1996-12-31;0,25;1;1;NA;NA;NA
"216";1997-03-31;0,25;0;0;NA;NA;NA
"225";1997-06-30;0,25;-1;-1;NA;NA;NA
"236";1997-09-30;0,25;-1;-1;NA;NA;NA
"246";1997-12-31;0,25;-1;0;NA;NA;NA
"255";1998-03-31;0,25;0;0;NA;NA;NA
"304";1999-06-30;0,25;-1;0;NA;NA;NA
"314";1999-09-30;1;-1;1;NA;NA;NA
"324";1999-12-31;1;-1;0;NA;NA;NA
"365";2000-12-31;1;0;1;NA;NA;NA
"374";2001-03-31;1;0;-2;NA;NA;NA
"383";2001-06-30;0,25;0;-1;0;0;NA
"392";2001-09-30;0,25;-1;-1;-1;-1;NA
"401";2001-12-31;0,25;-1;-1;0;-1;NA
"412";2002-03-31;0,25;1;0;0;0;NA
"422";2002-06-30;0,25;0;-1;0;0;NA
"433";2002-09-30;0,25;-1;0;0;-1;NA
"443";2002-12-31;0,25;-1;-1;0;-1;NA
"453";2003-03-31;0,25;1;1;0;0;NA
"464";2003-06-30;0,25;0;-1;0;0;NA
"473";2003-09-30;0,25;0;0;0;0;NA
"483";2003-12-31;0,25;0;0;0;0;NA
"533";2005-03-31;0,25;0;0;0;0;NA
"543";2005-06-30;0,25;-1;0;0;1;NA
"59";2006-09-30;0,25;0;0;0;0;NA
"601";2006-12-31;0,25;0;0;0;0;NA
"632";2007-09-30;0,25;0;1;0;1;NA
"642";2007-12-31;0,25;0;-1;1;0;NA
"652";2008-03-31;0,25;0;-1;0;0;NA
"662";2008-06-30;0,25;0;0;0;0;NA
"672";2008-09-30;0,25;-1;-1;0;0;NA
"682";2008-12-31;0,25;0;-1;0;0;NA
"692";2009-03-31;0,25;0;0;-1;0;NA
"721";2009-12-31;0,25;0;0;1;0;NA
"761";2010-12-31;0,25;NA;1;1;1;NA
"83";2012-09-30;0,25;0;0;0;-1;NA
"615";1993-06-30;0,25;0;0;NA;NA;NA
"119";1994-09-30;0,25;1;1;NA;NA;NA
"127";1994-12-31;0,25;-1;-2;NA;NA;NA
"137";1995-03-31;0,25;1;1;NA;NA;NA
"145";1995-06-30;0,25;-1;-1;NA;NA;NA
"156";1995-09-30;0,25;1;2;NA;NA;NA
"167";1995-12-31;0,25;0;0;NA;NA;NA
"177";1996-03-31;0,25;0;0;NA;NA;NA
"1810";1996-06-30;0,25;1;1;NA;NA;NA
"197";1996-09-30;0,25;0;-1;NA;NA;NA
"256";1998-03-31;0,25;0;1;NA;NA;NA
"616";1993-06-30;0,25;-1;-1;NA;NA;NA
"1110";1994-09-30;0,25;1;-1;NA;NA;NA
"128";1994-12-31;0,25;0;-1;NA;NA;NA
"138";1995-03-31;0,25;0;0;NA;NA;NA
"146";1995-06-30;0,25;1;NA;NA;NA;NA
"157";1995-09-30;0,25;0;NA;NA;NA;NA
"178";1996-03-31;0,25;0;NA;NA;NA;NA
"1811";1996-06-30;0,25;-1;-2;NA;NA;NA
"198";1996-09-30;0,25;0;-1;NA;NA;NA
"207";1996-12-31;0,25;0;-1;NA;NA;NA
"217";1997-03-31;0,25;NA;0;NA;NA;NA
"226";1997-06-30;0,25;0;0;NA;NA;NA
"237";1997-09-30;0,25;-2;-2;NA;NA;NA
"247";1997-12-31;0,25;1;-1;NA;NA;NA
"257";1998-03-31;0,25;0;0;NA;NA;NA
"295";1999-03-31;0,25;1;1;NA;NA;NA
"617";1993-06-30;0,25;0;0;NA;NA;NA
"139";1995-03-31;0,25;0;1;NA;NA;NA
"147";1995-06-30;0,25;-1;-1;NA;NA;NA
"158";1995-09-30;0,25;0;0;NA;NA;NA
"168";1995-12-31;0,25;0;0;NA;NA;NA
"179";1996-03-31;0,25;0;0;NA;NA;NA
"1812";1996-06-30;0,25;-1;0;NA;NA;NA
"199";1996-09-30;0,25;NA;0;NA;NA;NA
"208";1996-12-31;0,25;1;0;NA;NA;NA
"218";1997-03-31;0,25;-1;0;NA;NA;NA
"227";1997-06-30;0,25;0;0;NA;NA;NA
"238";1997-09-30;0,25;0;0;NA;NA;NA
"315";1999-09-30;1;1;0;NA;NA;NA
"534";2005-03-31;0,25;0;0;0;0;NA
"544";2005-06-30;0,25;0;0;1;0;NA
"591";2006-09-30;0,25;0;0;0;0;NA
"602";2006-12-31;0,25;NA;0;0;0;NA
"622";2007-06-30;0,25;NA;0;0;0;NA
"633";2007-09-30;0,25;0;0;0;0;NA
"643";2007-12-31;0,25;0;0;0;0;NA
"653";2008-03-31;0,25;0;0;0;0;NA
"663";2008-06-30;0,25;-1;-1;-1;-1;NA
"762";2010-12-31;0,25;-1;-1;-1;-1;NA
"771";2011-03-31;0,25;0;0;0;0;NA
"781";2011-06-30;0,25;1;1;1;1;NA
"79";2011-09-30;0,25;NA;0;0;0;NA
"80";2011-12-31;0,25;NA;0;0;0;NA
"811";2012-03-31;0,25;NA;0;0;0;NA
"821";2012-06-30;0,25;0;0;0;0;NA
"831";2012-09-30;0,25;0;0;0;0;NA
"84";2012-12-31;0,25;NA;0;0;0;NA
"85";2013-03-31;0,25;NA;0;0;0;NA
"86";2013-06-30;0,25;0;0;0;0;NA
"87";2013-09-30;0,25;0;0;0;0;NA
"618";1993-06-30;0,75;-1;-1;NA;NA;NA
"910";1994-03-31;0,75;1;1;NA;NA;NA
"109";1994-06-30;0,75;-1;-1;NA;NA;NA
"1111";1994-09-30;0,75;2;2;NA;NA;NA
"1813";1996-06-30;0,75;0;0;NA;NA;NA
"1910";1996-09-30;0,75;0;0;NA;NA;NA
"209";1996-12-31;0,75;0;1;NA;NA;NA
"219";1997-03-31;0,75;-1;-2;NA;NA;NA
"228";1997-06-30;0,75;0;2;NA;NA;NA
"239";1997-09-30;0,75;0;-1;NA;NA;NA
"619";1993-06-30;0,25;0;0;NA;NA;NA
"1310";1995-03-31;0,25;-2;1;NA;NA;NA
"148";1995-06-30;0,25;NA;0;NA;NA;NA
"1911";1996-09-30;0,25;-1;NA;NA;NA;NA
"258";1998-03-31;0,25;-2;-2;NA;NA;NA
"353";2000-09-30;0,25;0;0;NA;NA;NA
"366";2000-12-31;0,25;NA;0;NA;NA;NA
"375";2001-03-31;0,25;NA;0;NA;NA;NA
"620";1993-06-30;0,25;-1;1;NA;NA;NA
"1010";1994-06-30;0,25;-1;1;NA;NA;NA
"1112";1994-09-30;0,25;0;-1;NA;NA;NA
"623";1993-06-30;0,25;NA;2;NA;NA;NA
"911";1994-03-31;0,25;-1;-1;NA;NA;NA
"1011";1994-06-30;0,25;-2;0;NA;NA;NA
"1311";1995-03-31;0,25;0;2;NA;NA;NA
"624";1993-06-30;0,25;1;2;NA;NA;NA
"912";1994-03-31;0,25;0;0;NA;NA;NA
"1012";1994-06-30;0,25;-1;-1;NA;NA;NA
"1113";1994-09-30;0,25;0;0;NA;NA;NA
"149";1995-06-30;0,25;-1;-1;NA;NA;NA
"2110";1997-03-31;0,25;-1;0;NA;NA;NA
"259";1998-03-31;0,25;0;-1;NA;NA;NA
"354";2000-09-30;0,25;-2;0;NA;NA;NA
"367";2000-12-31;0,25;0;-2;NA;NA;NA
"376";2001-03-31;0,25;0;-1;NA;NA;NA
"402";2001-12-31;0,25;0;-1;-1;-1;NA
"413";2002-03-31;0,25;0;0;2;1;NA
"493";2004-03-31;0,25;NA;0;1;-1;NA
"545";2005-06-30;0,25;0;0;0;0;NA
"592";2006-09-30;0,25;-2;0;0;-1;NA
"603";2006-12-31;0,25;0;0;1;1;NA
"625";2007-06-30;0,25;0;0;0;-1;NA
"634";2007-09-30;0,25;-1;-1;0;1;NA
"644";2007-12-31;0,25;-2;-2;-1;-2;NA
"654";2008-03-31;0,25;NA;-1;1;0;NA
"664";2008-06-30;0,25;NA;-1;-1;-1;NA
"673";2008-09-30;0,25;-1;-1;0;-1;NA
"683";2008-12-31;0,25;-1;-1;-1;0;NA
"693";2009-03-31;0,25;0;0;0;0;NA
"701";2009-06-30;0,25;0;-1;-1;0;NA
"751";2010-09-30;0,25;NA;NA;0;0;NA
"801";2011-12-31;0,25;0;-1;-1;-1;NA
"812";2012-03-31;0,25;1;-1;-1;-1;NA
"822";2012-06-30;0,25;-1;-2;-1;-2;NA
"832";2012-09-30;0,25;1;0;0;1;NA
"861";2013-06-30;0,25;0;0;0;0;NA
"871";2013-09-30;0,25;0;0;0;0;NA
"881";2013-12-31;0,25;-1;-1;0;0;NA
"913";2014-09-30;0,25;-2;-2;-1;-2;NA
"921";2014-12-31;0,25;-1;0;1;0;NA
"932";2015-03-31;0,25;-2;-1;-2;-2;NA
"942";2015-06-30;0,25;0;0;0;0;NA
"626";1993-06-30;0,25;0;0;NA;NA;NA
"248";1997-12-31;0,25;0;0;NA;NA;NA
"2510";1998-03-31;0,25;0;0;NA;NA;NA
"296";1999-03-31;0,25;0;0;NA;NA;NA
"305";1999-06-30;0,25;0;0;NA;NA;NA
"316";1999-09-30;1;NA;0;NA;NA;NA
"325";1999-12-31;1;-1;0;NA;NA;NA
"355";2000-09-30;1;0;0;NA;NA;NA
"368";2000-12-31;1;0;-1;NA;NA;NA
"377";2001-03-31;1;NA;0;NA;NA;NA
"393";2001-09-30;0,25;0;1;1;0;NA
"403";2001-12-31;0,25;-1;-2;-1;-2;NA
"434";2002-09-30;0,25;0;0;-1;0;NA
"627";1993-06-30;0,25;-2;-1;NA;NA;NA
"914";1994-03-31;0,25;1;1;NA;NA;NA
"1013";1994-06-30;0,25;0;0;NA;NA;NA
"1114";1994-09-30;0,25;0;0;NA;NA;NA
"129";1994-12-31;0,25;0;0;NA;NA;NA
"1312";1995-03-31;0,25;0;0;NA;NA;NA
"1410";1995-06-30;0,25;0;0;NA;NA;NA
"159";1995-09-30;0,25;-1;-2;NA;NA;NA
"169";1995-12-31;0,25;0;0;NA;NA;NA
"1710";1996-03-31;0,25;-1;-1;NA;NA;NA
"2010";1996-12-31;0,25;0;-1;NA;NA;NA
"2111";1997-03-31;0,25;0;-1;NA;NA;NA
"229";1997-06-30;0,25;0;0;NA;NA;NA
"2310";1997-09-30;0,25;0;0;NA;NA;NA
"249";1997-12-31;0,25;0;0;NA;NA;NA
"2511";1998-03-31;0,25;-1;-1;NA;NA;NA
"285";1998-12-31;0,25;0;0;NA;NA;NA
"297";1999-03-31;0,25;1;1;NA;NA;NA
"384";2001-06-30;2;NA;0;0;0;NA
"394";2001-09-30;2;-1;0;0;-1;NA
"404";2001-12-31;2;NA;0;0;0;NA
"414";2002-03-31;2;NA;-1;-1;-1;NA
"423";2002-06-30;2;0;0;0;0;NA
"435";2002-09-30;2;0;0;0;0;NA
"474";2003-09-30;2;0;0;0;0;NA
"522";2004-12-31;2;0;0;0;0;NA
"535";2005-03-31;2;0;0;0;0;NA
"58";2006-06-30;2;NA;0;0;0;NA
"593";2006-09-30;2;NA;-1;-1;-1;NA
"6110";2007-03-31;2;-1;-1;-1;-1;NA
"628";2007-06-30;2;-1;-1;-1;-1;NA
"635";2007-09-30;2;-1;-1;-1;-1;NA
"655";2008-03-31;2;0;0;-1;0;NA
"629";1993-06-30;0,25;0;-1;NA;NA;NA
"915";1994-03-31;0,25;-1;0;NA;NA;NA
"1014";1994-06-30;0,25;-1;0;NA;NA;NA
"630";1993-06-30;0,25;NA;-1;NA;NA;NA
"1015";1994-06-30;0,25;-1;0;NA;NA;NA
"1115";1994-09-30;0,25;NA;0;NA;NA;NA
"1210";1994-12-31;0,25;0;1;NA;NA;NA
"1313";1995-03-31;0,25;1;1;NA;NA;NA
"636";1993-06-30;0,25;0;1;NA;NA;NA
"916";1994-03-31;0,25;2;2;NA;NA;NA
"1912";1996-09-30;0,25;0;0;NA;NA;NA
"637";1993-06-30;0,25;-1;-1;NA;NA;NA
"917";1994-03-31;0,25;0;NA;NA;NA;NA
"1016";1994-06-30;0,25;0;0;NA;NA;NA
"1510";1995-09-30;0,25;-1;0;NA;NA;NA
"1610";1995-12-31;0,25;-1;NA;NA;NA;NA
"1711";1996-03-31;0,25;0;NA;NA;NA;NA
"1814";1996-06-30;0,25;0;NA;NA;NA;NA
"2112";1997-03-31;0,25;0;0;NA;NA;NA
"1116";1994-09-30;0,25;0;1;NA;NA;NA
"1611";1995-12-31;0,25;1;0;NA;NA;NA
"2311";1997-09-30;0,25;0;0;NA;NA;NA
"2410";1997-12-31;0,25;0;1;NA;NA;NA
"298";1999-03-31;0,25;0;0;NA;NA;NA
"395";2001-09-30;0,25;-1;0;-1;-1;NA
"405";2001-12-31;0,25;0;0;0;0;NA
"415";2002-03-31;0,25;-1;0;0;0;NA
"638";1993-06-30;0,25;1;1;NA;NA;NA
"1017";1994-06-30;0,25;0;0;NA;NA;NA
"1117";1994-09-30;0,25;1;0;NA;NA;NA
"1211";1994-12-31;0,25;1;1;NA;NA;NA
"1314";1995-03-31;0,25;0;0;NA;NA;NA
"2113";1997-03-31;0,25;1;1;NA;NA;NA
"2210";1997-06-30;0,25;0;0;NA;NA;NA
"356";2000-09-30;0,25;-1;-1;NA;NA;NA
"369";2000-12-31;0,25;0;0;NA;NA;NA
"378";2001-03-31;0,25;0;0;NA;NA;NA
"385";2001-06-30;0,25;0;0;1;0;NA
"396";2001-09-30;0,25;NA;0;0;-1;NA
"406";2001-12-31;0,25;NA;2;1;0;NA
"416";2002-03-31;0,25;NA;1;0;1;NA
"424";2002-06-30;0,25;NA;1;1;1;NA
"436";2002-09-30;0,25;2;2;1;1;NA
"444";2002-12-31;0,25;NA;1;0;1;NA
"454";2003-03-31;0,25;NA;-1;-1;-1;NA
"465";2003-06-30;0,25;NA;1;0;1;NA
"475";2003-09-30;0,25;NA;2;0;1;NA
"494";2004-03-31;0,25;0;0;-1;1;NA
"502";2004-06-30;0,25;1;1;0;1;NA
"511";2004-09-30;0,25;1;1;0;1;NA
"523";2004-12-31;0,25;1;1;0;1;NA
"536";2005-03-31;0,25;NA;0;1;1;NA
"546";2005-06-30;0,25;-1;0;-1;0;NA
"722";2009-12-31;0,25;-1;-1;-1;-1;NA
"731";2010-03-31;0,25;-1;-1;0;0;NA
"741";2010-06-30;0,25;0;0;-1;0;NA
"752";2010-09-30;0,25;-1;-1;-1;-1;NA
"763";2010-12-31;0,25;0;0;0;-1;NA
"782";2011-06-30;0,25;-1;-1;0;-1;NA
"791";2011-09-30;0,25;0;0;0;0;NA
"802";2011-12-31;0,25;1;1;1;2;NA
"813";2012-03-31;0,25;0;0;0;0;NA
"823";2012-06-30;0,25;0;-1;-1;-1;NA
"639";1993-06-30;0,25;0;0;NA;NA;NA
"918";1994-03-31;0,25;0;0;NA;NA;NA
"1018";1994-06-30;0,25;-1;-1;NA;NA;NA
"1118";1994-09-30;0,25;0;2;NA;NA;NA
"1212";1994-12-31;0,25;1;0;NA;NA;NA
"1315";1995-03-31;0,25;-1;-1;NA;NA;NA
"1411";1995-06-30;0,25;0;0;NA;NA;NA
"1511";1995-09-30;0,25;NA;0;NA;NA;NA
"1612";1995-12-31;0,25;NA;0;NA;NA;NA
"1712";1996-03-31;0,25;0;0;NA;NA;NA
"1815";1996-06-30;0,25;0;1;NA;NA;NA
"1913";1996-09-30;0,25;0;0;NA;NA;NA
"2011";1996-12-31;0,25;0;0;NA;NA;NA
"2114";1997-03-31;0,25;0;0;NA;NA;NA
"2211";1997-06-30;0,25;1;0;NA;NA;NA
"2312";1997-09-30;0,25;0;1;NA;NA;NA
