"";"Date";"Conf_cc.new";"Conf_cc.used";"Conf_cc.spare";"Act_prod.new";"Act_prod.used";"Act_prod.spare";"Conf_prod.new";"Conf_prod.used";"Conf_prod.spare";"Act_GBC.new";"Act_GBC.used";"Act_GBC.spare";"Conf_GBC.new";"Conf_GBC.used";"Conf_GBC.spare";"Uncert_fl.prod.new";"Uncert_fl.prod.used";"Uncert_fl.prod.spare";"Uncert_fl.GBC.new";"Uncert_fl.GBC.used";"Uncert_fl.GBC.spare";"Uncert_ee.prod.new";"Uncert_ee.GBC.new";"Uncert_ee.prod.used";"Uncert_ee.GBC.used";"Uncert_ee.prod.spare";"Uncert_ee.GBC.spare"
"1";"1992Q2";-0,75609756097561;-0,372093023255814;-0,0232558139534884;-0,682926829268293;-0,22093023255814;0;-0,414634146341463;0,0465116279069767;0,166666666666667;-0,670731707317073;-0,267441860465116;-0,13953488372093;-0,426829268292683;-0,127906976744186;0,0348837209302326;0,748188373179413;0,791039597753253;0,669636243353583;0,749479295746803;0,818343642321531;0,722522622460744;0,95624217276301;0,888321814579887;0,833324319403205;0,868286265236952;0,814062904632322;0,82070318569399
"2";"1992Q3";-0,606060606060606;-0,0447761194029851;0,0857142857142857;-0,529411764705882;-0,0428571428571429;0,117647058823529;-0,25;0,072463768115942;0,188405797101449;-0,552238805970149;-0,117647058823529;-0,0140845070422535;-0,313432835820896;-0,0441176470588235;0,1;0,754886045159447;0,74830902280728;0,727819103158824;0,776693243657175;0,793981469805476;0,7587583842794;NA;NA;NA;NA;NA;NA
"3";"1992Q4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4";"1993Q1";-0,48314606741573;-0,173913043478261;0,234042553191489;-0,428571428571429;-0,153846153846154;0,111111111111111;-0,043956043956044;0,10989010989011;0,255555555555556;-0,348314606741573;-0,153846153846154;0,0425531914893617;-0,0227272727272727;0,032967032967033;0,223404255319149;0,769073767337261;0,670419738139325;0,624697457638693;0,783019689861464;0,619296826532104;0,621498794424618;1,00981306444699;0,928461531958395;0,858932355787606;0,885728086928321;0,748994943813569;0,78700381193486
"5";"1993Q2";-0,551724137931034;-0,266666666666667;0,142857142857143;-0,206896551724138;-0,137931034482759;0,152542372881356;-0,0701754385964912;-0,0847457627118644;0,152542372881356;-0,155172413793103;-0,135593220338983;0,09375;0,0344827586206897;-0,0333333333333333;0,15625;0,81347530662243;0,695947971784671;0,659058376109274;0,787083600725057;0,752034278178565;0,666585281490673;NA;NA;NA;NA;NA;NA
"6";"1993Q3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7";"1993Q4";-0,242424242424242;0,27536231884058;0,295774647887324;-0,0303030303030303;0,231884057971014;0,171428571428571;-0,1875;0,17910447761194;0,161764705882353;-0,106060606060606;0,072463768115942;0,112676056338028;-0,121212121212121;0,0579710144927536;0,154929577464789;0,768012857965282;0,710798859688994;0,719687311955421;0,826000798208425;0,796442415306324;0,780896691584739;1,12673857219869;0,949623985736309;0,904368825053764;1,02583702301883;0,814884542670293;1,01357967126418
"8";"1994Q1";-0,072463768115942;0,355932203389831;0,548387096774194;0,1;0,154929577464789;0,342465753424658;0,0142857142857143;0,166666666666667;0,273972602739726;0,172413793103448;0,216666666666667;0,349206349206349;0,103448275862069;0,183333333333333;0,253968253968254;0,746283307806227;0,74535599249993;0,707305788680854;0,802789429436056;0,80605348595625;0,775994067401925;1,02347447452294;1,23648246606609;0,856150218874534;1,13149318009831;0,757875319561206;0,984305913569501
"9";"1994Q2";-0,0169491525423729;0,258064516129032;0,714285714285714;0,0166666666666667;-0,032258064516129;0,344262295081967;0,568965517241379;0,416666666666667;0,559322033898305;0,254237288135593;0,161290322580645;0,396825396825397;0,5;0,344262295081967;0,564516129032258;0,646264303930735;0,640095478989051;0,49646842426701;0,725163477407348;0,721683957477218;0,52734782981522;0,907360165058949;1,01101961643677;0,921615429558338;0,990736390809263;0,72160242458822;0,839771051835638
"10";"1994Q3";-0,232876712328767;0,012987012987013;0,325;-0,319444444444444;0,0921052631578947;0,363636363636364;0,0714285714285714;0,108108108108108;0,302631578947368;-0,273972602739726;-0,103896103896104;0,240506329113924;0;0,0684931506849315;0,315789473684211;0,883522634060927;0,763483615774353;0,669244209264712;0,900885232922902;0,81641996853432;0,711013478216121;0,955813918560292;1,00776756404341;0,96262625434566;0,901147031411757;0,790294864099611;0,755377776462112
"11";"1994Q4";0,485714285714286;0,388888888888889;0,675675675675676;0,414285714285714;0,180555555555556;0,378378378378378;0,457142857142857;0,388888888888889;0,405405405405405;0,242857142857143;0,305555555555556;0,413333333333333;0,492753623188406;0,47887323943662;0,432432432432432;0,66944997222057;0,65734219812218;0,634991358079499;0,672938363260516;0,646968117062302;0,61690336273045;0,798595706249925;0,762276694932482;0,78727027347957;0,751418345181559;0,690475342316514;0,704092814813115
"12";"1995Q1";0,515151515151515;0,134328358208955;0,542857142857143;0,439393939393939;0,0298507462686567;0,420289855072464;0,515151515151515;0,303030303030303;0,602941176470588;0,417910447761194;0,147058823529412;0,430555555555556;0,553846153846154;0,348484848484849;0,542857142857143;0,656954042081176;0,626913965623552;0,572397072236134;0,723894791139606;0,748582989517311;0,66944997222057;0,817986267590354;0,68662261635046;0,852958585841054;0,871311467541538;0,605550175740759;0,606777413651243
"13";"1995Q2";0,241379310344828;-0,233333333333333;0,428571428571429;0,310344827586207;-0,0666666666666667;0,35;0,421052631578947;0,275862068965517;0,482758620689655;0,362068965517241;-0,0169491525423729;0,317460317460317;0,396551724137931;0,169491525423729;0,365079365079365;0,647461125868278;0,689655172413793;0,622602416733372;0,693309284927003;0,716690661419186;0,649825063189166;0,817537367304257;0,883522634060927;0,839095723176481;0,986516236923795;0,684934889218775;0,53851648071345
"14";"1995Q3";0,224489795918367;-0,0204081632653061;0,461538461538462;0,306122448979592;0,102040816326531;0,34;0,270833333333333;0,25;0,326530612244898;0,36734693877551;0,0816326530612245;0,326923076923077;0,354166666666667;0,3125;0,411764705882353;0,728571185418571;0,661437827766148;0,681767064836329;0,777002341623813;0,768012857965282;0,631725635042628;0,807692307692308;0,750739280613198;0,853984742737481;0,890448992522325;0,832050294337844;0,52973418950818
