"";"Date";"Datum";"Sector";"id";"sector";"weight";"factor";"factorn";"Q1";"Q2A";"Q2P";"Q3A";"Q3P";"Q4A";"Q4P";"Q5A";"Q5P";"Q6A";"Q6P";"eQ2";"eQ3";"eQ4";"eQ5";"eQ6"
"83176";"2012Q3";2012-09-30;"Services";"10516";"6001";5;0,75;0,00543478260869565;-1;-1;-1;-1;-1;-1;-1;-1;-1;NA;NA;0;0;0;0;NA
"84156";"2012Q4";2012-12-31;"Services";"10516";"6001";5;0,75;0,00496688741721854;-1;-1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;1;NA
"64207";"2007Q4";2007-12-31;"Services";"10529";"6001";9;1,35;0,00414110429447853;-1;1;NA;1;1;1;1;1;1;NA;NA;NA;-2;0;0;NA
"86130";"2013Q2";2013-06-30;"Services";"10533";"6001";8;1,2;0,00805369127516778;1;1;-1;1;-1;0;-1;1;-1;NA;NA;2;2;1;1;NA
"92110";"2014Q4";2014-12-31;"Services";"10533";"6001";8;1,2;0,00902255639097744;1;-1;-1;-1;-1;0;0;-1;-1;NA;NA;1;1;-1;1;NA
"93112";"2015Q1";2015-03-31;"Services";"10533";"6001";8;1,2;0,0118811881188119;-1;0;-1;0;-1;-1;-1;0;-1;NA;NA;0;0;1;0;NA
"96115";"2015Q4";2015-12-31;"Services";"10533";"6001";8;1,2;0,00645161290322581;-1;-1;-1;-1;-1;-1;-1;-1;-1;NA;NA;1;1;1;0;NA
"97128";"2016Q1";2016-03-31;"Services";"10533";"6001";8;1,2;0,00594059405940594;-1;0;1;0;1;0;0;-1;-1;NA;NA;-1;-1;0;0;NA
"98112";"2016Q2";2016-06-30;"Services";"10533";"6001";8;1,2;0,00655737704918033;-1;0;0;0;0;0;0;-1;-1;NA;NA;-1;-1;0;0;NA
"66245";"2008Q2";2008-06-30;"Services";"10489";"6001";6;0,9;0,00412844036697248;1;0;NA;1;0;0;0;1;0;NA;NA;NA;1;1;1;NA
"73206";"2010Q1";2010-03-31;"Services";"10489";"6001";6;0,9;0,00414746543778802;1;0;NA;1;0;0;0;0;0;NA;NA;NA;0;0;-1;NA
"93113";"2015Q1";2015-03-31;"Services";"10509";"6001";3;0,45;0,00445544554455446;1;0;0;0;0;0;0;0;1;NA;NA;0;0;0;-1;NA
"66246";"2008Q2";2008-06-30;"Services";"10902";"6001";5;0,75;0,00344036697247706;-1;1;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;0;0;0;NA
"67229";"2008Q3";2008-09-30;"Services";"10902";"6001";5;0,75;0,00405405405405405;-1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"68211";"2008Q4";2008-12-31;"Services";"10902";"6001";5;0,75;0,00443786982248521;-1;0;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;1;0;NA
"69218";"2009Q1";2009-03-31;"Services";"10902";"6001";5;0,75;0,00496688741721854;-1;1;NA;-1;-1;0;0;-1;-1;NA;NA;NA;0;-1;0;NA
"70230";"2009Q2";2009-06-30;"Services";"10902";"6001";5;0,75;0,00480769230769231;-1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"71211";"2009Q3";2009-09-30;"Services";"10902";"6001";5;0,75;0,00348837209302326;-1;0;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"71212";"2009Q3";2009-09-30;"Services";"10465";"6001";5;0,75;0,00348837209302326;1;0;NA;1;0;0;0;1;0;NA;NA;NA;1;0;0;NA
"73207";"2010Q1";2010-03-31;"Services";"10465";"6001";5;0,75;0,00345622119815668;-1;0;NA;0;0;0;0;0;0;NA;NA;NA;-1;0;-1;NA
"76197";"2010Q4";2010-12-31;"Services";"10465";"6001";5;0,75;0,00342465753424658;-1;0;NA;-1;0;0;0;-1;0;NA;NA;NA;-1;0;-1;NA
"77208";"2011Q1";2011-03-31;"Services";"10465";"6001";5;0,75;0,0038265306122449;-1;0;NA;-1;0;0;0;-1;-1;NA;NA;NA;-1;0;1;NA
"78191";"2011Q2";2011-06-30;"Services";"10465";"6001";5;0,75;0,00454545454545455;-1;0;NA;-1;0;0;0;0;0;NA;NA;NA;-1;0;-1;NA
"79197";"2011Q3";2011-09-30;"Services";"10465";"6001";5;0,75;0,00428571428571429;-1;0;NA;-1;0;0;-1;-1;-1;NA;NA;NA;0;1;0;NA
"80193";"2011Q4";2011-12-31;"Services";"10465";"6001";5;0,75;0,00378787878787879;-1;-1;NA;0;0;0;-1;-1;NA;NA;NA;NA;-1;0;NA;NA
"81165";"2012Q1";2012-03-31;"Services";"10465";"6001";5;0,75;0,00490196078431373;-1;0;NA;-1;0;-1;0;-1;0;NA;NA;NA;0;-1;-1;NA
"82157";"2012Q2";2012-06-30;"Services";"10465";"6001";5;0,75;0,00506756756756757;-1;0;NA;0;0;-1;0;-1;-1;NA;NA;NA;-1;-1;0;NA
"83177";"2012Q3";2012-09-30;"Services";"10465";"6001";5;0,75;0,00543478260869565;-1;NA;NA;-1;0;-1;0;-1;0;NA;NA;NA;-1;-1;-1;NA
"84157";"2012Q4";2012-12-31;"Services";"10465";"6001";5;0,75;0,00496688741721854;-1;-1;NA;-1;0;-1;0;-1;0;NA;NA;NA;-1;-1;-1;NA
"85134";"2013Q1";2013-03-31;"Services";"10465";"6001";5;0,75;0,00551470588235294;-1;-1;NA;-1;0;-1;0;-1;0;NA;NA;NA;0;0;-1;NA
"88153";"2013Q4";2013-12-31;"Services";"10465";"6001";5;0,75;0,00528169014084507;-1;-1;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;2;1;2;NA
"91103";"2014Q3";2014-09-30;"Services";"10465";"6001";5;0,75;0,00635593220338983;1;1;0;1;0;1;0;1;0;NA;NA;1;1;0;0;NA
"92111";"2014Q4";2014-12-31;"Services";"10465";"6001";5;0,75;0,0056390977443609;1;1;0;1;0;0;0;0;-1;NA;NA;NA;-1;NA;NA;NA
"64208";"2007Q4";2007-12-31;"Services";"10530";"6001";3;0,45;0,00138036809815951;-1;0;NA;-1;-1;NA;NA;-1;-1;NA;NA;NA;0;NA;0;NA
"65234";"2008Q1";2008-03-31;"Services";"10530";"6001";3;0,45;0,00229591836734694;-1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;1;1;NA
"66247";"2008Q2";2008-06-30;"Services";"10530";"6001";3;0,45;0,00206422018348624;-1;1;NA;-1;-1;0;0;0;0;NA;NA;NA;2;1;0;NA
"67230";"2008Q3";2008-09-30;"Services";"10530";"6001";3;0,45;0,00243243243243243;-1;1;NA;1;0;1;0;0;0;NA;NA;NA;-1;-1;-1;NA
"68212";"2008Q4";2008-12-31;"Services";"10530";"6001";3;0,45;0,00266272189349112;-1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;1;1;1;NA
"71213";"2009Q3";2009-09-30;"Services";"10530";"6001";3;0,45;0,00209302325581395;-1;0;NA;-1;0;-1;0;-1;0;NA;NA;NA;0;0;-1;NA
"76198";"2010Q4";2010-12-31;"Services";"10530";"6001";3;0,45;0,00205479452054795;-1;0;NA;-1;0;-1;0;-1;0;NA;NA;NA;-1;-1;-1;NA
"81166";"2012Q1";2012-03-31;"Services";"10530";"6001";3;0,45;0,00294117647058823;-1;0;NA;-1;0;-1;0;-1;-1;NA;NA;NA;-1;0;0;NA
"82158";"2012Q2";2012-06-30;"Services";"10530";"6001";3;0,45;0,00304054054054054;-1;0;NA;-1;1;0;0;-1;0;NA;NA;NA;-1;0;-1;NA
"83178";"2012Q3";2012-09-30;"Services";"10530";"6001";3;0,45;0,00326086956521739;NA;0;0;0;0;0;0;-1;0;NA;NA;NA;-1;-1;-1;NA
"64209";"2007Q4";2007-12-31;"Services";"10848";"6001";5;0,75;0,00230061349693252;1;1;NA;0;0;0;0;0;0;NA;NA;NA;-1;0;-1;NA
"65235";"2008Q1";2008-03-31;"Services";"10848";"6001";5;0,75;0,0038265306122449;1;0;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;1;1;1;NA
"66248";"2008Q2";2008-06-30;"Services";"10848";"6001";5;0,75;0,00344036697247706;-1;1;NA;0;-1;0;0;0;-1;NA;NA;NA;1;-1;1;NA
"68213";"2008Q4";2008-12-31;"Services";"10848";"6001";5;0,75;0,00443786982248521;1;1;NA;0;0;-1;0;0;0;NA;NA;NA;-1;0;-1;NA
"71214";"2009Q3";2009-09-30;"Services";"10848";"6001";5;0,75;0,00348837209302326;-1;0;NA;-1;0;-1;-1;0;-1;NA;NA;NA;0;0;0;NA
"74191";"2010Q2";2010-06-30;"Services";"10848";"6001";5;0,75;0,00373134328358209;1;0;NA;0;-1;0;0;-1;-1;NA;NA;NA;0;-1;1;NA
"75209";"2010Q3";2010-09-30;"Services";"10848";"6001";5;0,75;0,00367647058823529;-1;0;NA;-1;-1;-1;0;0;0;NA;NA;NA;2;0;1;NA
"76199";"2010Q4";2010-12-31;"Services";"10848";"6001";5;0,75;0,00342465753424658;1;0;NA;1;0;0;0;1;0;NA;NA;NA;-1;-1;-1;NA
"77209";"2011Q1";2011-03-31;"Services";"10848";"6001";5;0,75;0,0038265306122449;-1;-1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"78192";"2011Q2";2011-06-30;"Services";"10848";"6001";5;0,75;0,00454545454545455;-1;-1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"79198";"2011Q3";2011-09-30;"Services";"10848";"6001";5;0,75;0,00428571428571429;-1;0;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;2;0;1;NA
"80194";"2011Q4";2011-12-31;"Services";"10848";"6001";5;0,75;0,00378787878787879;1;0;NA;1;0;-1;0;0;0;NA;NA;NA;0;0;0;NA
"84158";"2012Q4";2012-12-31;"Services";"10848";"6001";5;0,75;0,00496688741721854;1;0;0;0;0;0;0;0;0;NA;NA;1;1;0;0;NA
"85135";"2013Q1";2013-03-31;"Services";"10848";"6001";5;0,75;0,00551470588235294;1;1;0;1;0;0;0;0;0;NA;NA;1;1;0;0;NA
"86131";"2013Q2";2013-06-30;"Services";"10848";"6001";5;0,75;0,00503355704697987;1;1;0;1;0;0;0;0;0;NA;NA;0;-1;0;-1;NA
"87133";"2013Q3";2013-09-30;"Services";"10848";"6001";5;0,75;0,00742574257425743;1;0;0;-1;0;0;-1;-1;-1;NA;NA;0;0;0;1;NA
"88154";"2013Q4";2013-12-31;"Services";"10848";"6001";5;0,75;0,00528169014084507;1;0;1;0;1;-1;0;0;0;NA;NA;-1;-1;0;0;NA
"91104";"2014Q3";2014-09-30;"Services";"10848";"6001";5;0,75;0,00635593220338983;1;0;0;1;0;0;0;0;0;NA;NA;1;1;0;1;NA
"67231";"2008Q3";2008-09-30;"Services";"10854";"6001";4;0,6;0,00324324324324324;1;-1;NA;1;1;0;0;1;1;NA;NA;NA;-1;0;0;NA
"68214";"2008Q4";2008-12-31;"Services";"10854";"6001";4;0,6;0,00355029585798817;1;0;NA;0;0;0;0;1;1;NA;NA;NA;1;0;0;NA
"69219";"2009Q1";2009-03-31;"Services";"10854";"6001";4;0,6;0,00397350993377483;1;1;NA;1;-1;0;0;1;-1;NA;NA;NA;0;0;0;NA
"70231";"2009Q2";2009-06-30;"Services";"10854";"6001";4;0,6;0,00384615384615385;1;0;NA;-1;0;0;0;-1;0;NA;NA;NA;0;0;0;NA
"71215";"2009Q3";2009-09-30;"Services";"10854";"6001";4;0,6;0,0027906976744186;1;1;NA;0;1;0;0;0;0;NA;NA;NA;0;0;1;NA
"72208";"2009Q4";2009-12-31;"Services";"10854";"6001";4;0,6;0,00297029702970297;NA;NA;NA;1;1;0;0;1;1;NA;NA;NA;0;0;-1;NA
"70232";"2009Q2";2009-06-30;"Services";"10845";"6001";5;0,75;0,00480769230769231;-1;0;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;1;0;NA
"71216";"2009Q3";2009-09-30;"Services";"10859";"6001";4;0,6;0,0027906976744186;-1;-1;NA;-1;-1;-1;0;-1;-1;NA;NA;NA;0;0;0;NA
"72209";"2009Q4";2009-12-31;"Services";"10859";"6001";4;0,6;0,00297029702970297;-1;-1;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;0;1;0;NA
"73208";"2010Q1";2010-03-31;"Services";"10859";"6001";4;0,6;0,00276497695852535;-1;-1;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;1;1;1;NA
"64210";"2007Q4";2007-12-31;"Services";"10526";"6001";5;0,75;0,00230061349693252;1;-1;NA;1;1;0;0;0;0;NA;NA;NA;-2;0;-1;NA
"69220";"2009Q1";2009-03-31;"Services";"10844";"6001";3;0,45;0,00298013245033113;-1;1;NA;1;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA
"64211";"2007Q4";2007-12-31;"Services";"10470";"6001";5;0,75;0,00230061349693252;-1;-1;NA;0;-1;0;0;0;0;NA;NA;NA;2;NA;1;NA
"65236";"2008Q1";2008-03-31;"Services";"10470";"6001";5;0,75;0,0038265306122449;1;-1;NA;1;1;NA;0;1;0;NA;NA;NA;0;NA;1;NA
"69221";"2009Q1";2009-03-31;"Services";"10470";"6001";5;0,75;0,00496688741721854;1;0;NA;1;1;NA;1;1;NA;NA;NA;NA;-2;-1;NA;NA
"70233";"2009Q2";2009-06-30;"Services";"10470";"6001";5;0,75;0,00480769230769231;1;1;NA;-1;-1;0;0;0;0;NA;NA;NA;NA;-1;-1;NA
"71217";"2009Q3";2009-09-30;"Services";"10470";"6001";5;0,75;0,00348837209302326;1;0;NA;NA;NA;-1;0;-1;-1;NA;NA;NA;NA;0;0;NA
"72210";"2009Q4";2009-12-31;"Services";"10470";"6001";5;0,75;0,00371287128712871;-1;0;NA;-1;-1;0;0;-1;-1;NA;NA;NA;1;0;1;NA
"73209";"2010Q1";2010-03-31;"Services";"10470";"6001";5;0,75;0,00345622119815668;-1;1;NA;0;1;0;1;0;1;NA;NA;NA;-1;-1;-2;NA
"74192";"2010Q2";2010-06-30;"Services";"10470";"6001";5;0,75;0,00373134328358209;1;0;NA;0;0;0;0;-1;-1;NA;NA;NA;NA;0;1;NA
"75210";"2010Q3";2010-09-30;"Services";"10470";"6001";5;0,75;0,00367647058823529;1;0;NA;NA;-1;0;0;0;-1;NA;NA;NA;1;-1;0;NA
"78193";"2011Q2";2011-06-30;"Services";"10470";"6001";5;0,75;0,00454545454545455;1;0;NA;0;NA;0;-1;0;0;NA;NA;NA;NA;0;-1;NA
"79199";"2011Q3";2011-09-30;"Services";"10470";"6001";5;0,75;0,00428571428571429;-1;0;NA;-1;NA;-1;0;-1;-1;NA;NA;NA;NA;0;0;NA
"83179";"2012Q3";2012-09-30;"Services";"10470";"6001";5;0,75;0,00543478260869565;-1;NA;NA;NA;-1;0;0;-1;-1;NA;NA;NA;0;0;1;NA
"76200";"2010Q4";2010-12-31;"Services";"10861";"6001";5;0,75;0,00342465753424658;1;0;NA;-1;-1;0;0;-1;-1;NA;NA;NA;1;0;1;NA
"77210";"2011Q1";2011-03-31;"Services";"10861";"6001";5;0,75;0,0038265306122449;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"78194";"2011Q2";2011-06-30;"Services";"10861";"6001";5;0,75;0,00454545454545455;1;-1;NA;0;-1;0;0;0;-1;NA;NA;NA;0;0;0;NA
"9073";"2014Q2";2014-06-30;"Services";"10861";"6001";5;0,75;0,0136363636363636;1;1;1;1;0;0;0;1;1;NA;NA;-1;0;1;-1;NA
"91105";"2014Q3";2014-09-30;"Services";"10861";"6001";5;0,75;0,00635593220338983;1;0;1;0;1;1;0;0;1;NA;NA;0;0;0;0;NA
"68215";"2008Q4";2008-12-31;"Services";"10537";"6011";9;1,35;0,0153409090909091;-1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"69222";"2009Q1";2009-03-31;"Services";"10537";"6011";9;1,35;0,02109375;-1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"72211";"2009Q4";2009-12-31;"Services";"10537";"6011";9;1,35;0,0207692307692308;-1;-1;NA;-1;0;-1;-1;-1;0;NA;NA;NA;-1;0;-1;NA
"64212";"2007Q4";2007-12-31;"Services";"10524";"6011";6;0,9;0,00737704918032787;1;-1;NA;1;0;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA
"68216";"2008Q4";2008-12-31;"Services";"10524";"6011";6;0,9;0,0102272727272727;1;1;NA;1;-1;0;0;0;-1;NA;NA;NA;1;0;0;NA
"69223";"2009Q1";2009-03-31;"Services";"10524";"6011";6;0,9;0,0140625;-1;1;NA;0;0;0;0;-1;-1;NA;NA;NA;-1;0;1;NA
"70234";"2009Q2";2009-06-30;"Services";"10524";"6011";6;0,9;0,0132352941176471;-1;0;NA;-1;0;0;0;0;0;NA;NA;NA;0;-1;0;NA
"71218";"2009Q3";2009-09-30;"Services";"10524";"6011";6;0,9;0,0115384615384615;-1;0;NA;0;0;-1;0;0;0;NA;NA;NA;0;0;-1;NA
"74193";"2010Q2";2010-06-30;"Services";"10524";"6011";6;0,9;0,0138461538461538;-1;1;NA;0;1;-1;0;0;0;NA;NA;NA;-2;0;0;NA
"79200";"2011Q3";2011-09-30;"Services";"10524";"6011";6;0,9;0,0183673469387755;1;0;NA;1;0;0;0;-1;0;NA;NA;NA;0;-1;-1;NA
"84159";"2012Q4";2012-12-31;"Services";"10524";"6011";6;0,9;0,0176470588235294;1;NA;NA;1;0;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"87134";"2013Q3";2013-09-30;"Services";"10524";"6011";6;0,9;0,0176470588235294;-1;-1;-1;-1;-1;0;0;-1;0;NA;NA;NA;0;0;-1;NA
"88155";"2013Q4";2013-12-31;"Services";"10524";"6011";6;0,9;0,0145161290322581;-1;NA;NA;-1;0;0;0;-1;-1;NA;NA;NA;1;0;0;NA
"91106";"2014Q3";2014-09-30;"Services";"10524";"6011";6;0,9;0,025;-1;NA;NA;0;0;0;-1;-1;-1;NA;NA;NA;0;0;0;NA
"92112";"2014Q4";2014-12-31;"Services";"10524";"6011";6;0,9;0,0257142857142857;-1;0;0;0;0;-1;0;-1;-1;NA;NA;-1;-1;-1;0;NA
"94124";"2015Q2";2015-06-30;"Services";"10864";"6011";5;0,75;0,0192307692307692;1;1;1;1;1;0;0;1;1;NA;NA;0;0;0;0;NA
"95117";"2015Q3";2015-09-30;"Services";"10864";"6011";5;0,75;0,0166666666666667;1;1;1;1;1;0;0;1;1;NA;NA;0;0;0;0;NA
"96116";"2015Q4";2015-12-31;"Services";"10864";"6011";5;0,75;0,0258620689655172;1;1;1;1;1;0;0;1;1;NA;NA;-1;-1;0;0;NA
"64213";"2007Q4";2007-12-31;"Services";"10493";"6011";5;0,75;0,00614754098360656;1;0;NA;1;0;1;0;0;-1;NA;NA;NA;0;0;0;NA
"70235";"2009Q2";2009-06-30;"Services";"10493";"6011";5;0,75;0,0110294117647059;1;1;NA;NA;0;0;0;-1;0;NA;NA;NA;1;0;-1;NA
"64214";"2007Q4";2007-12-31;"Services";"10498";"6011";7;1,05;0,00860655737704918;1;-1;NA;0;1;0;0;0;1;NA;NA;NA;-1;-1;-2;NA
"65237";"2008Q1";2008-03-31;"Services";"10498";"6011";7;1,05;0,0152173913043478;-1;0;NA;0;1;-1;-1;-1;1;NA;NA;NA;-2;1;-2;NA
"75211";"2010Q3";2010-09-30;"Services";"10498";"6011";7;1,05;0,0136363636363636;1;0;NA;0;0;-1;0;-1;0;NA;NA;NA;0;1;0;NA
"84160";"2012Q4";2012-12-31;"Services";"10498";"6011";7;1,05;0,0205882352941176;1;1;1;1;1;0;0;0;0;NA;NA;NA;-1;-1;0;NA
"85136";"2013Q1";2013-03-31;"Services";"10498";"6011";7;1,05;0,0169354838709677;1;NA;NA;0;1;-1;0;0;1;NA;NA;NA;-2;-1;-2;NA
"67232";"2008Q3";2008-09-30;"Services";"10847";"6011";6;0,9;0,0147540983606557;-1;0;NA;-1;0;-1;0;-1;-1;NA;NA;NA;-1;0;0;NA
"64215";"2007Q4";2007-12-31;"Services";"10852";"6011";3;0,45;0,00368852459016393;1;0;NA;0;0;0;0;0;0;NA;NA;NA;-1;0;-1;NA
"65238";"2008Q1";2008-03-31;"Services";"10852";"6011";3;0,45;0,00652173913043478;-1;1;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;0;1;0;NA
"66249";"2008Q2";2008-06-30;"Services";"10852";"6011";3;0,45;0,00661764705882353;-1;1;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;0;0;0;NA
"73210";"2010Q1";2010-03-31;"Services";"10534";"6011";4;0,6;0,00576923076923077;-1;0;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"77211";"2011Q1";2011-03-31;"Services";"10534";"6011";4;0,6;0,0101694915254237;-1;-1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"85137";"2013Q1";2013-03-31;"Services";"10534";"6011";4;0,6;0,00967741935483871;-1;-1;0;-1;-1;0;0;-1;0;NA;NA;1;1;0;-1;NA
"88156";"2013Q4";2013-12-31;"Services";"10534";"6011";4;0,6;0,00967741935483871;1;-1;-1;0;-1;0;-1;-1;-1;NA;NA;0;0;1;0;NA
"8988";"2014Q1";2014-03-31;"Services";"10534";"6011";4;0,6;0,015;-1;-1;0;-1;-1;0;0;-1;-1;NA;NA;-1;0;-1;0;NA
"68217";"2008Q4";2008-12-31;"Services";"10492";"6011";5;0,75;0,00852272727272727;-1;1;NA;0;0;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"71219";"2009Q3";2009-09-30;"Services";"10492";"6011";5;0,75;0,00961538461538462;1;0;NA;1;0;0;0;0;0;NA;NA;NA;1;0;0;NA
"72212";"2009Q4";2009-12-31;"Services";"10492";"6011";5;0,75;0,0115384615384615;NA;NA;NA;1;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"77212";"2011Q1";2011-03-31;"Services";"10494";"6011";5;0,75;0,0127118644067797;1;0;NA;0;-1;0;0;-1;-1;NA;NA;NA;1;0;0;NA
"75212";"2010Q3";2010-09-30;"Services";"10481";"6011";5;0,75;0,00974025974025974;-1;0;NA;NA;0;-1;0;0;0;NA;NA;NA;0;-1;0;NA
"87135";"2013Q3";2013-09-30;"Services";"10481";"6011";5;0,75;0,0147058823529412;1;-1;0;0;0;-1;0;0;0;NA;NA;-1;-1;0;0;NA
"88157";"2013Q4";2013-12-31;"Services";"10481";"6011";5;0,75;0,0120967741935484;-1;-1;0;-1;0;0;0;0;0;NA;NA;-1;-1;0;-1;NA
"95118";"2015Q3";2015-09-30;"Services";"10481";"6011";5;0,75;0,0166666666666667;1;0;-1;0;-1;0;0;0;-1;NA;NA;0;0;0;1;NA
"64216";"2007Q4";2007-12-31;"Services";"10518";"6011";5;0,75;0,00614754098360656;1;0;NA;-1;1;0;0;-1;0;NA;NA;NA;-2;-1;-1;NA
"67233";"2008Q3";2008-09-30;"Services";"10518";"6011";5;0,75;0,0122950819672131;-1;0;NA;0;0;0;0;-1;0;NA;NA;NA;-1;0;-1;NA
"87136";"2013Q3";2013-09-30;"Services";"10518";"6011";5;0,75;0,0147058823529412;1;1;1;1;1;0;0;1;0;NA;NA;-2;-2;-1;-1;NA
"88158";"2013Q4";2013-12-31;"Services";"10518";"6011";5;0,75;0,0120967741935484;-1;-1;NA;-1;0;-1;0;-1;NA;NA;NA;NA;0;1;NA;NA
"64217";"2007Q4";2007-12-31;"Services";"10484";"6011";3;0,45;0,00368852459016393;1;1;NA;1;1;0;0;0;0;NA;NA;NA;-1;0;-1;NA
"65239";"2008Q1";2008-03-31;"Services";"10484";"6011";3;0,45;0,00652173913043478;1;-1;NA;0;1;0;0;-1;-1;NA;NA;NA;-2;0;0;NA
"66250";"2008Q2";2008-06-30;"Services";"10484";"6011";3;0,45;0,00661764705882353;1;-1;NA;-1;1;0;1;-1;0;NA;NA;NA;-1;-1;-1;NA
"67234";"2008Q3";2008-09-30;"Services";"10484";"6011";3;0,45;0,00737704918032787;1;0;NA;0;0;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"71220";"2009Q3";2009-09-30;"Services";"10484";"6011";3;0,45;0,00576923076923077;1;-1;NA;1;0;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"72213";"2009Q4";2009-12-31;"Services";"10484";"6011";3;0,45;0,00692307692307692;1;1;NA;0;-1;0;0;-1;-1;NA;NA;NA;2;0;0;NA
"75213";"2010Q3";2010-09-30;"Services";"10484";"6011";3;0,45;0,00584415584415584;1;0;NA;-1;0;0;0;-1;0;NA;NA;NA;-1;0;-1;NA
"76201";"2010Q4";2010-12-31;"Services";"10484";"6011";3;0,45;0,00737704918032787;1;0;NA;-1;0;0;0;-1;-1;NA;NA;NA;0;0;1;NA
"79201";"2011Q3";2011-09-30;"Services";"10484";"6011";3;0,45;0,00918367346938775;-1;0;NA;-1;-1;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"80195";"2011Q4";2011-12-31;"Services";"10484";"6011";3;0,45;0,00957446808510638;-1;1;NA;-1;-1;0;0;-1;-1;NA;NA;NA;1;0;0;NA
"81167";"2012Q1";2012-03-31;"Services";"10484";"6011";3;0,45;0,0102272727272727;1;0;NA;0;1;0;0;-1;0;NA;NA;NA;-2;0;-1;NA
"82159";"2012Q2";2012-06-30;"Services";"10484";"6011";3;0,45;0,0076271186440678;-1;1;NA;-1;-1;0;0;-1;-1;NA;NA;NA;1;0;0;NA
"83180";"2012Q3";2012-09-30;"Services";"10484";"6011";3;0,45;0,0155172413793103;1;0;1;0;1;0;0;-1;-1;NA;NA;-2;-2;0;0;NA
"84161";"2012Q4";2012-12-31;"Services";"10484";"6011";3;0,45;0,00882352941176471;-1;-1;1;-1;0;0;0;-1;0;NA;NA;-2;-1;0;-1;NA
"87137";"2013Q3";2013-09-30;"Services";"10484";"6011";3;0,45;0,00882352941176471;-1;-1;0;-1;0;0;0;-1;-1;NA;NA;0;0;0;0;NA
"88159";"2013Q4";2013-12-31;"Services";"10484";"6011";3;0,45;0,00725806451612903;-1;0;-1;0;-1;0;0;-1;-1;NA;NA;1;1;0;0;NA
"68218";"2008Q4";2008-12-31;"Services";"98201";"7060";5;0,75;0,0340909090909091;-1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"69224";"2009Q1";2009-03-31;"Services";"98201";"7060";5;0,75;0,0277777777777778;-1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"66251";"2008Q2";2008-06-30;"Services";"10862";"8010";5;0,75;0,00842696629213483;1;1;NA;-1;0;0;0;-1;0;NA;NA;NA;-1;0;-1;NA
"67235";"2008Q3";2008-09-30;"Services";"10862";"8010";5;0,75;0,00797872340425532;1;1;NA;-1;0;0;0;-1;-1;NA;NA;NA;-1;-1;0;NA
"68219";"2008Q4";2008-12-31;"Services";"10862";"8010";5;0,75;0,00815217391304348;-1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"69225";"2009Q1";2009-03-31;"Services";"10862";"8010";5;0,75;0,00721153846153846;-1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"70236";"2009Q2";2009-06-30;"Services";"10862";"8010";5;0,75;0,00688073394495413;-1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"71221";"2009Q3";2009-09-30;"Services";"10862";"8010";5;0,75;0,00806451612903226;-1;-1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"73211";"2010Q1";2010-03-31;"Services";"10862";"8010";5;0,75;0,00348837209302326;-1;0;NA;-1;0;-1;0;-1;0;NA;NA;NA;-1;-1;-1;NA
