Streek,Idnr,Sektor,Gewig,Sektorw,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6A,Q6P,Q7A,Q7P,Q8,Q9,Q4AX,Q6AX,Q7AX,Latecomer,NewRecruit,WrongClassif,Duplicate,Imputed
01,53050,3380,1,0.02,0.02,97Q4,2,2,2,3,2,3,2,3,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,53087,3380,4,0.02,0.3,97Q4,2,2,2,1,1,1,1,2,,,2,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,53039,3380,4,0.02,0.3,97Q4,2,2,2,2,3,2,3,2,,,2,,2,,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,53047,3380,1,0.02,0.02,97Q4,2,3,3,3,2,,,2,,,3,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,53044,3380,3,0.02,0.14,97Q4,2,2,1,2,1,2,1,2,,,1,,1,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,53113,3410,9,0.13,91,97Q4,1,3,3,2,1,,,3,,,3,,3,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,53262,3420,8,0.12,36,97Q4,2,3,2,1,2,,,2,,,1,,1,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,53143,3420,5,0.12,3.6,97Q4,2,3,2,2,2,2,2,3,,,1,,1,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,53226,3420,5,0.12,3.6,97Q4,2,2,3,2,3,1,3,2,,,1,,1,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,53184,3420,7,0.12,18,97Q4,1,1,1,1,1,1,1,2,,,2,,2,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,53217,3420,1,0.12,0.12,97Q4,2,3,3,2,2,3,3,2,,,2,,2,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,53201,3420,1,0.12,0.12,97Q4,2,3,3,3,3,2,3,3,,,2,,1,,3,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,53153,3420,1,0.12,0.12,97Q4,2,3,3,2,,2,,2,,,1,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,53203,3420,2,0.12,0.36,97Q4,2,3,3,3,3,3,3,2,,,1,,1,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,53269,3420,1,0.12,0.12,97Q4,1,2,2,2,2,2,2,2,,,1,,1,,1,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,53123,3420,7,0.12,18,97Q4,2,3,2,1,2,1,2,2,,,1,,2,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
09,53194,3420,1,0.12,0.12,97Q4,2,2,3,1,1,1,1,1,,,1,,1,,3,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51059,3110,1,0.04,0.04,97Q3,1,2,1,2,1,3,2,2,,,2,,2,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51025,3110,3,0.04,0.28,97Q3,2,3,3,2,2,2,2,3,,,2,,2,,2,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51069,3110,5,0.04,1.2,97Q3,2,2,2,2,2,2,2,2,,,2,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51045,3110,1,0.04,0.04,97Q3,2,1,1,3,1,3,2,2,,,2,,2,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51010,3110,3,0.04,0.28,97Q3,2,3,3,3,2,2,2,2,,,1,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51039,3110,2,0.04,0.12,97Q3,2,3,2,2,2,2,2,2,,,2,,2,,3,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,51062,3110,3,0.04,0.28,97Q3,2,2,2,2,2,2,2,2,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51001,3110,3,0.04,0.28,97Q3,2,3,3,1,2,3,3,2,,,1,,1,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,40716,3110,4,0.04,0.6,97Q3,1,1,1,1,1,1,1,1,,,2,,2,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,90987,3110,3,0.04,0.28,97Q3,1,3,2,3,3,,,3,,,1,,1,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51034,3110,3,0.04,0.28,97Q3,2,2,2,2,,2,,3,,,2,,2,,2,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51060,3110,2,0.04,0.12,97Q3,2,3,3,3,3,2,3,2,,,1,,1,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51002,3110,3,0.04,0.28,97Q3,2,3,3,2,2,3,3,2,,,1,,1,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51012,3110,4,0.04,0.6,97Q3,2,2,2,2,2,2,2,2,,,2,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51019,3110,3,0.04,0.28,97Q3,1,2,2,2,2,2,2,1,,,1,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51078,3110,6,0.04,2.8,97Q3,1,2,1,2,1,1,,3,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51041,3110,3,0.04,0.28,97Q3,2,2,2,2,2,2,2,3,,,1,,1,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51038,3110,2,0.04,0.12,97Q3,2,3,2,2,2,2,2,2,,,2,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51096,3120,9,0.04,28,97Q3,2,3,1,1,1,1,1,2,,,1,,1,,2,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51091,3120,5,0.04,1.2,97Q3,2,3,3,3,3,3,3,2,,,2,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51113,3120,4,0.04,0.6,97Q3,2,3,2,1,1,3,2,2,,,1,,1,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51118,3120,3,0.04,0.28,97Q3,2,2,2,1,1,1,1,2,,,2,,2,,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51140,3130,2,0.04,0.12,97Q3,2,3,3,3,3,,,3,,,1,,1,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51125,3130,2,0.04,0.12,97Q3,2,2,2,2,2,3,3,3,,,1,,1,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,30858,3130,3,0.04,0.28,97Q3,2,3,2,3,2,,,2,,,2,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51152,3140,6,0.03,2.1,97Q3,2,3,2,3,3,3,3,2,,,2,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,30064,3140,3,0.03,0.21,97Q3,1,1,2,1,3,,,1,,,2,,2,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,91019,3140,3,0.03,0.21,97Q3,2,3,3,3,3,,,3,,,1,,1,,3,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51212,3150,1,0.03,0.03,97Q3,1,2,1,1,1,1,1,1,,,3,,3,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51235,3150,2,0.03,0.09,97Q3,1,1,1,1,1,2,1,2,,,1,,1,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51203,3150,2,0.03,0.09,97Q3,2,3,3,1,3,1,3,2,,,1,,1,,2,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51198,3150,2,0.03,0.09,97Q3,2,2,2,1,2,1,2,3,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51231,3150,1,0.03,0.03,97Q3,2,2,2,2,2,2,2,2,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,51247,3160,1,0.03,0.03,97Q3,1,2,2,2,2,2,2,2,,,1,,3,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51243,3160,1,0.03,0.03,97Q3,2,3,2,3,2,2,2,2,,,1,,1,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51298,3170,3,0.04,0.28,97Q3,2,3,3,3,3,,,2,,,2,,2,,2,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51265,3170,3,0.04,0.28,97Q3,2,3,3,3,3,3,3,2,,,1,,1,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51299,3170,1,0.04,0.04,97Q3,2,3,3,3,3,3,3,2,,,1,,1,,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51302,3170,1,0.04,0.04,97Q3,2,3,2,3,2,3,2,2,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51289,3170,6,0.04,2.8,97Q3,2,3,3,3,3,3,3,3,,,3,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51276,3170,3,0.04,0.28,97Q3,2,3,3,3,3,,,2,,,1,,1,,2,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51272,3170,4,0.04,0.6,97Q3,1,1,1,1,1,,,3,,,1,,2,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51275,3170,2,0.04,0.12,97Q3,2,3,1,3,1,2,2,2,,,1,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
09,51350,3210,8,0.06,18,97Q3,1,3,1,3,1,,,2,,,1,,1,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51334,3210,7,0.06,9,97Q3,2,2,2,1,1,1,1,2,,,2,,3,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51365,3210,2,0.06,0.18,97Q3,2,3,3,3,3,,,3,,,3,,1,,2,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51382,3220,1,0.08,0.08,97Q3,1,2,2,2,1,2,1,2,,,2,,2,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51400,3220,2,0.08,0.24,97Q3,2,3,2,,,2,2,2,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51475,3220,2,0.08,0.24,97Q3,1,1,1,1,,1,,2,,,3,,3,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51501,3220,2,0.08,0.24,97Q3,2,2,2,1,1,,,2,,,3,,3,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,51493,3220,2,0.08,0.24,97Q3,2,3,1,1,1,2,2,1,,,1,,2,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51404,3220,1,0.08,0.08,97Q3,2,3,3,1,1,1,1,1,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51384,3220,1,0.08,0.08,97Q3,2,2,2,1,1,1,1,2,,,2,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,51521,3220,1,0.08,0.08,97Q3,2,3,3,3,3,3,3,2,,,1,,1,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51476,3220,2,0.08,0.24,97Q3,2,2,1,1,1,2,2,2,,,2,,2,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51440,3220,3,0.08,0.56,97Q3,1,1,1,1,1,1,1,1,,,2,,2,,1,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51454,3220,1,0.08,0.08,97Q3,2,3,3,3,3,,,2,,,3,,3,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51479,3220,1,0.08,0.08,97Q3,2,2,2,2,2,,,2,,,1,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51431,3220,3,0.08,0.56,97Q3,2,3,3,2,3,2,3,3,,,2,,2,,2,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51417,3220,3,0.08,0.56,97Q3,1,2,3,2,2,,,3,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51494,3220,1,0.08,0.08,97Q3,2,2,2,1,2,2,2,2,,,1,,3,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51377,3220,1,0.08,0.08,97Q3,2,2,2,1,2,1,,2,,,1,,1,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
08,51452,3220,2,0.08,0.24,97Q3,1,3,3,1,1,1,1,2,,,1,,1,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51495,3220,3,0.08,0.56,97Q3,1,1,1,1,1,,,1,,,2,,2,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51453,3220,1,0.08,0.08,97Q3,2,3,3,3,3,3,3,3,,,1,,1,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51432,3220,1,0.08,0.08,97Q3,1,2,2,1,1,1,1,2,,,1,,1,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51503,3220,2,0.08,0.24,97Q3,2,3,3,3,3,3,3,2,,,2,,2,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51411,3220,6,0.08,5.6,97Q3,2,2,2,2,2,2,2,2,,,2,,2,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,30490,3220,3,0.08,0.56,97Q3,1,1,1,1,2,1,2,1,,,1,,1,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51375,3220,4,0.08,1.2,97Q3,2,3,2,2,3,2,3,2,,,2,,2,,1,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51522,3220,2,0.08,0.24,97Q3,1,3,2,2,1,,,2,,,2,,2,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,51391,3220,2,0.08,0.24,97Q3,2,3,3,3,3,3,3,2,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51490,3220,4,0.08,1.2,97Q3,1,1,2,1,1,1,1,2,,,1,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51403,3220,3,0.08,0.56,97Q3,2,1,3,1,1,1,1,3,,,3,,3,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51580,3230,7,0.11,16.5,97Q3,2,3,3,3,3,3,3,2,,,3,,3,,1,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51639,3230,3,0.11,0.77,97Q3,1,1,1,2,1,2,1,2,,,1,,1,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51538,3230,2,0.11,0.33,97Q3,2,2,1,1,1,2,2,2,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51546,3230,1,0.11,0.11,97Q3,2,3,3,1,3,3,3,1,,,1,,3,,3,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51671,3230,3,0.11,0.77,97Q3,2,3,3,2,2,,,3,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,51735,3230,2,0.11,0.33,97Q3,1,1,1,1,1,1,1,2,,,3,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51676,3230,1,0.11,0.11,97Q3,2,3,3,2,3,2,3,2,,,1,,1,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,51739,3230,1,0.11,0.11,97Q3,1,2,2,2,2,2,2,2,,,1,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,51689,3230,1,0.11,0.11,97Q3,2,3,3,2,3,3,3,2,,,2,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,51670,3230,1,0.11,0.11,97Q3,1,2,2,,,,,2,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51715,3230,2,0.11,0.33,97Q3,2,3,3,2,2,2,2,2,,,1,,1,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,31106,3230,1,0.11,0.11,97Q3,2,3,3,3,3,3,3,3,,,1,,1,,3,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51542,3230,2,0.11,0.33,97Q3,1,2,2,2,3,2,2,2,,,3,,3,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51702,3230,1,0.11,0.11,97Q3,2,3,3,2,2,,,3,,,1,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51590,3230,2,0.11,0.33,97Q3,2,2,2,2,1,2,1,3,,,2,,1,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51599,3230,3,0.11,0.77,97Q3,2,3,3,2,2,2,2,3,,,1,,1,,3,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
08,51523,3230,3,0.11,0.77,97Q3,1,1,1,1,1,1,1,2,,,2,,2,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
09,51758,3230,1,0.11,0.11,97Q3,2,2,2,3,3,3,3,3,,,2,,1,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,30495,3230,3,0.11,0.77,97Q3,1,2,2,1,2,1,2,1,,,1,,1,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.11,0.33,97Q3,,,,,,,,3,,,,,,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51690,3230,6,0.11,7.7,97Q3,1,2,2,3,2,3,2,3,,,3,,3,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51577,3230,2,0.11,0.33,97Q3,2,3,2,2,2,3,1,3,,,1,,1,,3,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51734,3230,5,0.11,3.3,97Q3,1,3,2,1,1,,,2,,,3,,3,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51524,3230,1,0.11,0.11,97Q3,2,3,3,3,3,3,3,2,,,3,,3,,3,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51697,3230,2,0.11,0.33,97Q3,2,2,2,2,2,2,2,2,,,1,,1,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,38026,3330,5,0.04,1.2,97Q3,2,3,1,2,2,2,2,1,,,1,,1,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51811,3310,3,0.04,0.28,97Q3,2,3,1,3,1,3,1,2,,,3,,3,,3,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51891,3310,5,0.04,1.2,97Q3,1,2,2,1,1,1,1,1,,,1,,1,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51837,3310,3,0.04,0.28,97Q3,2,3,3,3,2,3,2,3,,,3,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51866,3310,4,0.04,0.6,97Q3,2,3,2,3,3,,,3,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
09,31521,3310,3,0.04,0.28,97Q3,1,2,2,2,1,2,1,2,,,1,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3310,3,0.04,0.28,97Q3,2,3,1,3,1,3,2,2,,,3,,3,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51846,3310,1,0.04,0.04,97Q3,1,2,1,2,1,2,1,2,,,1,,1,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,30089,3310,9,0.04,28,97Q3,2,2,2,1,1,1,1,1,,,1,,1,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,31477,3310,3,0.04,0.28,97Q3,1,2,3,2,1,,,3,,,3,,3,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
09,30348,3310,3,0.04,0.28,97Q3,1,2,2,1,2,1,2,2,,,1,,1,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,31532,3310,3,0.04,0.28,97Q3,2,3,3,3,3,3,3,2,,,1,,1,,2,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51845,3310,3,0.04,0.28,97Q3,2,3,3,3,2,3,2,2,,,1,,1,,2,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
09,51865,3310,1,0.04,0.04,97Q3,2,2,2,2,1,,,2,,,1,,1,,1,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51852,3310,1,0.04,0.04,97Q3,1,1,1,1,1,2,1,2,,,2,,1,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51870,3310,2,0.04,0.12,97Q3,2,3,3,3,3,3,3,3,,,3,,3,,1,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51839,3310,8,0.04,12,97Q3,2,3,2,2,2,2,2,1,,,1,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51823,3310,3,0.04,0.28,97Q3,1,1,1,2,1,2,1,2,,,3,,2,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51907,3310,2,0.04,0.12,97Q3,2,3,3,3,3,3,3,2,,,1,,1,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51862,3310,3,0.04,0.28,97Q3,2,1,1,1,,1,,1,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51962,3320,2,0.03,0.09,97Q3,1,2,2,2,2,3,3,2,,,2,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51956,3320,4,0.03,0.45,97Q3,2,3,3,3,3,2,3,2,,,2,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,51930,3320,1,0.03,0.03,97Q3,2,3,3,3,3,3,3,2,,,1,,1,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51954,3320,1,0.03,0.03,97Q3,2,3,2,2,2,3,3,2,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51926,3320,3,0.03,0.21,97Q3,2,2,2,2,1,2,1,2,,,2,,2,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51942,3320,6,0.03,2.1,97Q3,2,2,2,2,2,1,3,1,,,1,,1,,1,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,51967,3330,8,0.04,12,97Q3,1,2,2,1,1,1,1,1,,,1,,1,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,52037,3330,6,0.04,2.8,97Q3,2,2,2,2,2,2,2,2,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,52034,3330,3,0.04,0.28,97Q3,2,2,2,3,2,1,1,2,,,1,,1,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,52005,3330,5,0.04,1.2,97Q3,2,3,3,1,1,1,1,1,,,2,,2,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51992,3330,3,0.04,0.28,97Q3,2,2,2,2,2,2,2,1,,,1,,1,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,51993,3330,4,0.04,0.6,97Q3,2,3,2,2,2,,,2,,,1,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,52079,3330,6,0.04,2.8,97Q3,2,3,3,3,3,3,3,2,,,2,,2,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,52087,3330,5,0.04,1.2,97Q3,2,3,1,3,1,3,1,3,,,1,,1,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51976,3330,4,0.04,0.6,97Q3,2,3,3,2,2,2,2,2,,,1,,1,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,52081,3330,4,0.04,0.6,97Q3,2,3,3,3,3,3,3,3,,,2,,2,,2,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,52041,3330,2,0.04,0.12,97Q3,2,3,2,2,2,,,2,,,1,,1,,2,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,52115,3340,8,0.03,9,97Q3,2,1,2,1,1,1,1,1,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
08,30333,3340,2,0.03,0.09,97Q3,2,3,3,3,3,3,3,3,,,1,,1,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,52107,3340,2,0.03,0.09,97Q3,2,3,3,3,3,3,3,3,,,2,,2,,1,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,52117,3340,4,0.03,0.45,97Q3,2,2,2,2,1,1,2,2,,,2,,2,,3,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,52111,3340,1,0.03,0.03,97Q3,2,3,3,2,2,2,1,3,,,1,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,52109,3340,2,0.03,0.09,97Q3,2,3,2,3,3,3,3,2,,,2,,2,,2,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,52180,3350,2,0.03,0.09,97Q3,2,3,3,3,3,,,3,,,1,,1,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,52171,3350,6,0.03,2.1,97Q3,2,1,2,2,2,2,2,3,,,1,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,52201,3370,1,0.03,0.03,97Q3,2,3,3,3,3,3,3,3,,,3,,3,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,53024,3370,4,0.03,0.45,97Q3,2,2,2,3,3,,,2,,,1,,1,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,53019,3370,6,0.03,2.1,97Q3,2,3,3,3,3,3,3,2,,,2,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,53016,3370,4,0.03,0.45,97Q3,2,3,3,3,3,3,3,3,,,2,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
07,53012,3370,8,0.03,9,97Q3,2,3,2,1,1,1,1,3,,,3,,3,,2,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,53050,3380,1,0.02,0.02,97Q3,2,3,3,3,2,3,2,2,,,2,,1,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,53076,3380,7,0.02,3,97Q3,2,3,3,2,2,2,2,3,,,1,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,53044,3380,3,0.02,0.14,97Q3,2,3,3,2,2,2,2,2,,,3,,3,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,53067,3380,2,0.02,0.06,97Q3,1,2,2,2,1,2,1,2,,,1,,1,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,53091,3380,6,0.02,1.4,97Q3,2,3,3,2,2,,,1,,,2,,2,,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,53074,3380,1,0.02,0.02,97Q3,1,2,2,2,1,2,1,3,,,1,,1,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,53087,3380,4,0.02,0.3,97Q3,1,2,2,1,1,,,2,,,3,,3,,3,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,53082,3380,1,0.02,0.02,97Q3,2,3,1,2,2,2,2,2,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,90989,3410,5,0.13,3.9,97Q3,1,1,1,1,1,1,1,1,,,2,,2,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,53113,3410,9,0.13,91,97Q3,1,2,2,1,1,1,1,2,,,1,,1,,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,53226,3420,5,0.12,3.6,97Q3,2,2,2,3,2,3,2,3,,,2,,2,,1,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,53143,3420,5,0.12,3.6,97Q3,1,2,2,1,1,1,1,2,,,1,,1,,2,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
