Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6A,Q6P,Q7A,Q7P,Q8,Q9,Latecomer,NewRecruit,WrongClassif,Duplicate
06,37439,3370,6,3.5,2006Q3,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2006Q4,1,1,2,1,2,1,3,1,3,1,3,2,3,2,2,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2007Q1,1,3,3,3,3,3,,2,,1,,1,,2,1,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2007Q2,1,2,2,2,2,2,2,2,2,1,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2007Q3,1,2,2,,1,2,1,2,2,1,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2007Q4,1,2,2,2,2,2,,1,3,1,,2,,2,3,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2008Q2,2,3,2,3,2,3,2,2,2,1,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2008Q4,1,2,2,3,2,3,2,2,3,1,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2009Q1,,3,3,3,3,3,3,3,3,1,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2009Q2,2,3,2,3,2,3,2,3,2,3,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2009Q4,1,2,2,2,2,2,2,3,3,2,2,3,3,2,2,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2010Q1,1,,,3,1,3,1,2,2,1,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2010Q2,1,2,2,3,2,3,2,2,2,3,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2010Q3,1,2,1,2,1,3,1,2,2,3,2,2,2,2,1,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2010Q4,1,2,2,2,2,3,,2,3,1,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2011Q1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2011Q2,1,2,2,2,1,2,1,2,3,2,2,3,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2011Q4,1,2,2,1,2,1,2,1,3,1,3,2,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2012Q1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2012Q2,2,3,2,3,2,3,2,3,2,2,2,3,2,3,1,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2012Q3,2,3,1,3,1,3,1,3,2,2,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE
06,37439,3370,6,3.5,2012Q4,2,3,2,3,2,3,2,3,2,1,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37440,3220,1,0.100000001,2005Q3,2,3,,3,,3,,3,,1,,3,,3,2,FALSE,TRUE,FALSE,FALSE
06,37440,3220,1,0.100000001,2006Q3,2,2,,2,,2,,3,,2,,2,,2,2,FALSE,FALSE,FALSE,FALSE
06,37441,3220,6,7,2005Q3,2,3,3,3,3,3,3,3,2,2,2,2,2,3,2,FALSE,TRUE,FALSE,FALSE
06,37441,3220,6,7,2006Q1,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37441,3220,6,7,2007Q1,2,3,,3,3,,,3,1,1,1,3,3,3,2,FALSE,FALSE,FALSE,FALSE
06,37441,3220,6,7,2007Q2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,2,FALSE,FALSE,FALSE,FALSE
06,37442,3110,1,0.050000001,2005Q3,1,2,3,2,2,3,3,2,2,2,2,2,2,2,1,FALSE,TRUE,FALSE,FALSE
06,37442,3110,1,0.050000001,2006Q1,1,2,2,3,2,3,1,2,2,1,1,2,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37442,3110,1,0.050000001,2006Q2,2,3,,3,2,2,2,2,2,1,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE
06,37442,3110,1,0.050000001,2006Q3,2,,,2,2,2,2,2,2,1,1,2,2,3,1,FALSE,FALSE,FALSE,FALSE
06,37442,3110,1,0.050000001,2006Q4,2,,,3,2,2,3,2,2,1,1,,1,3,1,FALSE,FALSE,FALSE,FALSE
06,37442,3110,1,0.050000001,2007Q1,2,,,3,2,2,2,2,2,1,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37442,3110,1,0.050000001,2007Q2,2,,,3,2,2,2,2,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37442,3110,1,0.050000001,2007Q3,2,2,2,2,2,3,3,2,2,1,1,2,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37442,3110,1,0.050000001,2007Q4,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37442,3110,1,0.050000001,2008Q1,1,3,3,2,2,2,2,2,2,1,1,2,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37442,3110,1,0.050000001,2008Q2,2,3,3,2,2,3,2,2,2,1,1,2,2,2,1,FALSE,FALSE,FALSE,FALSE
06,37443,3220,1,0.100000001,2005Q3,2,3,2,2,2,3,2,3,3,3,3,3,3,3,2,FALSE,TRUE,FALSE,FALSE
06,37443,3220,1,0.100000001,2006Q2,2,2,2,1,2,1,2,3,3,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37443,3220,1,0.100000001,2007Q1,2,2,3,2,3,1,1,2,2,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37446,3240,9,35,2005Q3,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,FALSE,TRUE,FALSE,FALSE
06,37446,3240,9,35,2006Q1,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE
06,37446,3240,9,35,2007Q3,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE
06,37446,3240,9,35,2010Q1,2,2,1,2,1,2,1,3,2,2,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE
06,37446,3240,9,35,2011Q1,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37446,3240,9,35,2011Q2,2,2,1,2,1,2,1,3,2,2,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE
06,37446,3240,9,35,2011Q3,2,3,2,3,2,3,2,3,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37447,3220,5,3,2005Q3,2,3,2,3,2,2,2,2,2,3,,2,,3,2,FALSE,TRUE,FALSE,FALSE
06,37447,3220,5,3,2006Q2,1,1,1,1,1,1,1,2,2,1,1,2,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37447,3220,5,3,2006Q3,2,2,1,1,2,1,2,2,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37447,3220,5,3,2007Q1,1,1,2,1,2,1,1,3,2,1,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37447,3220,5,3,2008Q1,2,3,3,3,2,3,2,2,2,1,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2005Q3,1,1,,1,1,1,1,1,1,1,2,1,2,1,2,FALSE,TRUE,FALSE,FALSE
06,37449,3330,7,7.5,2006Q1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2006Q4,1,1,2,1,2,1,2,1,2,1,1,2,1,1,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2007Q1,1,1,,1,,1,,1,,2,,2,,1,1,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2007Q2,1,1,3,1,2,1,3,1,2,1,1,2,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2007Q4,1,1,2,1,2,1,2,1,2,1,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2008Q1,2,3,2,3,2,3,,1,2,1,,1,1,3,1,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2008Q2,2,3,3,2,3,3,3,2,2,1,1,1,3,3,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2008Q4,1,2,2,2,2,3,3,2,2,1,1,1,1,2,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2009Q1,2,3,2,2,2,3,2,3,2,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2009Q2,2,2,3,2,3,3,3,2,3,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2009Q3,2,3,3,3,3,3,3,3,2,1,2,2,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2009Q4,2,3,2,3,3,3,3,3,3,1,1,2,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2010Q1,2,2,2,3,2,3,2,2,3,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2010Q2,2,3,2,3,2,2,2,2,2,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2010Q3,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2010Q4,2,2,2,1,2,2,2,2,2,1,1,3,3,3,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2011Q1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2011Q2,2,2,1,2,1,2,1,2,2,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2011Q4,2,2,2,2,2,2,2,2,2,1,1,1,3,3,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2012Q1,2,2,1,2,1,2,1,2,2,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2012Q2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2012Q3,2,2,2,2,2,2,2,3,2,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,7.5,2012Q4,1,1,1,1,1,1,1,3,2,1,1,1,1,2,1,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,12.44999981,2008Q3,2,3,3,2,3,3,3,2,2,1,1,2,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37454,3220,4,1.5,2005Q3,2,3,3,3,3,3,3,3,2,3,2,3,2,3,3,FALSE,TRUE,FALSE,FALSE
06,37454,3220,4,1.5,2006Q1,2,3,2,3,3,3,3,3,2,2,1,2,2,3,3,FALSE,FALSE,FALSE,FALSE
06,37454,3220,4,1.5,2006Q2,2,3,3,3,3,3,3,2,3,1,1,1,1,3,3,FALSE,FALSE,FALSE,FALSE
06,37454,3220,4,1.5,2006Q4,2,3,1,3,1,3,1,2,2,2,1,3,3,3,3,FALSE,FALSE,FALSE,FALSE
06,37454,3220,4,1.5,2007Q1,2,3,2,3,,3,,2,,1,,1,,3,3,FALSE,FALSE,FALSE,FALSE
06,37455,3240,6,3.5,2005Q3,2,3,2,3,2,3,2,3,2,2,2,3,2,3,2,FALSE,TRUE,FALSE,FALSE
06,37455,3240,6,3.5,2006Q1,2,3,2,2,2,2,2,3,3,3,3,3,3,3,2,FALSE,FALSE,FALSE,FALSE
06,37455,3240,6,3.5,2006Q2,2,3,3,2,3,2,3,3,2,3,3,3,3,3,2,FALSE,FALSE,FALSE,FALSE
06,37455,3240,6,3.5,2010Q3,2,3,3,3,3,3,3,2,3,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
06,37455,3240,6,3.5,2010Q4,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
06,37455,3240,6,3.5,2011Q1,2,3,2,3,3,3,3,3,3,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
06,37455,3240,6,3.5,2011Q2,2,3,3,3,3,3,3,3,2,1,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE
06,37455,3240,6,3.5,2011Q3,2,3,2,3,2,3,3,3,3,2,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE
06,37455,3240,6,3.5,2011Q4,2,3,2,3,3,3,3,3,3,2,1,3,3,3,3,FALSE,FALSE,FALSE,FALSE
06,37455,3240,6,3.5,2012Q1,2,3,2,3,2,3,2,3,3,2,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE
06,37455,3240,6,3.5,2012Q2,2,3,2,3,2,3,2,3,2,2,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE
06,37455,3240,6,3.5,2012Q3,2,3,2,3,2,3,2,3,3,2,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE
06,37455,3240,6,3.5,2012Q4,2,3,2,3,2,3,2,3,2,2,1,3,1,3,3,FALSE,FALSE,FALSE,FALSE
06,37456,3220,7,15,2005Q3,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,FALSE,TRUE,FALSE,FALSE
06,37459,3160,6,4.059999943,2008Q4,2,3,2,3,2,3,2,2,,1,,1,1,3,1,FALSE,FALSE,FALSE,FALSE
06,37459,3160,6,4.059999943,2009Q1,2,2,2,3,2,3,2,2,2,1,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE
06,37459,3160,6,4.059999943,2009Q3,,3,1,3,1,3,1,3,1,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37459,3160,6,4.059999943,2010Q1,2,3,2,3,2,3,2,2,2,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37459,3160,6,4.059999943,2010Q2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,FALSE,FALSE,FALSE,FALSE
06,37459,3160,6,4.059999943,2010Q4,1,1,2,1,2,1,3,2,2,1,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37459,3160,6,4.059999943,2011Q2,2,2,,3,3,3,3,3,3,2,1,2,1,3,3,FALSE,FALSE,FALSE,FALSE
06,37459,3160,6,4.059999943,2012Q4,2,2,2,2,2,2,2,3,2,1,1,2,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37459,3170,6,3.5,2005Q3,1,2,1,2,1,2,1,3,1,3,2,3,2,3,2,FALSE,TRUE,FALSE,FALSE
06,37459,3170,6,3.5,2006Q4,1,3,2,3,2,3,2,2,2,1,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37459,3170,6,3.5,2007Q2,1,1,,1,,1,,2,,1,,1,,2,2,FALSE,FALSE,FALSE,FALSE
06,37459,3170,6,3.5,2007Q4,2,3,1,3,2,3,2,2,1,1,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE
06,37459,3170,6,3.5,2008Q1,2,3,1,3,1,3,2,3,1,1,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE
06,37465,3340,7,7.5,2005Q3,1,3,,3,1,3,1,2,1,2,2,3,2,3,2,FALSE,TRUE,FALSE,FALSE
06,37466,3160,9,35,2006Q1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,FALSE,FALSE,FALSE,FALSE
06,37466,3160,9,35,2006Q2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,FALSE,FALSE,FALSE,FALSE
06,37466,3160,9,35,2006Q4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE
06,37466,3160,9,35,2007Q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE
06,37466,3160,9,35,2007Q2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,FALSE,FALSE,FALSE,FALSE
06,37466,3160,9,35,2007Q3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE
06,37466,3160,9,35,2007Q4,2,3,3,1,1,1,1,1,1,2,2,2,2,1,1,FALSE,FALSE,FALSE,FALSE
06,37466,3160,9,35,2008Q1,2,3,3,2,3,2,3,1,1,1,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE
06,37466,3160,9,35,2008Q2,1,3,3,1,3,1,2,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
06,37466,3310,9,105.0000076,2008Q3,1,2,3,1,2,1,2,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
06,37466,3310,9,105.0000076,2008Q4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE
06,37466,3310,9,105.0000076,2009Q1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE
06,37466,3310,9,105.0000076,2010Q2,2,3,3,1,1,1,1,1,1,3,3,3,3,3,1,FALSE,FALSE,FALSE,FALSE
06,37466,3310,9,105.0000076,2010Q3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,FALSE,FALSE,FALSE,FALSE
06,37466,3310,9,105.0000076,2010Q4,1,2,2,1,1,1,1,1,1,3,2,3,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37466,3310,9,105.0000076,2011Q1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,FALSE,FALSE,FALSE,FALSE
06,37466,3310,9,105.0000076,2011Q3,1,1,1,1,1,1,1,1,1,3,3,3,3,1,2,FALSE,FALSE,FALSE,FALSE
06,37466,3310,9,105.0000076,2011Q4,1,1,1,1,1,1,1,1,1,3,3,3,3,1,2,FALSE,FALSE,FALSE,FALSE
06,37466,3310,9,105.0000076,2012Q1,2,3,3,3,3,3,3,1,2,3,3,3,3,3,1,FALSE,FALSE,FALSE,FALSE
06,37466,3310,9,105.0000076,2012Q3,2,3,3,2,2,2,1,1,1,3,3,3,3,3,1,FALSE,FALSE,FALSE,FALSE
06,37484,3210,9,35,2005Q3,1,2,,3,,3,,2,2,1,1,1,1,1,2,FALSE,TRUE,FALSE,FALSE
06,37484,3210,9,35,2006Q1,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
06,37484,3210,9,35,2006Q2,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
06,37484,3210,9,35,2006Q3,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,FALSE,FALSE,FALSE,FALSE
06,37484,3210,9,35,2007Q1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
06,37484,3210,9,35,2007Q2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE
06,37484,3210,9,35,2007Q4,2,2,2,3,2,3,2,2,2,1,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE
06,37484,3210,9,35,2008Q1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
06,37484,3210,9,35,2008Q3,2,3,3,3,3,3,3,3,3,1,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE
06,37484,3210,9,35,2009Q2,2,3,2,3,2,3,2,3,2,2,2,2,2,3,1,FALSE,FALSE,FALSE,FALSE
06,37484,3210,9,35,2009Q3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37484,3210,9,35,2010Q1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37487,3240,1,0.050000001,2005Q3,2,,,3,2,2,2,2,2,2,2,3,2,3,2,FALSE,TRUE,FALSE,FALSE
06,37488,3170,6,3.5,2006Q2,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE
06,37488,3170,6,3.5,2006Q3,1,3,3,1,2,2,2,2,2,1,1,2,2,3,1,FALSE,FALSE,FALSE,FALSE
06,37488,3170,6,3.5,2006Q4,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
06,37488,3170,6,3.5,2007Q2,1,2,2,2,2,2,2,2,2,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37495,3220,1,0.100000001,2005Q3,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,FALSE,TRUE,FALSE,FALSE
06,37496,3220,1,0.100000001,2005Q3,1,1,1,1,1,1,1,2,2,1,1,3,3,1,2,FALSE,TRUE,FALSE,FALSE
06,37498,3330,1,0.050000001,2005Q3,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,FALSE,TRUE,FALSE,FALSE
06,37499,3230,1,0.200000003,2005Q3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,FALSE,TRUE,FALSE,FALSE
06,37499,3230,1,0.200000003,2006Q2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37499,3230,1,0.200000003,2006Q3,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,FALSE,FALSE,FALSE,FALSE
06,37499,3230,1,0.200000003,2009Q2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37499,3230,1,0.200000003,2010Q2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37499,3230,1,0.200000003,2010Q3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,2,FALSE,FALSE,FALSE,FALSE
06,37507,3330,6,3.5,2006Q1,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE
06,37507,3330,6,3.5,2006Q2,2,3,3,3,3,3,3,3,2,3,3,1,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37507,3330,6,3.5,2006Q3,1,2,2,2,2,2,2,3,2,2,2,1,1,2,1,FALSE,FALSE,FALSE,FALSE
06,37507,3330,6,3.5,2006Q4,1,2,1,2,2,2,2,2,2,1,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE
06,37509,3160,9,40.59999847,2009Q1,2,3,1,3,2,3,2,2,2,3,3,3,3,3,1,FALSE,FALSE,FALSE,FALSE
06,37509,3160,9,40.59999847,2009Q2,2,3,1,3,1,3,1,3,2,3,2,3,2,3,1,FALSE,FALSE,FALSE,FALSE
06,37509,3160,9,40.59999847,2009Q4,2,3,1,3,1,2,1,1,2,3,2,3,2,3,1,FALSE,FALSE,FALSE,FALSE
06,37509,3160,9,40.59999847,2010Q1,1,2,2,3,1,2,1,2,1,2,1,2,1,3,1,FALSE,FALSE,FALSE,FALSE
06,37509,3160,9,40.59999847,2010Q2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE
06,37509,3160,9,40.59999847,2010Q3,1,1,2,1,2,1,2,1,2,1,3,1,3,1,2,FALSE,FALSE,FALSE,FALSE
06,37509,3160,9,40.59999847,2010Q4,1,1,2,1,3,1,3,1,2,1,3,1,2,1,2,FALSE,FALSE,FALSE,FALSE
06,37509,3160,9,40.59999847,2011Q2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE
06,37509,3160,9,40.59999847,2011Q3,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,FALSE,FALSE,FALSE,FALSE
06,37509,3160,9,40.59999847,2012Q1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,FALSE,FALSE,FALSE,FALSE
06,37509,3160,9,40.59999847,2012Q2,1,3,3,2,3,3,3,2,2,2,3,2,3,2,2,FALSE,FALSE,FALSE,FALSE
06,37509,3160,9,40.59999847,2012Q3,1,3,2,2,2,2,2,2,2,3,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37509,3160,9,40.59999847,2012Q4,1,3,1,2,2,2,2,2,1,1,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37509,3170,9,35,2006Q1,1,1,2,1,2,1,2,1,2,3,2,2,2,1,2,FALSE,TRUE,FALSE,FALSE
06,37509,3170,9,35,2006Q3,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE
06,37509,3170,9,35,2006Q4,1,1,2,1,3,1,3,1,2,1,2,1,2,1,3,FALSE,FALSE,FALSE,FALSE
06,37509,3170,9,35,2007Q2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE
06,37509,3170,9,35,2007Q3,1,2,2,1,2,1,2,1,2,1,2,1,2,1,3,FALSE,FALSE,FALSE,FALSE
06,37509,3170,9,35,2008Q1,1,3,3,2,3,2,3,1,2,1,1,1,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37511,3330,1,0.050000001,2005Q3,1,2,1,2,1,2,1,1,2,2,1,2,1,2,2,FALSE,TRUE,FALSE,FALSE
06,37511,3330,1,0.050000001,2006Q1,1,2,2,2,3,2,3,2,2,1,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE
06,37511,3330,1,0.050000001,2009Q1,2,3,3,3,3,3,3,3,3,1,1,2,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37511,3330,1,0.050000001,2010Q3,1,2,1,2,1,2,1,2,2,1,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE
06,37511,3330,1,0.050000001,2010Q4,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE
06,37522,3110,4,0.75,2006Q1,1,2,2,2,2,2,2,3,3,3,2,3,2,2,2,FALSE,TRUE,FALSE,FALSE
06,37522,3110,4,0.75,2006Q2,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37522,3110,4,0.75,2006Q3,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37522,3110,4,0.75,2006Q4,1,1,2,1,2,,,2,3,1,1,2,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37522,3110,4,0.75,2007Q1,1,1,2,1,2,,,3,2,1,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37522,3110,4,0.75,2007Q2,1,2,2,2,2,,,3,1,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37522,3110,4,0.75,2007Q3,1,1,2,1,2,,,2,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37522,3110,4,0.75,2007Q4,1,2,3,2,3,,,2,3,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37522,3110,4,0.75,2008Q1,1,2,3,2,3,,,2,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE
06,37522,3110,4,0.870000005,2008Q3,2,3,3,3,3,,,3,3,1,1,2,2,3,2,FALSE,FALSE,FALSE,FALSE
06,37522,3110,4,0.870000005,2008Q4,2,3,3,3,3,,,2,2,1,1,2,2,3,,FALSE,FALSE,FALSE,FALSE
06,37522,3110,4,0.870000005,2009Q1,2,3,3,3,3,,,2,2,3,3,2,2,3,,FALSE,FALSE,FALSE,FALSE
06,37522,3110,4,0.870000005,2009Q2,2,3,3,3,3,,,2,3,1,1,3,3,3,2,FALSE,FALSE,FALSE,FALSE
06,37522,3110,4,0.870000005,2009Q3,2,3,3,3,3,,,2,2,2,1,2,2,3,3,FALSE,FALSE,FALSE,FALSE
