Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Dag,Q1AX,Q1PX,Q3A,Q3P,Q3AX,Q3PX,Q4AX,Q4PX,Q6,Q7,Q6bX,Q6cXi,Q6cXii,Q8,Q10,Q6eX,Q9,Q7aX,Q7bX,Q7cX,Q7dX,Q1,Q2A,Q2P
5,43125,5010,1,1,1994Q4,18,2,2,2,2,2,,1,,2,2,2,3,3,3,3,2,2,1,1,1,1,1,1,2
4,31408,5010,3,3,1994Q4,18,1,1,1,1,1,,1,,1,2,2,3,3,3,1,1,1,1,1,1,1,,1,1
9,80876,5010,1,1,1994Q4,18,3,3,3,3,2,3,2,3,2,1,1,3,2,3,3,1,1,,,,,,3,3
5,80003,5010,1,1,1994Q4,18,2,3,3,3,2,3,3,3,1,2,1,3,2,2,2,2,2,1,1,1,1,1,2,3
8,31441,5010,1,1,1994Q4,18,3,1,3,1,3,1,3,1,2,3,3,3,3,3,2,2,1,1,1,1,1,2,2,1
9,44098,5010,1,1,1994Q4,18,1,1,1,1,2,1,1,1,,1,1,3,3,2,3,2,1,2,2,1,1,,1,2
1,31272,5010,8,8,1994Q4,18,2,3,2,3,1,,1,,,2,1,1,3,3,3,3,2,1,1,1,1,1,2,3
1,31592,6000,1,1,1994Q4,18,3,2,3,2,3,2,3,2,1,3,3,3,3,3,3,3,1,1,1,1,1,2,3,3
1,30480,6000,1,1,1994Q4,18,3,2,3,2,2,,2,,1,2,2,3,3,2,2,2,2,,,,,2,3,2
9,80516,6000,1,1,1994Q4,18,2,3,2,3,2,3,2,3,1,3,3,3,3,1,3,3,1,,,,2,2,3,3
8,31756,6000,1,1,1994Q4,18,3,3,3,3,3,2,3,2,2,3,3,3,,3,3,3,2,,,,,1,3,2
4,31620,6000,1,1,1994Q4,18,3,2,3,2,3,2,3,2,,3,,3,2,3,1,1,1,1,,1,1,2,3,2
9,80700,6010,1,1,1994Q4,18,2,3,2,3,1,3,1,3,2,3,3,3,3,3,1,1,1,,,,,2,3,3
8,80077,6010,1,1,1994Q4,18,1,2,1,2,1,1,1,1,2,2,2,3,3,1,3,2,2,,,,,1,1,2
8,31387,5010,8,8,1994Q4,21,3,2,3,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2
9,31380,5010,1,1,1994Q4,21,1,2,1,2,1,,1,,2,2,2,3,3,2,3,,,1,2,1,2,1,1,2
6,31411,5010,3,3,1994Q4,21,2,2,2,2,2,2,2,2,1,1,1,3,,1,2,2,2,2,2,2,1,1,1,1
4,31034,5010,1,1,1994Q4,21,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,3,1,1,1,1,1,1,1
3,90087,5010,1,1,1994Q4,21,3,1,3,1,2,1,2,1,2,2,2,3,3,3,3,2,1,1,1,1,1,2,3,1
9,40086,5010,1,1,1994Q4,21,2,1,2,1,2,2,2,2,2,2,1,3,3,2,3,3,2,1,2,1,1,1,2,2
8,31389,5010,1,1,1994Q4,21,1,1,,,2,1,2,1,2,2,2,3,3,2,1,1,2,2,2,1,1,2,1,1
5,80735,5010,1,1,1994Q4,21,1,2,1,2,1,2,1,2,2,1,1,3,3,3,1,1,2,,,,1,1,1,1
8,50401,5010,1,1,1994Q4,21,2,3,2,3,2,,2,,2,3,3,3,3,3,3,3,1,1,1,1,1,2,2,3
1,30935,5010,1,1,1994Q4,21,1,3,1,3,2,3,1,3,2,,,,,,,,,,,,,2,1,2
3,81269,5010,1,1,1994Q4,21,2,3,2,3,2,2,2,2,1,3,2,3,3,3,2,2,1,1,1,1,1,1,2,3
6,80716,5010,1,1,1994Q4,21,3,2,3,2,3,2,3,2,1,1,1,2,2,3,3,1,1,2,2,1,1,2,3,2
8,80661,5000,1,1,1994Q4,21,2,2,1,2,3,2,1,2,1,1,3,3,2,1,1,1,1,1,2,1,1,2,2,2
6,41723,5000,1,1,1994Q4,21,3,2,3,2,2,,2,,2,2,3,3,3,3,3,3,1,1,1,1,1,2,3,2
8,80012,5000,1,1,1994Q4,21,2,1,2,2,2,1,2,2,2,2,3,3,3,3,3,1,1,1,1,1,1,2,2,1
8,80114,5000,1,1,1994Q4,21,2,3,2,3,2,3,2,3,1,2,2,3,2,1,3,3,1,,,,,2,3,3
5,31174,5000,1,1,1994Q4,21,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,1,1,1,1,2,2,2
1,80493,5000,1,1,1994Q4,21,2,2,2,2,2,2,2,2,,2,3,3,3,2,3,3,2,1,1,1,2,1,2,2
5,44130,5000,1,1,1994Q4,21,2,2,2,2,2,2,2,2,2,1,3,3,3,1,2,2,2,1,1,1,2,2,2,2
8,31162,5000,1,1,1994Q4,21,2,2,2,2,2,2,2,2,1,2,1,3,3,3,2,1,2,2,2,1,2,2,2,1
1,30950,5000,1,1,1994Q4,21,1,1,1,1,1,1,1,1,3,3,3,1,2,1,2,1,3,1,1,1,1,1,1,1
8,31169,5000,1,1,1994Q4,21,1,1,1,1,1,,1,,3,1,1,3,3,2,3,2,3,2,2,1,,1,1,1
9,31487,5000,1,1,1994Q4,21,1,1,1,1,2,1,2,1,2,2,3,3,3,2,2,2,2,2,1,1,1,2,1,1
5,41211,5000,1,1,1994Q4,21,2,1,2,1,2,1,3,1,3,2,1,3,3,3,2,1,2,1,1,1,1,1,1,1
7,38015,5000,1,1,1994Q4,21,2,2,2,2,2,2,2,2,1,2,,3,2,,3,2,2,2,,,,2,2,2
9,81064,5000,1,1,1994Q4,21,1,1,1,1,1,1,1,1,2,2,2,3,3,2,3,2,2,2,2,1,1,1,1,1
5,51135,5000,1,1,1994Q4,21,2,2,2,2,2,2,2,2,2,2,,3,3,3,2,1,1,1,1,1,1,2,1,
1,51902,5000,1,1,1994Q4,21,3,3,2,2,3,2,3,2,1,3,3,3,3,3,2,2,2,1,1,1,1,2,3,1
3,31043,5000,2,2,1994Q4,21,1,1,1,1,1,1,1,1,2,2,3,3,3,3,2,1,2,1,1,1,1,2,1,2
5,90335,5000,1,1,1994Q4,21,,2,,2,,1,,1,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1
1,40612,5000,1,1,1994Q4,21,2,2,,,,,,,1,3,3,3,3,2,3,3,3,1,1,1,1,1,1,1
4,80567,6000,1,1,1994Q4,21,1,2,,,2,2,,,2,3,3,3,3,3,3,1,1,1,1,1,1,1,,
5,31739,6000,1,1,1994Q4,21,1,3,1,3,1,3,1,3,2,1,1,3,3,2,1,1,2,,,,,2,1,3
5,31718,6000,4,4,1994Q4,21,2,1,2,1,2,1,2,1,1,2,3,2,2,3,3,3,1,1,1,1,1,2,2,1
9,80870,0,1,1,1994Q4,21,1,2,2,2,2,2,2,2,1,2,1,2,1,3,1,1,1,,,,2,1,2,2
1,81281,6000,1,1,1994Q4,21,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1
9,80895,0,1,1,1994Q4,21,1,,1,,1,,1,,1,3,3,3,3,3,3,3,3,,,,,,1,1
4,80686,6000,1,1,1994Q4,21,2,2,2,2,2,2,2,2,1,3,3,3,3,2,2,2,,,,,,,3,2
1,80610,6000,1,1,1994Q4,21,3,2,3,2,3,3,3,3,1,1,2,3,3,3,3,2,1,1,,,,2,1,1
5,60044,6010,1,1,1994Q4,21,3,3,3,3,1,2,1,2,,3,3,3,3,3,3,1,1,,,,,,3,2
9,31835,6010,1,1,1994Q4,21,2,3,1,3,2,3,2,3,2,3,3,3,3,2,3,1,1,,,,,2,2,3
8,31852,6010,1,1,1994Q4,21,1,1,1,1,1,1,1,1,3,1,2,3,3,2,3,2,3,,,,,1,1,2
4,42846,6010,1,1,1994Q4,21,2,3,2,3,3,3,3,3,1,3,3,3,3,2,2,3,1,,,,,2,3,2
8,31780,6010,3,3,1994Q4,21,1,1,1,1,1,,1,,2,1,1,2,2,2,,,2,,,,,,1,1
4,90258,6010,1,1,1994Q4,21,1,2,1,2,1,,1,,2,2,2,3,3,1,,,,,,,,,1,1
4,44140,6010,1,1,1994Q4,21,3,1,3,1,3,3,3,3,2,3,3,3,3,3,3,2,1,,,,,2,2,1
5,31775,6010,1,1,1994Q4,21,2,2,2,2,1,2,1,2,1,2,3,3,3,3,3,3,3,1,1,1,1,1,2,2
2,80017,6010,1,1,1994Q4,21,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,1,1,1,1,1,1,2,2,2
9,80749,6010,1,1,1994Q4,21,2,3,1,3,1,2,1,2,2,2,3,3,3,2,2,2,1,,,,,2,1,2
4,31913,6010,4,4,1994Q4,21,2,3,2,3,2,,2,,1,3,3,3,3,3,3,3,1,,,,,,2,2
4,42051,6010,1,1,1994Q4,21,1,1,1,1,2,2,2,2,2,3,3,3,3,2,2,2,1,,,,,1,1,2
8,90829,6010,1,1,1994Q4,21,3,3,3,3,3,3,3,3,1,2,2,3,3,3,2,1,1,,,,2,2,3,3
7,90793,5000,,0,1994Q4,22,1,3,1,3,3,,3,,1,3,3,3,3,3,3,3,1,,,,,2,3,3
8,31207,5000,8,8,1994Q4,22,1,1,1,1,1,1,1,1,1,2,1,3,3,2,3,2,2,1,1,1,1,1,1,1
5,80066,5000,1,1,1994Q4,22,2,2,2,2,1,1,1,1,2,1,2,3,2,2,1,2,3,2,2,1,2,1,1,1
9,31286,5010,1,1,1994Q4,22,2,1,2,1,2,,2,,2,3,3,3,3,3,3,3,,,1,1,,2,2,
5,44068,5010,1,1,1994Q4,22,2,2,2,1,2,2,2,1,2,3,3,3,3,3,2,3,1,1,1,1,2,2,2,2
8,31369,5010,8,8,1994Q4,22,1,1,1,1,1,2,1,2,3,2,1,2,,2,3,2,2,2,2,1,1,1,1,1
4,42310,5000,1,1,1994Q4,22,1,1,1,1,2,,2,,2,2,2,3,3,3,3,3,3,,1,1,1,1,1,1
4,80040,6010,1,1,1994Q4,22,3,3,3,3,3,3,3,3,1,2,1,2,3,,1,1,1,,,,,2,3,3
5,30155,6010,1,1,1994Q4,22,2,2,2,2,2,2,2,2,1,3,3,3,3,3,2,2,1,,,,,2,2,2
9,31286,5010,1,1,1994Q3,2,2,2,2,2,2,,2,,2,3,3,3,3,3,3,3,1,1,1,1,1,2,1,2
1,31443,5010,1,1,1994Q3,2,1,2,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,1,1,1,1,2,2,
1,42479,5010,1,1,1994Q3,2,2,3,2,3,2,3,2,3,1,2,3,3,3,3,3,1,1,1,1,1,1,2,3,3
1,31558,5010,1,1,1994Q3,2,2,1,2,1,3,1,3,1,2,2,2,3,3,3,3,2,1,1,1,1,1,2,2,1
1,80074,5010,1,1,1994Q3,2,1,1,1,1,1,1,1,1,3,3,2,3,3,3,3,3,2,1,1,1,1,1,1,1
1,53397,5000,1,1,1994Q3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,3,3
8,31005,5000,7,7,1994Q3,2,3,2,3,2,2,,2,,2,1,2,3,3,1,1,1,1,2,2,1,1,2,2,2
1,90075,5000,1,1,1994Q3,2,2,2,1,2,1,,1,,1,2,2,3,3,2,2,1,2,2,1,1,1,2,3,2
1,80052,5000,1,1,1994Q3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,2,2
1,31063,5000,1,1,1994Q3,2,2,2,2,2,1,2,2,2,2,3,3,3,3,3,3,2,3,1,1,1,2,2,3,2
1,40936,5000,1,1,1994Q3,2,2,2,,,3,3,,,1,2,2,3,3,3,2,3,3,1,1,1,1,1,2,2
1,31251,5000,1,1,1994Q3,2,1,2,1,2,,3,3,1,1,3,3,3,2,2,2,3,1,1,1,1,1,1,1,2
1,80013,5000,1,1,1994Q3,2,3,3,3,3,2,3,2,3,1,3,3,3,3,3,3,3,1,1,1,1,1,2,3,3
1,80065,5000,1,1,1994Q3,2,3,2,3,3,2,,3,,2,2,2,3,2,2,2,1,1,2,1,1,2,2,3,2
1,80419,5000,1,1,1994Q3,2,3,2,3,2,3,2,3,2,1,3,3,3,3,3,3,1,1,1,1,1,1,2,3,2
1,30342,5000,1,1,1994Q3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,1,1,1,1,2,2,2
1,31253,5000,1,1,1994Q3,2,1,1,2,1,1,,1,,2,2,3,3,3,2,1,1,2,2,1,1,1,2,1,1
1,31189,5000,6,6,1994Q3,2,1,1,1,1,1,1,1,1,2,3,3,3,3,2,3,1,2,1,1,1,1,2,2,1
8,31072,5000,1,1,1994Q3,2,3,3,3,3,2,2,2,2,1,3,3,3,3,2,3,1,2,2,2,1,1,2,3,3
4,53306,5000,1,1,1994Q3,2,3,1,3,1,3,2,3,2,1,3,3,3,3,3,3,3,1,1,1,1,1,2,2,1
4,90164,5000,1,1,1994Q3,2,1,2,1,2,3,2,3,2,2,,,3,3,3,3,3,3,,,,1,1,2,1
3,90091,5000,1,1,1994Q3,2,1,2,2,2,2,2,2,2,1,2,1,3,3,3,2,2,2,1,1,1,1,1,2,2
4,42310,5000,1,1,1994Q3,2,1,1,1,1,2,,2,,2,2,2,3,3,3,2,2,3,1,1,1,1,1,2,1
1,80137,5000,1,1,1994Q3,2,2,2,,,2,2,,,2,3,3,3,3,,3,2,2,1,1,1,1,1,2,2
1,43149,5000,1,1,1994Q3,2,2,1,2,1,1,,1,,2,3,3,3,3,3,2,1,2,1,1,1,1,2,2,1
1,42624,5000,1,1,1994Q3,2,3,2,3,2,3,2,3,2,3,,,,,,,,1,,,,2,,3,2
4,80485,5000,1,1,1994Q3,2,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,1,1,1,1,1,2,3,3
4,80480,5000,1,1,1994Q3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,1,1,1,1,1,1,2,2
1,31405,5010,1,1,1994Q3,2,2,2,2,2,1,3,1,3,1,3,3,3,3,3,3,3,1,,,,,2,3,2
1,31478,5010,1,1,1994Q3,2,1,1,1,1,1,1,1,1,2,2,2,3,3,3,2,2,2,1,1,1,1,1,1,1
1,31562,5010,1,1,1994Q3,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,1,1,1,2,3,3
1,44067,5010,1,1,1994Q3,2,2,1,2,1,2,,2,,2,2,3,3,3,3,3,3,2,1,1,1,1,2,2,2
1,30013,5010,1,1,1994Q3,2,1,1,1,1,2,1,2,1,2,3,3,3,3,3,1,1,1,1,1,1,1,2,2,1
1,30063,5000,1,1,1994Q3,2,1,1,1,1,2,1,2,1,1,3,3,3,3,3,1,1,1,1,1,1,1,2,1,1
1,30157,5000,1,1,1994Q3,2,1,2,1,2,3,,3,,2,2,3,3,3,3,3,3,1,1,1,1,1,2,2,2
1,81009,5000,1,1,1994Q3,2,1,2,1,,2,2,2,2,2,3,3,3,3,3,2,2,2,1,1,1,1,1,1,2
1,40331,5000,1,1,1994Q3,2,3,2,3,2,1,2,1,2,1,2,3,3,3,3,3,1,1,1,1,1,1,2,3,1
1,31229,5000,3,3,1994Q3,2,3,3,2,3,2,3,2,3,1,3,3,3,3,3,1,1,1,1,1,1,1,2,2,3
1,31222,5000,1,1,1994Q3,2,3,1,3,1,3,1,3,1,1,3,3,3,3,3,3,2,2,1,1,1,1,1,2,2
1,74002,5010,1,1,1994Q3,2,3,2,3,2,2,2,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1,2,3,2
1,30018,5000,1,1,1994Q3,2,2,1,2,1,3,,3,,1,3,3,3,3,3,3,2,2,1,1,1,1,1,2,1
1,30060,5000,1,1,1994Q3,2,1,1,1,1,1,1,,,1,1,2,3,3,2,2,2,3,1,1,1,2,1,2,2
1,31554,5000,4,4,1994Q3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,1,1,1,1,1,,2,3,3
1,31905,5000,1,1,1994Q3,2,3,3,3,3,3,3,3,3,1,3,3,3,3,2,1,1,1,1,1,1,1,2,3,3
1,53046,5000,1,1,1994Q3,2,1,1,1,1,1,,1,,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1
1,30085,6000,1,1,1994Q3,2,3,2,3,2,3,3,3,2,1,,,,,,,,1,,,,,2,3,2
1,31592,6000,1,1,1994Q3,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,1,1,1,2,3,3
1,30958,6010,1,1,1994Q3,2,1,1,,,1,2,1,2,,,,,,,,,,,,,,,1,2
1,42125,6010,1,1,1994Q3,2,2,2,2,2,1,1,2,2,1,3,3,3,3,3,3,3,1,,,,,2,2,2
1,31523,5010,1,1,1994Q3,2,3,2,3,2,2,2,2,2,3,2,1,3,3,3,2,2,1,1,1,1,2,2,2,1
1,44026,5010,1,1,1994Q3,2,2,2,2,2,2,2,2,2,1,3,3,1,3,2,3,3,2,1,1,1,1,,2,3
1,80420,6010,1,1,1994Q3,2,1,1,1,1,2,,2,,1,3,3,3,3,3,2,3,1,,,,,,1,1
1,31746,6010,1,1,1994Q3,2,2,2,,,2,2,2,2,,3,3,3,3,3,3,1,1,,,,,1,1,
1,32047,6010,1,1,1994Q3,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,1,,,,1,2,2,2
1,31821,6010,1,1,1994Q3,2,2,2,2,2,3,1,3,1,1,1,1,,,,,,1,,,,,2,2,1
1,80422,6000,1,1,1994Q3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,1,1,1,1,1,2,3,3
1,31886,6000,1,1,1994Q3,2,1,1,1,1,1,,1,,1,2,2,3,3,3,3,3,3,,,,,,1,1
1,30956,6000,1,1,1994Q3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,1,1,1,1,1,2,2
1,44125,6010,1,1,1994Q3,2,2,2,2,,2,,2,,2,2,2,3,3,3,,,,,,,,,2,2
1,80000,6010,1,1,1994Q3,2,3,3,3,3,2,,2,,1,2,2,3,3,3,3,3,1,1,1,1,,2,3,2
1,31605,6010,1,1,1994Q3,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,1,1,,,,,2,3,3
1,31858,6010,1,1,1994Q3,2,3,3,3,3,2,2,2,2,2,3,3,3,3,2,2,2,1,,,,,,3,2
1,80507,6010,1,1,1994Q3,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,1,1,,,,,2,3,3
1,31787,6010,2,2,1994Q3,2,1,1,1,1,1,1,1,1,1,1,,3,,,,1,1,,,,2,2,2,2
4,42846,6010,1,1,1994Q3,2,1,2,1,2,2,,2,,1,3,3,3,3,2,3,3,3,,,,,,1,2
4,42051,6010,1,1,1994Q3,2,2,3,2,3,1,,1,,2,3,3,3,3,2,2,1,1,,,,,2,2,3
1,30830,6010,1,1,1994Q3,2,1,1,1,1,1,1,1,1,2,2,2,3,3,2,3,2,3,,,,,1,1,2
1,31146,6010,1,1,1994Q3,2,3,2,3,2,2,,2,,2,3,3,3,3,2,3,3,1,,,,,2,2,2
3,31864,6010,1,1,1994Q3,2,2,2,2,3,2,2,2,2,1,3,3,3,3,3,2,2,1,,,,,2,2,2
1,80773,6010,1,1,1994Q3,2,2,1,2,1,3,1,3,1,2,3,3,3,3,3,3,3,1,,,,1,2,1,1
1,30480,6000,1,1,1994Q3,2,3,3,3,3,3,3,3,3,1,2,2,3,3,2,3,3,1,,,,2,,,3
2,44121,6000,1,1,1994Q3,2,2,1,2,1,2,1,2,1,1,3,3,3,3,3,3,2,2,,,,,1,1,1
1,31266,6000,1,1,1994Q3,2,2,1,2,1,,,,,2,1,2,2,2,1,1,1,2,,,,,1,3,2
1,32027,6000,1,1,1994Q3,2,3,2,3,3,3,3,3,3,1,3,3,3,3,3,1,1,1,,,1,,2,3,3
4,80130,6000,1,1,1994Q3,2,1,1,1,1,1,,1,,1,2,2,3,3,,,,,,,,,1,1,1
,,,,0,1994Q3,2,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,
9,80898,6000,1,1,1994Q3,5,2,2,,,2,2,2,2,2,2,3,3,3,3,2,2,2,1,1,1,1,1,1,1
5,40101,6000,1,1,1994Q3,5,3,3,3,3,2,2,3,3,1,3,3,3,3,3,2,1,2,1,1,1,1,,3,3
5,53416,6000,1,1,1994Q3,5,3,1,3,1,1,1,1,1,,2,1,3,3,2,2,3,1,1,1,1,2,2,3,3
1,30257,6000,1,1,1994Q3,5,1,3,,,1,2,,,2,3,3,3,3,3,3,2,2,,,,,1,2,
5,31744,6000,1,1,1994Q3,5,3,3,3,3,3,3,,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,3,3
8,31697,6000,5,5,1994Q3,5,3,3,3,3,2,,2,,2,3,3,3,3,3,3,3,1,,,,,2,3,3
1,30983,6000,1,1,1994Q3,5,3,2,3,2,3,3,3,3,1,1,2,3,3,3,2,1,2,,,1,,2,3,2
1,30137,6000,1,1,1994Q3,5,3,2,3,2,3,,3,,1,3,3,3,3,3,3,3,1,,,,,,2,1
1,52130,6000,1,1,1994Q3,5,1,2,1,2,2,1,2,1,,2,3,3,3,2,3,3,3,2,1,1,2,1,1,1
3,81372,6000,1,1,1994Q3,5,2,3,2,3,2,,2,,,3,3,3,3,3,3,3,3,1,1,1,1,2,3,3
8,80924,6000,1,1,1994Q3,5,2,3,3,3,2,3,2,3,1,1,2,3,3,3,1,1,1,,,,,2,2,2
3,81316,6010,1,1,1994Q3,5,1,3,2,3,1,3,1,3,1,2,2,3,2,3,3,2,1,,,,,2,2,
1,30984,0,1,1,1994Q3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,,,,1,2,3,3
9,80749,6010,1,1,1994Q3,5,2,1,1,1,2,1,2,1,1,2,3,3,3,2,2,2,1,,,,,2,2,1
5,30554,6010,1,1,1994Q3,5,1,2,1,2,1,3,1,3,1,2,3,3,3,3,3,2,1,,,,,,2,2
4,31883,6010,1,1,1994Q3,5,2,2,1,2,2,2,1,2,1,2,3,2,2,3,3,1,2,,,,,,3,2
8,40272,6010,1,1,1994Q3,5,2,1,2,1,2,1,2,1,2,3,3,3,3,3,3,2,1,1,1,1,1,2,2,1
8,80077,6010,1,1,1994Q3,5,1,2,1,2,1,2,1,2,2,3,3,3,3,2,3,2,2,,,,,1,1,2
1,30868,0,1,1,1994Q3,5,3,1,3,1,2,,2,,1,2,3,3,3,3,3,3,1,1,1,1,1,2,3,1
8,31590,6010,1,1,1994Q3,5,3,3,3,3,2,2,2,2,,,,,,,,,1,,,,,,3,2
4,80040,6010,1,1,1994Q3,5,3,3,3,3,3,3,3,3,1,1,1,2,,1,3,1,1,,,,,2,3,3
9,31835,6010,1,1,1994Q3,5,1,3,1,3,2,2,2,2,1,3,3,3,3,3,2,1,1,,,,,1,1,1
8,31780,6010,3,3,1994Q3,5,1,1,1,1,1,,1,,2,1,1,2,,2,2,,3,,,,,,1,1
5,30155,6010,1,1,1994Q3,5,2,2,3,2,3,2,3,2,1,3,3,3,3,3,1,1,1,,,,,,2,2
8,31904,6010,4,4,1994Q3,5,3,1,3,1,3,,3,,2,2,3,3,3,3,2,2,1,,,1,,2,3,2
8,44059,6010,1,1,1994Q3,5,2,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,,,,,1,1,2
4,90099,0,1,1,1994Q3,5,1,2,1,2,2,2,1,2,2,2,3,3,3,2,2,2,3,,,,1,2,1,1
8,42347,6010,1,1,1994Q3,5,3,2,3,2,2,2,2,2,,,,,,,,,1,,,,,2,3,2
8,31816,6010,9,9,1994Q3,5,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,1,1,1,1,,1,3,3
8,31230,6010,1,1,1994Q3,5,1,1,1,1,1,2,1,2,2,1,1,1,,1,1,1,1,,,,,1,1,2
1,80085,6010,1,1,1994Q3,5,1,2,1,2,1,2,1,2,,1,,3,2,2,2,2,,,,,,2,1,2
4,80566,5010,1,1,1994Q3,5,1,3,1,3,2,3,2,3,1,3,3,3,3,3,1,2,1,1,1,1,,2,2,3
6,31317,5010,1,1,1994Q3,5,1,1,1,1,2,,2,,3,2,2,3,3,3,2,2,3,1,1,1,1,,1,1
7,31147,5010,1,1,1994Q3,5,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1,1,1,1,1,2,2
9,44098,5010,1,1,1994Q3,5,1,1,1,1,1,1,1,1,3,3,3,3,3,2,3,3,2,2,1,1,1,1,1,1
1,42217,5010,1,1,1994Q3,5,1,2,1,2,2,3,2,3,1,3,2,3,3,3,3,1,1,1,1,1,1,2,3,3
9,44008,5010,1,1,1994Q3,5,2,2,2,2,3,2,3,2,2,1,1,2,2,3,3,3,2,,,,,2,3,2
7,80128,5010,1,1,1994Q3,5,2,3,2,3,1,,1,,1,3,3,3,3,3,2,1,1,1,1,1,2,,3,3
8,31574,5010,9,9,1994Q3,5,2,2,3,2,2,2,3,3,2,2,2,3,2,3,2,2,1,1,1,1,1,,2,1
5,44068,5010,1,1,1994Q3,5,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,1,1,1,1,2,2,2,2
7,43226,5010,1,1,1994Q3,5,2,2,2,2,1,2,1,2,1,3,3,3,3,3,3,3,1,1,1,1,1,2,3,3
1,30497,5010,1,1,1994Q3,5,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,1,1,1,1,2,3,2
8,31550,5010,1,1,1994Q3,5,1,2,1,2,1,2,,2,3,1,1,3,3,1,3,3,2,2,2,2,2,1,1,2
5,43125,5010,1,1,1994Q3,5,2,2,,,1,,1,,2,2,2,3,3,3,3,3,2,1,1,1,1,1,2,2
8,80073,5010,1,1,1994Q3,5,1,3,1,3,2,3,2,3,2,3,3,3,3,2,3,1,1,2,2,2,1,2,2,3
5,44100,5010,1,1,1994Q3,5,3,2,3,2,2,3,2,3,2,3,3,3,3,2,3,3,2,1,1,1,1,1,3,2
5,31527,5010,1,1,1994Q3,5,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2
5,31381,5010,5,5,1994Q3,5,1,2,2,2,2,2,2,2,1,2,2,2,3,3,2,3,3,1,1,1,1,,1,2
5,80735,5010,1,1,1994Q3,5,1,2,1,2,2,,2,,2,1,1,3,3,2,2,1,2,,,,,1,1,2
5,31305,5010,9,9,1994Q3,5,1,2,1,2,1,2,1,2,1,,,,,,,1,2,,,,,1,1,2
2,31243,5010,1,1,1994Q3,5,1,1,1,1,2,1,2,1,2,1,2,3,3,2,3,3,3,2,2,1,1,1,1,1
8,30400,5010,1,1,1994Q3,5,1,1,1,1,1,1,1,1,1,3,3,3,3,2,1,1,3,1,1,1,1,1,1,1
5,40625,5010,1,1,1994Q3,5,1,2,1,2,2,,2,,1,1,2,3,3,2,3,3,3,1,1,1,2,1,1,1
8,31075,5010,1,1,1994Q3,5,1,2,1,2,1,2,1,2,3,2,2,3,3,3,3,3,2,2,1,1,1,2,1,1
5,38009,5010,1,1,1994Q3,5,1,1,2,2,1,1,2,2,2,2,2,3,3,3,3,3,1,1,1,1,,2,2,2
8,31369,5010,8,8,1994Q3,5,2,2,2,2,2,,2,,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1
8,31551,5010,1,1,1994Q3,5,2,1,2,1,2,1,2,1,2,2,2,3,3,3,3,3,3,1,1,1,1,1,,1
8,50401,5010,1,1,1994Q3,5,2,2,1,2,2,2,2,2,3,2,2,3,3,3,3,2,1,1,1,1,1,2,1,2
1,30149,5010,1,1,1994Q3,5,3,3,3,3,3,3,3,3,1,3,3,3,3,2,1,1,1,1,1,1,1,2,3,3
5,31493,5010,1,1,1994Q3,5,3,1,3,1,1,1,1,1,3,3,2,3,3,3,3,2,2,1,1,1,1,2,1,1
8,44086,5010,1,1,1994Q3,5,3,3,3,3,2,3,2,3,,3,3,3,3,3,3,2,1,,,1,,,3,3
