Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Dag,Q1AX,Q1PX,Q3A,Q3P,Q3AX,Q3PX,Q4AX,Q4PX,Q6,Q7,Q6bX,Q6cXi,Q6cXii,Q8,Q10,Q6eX,Q9,Q7aX,Q7bX,Q7cX,Q7dX,Q1,Q2A,Q2P
3,97230,5010,7,7,1999Q3,15,3,3,3,3,3,3,3,3,1,3,3,,,3,3,2,1,1,1,1,1,2,3,3
9,97226,5010,6,6,1999Q3,15,3,3,3,3,1,3,1,3,1,3,3,,,2,1,1,1,,,,,,,
2,97269,5010,7,7,1999Q3,15,3,2,3,2,1,2,1,2,,3,3,,,3,2,2,1,1,1,1,,2,3,2
3,97256,5010,6,6,1999Q3,15,3,3,3,3,2,2,2,2,1,2,2,,,2,2,1,1,1,1,1,1,2,3,2
9,97244,5010,3,3,1999Q3,15,,,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,2,3,
4,97309,5010,3,3,1999Q3,15,,3,,3,,3,,3,1,2,1,,,3,3,2,1,1,1,1,1,2,,3
1,97307,5010,7,7,1999Q3,15,2,1,2,1,2,1,2,1,2,3,3,,,3,3,1,2,1,1,1,1,2,3,1
1,97344,5010,3,3,1999Q3,15,2,3,2,3,3,3,3,3,2,3,3,,,3,2,2,,1,1,1,1,2,3,2
6,31153,5000,1,1,1999Q3,15,3,2,3,2,3,3,3,3,,3,3,,,3,3,3,3,1,1,1,1,2,3,3
1,31092,5000,1,1,1999Q3,15,3,1,3,1,2,1,3,1,,3,3,,,3,3,3,2,1,1,1,1,2,3,
6,50037,5000,1,1,1999Q3,15,2,2,2,2,1,1,1,1,2,1,1,,,3,2,2,2,,,,,1,1,1
5,40840,5000,1,1,1999Q3,15,2,2,2,2,3,3,3,3,,3,3,,,3,3,3,1,1,1,1,1,2,3,3
6,44088,5000,1,1,1999Q3,15,1,1,1,1,2,2,2,2,2,1,1,,,1,1,1,1,1,1,1,1,1,1,1
1,80052,5000,1,1,1999Q3,15,3,3,3,3,3,3,3,3,1,3,3,,,3,3,2,1,1,1,1,1,2,3,3
1,31063,5010,1,1,1999Q3,15,1,1,1,1,1,1,1,1,1,3,3,,,3,3,3,3,1,1,1,2,2,2,1
1,80074,5010,1,1,1999Q3,15,2,2,2,2,2,2,2,2,2,2,3,,,3,3,3,2,1,1,1,1,,2,2
2,80132,5010,1,1,1999Q3,15,2,2,2,2,2,2,2,2,2,2,3,,,3,3,1,2,1,1,1,1,1,2,2
2,31527,5010,1,1,1999Q3,15,1,3,,,1,3,1,3,,2,2,,,2,1,1,1,1,1,1,2,2,1,3
4,81379,5010,1,1,1999Q3,15,3,3,3,3,3,3,3,3,1,3,3,,,3,3,1,1,1,1,1,1,2,,3
1,31443,5010,1,1,1999Q3,15,3,3,3,3,2,2,2,2,1,3,3,,,3,3,2,1,1,1,1,1,2,3,2
6,90890,5010,1,1,1999Q3,15,2,2,2,2,2,2,2,2,,3,3,,,3,3,2,2,,,,,,3,3
6,30116,5010,1,1,1999Q3,15,3,3,3,3,,,3,3,1,1,1,,,2,1,1,1,,,,,,,
6,81250,6000,1,1,1999Q3,15,3,3,3,3,3,3,3,3,1,3,3,,,3,1,1,1,1,1,1,1,2,3,3
6,31753,6000,9,9,1999Q3,15,1,2,1,2,2,,2,,1,2,3,,,3,1,1,1,,,,,2,3,1
6,80006,6000,1,1,1999Q3,15,3,3,3,3,3,,3,,,3,3,,,3,1,1,1,,,,,,,
6,80658,6000,1,1,1999Q3,15,2,2,2,2,3,3,3,3,1,2,2,,,3,2,2,1,1,1,1,1,2,3,3
6,80144,6010,1,1,1999Q3,15,1,3,1,3,1,3,1,3,2,3,3,,,3,3,3,2,,,,,,,
1,31655,6010,1,1,1999Q3,15,3,2,3,2,3,3,3,3,1,1,,,,,1,1,1,,,,2,2,3,2
6,44034,6010,1,1,1999Q3,15,1,2,1,2,1,2,1,2,,3,3,,,3,3,3,1,,,,,,,
5,43283,6010,1,1,1999Q3,15,3,2,3,2,2,1,2,1,1,,,,,,,,,,,,,,3,3
6,43231,6010,1,1,1999Q3,15,3,3,3,3,3,3,3,3,,3,3,,,3,3,3,1,,,,,,,
1,97086,5000,2,2,1999Q3,15,1,2,1,2,1,2,1,1,1,2,3,,,3,3,3,1,,,,,2,2,2
5,97114,5000,2,2,1999Q3,15,1,1,1,1,1,1,1,1,1,3,3,,,3,3,3,3,1,1,1,1,,2,
6,97206,5000,9,9,1999Q3,15,3,3,3,3,2,2,2,2,1,3,3,,,3,3,3,1,,,,,2,3,3
6,97078,5000,2,2,1999Q3,15,2,1,2,1,2,2,2,2,,3,,,,3,2,,1,,,,,2,2,1
6,97074,5000,2,2,1999Q3,15,2,1,2,1,2,1,2,1,2,3,3,,,3,3,1,1,1,1,1,1,2,2,1
6,97116,5000,2,2,1999Q3,15,2,3,2,2,2,2,2,2,,2,2,,,3,2,2,2,1,1,1,1,1,2,2
6,97379,5000,2,2,1999Q3,15,1,,1,,1,,1,,1,3,2,,,2,2,2,1,1,1,1,1,1,2,2
6,97366,5000,6,6,1999Q3,15,1,1,,,,1,1,,,,,,,,,,,1,,1,1,2,1,1
5,97249,5010,9,9,1999Q3,15,,,,,,,,,,,,,,,,,,,,,,,,
2,97009,5010,9,9,1999Q3,15,3,3,3,3,2,2,2,2,1,3,,,,3,2,1,2,,,1,,2,3,
6,82548,5010,9,9,1999Q3,15,2,3,3,3,3,3,2,3,1,3,1,,,3,3,1,1,,,1,2,2,3,3
5,97237,5010,9,9,1999Q3,15,1,1,1,1,1,,1,,2,3,3,,,3,3,1,2,1,,,,1,1,
6,97143,5010,9,9,1999Q3,15,2,2,2,2,1,2,1,2,2,1,2,,,3,3,2,1,,,,,2,3,2
6,97360,5010,7,7,1999Q3,15,3,2,3,2,3,2,3,2,1,3,2,,,3,3,2,1,1,1,1,1,2,3,2
8,40132,5010,6,6,1999Q3,15,2,2,2,2,2,2,2,2,1,3,3,,,3,1,1,2,1,1,1,1,2,2,
6,33134,5000,5,5,1999Q3,15,3,2,3,2,2,2,2,2,2,1,3,,,3,1,1,1,1,1,1,1,2,3,2
1,33133,6000,3,3,1999Q3,15,3,2,3,2,3,2,3,2,2,3,3,,,3,3,3,1,1,1,1,1,2,3,2
5,33131,5010,6,6,1999Q3,15,3,3,3,3,1,1,1,1,1,1,2,,,2,3,1,1,,,1,,2,3,3
1,33130,6010,8,8,1999Q3,15,3,3,3,3,2,1,2,1,1,3,3,,,3,3,2,1,,,,,2,3,1
6,80588,6010,8,8,1999Q3,15,3,3,3,3,3,3,3,3,1,3,3,,,2,3,3,1,,,,,2,3,
6,31211,5010,3,3,1999Q3,15,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,1,1,1,1,1,2,1,1
6,30770,5010,6,6,1999Q3,15,1,2,1,2,1,2,1,2,2,3,3,,,2,1,1,2,,,,,2,1,2
1,33147,5010,6,6,1999Q3,15,3,2,3,2,3,2,3,2,1,3,2,,,3,3,3,1,1,1,1,1,2,3,3
9,33140,5010,4,4,1999Q3,15,1,2,1,2,2,2,2,2,2,3,3,,,3,2,1,2,1,1,1,1,1,2,2
6,33142,6010,6,6,1999Q3,15,2,,2,,3,,3,,2,3,3,,,2,1,1,1,,,,,2,3,
6,33139,6010,8,8,1999Q3,15,3,3,2,2,3,3,1,1,2,2,3,,,3,3,3,1,,,,,2,3,2
6,33151,5010,9,9,1999Q3,15,1,1,1,1,1,1,1,1,,3,3,,,3,3,1,1,1,,1,1,1,1,1
6,81046,6010,7,7,1999Q3,15,3,3,3,3,1,3,1,3,1,3,3,,,3,3,2,1,,,,,2,3,
1,97376,5010,6,6,1999Q3,15,2,3,2,3,3,,,3,,,,,,,,,,,,,,2,3,3
6,97080,5010,9,9,1999Q3,15,3,3,3,3,3,3,3,3,,3,3,,,3,1,1,1,1,1,1,1,2,3,3
6,97238,5010,9,9,1999Q3,15,3,1,3,1,1,,1,,1,2,3,,,3,3,3,2,,,,,1,3,
4,97115,5010,9,9,1999Q3,15,2,2,2,2,3,3,3,3,3,3,3,,,,3,3,1,,,,,2,3,3
1,97093,5010,9,9,1999Q3,15,3,3,3,3,2,2,2,2,1,,,,,,,,1,,,,2,2,3,3
2,97066,6010,1,1,1999Q3,15,3,2,3,2,3,2,3,2,,3,3,,,3,3,3,1,,,,,2,3,3
6,97341,6010,9,9,1999Q3,15,3,3,3,3,3,3,3,3,1,2,,,,3,,2,1,,,1,,2,3,3
6,97373,6010,6,6,1999Q3,15,3,1,3,1,1,2,1,2,,3,2,,,3,3,3,3,,,,,1,2,
6,97377,6010,4,4,1999Q3,15,1,2,1,2,2,2,2,2,2,2,2,,,1,2,2,1,,,,,1,,1
6,97094,6010,6,6,1999Q3,15,3,1,3,1,2,2,2,2,1,3,3,,,3,2,1,3,1,1,1,1,2,3,3
6,97284,6010,6,6,1999Q3,15,1,2,1,2,1,2,1,2,1,3,3,,,3,2,1,3,,,,,1,1,1
6,97105,6010,6,6,1999Q3,15,3,3,2,2,1,1,1,1,1,3,3,,,3,1,1,1,1,1,1,1,2,3,2
6,97190,6010,6,6,1999Q3,15,3,3,3,3,3,3,3,3,,3,3,,,3,1,1,1,,,,,,,
6,97293,6010,6,6,1999Q3,15,3,3,3,3,3,3,3,3,,3,3,,,3,3,1,1,1,1,1,1,2,3,3
6,97072,6010,6,6,1999Q3,15,1,1,1,1,1,1,1,1,2,3,3,,,3,3,2,2,2,1,,,2,1,1
6,97301,6010,6,6,1999Q3,15,3,3,3,3,3,3,3,3,1,3,3,,,3,2,1,3,,,,,2,3,3
2,97349,6010,6,6,1999Q3,15,3,1,3,1,3,2,3,2,1,3,3,,,3,3,3,1,,,,,2,3,1
6,97090,6000,3,3,1999Q3,15,1,2,1,2,1,2,1,2,,3,3,,,3,3,2,2,,,,,1,1,1
1,97189,6000,3,3,1999Q3,15,3,2,3,3,3,3,3,3,3,3,3,,,3,2,2,1,1,1,1,1,2,3,3
6,97236,6000,3,3,1999Q3,15,3,2,3,2,3,2,3,2,1,3,3,,,3,3,2,1,,,,,2,3,3
5,97235,6000,3,3,1999Q3,15,3,3,2,2,3,3,2,2,,2,3,,,3,3,2,1,,,,,2,3,2
2,97266,6000,3,3,1999Q3,15,1,2,1,2,1,2,1,2,,3,3,,,3,3,3,,,,1,,1,1,
2,31575,6010,7,7,1999Q3,15,3,2,3,2,3,2,3,2,1,3,3,,,3,3,3,1,1,1,1,1,2,3,2
6,81253,5000,5,5,1999Q3,15,3,3,3,3,3,3,3,3,1,2,1,,,3,1,1,1,1,1,1,1,2,3,3
2,90155,5010,7,7,1999Q3,15,3,3,3,3,2,3,2,3,2,2,2,,,2,2,1,1,1,1,1,1,2,3,
3,41294,5010,9,9,1999Q3,15,2,1,2,3,3,3,3,,3,3,3,,,3,2,1,1,1,1,1,2,2,2,3
5,31374,5010,6,6,1999Q3,15,3,2,3,2,2,2,2,2,2,2,1,,,3,3,3,3,3,1,1,1,1,1,2
6,41562,5010,9,9,1999Q3,15,3,3,3,3,3,3,3,3,1,3,1,,,3,2,1,1,1,1,1,1,2,3,3
6,80086,5010,5,5,1999Q3,15,3,3,3,3,3,3,3,3,,3,3,,,3,2,1,1,1,1,1,1,2,3,3
7,30876,5010,4,4,1999Q3,15,3,3,3,3,3,3,3,3,1,2,1,,,3,3,3,1,2,2,2,2,2,3,3
5,31534,5010,9,9,1999Q3,15,3,1,3,1,3,,3,,1,3,2,,,3,1,1,1,1,1,1,1,2,3,1
6,80019,6010,8,8,1999Q3,15,3,2,3,2,3,2,3,2,1,3,3,,,3,2,1,1,1,1,1,1,2,3,2
2,42803,6010,4,4,1999Q3,15,3,2,3,2,2,2,2,2,1,,,,,,1,1,1,,,,,2,3,2
6,97077,6010,6,6,1999Q3,15,2,2,2,2,2,2,2,2,,3,3,,,2,2,2,2,,,,,2,2,2
6,31574,5010,9,9,1999Q3,15,1,2,1,2,2,2,2,2,1,2,2,,,3,3,2,1,1,1,1,1,2,3,3
5,80642,5000,6,6,1999Q3,15,3,3,3,3,3,3,3,3,1,2,1,,,3,3,2,2,1,1,1,1,2,3,2
6,33118,5010,1,1,1999Q3,15,3,2,3,2,3,2,3,2,2,2,2,,,3,2,2,1,1,1,1,1,2,3,1
1,80135,6000,3,3,1999Q3,15,3,2,2,2,2,2,2,2,1,2,3,,,2,,,2,,,,,2,2,2
6,33119,6000,4,4,1999Q3,15,3,3,3,3,2,1,2,1,,3,3,,,3,3,2,1,,,,,2,3,3
1,30487,6000,6,6,1999Q3,15,3,3,3,3,,,3,3,1,3,3,,,3,3,3,1,,,,,,,
2,31913,6010,6,6,1999Q3,15,3,3,3,3,3,3,3,3,2,3,3,,,3,3,3,1,,,,,2,3,3
6,33102,5000,1,1,1999Q3,15,3,3,3,3,3,3,3,3,,,,,,,1,1,1,1,1,1,1,2,3,2
6,33103,5000,1,1,1999Q3,15,2,3,2,3,1,3,1,3,1,,,,,,,,3,1,1,1,1,2,2,
8,33104,5000,5,5,1999Q3,15,1,2,1,2,1,2,1,2,2,3,3,,,3,2,2,1,,,,,,,
6,33107,5010,9,9,1999Q3,15,3,2,3,2,1,,1,,1,3,3,,,3,2,2,1,1,1,1,1,2,3,2
1,33108,5010,9,9,1999Q3,15,1,1,1,1,1,2,1,2,2,3,3,,,3,2,1,1,1,1,1,1,2,1,1
6,33109,6000,3,3,1999Q3,15,1,1,1,1,1,1,1,1,2,3,3,,,3,2,2,2,,,,,,,
6,33110,6010,6,6,1999Q3,15,3,3,3,2,2,1,2,1,1,2,3,,,3,1,1,1,1,1,1,1,2,1,2
1,33111,6010,5,5,1999Q3,15,3,3,3,3,3,3,3,3,,,,,,,,,1,1,1,1,1,,3,3
1,31187,5000,4,4,1999Q3,15,3,2,3,2,3,2,3,2,2,2,2,,,3,2,1,1,1,1,1,1,2,2,
2,90149,5000,1,1,1999Q2,15,3,3,3,3,2,2,2,2,1,3,3,,,3,1,1,1,,,1,1,2,3,3
1,30018,5000,1,1,1999Q2,15,2,3,2,3,2,3,2,3,,3,2,,,3,2,2,2,1,1,1,1,2,2,3
1,31251,5000,1,1,1999Q2,15,3,3,3,3,2,3,3,3,1,3,3,,,3,3,2,1,,,,,,,
1,30060,5000,1,1,1999Q2,15,3,2,3,2,3,2,3,2,,2,2,,,3,3,2,2,1,1,1,1,2,3,3
2,90148,5000,1,1,1999Q2,15,2,1,3,1,3,1,3,1,1,3,3,,,3,2,1,1,1,1,1,1,2,3,
6,81329,5000,1,1,1999Q2,15,2,2,2,2,2,2,2,2,1,3,3,,,2,3,3,2,,,,,1,2,2
9,90816,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,3,3,3,,,3,1,1,1,,,,,,,
3,41294,5000,1,1,1999Q2,15,1,1,1,1,2,3,2,3,1,3,3,,,3,3,1,2,,,,,,,
2,52071,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,3,3,,,3,1,1,1,1,1,1,1,2,3,3
1,30234,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,3,3,,,3,1,1,1,1,1,1,1,2,3,3
6,31001,5000,7,7,1999Q2,15,3,3,3,3,2,2,2,2,1,2,3,,,3,2,1,1,1,1,1,1,2,3,2
5,41211,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,3,2,,,3,3,1,1,1,1,1,1,2,3,3
2,30090,5000,1,1,1999Q2,15,2,2,2,2,2,2,2,2,1,3,3,,,3,1,1,1,1,1,1,1,2,3,
5,80010,5000,1,1,1999Q2,15,2,2,2,2,2,2,2,2,2,3,3,,,3,3,3,3,,,1,1,1,2,2
2,31108,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,,3,3,,,2,2,2,1,2,1,1,1,2,3,3
1,90070,5000,1,1,1999Q2,15,1,3,1,3,2,2,2,2,2,1,3,,,3,3,3,2,1,1,1,1,1,2,2
1,51902,5000,1,1,1999Q2,15,3,2,3,2,3,2,3,2,,2,3,,,3,2,,1,1,1,1,1,2,3,2
6,81253,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,,3,3,,,3,1,1,1,1,1,1,1,,,
6,31162,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,,3,3,,,3,1,1,1,1,1,1,1,,,
6,31216,5000,1,1,1999Q2,15,3,3,3,3,2,2,3,3,2,3,3,,,3,2,1,1,1,1,1,1,2,3,3
6,53335,5000,1,1,1999Q2,15,3,2,3,2,3,2,3,2,,3,3,,,3,1,1,1,,,,,2,3,3
5,50698,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,3,3,,,3,3,3,1,1,1,1,1,2,3,3
5,80642,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,2,1,,,3,3,1,1,1,1,1,1,2,3,3
3,80988,5000,1,1,1999Q2,15,3,3,2,3,3,3,3,3,1,2,3,,,,2,2,,,,,,2,3,3
5,30029,5000,1,1,1999Q2,15,3,2,3,2,3,2,3,2,1,1,,,,,,,1,,,,,2,3,2
5,31174,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,2,3,3,,,3,3,3,1,1,1,1,1,2,3,3
6,32019,5000,1,1,1999Q2,15,2,2,2,2,2,2,2,2,,3,3,,,3,3,2,2,1,1,1,1,2,3,3
6,50037,5000,1,1,1999Q2,15,2,1,2,1,1,,1,,1,2,1,,,3,2,2,2,,,,,1,1,1
5,40840,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,,3,3,,,3,3,3,3,2,2,2,2,,,
6,31153,5000,1,1,1999Q2,15,3,2,3,2,3,2,3,2,1,3,3,,,3,3,1,1,,,,,,,
6,81121,5000,1,1,1999Q2,15,3,2,3,3,2,2,3,3,2,3,3,,,3,3,2,1,1,1,1,1,2,3,3
2,80513,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,1,1,,,3,1,1,1,1,1,1,1,2,3,
1,80088,5000,1,1,1999Q2,15,2,1,2,1,2,1,2,1,1,1,3,,,2,3,2,2,1,1,1,1,1,2,1
4,80068,5000,1,1,1999Q2,15,3,2,3,2,3,2,3,2,1,3,3,,,3,3,1,1,,,,,2,3,3
8,90787,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,3,3,,,3,1,1,1,1,1,1,1,2,3,3
6,31072,5000,1,1,1999Q2,15,3,1,3,1,2,1,2,1,1,3,3,,,3,1,1,1,1,1,1,1,2,3,3
2,90155,5000,1,1,1999Q2,15,3,3,3,3,2,3,2,3,1,2,3,,,2,2,1,1,1,1,1,1,2,3,3
6,31005,5000,7,7,1999Q2,15,3,3,3,3,3,3,3,3,2,2,3,,,3,1,1,1,1,1,1,1,2,3,3
6,31149,5000,1,1,1999Q2,15,1,2,1,2,2,2,2,2,1,3,3,,,3,3,2,1,2,2,2,2,2,3,3
5,44012,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,3,3,,,3,3,1,1,,,,,2,3,3
1,90042,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,3,2,,,3,1,1,1,1,1,1,1,2,3,3
2,80480,5000,1,1,1999Q2,15,2,2,2,2,2,2,2,2,2,2,3,,,3,3,2,2,1,1,1,1,1,2,
1,31222,5000,1,1,1999Q2,15,2,1,2,1,2,,2,,2,3,3,,,3,3,3,2,1,1,1,1,1,2,
1,81015,5000,1,1,1999Q2,15,1,1,1,1,1,1,1,1,1,1,3,,,3,3,1,1,,,,,,,
1,41824,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,,3,3,,,3,2,1,2,1,1,1,1,2,3,3
1,40569,5000,1,1,1999Q2,15,3,1,3,1,3,1,3,1,1,3,3,,,3,2,2,1,1,1,1,1,2,3,1
1,31055,5000,1,1,1999Q2,15,2,2,2,2,2,2,2,2,,2,3,,,3,2,1,2,1,1,1,1,1,2,2
1,31112,5000,1,1,1999Q2,15,3,2,3,2,3,3,3,3,1,2,2,,,3,3,3,1,,,,,2,3,3
2,31276,5000,5,5,1999Q2,15,3,3,3,3,3,3,3,3,1,3,3,,,3,3,3,1,1,1,1,1,2,3,3
1,80065,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,2,3,,,2,3,1,1,1,1,1,1,2,3,3
2,53306,5000,1,1,1999Q2,15,1,2,1,2,2,2,2,2,1,3,3,,,3,3,3,2,1,1,1,1,1,1,
1,80052,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,,3,3,,,3,1,1,1,1,1,1,1,2,3,3
1,53046,5000,1,1,1999Q2,15,2,1,2,1,1,2,1,2,1,1,1,,,1,1,1,1,1,1,1,1,1,2,1
1,80137,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,,3,3,,,3,1,1,1,1,1,1,1,2,3,3
1,31189,5000,6,6,1999Q2,15,1,2,1,2,1,,1,,2,3,3,,,2,1,1,3,1,1,1,1,2,1,2
1,50347,5000,1,1,1999Q2,15,3,3,3,3,3,3,3,3,,3,3,,,3,2,1,1,1,1,1,1,2,3,3
1,31063,5000,1,1,1999Q2,15,1,2,1,2,1,2,2,2,1,3,3,,,2,3,2,3,1,1,1,2,2,3,3
1,30628,5010,0,0,1999Q2,15,3,1,3,1,3,1,3,1,1,2,1,,,2,2,1,1,1,1,1,1,2,3,1
1,74006,5010,1,1,1999Q2,15,3,2,3,2,3,2,3,2,1,3,3,,,3,3,1,1,1,1,1,1,2,3,3
1,30530,5010,1,1,1999Q2,15,3,3,3,3,2,2,2,2,1,3,3,,,3,3,3,1,1,1,1,,2,3,3
1,80559,5010,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,3,3,,,3,2,1,1,1,1,1,1,2,3,3
1,30487,5010,1,1,1999Q2,15,3,3,3,3,3,3,3,3,,3,3,,,3,2,2,1,,,,,2,3,3
1,31443,5010,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,3,3,,,3,3,2,1,1,1,1,1,2,3,3
1,80499,5010,1,1,1999Q2,15,3,1,3,1,2,1,2,1,,2,1,,,3,3,3,1,1,1,1,1,2,3,2
6,80588,5010,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,3,3,,,3,3,3,2,,,,,1,2,2
2,80009,5010,1,1,1999Q2,15,2,2,2,2,2,2,2,2,,3,2,,,2,2,3,3,,,,,2,2,
2,51802,5010,1,1,1999Q2,15,3,2,3,2,3,2,3,2,1,3,3,,,3,2,2,1,1,1,1,1,2,3,3
4,30086,5010,1,1,1999Q2,15,2,1,3,1,2,1,3,2,1,3,3,,,3,1,1,2,,,,,,,
6,30400,5010,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,3,2,,,3,1,1,1,1,1,1,1,2,3,3
1,31558,5010,1,1,1999Q2,15,3,3,3,3,2,2,2,2,1,3,3,,,3,3,1,1,1,1,1,1,2,3,3
4,31453,5010,1,1,1999Q2,15,2,1,2,1,2,2,2,2,,2,1,,,3,2,1,1,1,1,1,1,2,3,3
6,31107,5010,1,1,1999Q2,15,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,2
1,31523,5010,1,1,1999Q2,15,1,1,1,1,1,1,1,1,1,3,1,,,3,2,1,1,1,1,1,1,2,3,3
4,31422,5010,1,1,1999Q2,15,3,3,3,3,3,3,3,3,,3,3,,,3,3,2,1,1,1,1,1,2,3,3
6,31369,5010,8,8,1999Q2,15,3,3,3,3,1,3,1,3,1,2,1,,,2,2,2,1,1,1,1,1,2,2,2
4,40015,5010,1,1,1999Q2,15,3,2,3,2,2,2,2,2,1,3,3,,,3,3,2,1,1,1,1,1,2,3,2
6,80073,5010,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,3,3,,,3,3,1,3,1,1,1,1,2,3,3
5,80735,5010,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,1,1,,,1,1,1,1,,,,,2,3,3
6,80960,5010,1,1,1999Q2,15,3,1,3,1,1,1,1,1,2,3,3,,,3,3,2,2,1,1,1,1,1,3,2
2,31474,5010,1,1,1999Q2,15,3,3,,,3,3,3,3,2,3,3,,,3,2,2,1,1,1,1,1,2,3,3
3,52203,5010,1,1,1999Q2,15,3,1,3,1,3,3,3,3,1,3,3,,,3,3,2,1,1,1,1,1,2,3,1
2,31567,5010,7,7,1999Q2,15,3,3,3,3,3,3,3,3,1,3,3,,,3,1,1,1,1,1,1,,2,3,
1,44001,5010,1,1,1999Q2,15,3,3,3,3,2,2,2,2,1,,,,,,,1,1,,,,,2,3,2
9,31147,5010,1,1,1999Q2,15,3,3,3,3,3,2,3,2,1,3,3,,,3,3,2,1,2,2,1,,2,3,3
2,31381,5010,5,5,1999Q2,15,3,3,3,3,2,2,2,2,1,3,3,,,2,1,1,1,1,1,1,1,2,3,3
6,31574,5010,9,9,1999Q2,15,3,3,3,3,2,2,2,2,1,3,3,,,3,3,2,1,1,1,1,1,2,3,3
6,51527,5010,1,1,1999Q2,15,3,2,3,2,2,1,2,1,,3,3,,,3,2,2,1,1,1,1,1,2,3,1
5,31493,5010,1,1,1999Q2,15,1,1,1,1,1,1,1,1,2,3,3,,,3,3,1,1,1,1,1,1,2,1,1
2,53420,5010,1,1,1999Q2,15,3,3,3,3,2,3,2,3,1,3,3,,,3,3,1,1,1,1,1,1,2,3,
6,44075,5010,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,1,1,,,3,2,1,1,1,1,,1,2,3,3
6,31374,5010,1,1,1999Q2,15,3,3,3,3,1,2,1,2,2,3,3,,,3,3,3,1,1,1,1,1,2,3,3
2,50544,5010,1,1,1999Q2,15,3,2,3,2,3,2,3,2,1,3,3,,,3,3,3,1,1,1,1,1,2,3,3
6,80705,5010,1,1,1999Q2,15,1,3,1,3,3,,3,,,3,3,,,3,3,2,1,,,,,2,2,3
6,31441,5010,1,1,1999Q2,15,2,1,2,1,3,1,3,1,2,3,3,,,3,2,2,2,1,1,1,1,1,2,1
5,80720,5010,1,1,1999Q2,15,1,3,3,3,2,3,3,3,2,2,1,,,3,3,2,1,1,1,1,1,,3,3
6,80662,5010,1,1,1999Q2,15,3,3,3,3,2,3,2,3,1,3,3,,,3,2,1,1,1,1,1,1,2,3,3
6,31444,5010,9,9,1999Q2,15,1,2,1,2,1,2,1,2,2,2,1,,,3,3,1,1,1,1,1,1,2,2,2
2,80492,5010,1,1,1999Q2,15,2,3,2,3,1,3,1,3,,2,2,,,3,2,2,2,1,1,1,1,2,3,3
5,43125,5010,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,3,3,,,3,3,2,1,1,1,1,1,2,3,3
5,40625,5010,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,3,2,,,2,3,3,1,1,1,1,1,2,3,3
2,44072,5010,1,1,1999Q2,15,1,2,1,2,1,2,1,2,,3,3,,,3,3,1,1,1,1,1,1,1,1,2
2,31527,5010,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,1,1,,,2,1,1,1,1,1,1,2,2,3,3
5,31395,5010,1,1,1999Q2,15,1,1,1,1,1,1,1,1,1,3,3,,,3,2,1,1,1,1,1,1,2,3,
6,53780,5010,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,2,2,,,3,3,3,1,1,1,1,1,2,3,3
6,31468,5010,2,2,1999Q2,15,3,3,3,3,3,3,3,3,,3,3,,,3,1,1,1,1,1,1,1,,,
6,31211,5010,1,1,1999Q2,15,1,1,1,1,2,2,2,2,2,2,3,,,2,2,1,1,1,1,1,1,2,2,2
1,31213,5010,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,3,2,,,3,3,3,1,1,1,1,1,2,3,3
6,80964,5010,1,1,1999Q2,15,3,3,3,3,3,3,3,3,1,3,3,,,3,3,1,2,1,1,1,1,2,3,3
2,90746,5010,1,1,1999Q2,15,1,1,1,1,1,1,1,1,1,3,3,,,3,3,2,1,1,1,1,1,2,2,2
