Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6,Q7,Q8,Q9,Q10,Q12,Latecomer,NewRecruit,WrongClassif,Duplicate
1,30013,5010,4,2.023526406,2001Q2,2,2,1,2,1,2,1,2,2,2,3,2,1,,,FALSE,FALSE,FALSE,FALSE
1,30018,5000,2,0.870634071,2001Q2,2,3,3,3,3,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,30067,6000,1,0.354859221,2001Q2,,3,,3,3,2,3,3,3,3,3,3,3,,,FALSE,FALSE,FALSE,FALSE
1,30085,6010,2,0.972377881,2001Q2,2,3,1,3,1,3,2,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,30234,5000,1,0.264680901,2001Q2,1,3,2,3,1,3,2,2,2,1,1,3,1,,,FALSE,FALSE,FALSE,FALSE
1,30480,6000,3,5.929785339,2001Q2,2,3,2,3,2,3,2,3,2,2,2,2,2,,,FALSE,FALSE,FALSE,FALSE
1,30530,5010,1,0.264680901,2001Q2,2,1,2,1,3,1,3,1,3,2,2,3,2,,,FALSE,FALSE,FALSE,FALSE
1,30628,5010,4,2.023526406,2001Q2,,2,2,3,3,3,3,3,3,1,2,1,1,,,FALSE,FALSE,FALSE,FALSE
1,30830,6010,1,0.354859221,2001Q2,,3,3,3,3,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,31063,5000,1,0.264680901,2001Q2,2,3,2,3,2,3,3,3,3,1,3,3,2,,,FALSE,FALSE,FALSE,FALSE
1,31092,5000,1,0.264680901,2001Q2,1,1,2,1,2,2,2,1,2,1,3,3,3,,,FALSE,FALSE,FALSE,FALSE
1,31146,6010,1,0.354859221,2001Q2,2,1,1,1,1,3,1,2,1,2,1,1,1,,,FALSE,FALSE,FALSE,FALSE
1,31443,5010,1,0.264680901,2001Q2,2,3,3,3,3,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,31508,5010,4,2.023526406,2001Q2,2,2,,1,1,2,2,2,2,2,2,3,1,,,FALSE,FALSE,FALSE,FALSE
1,31523,5010,4,2.023526406,2001Q2,2,3,2,3,2,3,3,3,3,1,1,3,1,,,FALSE,FALSE,FALSE,FALSE
1,31605,6010,4,2.883321941,2001Q2,2,3,2,3,2,3,2,3,2,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,31655,6010,1,0.354859221,2001Q2,2,3,2,3,2,3,3,3,3,1,1,1,1,,,FALSE,FALSE,FALSE,FALSE
1,31721,6000,1,0.354859221,2001Q2,2,2,,2,,3,,3,,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
1,31875,6010,1,0.354859221,2001Q2,2,3,,3,,2,,2,,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
1,31886,6000,1,0.354859221,2001Q2,2,2,1,1,1,2,2,3,1,2,2,3,3,,,FALSE,FALSE,FALSE,FALSE
1,32027,6000,3,5.929785339,2001Q2,2,3,3,3,3,2,2,3,3,1,3,3,2,,,FALSE,FALSE,FALSE,FALSE
1,38008,5000,1,0.264680901,2001Q2,2,,,3,2,2,2,3,2,1,2,3,2,,,FALSE,FALSE,FALSE,FALSE
1,40569,6000,1,0.354859221,2001Q2,2,3,2,3,2,3,3,3,3,2,3,3,3,,,FALSE,FALSE,FALSE,FALSE
1,40891,6010,1,0.354859221,2001Q2,2,3,1,3,1,3,2,3,1,2,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,44001,6000,1,0.354859221,2001Q2,2,2,2,3,2,2,2,3,3,1,,,,,,FALSE,FALSE,FALSE,FALSE
1,44095,5000,1,0.264680901,2001Q2,1,1,,1,,1,,2,,1,1,3,2,,,FALSE,FALSE,FALSE,FALSE
1,44117,5010,1,0.264680901,2001Q2,2,2,2,3,3,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,52130,6000,1,0.354859221,2001Q2,2,3,1,3,1,3,2,3,2,2,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,80052,5000,1,0.264680901,2001Q2,2,3,3,3,3,3,3,3,3,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
1,80074,5010,1,0.264680901,2001Q2,2,2,,3,2,3,2,3,2,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,80088,6000,1,0.354859221,2001Q2,1,,,1,1,1,1,2,2,1,1,2,2,,,FALSE,FALSE,FALSE,FALSE
1,80419,5000,1,0.264680901,2001Q2,2,3,1,3,1,3,1,3,1,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,80420,6010,1,0.354859221,2001Q2,2,3,2,3,2,2,2,3,3,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
1,80423,5010,1,0.264680901,2001Q2,2,3,2,3,2,3,2,3,2,1,2,2,1,,,FALSE,FALSE,FALSE,FALSE
1,80496,6010,2,0.972377881,2001Q2,1,3,2,2,2,3,2,2,2,2,3,3,2,,,FALSE,FALSE,FALSE,FALSE
1,80576,6010,1,0.354859221,2001Q2,2,3,1,3,1,3,1,3,1,2,2,3,1,,,FALSE,FALSE,FALSE,FALSE
1,81002,5000,1,0.264680901,2001Q2,2,2,,2,3,2,2,2,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,81026,6000,1,0.354859221,2001Q2,1,1,1,1,1,2,2,1,1,2,1,3,3,,,FALSE,FALSE,FALSE,FALSE
1,96888,5010,3,4.280224559,2001Q2,2,1,1,1,1,2,2,2,2,2,1,3,1,,,FALSE,FALSE,FALSE,FALSE
1,96891,5010,4,2.023526406,2001Q2,2,3,3,3,3,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,96963,6010,1,0.354859221,2001Q2,2,3,,3,3,3,3,3,3,1,,,,,,FALSE,FALSE,FALSE,FALSE
1,96972,5010,2,0.870634071,2001Q2,2,2,2,2,3,2,3,2,3,1,2,2,1,,,FALSE,FALSE,FALSE,FALSE
1,96981,6000,1,0.354859221,2001Q2,1,3,2,3,2,3,2,3,2,2,3,3,2,,,FALSE,FALSE,FALSE,FALSE
1,96986,6010,2,0.972377881,2001Q2,2,1,2,2,2,2,2,3,1,2,1,3,1,,,FALSE,FALSE,FALSE,FALSE
1,97015,6010,2,0.972377881,2001Q2,2,3,3,3,3,3,3,3,3,1,3,2,1,,,FALSE,FALSE,FALSE,FALSE
1,97017,6000,1,0.354859221,2001Q2,1,1,2,2,2,1,2,,,2,2,3,3,,,FALSE,FALSE,FALSE,FALSE
1,97086,5000,1,0.264680901,2001Q2,2,3,2,3,2,3,2,3,2,3,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,97140,6000,1,0.354859221,2001Q2,1,1,1,1,1,2,2,1,1,3,1,2,2,,,FALSE,FALSE,FALSE,FALSE
2,30090,5000,1,0.264680901,2001Q2,2,,,3,1,2,2,3,2,1,3,3,2,,,FALSE,FALSE,FALSE,FALSE
2,31276,5000,1,0.264680901,2001Q2,2,2,,3,,3,,3,,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
2,31358,5010,1,0.264680901,2001Q2,2,3,3,2,3,2,3,2,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
2,31381,5010,1,0.264680901,2001Q2,2,3,2,3,2,3,2,3,2,1,1,3,1,,,FALSE,FALSE,FALSE,FALSE
2,31527,5010,1,0.264680901,2001Q2,2,3,3,3,3,3,3,3,3,1,2,2,1,,,FALSE,FALSE,FALSE,FALSE
2,31567,5010,4,2.023526406,2001Q2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,FALSE,FALSE,FALSE,FALSE
2,40216,6010,2,0.972377881,2001Q2,2,3,3,3,3,3,3,3,3,1,3,2,1,,,FALSE,FALSE,FALSE,FALSE
2,42803,6010,1,0.354859221,2001Q2,2,,,3,,3,,3,,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
2,42846,6010,1,0.354859221,2001Q2,2,3,1,3,2,3,2,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
2,50544,5010,4,2.023526406,2001Q2,2,3,3,3,3,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
2,52071,5010,1,0.264680901,2001Q2,2,3,3,3,3,3,3,3,3,1,,,1,,,FALSE,FALSE,FALSE,FALSE
2,80492,5010,1,0.264680901,2001Q2,1,1,1,1,1,1,1,1,1,3,2,2,3,,,FALSE,FALSE,FALSE,FALSE
2,90114,5010,1,0.264680901,2001Q2,1,1,2,2,2,1,2,1,2,2,1,2,1,,,FALSE,FALSE,FALSE,FALSE
2,90149,6000,1,0.354859221,2001Q2,1,1,1,1,1,2,2,1,1,2,3,3,1,,,FALSE,FALSE,FALSE,FALSE
2,90174,6010,1,0.354859221,2001Q2,2,3,3,3,3,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
2,90202,5000,1,0.264680901,2001Q2,2,3,3,3,3,2,3,3,3,1,3,2,1,,,FALSE,FALSE,FALSE,FALSE
2,96928,5000,2,0.870634071,2001Q2,1,2,,2,2,2,2,2,2,2,2,2,3,,,FALSE,FALSE,FALSE,FALSE
2,97056,6010,4,2.883321941,2001Q2,1,2,,2,,3,,3,,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
2,97087,5010,4,2.023526406,2001Q2,2,3,3,3,3,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
2,97266,6000,1,0.354859221,2001Q2,,3,,2,,2,,3,,3,3,3,1,,,FALSE,FALSE,FALSE,FALSE
3,30895,6010,1,0.354859221,2001Q2,2,2,2,2,2,2,2,3,2,2,3,3,1,,,FALSE,FALSE,FALSE,FALSE
3,31743,6000,1,0.354859221,2001Q2,2,3,,3,3,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
3,35018,5010,3,4.280224559,2001Q2,2,3,3,3,3,3,3,3,3,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
3,41294,5010,4,2.023526406,2001Q2,1,2,2,2,2,2,2,3,3,2,3,3,2,,,FALSE,FALSE,FALSE,FALSE
3,44121,6000,1,0.354859221,2001Q2,1,1,1,1,1,2,1,1,1,2,1,2,2,,,FALSE,FALSE,FALSE,FALSE
3,97306,6000,1,0.354859221,2001Q2,2,3,,2,,3,,3,,2,1,3,1,,,FALSE,FALSE,FALSE,FALSE
4,31453,5010,1,0.264680901,2001Q2,2,3,3,3,3,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
4,31864,6010,1,0.354859221,2001Q2,1,3,3,3,3,3,3,2,2,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
4,81379,5010,1,0.264680901,2001Q2,2,3,3,3,3,3,3,3,3,,3,3,1,,,FALSE,FALSE,FALSE,FALSE
4,90090,5010,1,0.264680901,2001Q2,1,2,2,3,2,3,2,2,2,2,3,3,3,,,FALSE,FALSE,FALSE,FALSE
4,96993,6000,1,0.354859221,2001Q2,2,3,3,3,3,3,2,3,2,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
4,97309,5010,1,0.264680901,2001Q2,2,2,2,3,3,2,2,2,2,1,1,3,1,,,FALSE,FALSE,FALSE,FALSE
5,31374,5010,2,0.870634071,2001Q2,1,1,3,1,3,1,3,1,2,2,2,2,3,,,FALSE,FALSE,FALSE,FALSE
5,31395,5010,1,0.264680901,2001Q2,2,2,2,3,3,3,3,2,3,1,3,2,1,,,FALSE,FALSE,FALSE,FALSE
5,31397,5010,2,0.870634071,2001Q2,2,3,2,3,2,2,2,3,2,1,2,3,2,,,FALSE,FALSE,FALSE,FALSE
5,31493,5010,4,2.023526406,2001Q2,1,2,2,2,2,2,3,1,2,1,2,2,2,,,FALSE,FALSE,FALSE,FALSE
5,31515,5010,1,0.264680901,2001Q2,2,2,,3,,3,,3,,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
5,31542,5000,4,2.023526406,2001Q2,2,3,3,3,3,3,2,2,2,2,2,3,1,,,FALSE,FALSE,FALSE,FALSE
5,31784,6010,3,5.929785339,2001Q2,1,2,2,2,2,1,3,2,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
5,31806,6010,4,2.883321941,2001Q2,2,2,3,2,2,2,3,2,3,2,2,3,3,,,FALSE,FALSE,FALSE,FALSE
5,33197,6010,2,0.972377881,2001Q2,1,1,1,1,1,2,2,2,1,2,3,3,2,,,FALSE,FALSE,FALSE,FALSE
5,40625,5010,1,0.264680901,2001Q2,,,,3,3,3,3,3,3,1,1,2,1,,,FALSE,FALSE,FALSE,FALSE
5,42030,6000,1,0.354859221,2001Q2,2,2,2,2,1,1,2,2,2,2,3,3,1,,,FALSE,FALSE,FALSE,FALSE
5,50199,6010,1,0.354859221,2001Q2,2,2,2,2,2,3,2,3,2,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
5,80642,5000,2,0.870634071,2001Q2,1,1,1,1,1,1,1,1,1,2,2,2,1,,,FALSE,FALSE,FALSE,FALSE
5,80735,5010,1,0.264680901,2001Q2,2,,3,3,3,3,3,3,3,1,1,1,1,,,FALSE,FALSE,FALSE,FALSE
5,90338,6000,1,0.354859221,2001Q2,2,,,3,1,2,,3,1,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
5,90342,5010,1,0.264680901,2001Q2,2,3,3,3,3,2,3,2,3,1,3,2,1,,,FALSE,FALSE,FALSE,FALSE
5,90384,5010,1,0.264680901,2001Q2,2,3,3,3,3,3,3,3,3,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
5,96999,6010,4,2.883321941,2001Q2,1,3,2,,,3,2,2,1,2,3,2,2,,,FALSE,FALSE,FALSE,FALSE
5,97005,5000,1,0.264680901,2001Q2,2,3,,3,,3,,3,,3,2,2,2,,,FALSE,FALSE,FALSE,FALSE
5,97024,5000,2,0.870634071,2001Q2,2,,,3,3,3,3,3,3,1,1,1,1,,,FALSE,FALSE,FALSE,FALSE
5,97045,6000,1,0.354859221,2001Q2,2,3,3,3,3,3,3,2,3,2,3,3,1,,,FALSE,FALSE,FALSE,FALSE
5,97119,5010,4,2.023526406,2001Q2,2,3,1,3,2,3,2,3,2,2,3,3,1,,,FALSE,FALSE,FALSE,FALSE
5,97134,6010,3,5.929785339,2001Q2,2,3,3,3,3,3,3,3,3,1,2,2,1,,,FALSE,FALSE,FALSE,FALSE
5,97200,5000,4,2.023526406,2001Q2,2,3,3,3,3,3,3,3,3,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
5,97205,5000,1,0.264680901,2001Q2,,2,,3,2,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
5,97323,5000,1,0.264680901,2001Q2,1,2,2,2,2,2,2,2,2,2,3,3,2,,,FALSE,FALSE,FALSE,FALSE
5,97325,6010,1,0.354859221,2001Q2,1,2,2,3,3,2,2,3,3,1,2,3,2,,,FALSE,FALSE,FALSE,FALSE
5,97343,6010,2,0.972377881,2001Q2,1,2,2,1,1,2,2,2,3,1,3,2,2,,,FALSE,FALSE,FALSE,FALSE
6,30116,5010,1,0.264680901,2001Q2,2,3,2,3,1,3,2,3,2,1,1,2,1,,,FALSE,FALSE,FALSE,FALSE
6,30400,5010,1,0.264680901,2001Q2,2,1,2,1,2,2,2,2,2,2,3,3,2,,,FALSE,FALSE,FALSE,FALSE
6,30770,5010,2,0.870634071,2001Q2,2,3,2,2,2,2,2,3,2,2,3,3,2,,,FALSE,FALSE,FALSE,FALSE
6,31001,5000,4,2.023526406,2001Q2,2,2,2,3,2,3,2,3,2,2,2,2,1,,,FALSE,FALSE,FALSE,FALSE
6,31011,5010,1,0.264680901,2001Q2,1,2,2,1,2,1,2,2,2,2,2,3,3,,,FALSE,FALSE,FALSE,FALSE
6,31072,5000,1,0.264680901,2001Q2,2,2,2,3,3,3,3,3,3,1,2,2,1,,,FALSE,FALSE,FALSE,FALSE
6,31153,5000,1,0.264680901,2001Q2,2,2,2,2,2,2,2,3,3,1,3,2,1,,,FALSE,FALSE,FALSE,FALSE
6,31169,5010,4,2.023526406,2001Q2,2,3,2,3,1,3,2,3,2,1,3,3,2,,,FALSE,FALSE,FALSE,FALSE
6,31190,5000,1,0.264680901,2001Q2,1,2,2,2,2,3,2,2,2,1,3,3,2,,,FALSE,FALSE,FALSE,FALSE
6,31211,5010,1,0.264680901,2001Q2,1,1,2,2,2,2,2,2,2,2,2,1,1,,,FALSE,FALSE,FALSE,FALSE
6,31380,5010,1,0.264680901,2001Q2,2,3,3,3,3,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,31424,5010,2,0.870634071,2001Q2,2,3,2,3,2,3,3,3,3,1,3,3,2,,,FALSE,FALSE,FALSE,FALSE
6,31574,5010,4,2.023526406,2001Q2,1,2,2,3,3,2,2,2,2,2,2,2,2,,,FALSE,FALSE,FALSE,FALSE
6,31714,6000,1,0.354859221,2001Q2,1,2,2,2,2,2,2,3,3,2,3,3,3,,,FALSE,FALSE,FALSE,FALSE
6,33103,5000,1,0.264680901,2001Q2,2,2,3,3,3,2,2,3,3,2,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,33106,5010,1,0.264680901,2001Q2,2,1,1,2,1,3,2,3,2,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
6,33118,5010,1,0.264680901,2001Q2,,2,2,3,3,3,3,3,2,2,2,3,1,,,FALSE,FALSE,FALSE,FALSE
6,33119,6000,1,0.354859221,2001Q2,1,,,2,2,2,2,2,2,2,3,3,2,,,FALSE,FALSE,FALSE,FALSE
6,33134,5000,1,0.264680901,2001Q2,2,,,2,2,3,2,3,2,2,1,3,2,,,FALSE,FALSE,FALSE,FALSE
6,33139,6010,4,2.883321941,2001Q2,2,3,3,3,3,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,35024,5010,2,0.870634071,2001Q2,1,1,,1,,1,,2,,1,3,3,3,,,FALSE,FALSE,FALSE,FALSE
6,35028,5010,1,0.264680901,2001Q2,2,3,3,3,3,2,2,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,35031,6000,1,0.354859221,2001Q2,1,2,2,,,2,2,3,3,,3,3,3,,,FALSE,FALSE,FALSE,FALSE
6,35039,6000,4,2.883321941,2001Q2,1,1,1,1,1,2,2,1,1,2,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,40086,5010,1,0.264680901,2001Q2,1,1,2,1,2,1,2,1,2,2,2,3,2,,,FALSE,FALSE,FALSE,FALSE
6,44034,6010,1,0.354859221,2001Q2,,3,2,3,2,3,2,2,2,2,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,44059,6010,1,0.354859221,2001Q2,2,3,3,3,3,3,2,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,44083,6010,1,0.354859221,2001Q2,2,1,3,3,3,3,3,3,3,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
6,50037,6000,1,0.354859221,2001Q2,2,2,2,2,2,2,2,2,2,2,1,3,1,,,FALSE,FALSE,FALSE,FALSE
6,51527,5010,3,4.280224559,2001Q2,2,2,2,2,2,2,2,2,2,2,3,3,3,,,FALSE,FALSE,FALSE,FALSE
6,53335,5000,1,0.264680901,2001Q2,1,1,1,2,2,2,2,1,1,1,2,2,2,,,FALSE,FALSE,FALSE,FALSE
6,80005,6000,1,0.354859221,2001Q2,2,3,3,3,3,3,3,3,3,3,1,2,3,,,FALSE,FALSE,FALSE,FALSE
6,80006,6000,1,0.354859221,2001Q2,2,,,3,2,2,2,3,2,2,2,3,1,,,FALSE,FALSE,FALSE,FALSE
6,80015,6000,1,0.354859221,2001Q2,1,2,,1,,1,,2,,1,3,3,2,,,FALSE,FALSE,FALSE,FALSE
6,80019,6010,4,2.883321941,2001Q2,1,1,1,1,1,1,1,1,1,2,2,2,2,,,FALSE,FALSE,FALSE,FALSE
6,80086,5010,1,0.264680901,2001Q2,2,3,,3,2,3,2,3,2,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,80144,6010,1,0.354859221,2001Q2,2,3,3,3,2,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,80615,6000,1,0.354859221,2001Q2,1,,,2,2,3,2,2,2,1,3,3,3,,,FALSE,FALSE,FALSE,FALSE
6,80616,6010,1,0.354859221,2001Q2,2,,,,2,2,2,3,3,1,3,,,,,FALSE,FALSE,FALSE,FALSE
6,80648,6010,2,0.972377881,2001Q2,2,3,,3,3,2,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,80953,5010,1,0.264680901,2001Q2,2,,3,3,3,3,3,3,3,3,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,81189,6010,1,0.354859221,2001Q2,2,,,3,2,2,2,3,2,3,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,81253,5000,1,0.264680901,2001Q2,2,3,3,3,3,3,3,3,3,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
6,90860,6010,4,2.883321941,2001Q2,,2,1,2,1,2,1,2,2,2,2,3,3,,,FALSE,FALSE,FALSE,FALSE
6,96915,5000,1,0.264680901,2001Q2,1,2,2,3,,3,2,2,2,2,2,3,2,,,FALSE,FALSE,FALSE,FALSE
6,97027,6000,1,0.354859221,2001Q2,1,2,2,,,2,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE
6,97028,6010,1,0.354859221,2001Q2,2,,,3,2,3,3,3,3,1,,,1,,,FALSE,FALSE,FALSE,FALSE
6,97030,6010,2,0.972377881,2001Q2,2,3,3,3,3,3,3,3,3,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
6,97038,6010,4,2.883321941,2001Q2,,3,,,,3,,3,,1,,,,,,FALSE,FALSE,FALSE,FALSE
6,97041,6010,3,5.929785339,2001Q2,2,3,3,3,3,3,3,3,3,1,2,1,1,,,FALSE,FALSE,FALSE,FALSE
6,97046,6010,1,0.354859221,2001Q2,2,2,2,3,2,3,2,3,2,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
6,97072,6010,2,0.972377881,2001Q2,1,2,2,2,2,2,2,3,3,3,2,2,2,,,FALSE,FALSE,FALSE,FALSE
6,97074,5000,1,0.264680901,2001Q2,2,3,2,3,2,2,2,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,97078,5000,1,0.264680901,2001Q2,2,2,2,2,2,3,2,3,2,2,2,2,2,,,FALSE,FALSE,FALSE,FALSE
6,97128,6010,2,0.972377881,2001Q2,2,3,3,3,3,2,2,3,3,2,3,3,2,,,FALSE,FALSE,FALSE,FALSE
6,97135,5010,4,2.023526406,2001Q2,2,3,3,3,3,3,3,3,3,1,1,2,1,,,FALSE,FALSE,FALSE,FALSE
6,97143,5010,4,2.023526406,2001Q2,2,2,1,2,1,3,2,3,2,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
6,97150,6010,4,2.883321941,2001Q2,2,3,3,3,3,2,2,3,3,3,2,2,1,,,FALSE,FALSE,FALSE,FALSE
6,97168,5010,4,2.023526406,2001Q2,2,3,2,3,2,3,2,3,3,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
6,97172,6010,1,0.354859221,2001Q2,2,2,2,2,2,2,2,3,3,2,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,97186,5010,4,2.023526406,2001Q2,2,1,1,2,2,1,1,1,1,2,2,3,2,,,FALSE,FALSE,FALSE,FALSE
6,97188,5000,1,0.264680901,2001Q2,2,2,,2,2,2,2,3,3,1,3,2,1,,,FALSE,FALSE,FALSE,FALSE
6,97193,6000,1,0.354859221,2001Q2,2,3,3,3,3,3,3,3,3,2,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,97201,6010,4,2.883321941,2001Q2,1,1,1,,,2,2,1,1,2,3,3,2,,,FALSE,FALSE,FALSE,FALSE
6,97206,5000,4,2.023526406,2001Q2,1,1,1,1,1,2,2,1,1,2,3,3,3,,,FALSE,FALSE,FALSE,FALSE
6,97221,5010,4,2.023526406,2001Q2,2,2,2,2,2,2,2,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,97238,5010,4,2.023526406,2001Q2,1,2,1,2,2,1,1,2,1,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
6,97248,6010,4,2.883321941,2001Q2,1,2,2,2,2,2,2,2,2,1,1,2,1,,,FALSE,FALSE,FALSE,FALSE
6,97253,6010,2,0.972377881,2001Q2,,2,2,3,2,3,2,3,2,1,2,1,1,,,FALSE,FALSE,FALSE,FALSE
6,97255,6010,4,2.883321941,2001Q2,2,2,1,2,1,2,1,3,2,1,1,2,1,,,FALSE,FALSE,FALSE,FALSE
6,97262,6000,1,0.354859221,2001Q2,2,3,1,3,1,3,1,3,1,1,3,1,1,,,FALSE,FALSE,FALSE,FALSE
6,97346,6010,1,0.354859221,2001Q2,,3,3,3,3,1,2,3,2,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,97355,5010,4,2.023526406,2001Q2,2,3,,3,3,2,2,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
6,97360,5010,3,4.280224559,2001Q2,1,2,1,2,1,2,2,2,2,1,1,3,1,,,FALSE,FALSE,FALSE,FALSE
6,97373,6010,2,0.972377881,2001Q2,2,,2,3,2,2,1,3,1,3,2,3,3,,,FALSE,FALSE,FALSE,FALSE
3,31468,5010,1,0.264680901,2001Q2,2,3,3,3,3,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
3,97169,5010,4,2.023526406,2001Q2,2,3,,3,3,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
3,97198,5000,1,0.264680901,2001Q2,2,2,3,3,3,2,2,2,2,1,1,2,1,,,FALSE,FALSE,FALSE,FALSE
8,33104,5000,1,0.264680901,2001Q2,2,2,,2,,2,,2,,2,3,3,1,,,FALSE,FALSE,FALSE,FALSE
8,40132,5010,2,0.870634071,2001Q2,,2,2,2,2,2,2,2,2,2,3,3,1,,,FALSE,FALSE,FALSE,FALSE
8,90087,5010,4,2.023526406,2001Q2,2,3,2,3,2,3,2,3,2,1,2,3,1,,,FALSE,FALSE,FALSE,FALSE
8,33140,5010,1,0.264680901,2001Q2,2,3,3,3,3,3,3,3,3,2,3,3,1,,,FALSE,FALSE,FALSE,FALSE
8,90815,6010,1,0.354859221,2001Q2,2,3,2,3,2,3,2,2,2,3,3,3,1,,,FALSE,FALSE,FALSE,FALSE
8,97166,5010,3,4.280224559,2001Q2,2,3,3,3,3,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,30013,5010,4,2.104467463,2001Q3,2,3,2,3,3,3,3,3,3,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,30018,5000,2,1.368139254,2001Q3,2,2,2,3,2,3,2,3,2,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,30067,6000,1,0.470394782,2001Q3,,,,3,3,2,2,3,3,3,3,3,3,,,FALSE,FALSE,FALSE,FALSE
1,30085,6010,2,0.902922318,2001Q3,2,1,,1,2,2,2,2,2,1,3,3,1,,,FALSE,FALSE,FALSE,FALSE
1,30234,5000,1,0.269019932,2001Q3,1,1,2,1,2,2,2,2,2,1,2,3,2,,,FALSE,FALSE,FALSE,FALSE
1,30480,6000,3,5.929785339,2001Q3,2,3,1,3,1,3,1,3,1,1,2,3,3,,,FALSE,FALSE,FALSE,FALSE
1,30830,6010,1,0.470394782,2001Q3,2,3,2,3,2,2,2,3,2,1,2,3,2,,,FALSE,FALSE,FALSE,FALSE
1,30926,5010,1,0.269019932,2001Q3,2,3,,3,2,3,2,3,2,1,1,2,1,,,FALSE,FALSE,FALSE,FALSE
