Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6A,Q6P,Comments,Latecomer,NewRecruit,WrongClassific,Duplicate,Imputed
02,34853,0088,2,100,12Q2,2,2,2,2,3,3,2,3,2,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,34853,0088,2,100,12Q3,2,2,2,2,2,1,2,3,2,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,34853,0088,2,100,12Q4,1,2,2,1,2,1,2,2,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,34883,0088,1,100,02Q2,1,1,1,1,1,1,1,1,1,1,1,,FALSE,FALSE,FALSE,FALSE,FALSE
02,34908,0088,4,100,02Q3,2,2,2,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,34908,0088,4,100,03Q1,2,2,3,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,34908,0088,4,100,03Q2,2,2,3,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,34908,0088,4,100,04Q1,2,3,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,34908,0088,4,100,04Q2,2,3,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,34908,0088,4,100,04Q3,2,2,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,34908,0088,4,100,04Q4,2,2,,2,,2,,2,,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,34908,0088,4,100,05Q1,2,2,2,1,1,2,2,2,2,1,1,,FALSE,FALSE,FALSE,FALSE,FALSE
02,34908,0088,4,100,06Q4,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,34908,0088,4,100,08Q1,,2,2,2,3,3,3,3,3,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,34908,0088,4,100,08q2,1,2,1,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,34939,0088,4,100,04Q3,2,2,2,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,50414,0088,0,100,02Q1,,3,3,2,2,3,3,3,3,1,1,,FALSE,FALSE,FALSE,FALSE,FALSE
02,50478,0088,0,100,07Q1,2,2,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,50478,0088,0,100,07Q2,2,2,2,3,2,3,2,3,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,50478,0088,2,100,09Q3,2,2,,3,,3,,3,,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,50478,0088,2,100,09Q4,2,2,2,3,2,2,2,2,2,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51786,0088,0,100,02Q2,1,1,2,1,1,1,1,1,1,1,1,,FALSE,FALSE,FALSE,FALSE,FALSE
02,51786,0088,0,100,03Q2,1,2,2,2,2,2,2,3,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,0,100,02Q1,2,2,1,1,1,2,1,2,1,1,1,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,0,100,02Q2,2,2,2,2,2,2,2,1,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,0,100,02Q3,2,2,2,2,1,2,1,2,2,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,0,100,03Q3,2,2,2,2,3,2,3,2,3,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,0,100,04Q3,1,2,2,1,1,1,1,1,1,1,1,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,0,100,06Q2,1,1,2,1,2,1,2,1,2,1,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,0,100,07Q4,1,2,2,2,2,1,2,2,2,2,1,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,0,100,08Q1,1,2,2,2,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,0,100,08q2,1,2,1,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,2,100,09Q1,1,1,2,2,1,2,2,2,2,2,1,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,2,100,09Q3,2,2,,3,,3,,3,,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,2,100,10Q2,2,2,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,2,100,10Q3,2,2,2,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,2,100,11Q1,2,2,2,2,1,2,1,3,1,3,1,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,2,100,11Q2,,2,3,2,1,1,2,1,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,2,100,11Q3,1,3,3,3,3,3,3,3,3,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92663,0088,2,100,11Q4,1,2,2,2,1,2,1,2,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92675,0088,0,100,01Q2,1,2,2,2,1,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92675,0088,0,100,01Q4,1,2,,2,,1,,3,,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,0,100,01Q4,2,2,2,3,2,3,2,3,2,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,0,100,02Q1,2,2,2,2,2,2,2,2,2,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,0,100,02Q2,2,2,2,1,1,2,1,2,2,2,1,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,0,100,03Q1,2,2,2,3,3,2,3,2,2,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,0,100,03Q3,2,2,2,2,2,3,3,3,3,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,0,100,04Q1,2,2,2,3,2,3,2,3,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,0,100,04Q4,2,2,2,2,2,1,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,0,100,05Q2,1,2,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,0,100,05Q3,2,2,2,2,2,3,2,2,2,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,0,100,06Q1,1,2,2,1,1,1,1,2,1,1,1,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,0,100,06Q2,1,2,2,1,2,1,2,2,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,0,100,06Q3,1,2,2,1,1,1,1,1,1,1,1,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,0,100,07Q3,1,2,2,1,1,1,1,2,1,1,1,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,0,100,07Q4,1,2,2,2,2,1,2,1,2,1,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,2,100,09Q2,1,2,2,2,3,2,3,2,1,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,2,100,09Q3,1,2,2,3,3,2,2,2,2,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,2,100,10Q2,2,2,2,2,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,2,100,10Q3,2,2,2,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,2,100,10Q4,2,2,2,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,2,100,11Q2,2,2,2,1,2,2,2,2,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,2,100,12Q1,2,2,2,3,3,2,3,1,3,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,2,100,12Q2,1,2,2,3,3,2,3,1,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92888,0088,2,100,12Q3,2,2,2,3,2,3,3,1,3,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92891,0088,0,100,06Q1,1,2,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92891,0088,0,100,07Q3,1,2,2,2,1,2,1,2,1,2,1,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92891,0088,5,100,09Q2,1,2,2,2,3,2,3,2,3,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92891,0088,5,100,09Q3,,2,2,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92891,0088,5,100,10Q2,1,2,2,2,3,2,3,2,3,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92891,0088,5,100,11Q3,2,2,2,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
02,92891,0088,5,100,12Q3,1,1,2,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,10007,0088,2,100,06Q2,1,2,2,1,1,1,1,1,1,1,1,,FALSE,FALSE,FALSE,FALSE,FALSE
03,10007,0088,2,100,06Q3,1,2,2,2,2,1,2,1,3,1,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,10007,0088,2,100,06Q4,1,2,2,2,2,1,3,1,3,1,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,10007,0088,2,100,07Q1,1,2,2,2,2,2,3,3,3,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,10007,0088,2,100,07Q2,1,2,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,10007,0088,2,100,07Q3,1,2,2,3,3,2,3,2,3,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,10007,0088,2,100,07Q4,1,2,2,2,3,3,3,3,3,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,10007,0088,2,100,08Q1,1,2,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,10007,0088,2,100,08Q3,,2,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,10007,0088,2,100,08Q4,1,2,2,2,3,2,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,10010,0088,1,100,06Q2,1,2,2,,,2,2,3,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,10105,0088,2,100,08Q3,2,2,2,3,2,3,1,3,2,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,10105,0088,2,100,09Q1,2,2,2,3,2,3,2,3,2,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,10105,0088,2,100,09Q3,1,2,2,3,3,3,1,2,1,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,30655,0088,0,100,01Q2,,3,3,1,1,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,30655,0088,0,100,01Q3,,2,2,2,1,1,2,3,2,2,1,,FALSE,FALSE,FALSE,FALSE,FALSE
03,30655,0088,0,100,01Q4,1,2,2,1,1,2,1,3,1,1,1,,FALSE,FALSE,FALSE,FALSE,FALSE
03,30656,0088,0,100,01Q2,1,2,2,2,1,2,1,2,1,2,1,,FALSE,FALSE,FALSE,FALSE,FALSE
03,30656,0088,0,100,01Q4,1,2,2,2,1,2,1,2,1,2,1,,FALSE,FALSE,FALSE,FALSE,FALSE
03,30658,0088,0,100,03Q3,1,2,2,2,1,2,1,2,1,1,1,,FALSE,FALSE,FALSE,FALSE,FALSE
03,30658,0088,0,100,08q2,1,2,2,2,2,1,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,30660,0088,0,100,01Q2,2,2,2,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,30660,0088,0,100,01Q4,2,2,,2,,2,,2,,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,30677,0088,0,100,01Q3,,2,2,3,3,2,2,3,2,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,31433,0088,0,100,01Q2,2,3,2,3,2,3,2,3,2,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,31563,0088,0,100,01Q3,2,2,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,31797,0088,0,100,01Q2,1,2,,2,,2,,2,,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,02Q1,1,2,2,1,3,1,2,2,1,1,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,02Q2,1,2,2,1,3,1,1,3,1,1,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,02Q3,1,2,2,2,3,2,1,1,3,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,02Q4,1,2,2,3,3,2,2,3,1,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,03Q1,2,2,2,3,2,2,1,3,1,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,03Q2,1,2,2,3,3,2,3,1,2,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,04Q1,1,2,2,3,2,3,2,1,3,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,04Q2,1,2,2,2,2,1,1,3,1,1,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,04Q3,1,2,2,2,3,1,3,1,3,1,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,04Q4,1,2,2,3,2,2,2,3,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,05Q1,1,3,2,3,2,1,3,3,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,05Q2,1,3,2,3,3,1,3,3,1,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,05Q3,1,2,2,2,3,3,1,1,3,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,06Q1,1,2,2,3,3,1,3,2,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,06Q2,1,2,2,1,3,3,3,3,2,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,06Q4,1,2,2,3,3,1,3,2,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,07Q1,1,2,2,3,2,3,2,1,3,1,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,07Q2,1,2,2,3,2,3,2,2,2,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,07Q3,1,2,2,3,3,3,3,1,2,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,09Q2,1,1,2,1,2,1,2,3,1,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,09Q4,2,2,2,3,3,3,3,1,3,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,10Q1,2,2,2,3,1,3,1,3,2,3,1,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,10Q2,1,2,2,1,3,1,3,1,1,1,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,10Q3,1,2,2,3,3,3,3,1,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,10Q4,1,2,2,2,3,3,1,1,3,1,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,11Q1,1,2,2,1,3,3,1,1,3,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,11Q2,1,2,2,1,1,1,1,3,1,1,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,11Q3,1,2,2,1,3,2,2,3,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,11Q4,1,2,2,3,2,1,2,3,1,1,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,12Q1,1,2,2,3,2,1,2,1,2,1,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,12Q3,2,2,2,3,2,3,2,3,2,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34761,0088,2,100,12Q4,2,2,3,3,2,3,2,3,2,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34815,0088,0,100,06Q2,1,2,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34815,0088,0,100,06Q4,1,2,,3,,3,,3,,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34815,0088,0,100,07Q4,1,2,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34815,0088,2,100,10Q4,2,2,2,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34827,0088,4,100,06Q1,1,2,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34827,0088,4,100,06Q2,1,2,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34827,0088,4,100,08Q3,1,2,2,1,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34827,0088,4,100,09Q3,1,2,2,2,2,2,2,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,34827,0088,4,100,11Q1,1,1,1,3,3,3,3,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,38012,0088,0,100,01Q3,1,2,2,2,3,2,3,2,3,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,38012,0088,0,100,01Q4,,2,2,1,2,1,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,40749,0088,0,100,01Q4,1,3,2,2,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92675,0088,0,100,02Q2,1,2,,1,,2,,2,,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92675,0088,0,100,02Q3,,2,2,2,2,3,3,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92675,0088,0,100,03Q2,1,2,2,3,2,1,3,1,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92675,0088,0,100,04Q3,1,2,2,2,2,2,3,3,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92675,0088,0,100,04Q4,1,2,2,2,2,3,1,3,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92675,0088,0,100,05Q3,1,2,2,1,1,2,1,1,2,1,1,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92675,0088,0,100,06Q1,1,1,2,3,2,1,3,2,1,1,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92675,0088,0,100,06Q3,1,1,2,3,3,2,3,3,2,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92675,0088,0,100,07Q1,1,2,2,1,3,3,3,2,1,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92675,0088,0,100,07Q2,1,2,2,2,3,2,2,3,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92675,0088,2,100,10Q1,1,2,2,3,2,2,3,3,2,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92675,0088,2,100,10Q2,1,2,2,2,2,2,2,3,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92675,0088,2,100,10Q4,1,2,2,1,3,2,1,3,2,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92675,0088,2,100,11Q1,2,2,,2,,2,,3,,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92675,0088,2,100,11Q3,1,2,2,2,3,2,1,3,1,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92675,0088,2,100,12Q3,1,2,2,3,1,2,3,3,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92807,0088,0,100,06Q1,1,2,1,1,2,1,2,1,1,1,1,,FALSE,FALSE,FALSE,FALSE,FALSE
03,92807,0088,0,100,07Q3,,1,2,3,2,2,3,1,2,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,06Q2,2,2,2,3,3,2,2,1,3,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,06Q3,2,2,2,3,3,2,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,07Q1,2,2,2,3,2,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,07Q2,2,2,2,2,2,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,07Q3,2,2,2,2,2,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,07Q4,2,2,2,2,2,3,2,3,2,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,08Q1,2,2,2,2,2,2,3,2,2,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,08q2,2,2,2,2,1,3,2,2,3,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,08Q3,2,2,2,1,2,2,3,3,3,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,08Q4,2,2,2,2,2,1,1,3,3,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,09Q1,2,2,2,2,2,1,2,3,3,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,09Q2,2,2,2,2,3,2,2,3,2,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,09Q3,2,2,2,3,2,2,3,2,2,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,09Q4,2,2,2,2,2,3,3,2,2,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,10Q1,2,2,2,2,2,3,2,2,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,10Q2,2,2,2,2,2,2,2,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,10Q3,1,2,2,2,1,2,2,3,3,3,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,10Q4,1,2,2,1,2,2,1,3,3,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,11Q1,2,2,2,2,2,1,1,3,2,2,1,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,11Q2,2,2,2,2,2,1,1,2,1,1,1,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,11Q3,2,2,2,2,3,3,2,1,2,1,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,12Q1,1,2,2,2,2,3,3,1,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,12Q2,1,2,2,2,2,3,3,,1,1,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,12Q3,1,2,2,2,1,3,3,1,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10006,0088,1,100,12Q4,1,2,2,1,1,2,3,3,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10008,0088,4,100,06Q2,1,2,2,1,2,3,2,2,1,2,1,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10008,0088,4,100,07Q2,1,2,2,3,2,2,3,1,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10008,0088,4,100,08Q1,1,2,2,3,1,2,2,2,3,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10008,0088,4,100,08q2,1,2,2,3,3,2,3,2,2,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10008,0088,4,100,09Q4,1,2,2,3,2,3,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10008,0088,4,100,10Q2,2,2,2,3,3,3,2,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10008,0088,4,100,11Q4,1,2,1,3,3,2,2,1,1,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10008,0088,4,100,12Q2,2,1,1,2,2,3,3,2,2,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10008,0088,4,100,12Q4,2,1,1,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10009,0088,3,100,06Q2,1,2,,1,,1,,2,,1,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10009,0088,3,100,07Q4,1,2,,3,,3,,2,,2,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10009,0088,3,100,08Q1,1,2,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10009,0088,3,100,08q2,1,2,2,3,3,3,3,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10009,0088,3,100,08Q3,1,2,2,2,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10009,0088,3,100,09Q2,2,2,2,3,3,2,2,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10009,0088,3,100,09Q3,,3,,3,,3,,3,,3,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10009,0088,3,100,09Q4,2,3,3,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10009,0088,3,100,10Q1,2,3,3,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10009,0088,3,100,10Q2,2,3,2,3,2,2,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10009,0088,3,100,10Q4,,2,2,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10009,0088,3,100,11Q1,2,2,2,3,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10009,0088,3,100,12Q2,2,2,2,2,3,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10017,0088,2,100,06Q2,2,2,2,2,2,2,2,3,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10116,0088,1,100,06Q2,1,2,2,1,3,1,3,3,3,2,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10116,0088,1,100,06Q3,2,2,2,2,2,2,2,3,2,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10168,0088,5,100,06Q2,1,1,2,1,2,2,2,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10168,0088,5,100,10Q3,2,2,2,3,2,3,3,3,3,3,3,,FALSE,FALSE,FALSE,FALSE,FALSE
04,10168,0088,5,100,11Q3,2,2,2,1,2,2,1,3,2,2,1,,FALSE,FALSE,FALSE,FALSE,FALSE
