Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Comments,Latecomer,NewRecruit,WrongClassific,Duplicate,Imputed
6,35552,703,9,100,05Q1,2,2,2,3,3,3,3,3,2,1,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,35552,703,9,100,05Q2,2,3,1,3,1,2,2,3,1,1,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,35552,703,9,100,05Q3,1,1,2,2,2,1,2,2,2,1,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36023,703,9,100,03Q3,1,,,2,2,2,2,2,2,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36023,703,9,100,05Q3,1,2,2,2,2,2,2,2,2,1,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36023,703,9,100,06Q1,1,,,2,1,2,1,1,1,2,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36023,703,9,100,06Q2,1,1,,1,1,3,3,1,1,3,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36023,703,9,100,06Q4,1,1,1,1,1,1,1,1,1,3,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36023,703,9,100,09Q1,1,1,1,1,1,1,1,1,1,2,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36023,703,9,100,09Q2,1,2,2,2,2,2,2,2,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36023,703,9,100,10Q1,1,3,3,3,3,2,2,2,2,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36023,703,9,100,10Q2,1,3,3,3,3,3,3,3,3,1,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36117,701,7,100,03Q3,2,3,3,3,3,3,3,2,2,1,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36212,703,2,100,05Q2,1,1,1,1,1,1,2,1,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36212,703,2,100,05Q3,1,1,2,1,2,3,2,1,2,3,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36212,703,2,100,06Q1,1,1,1,1,1,1,1,1,1,3,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36212,703,2,100,06Q2,1,1,1,1,1,1,1,1,1,3,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36212,703,2,100,06Q4,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE
6,36212,703,2,100,07Q2,1,2,2,1,2,1,2,2,2,3,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36212,703,2,100,09Q2,1,3,3,3,3,3,3,2,2,1,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36212,703,2,100,09Q4,1,2,3,2,3,2,3,2,3,2,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36212,703,2,100,10Q1,1,3,3,3,3,3,3,3,3,1,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36212,703,2,100,10Q2,1,,,3,3,3,3,3,3,1,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36212,703,2,100,10Q3,2,3,2,3,2,3,2,3,2,1,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36212,703,2,100,10Q4,1,3,,3,2,3,2,3,2,1,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36212,703,2,100,11Q1,1,3,2,3,2,3,2,3,1,1,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36212,703,2,100,11Q2,1,2,1,2,1,3,2,2,1,1,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36212,703,2,100,11Q3,1,1,,2,2,2,2,3,2,1,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36230,701,9,100,05Q3,1,1,2,1,2,3,2,1,2,1,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36230,701,9,100,06Q3,1,1,2,1,1,1,1,1,1,3,1,1,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,36230,701,9,100,07Q4,1,1,2,1,2,1,2,1,2,2,1,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37285,701,7,100,07Q1,1,1,1,1,1,2,1,2,1,2,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37285,701,7,100,07Q2,1,1,1,1,1,2,1,2,3,3,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37285,701,7,100,08q2,1,1,1,1,1,1,1,1,1,3,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37285,701,9,100,08Q3,1,1,1,1,1,1,1,1,1,3,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37285,701,9,100,09Q1,1,3,3,3,3,2,3,1,3,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37318,702,9,100,07Q2,1,2,1,1,1,1,1,3,1,2,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37318,702,9,100,07Q3,1,3,2,2,2,1,2,3,2,1,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37318,702,9,100,08q2,,3,1,3,2,3,2,2,2,2,1,1,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37320,703,9,100,12Q1,1,1,2,1,2,2,2,1,2,2,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37320,703,9,100,12Q3,1,2,2,2,2,2,2,2,2,1,2,3,2,2,,6,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37332,703,6,100,08Q3,2,2,2,2,2,2,2,2,2,2,1,1,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37332,703,6,100,09Q1,2,3,1,3,1,3,1,3,1,1,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37332,703,6,100,09Q4,2,2,2,2,2,2,2,2,2,1,1,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37332,703,6,100,10Q1,2,3,1,3,1,3,2,3,2,1,1,1,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37332,703,6,100,10Q2,2,3,,3,,3,,3,,1,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37332,703,6,100,11Q1,2,2,,3,1,2,1,2,1,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37332,703,6,100,11Q3,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37337,703,5,100,07Q1,1,1,1,1,1,2,2,1,1,2,3,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37337,703,5,100,07Q3,1,2,1,2,1,1,1,2,1,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37337,703,5,100,08Q4,1,2,3,2,3,1,2,2,2,2,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37337,703,5,100,09Q2,2,3,3,3,3,2,3,2,3,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37337,703,5,100,09Q3,2,3,2,3,2,3,3,2,3,1,1,3,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37337,703,5,100,10Q1,2,2,2,3,2,3,2,3,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37337,703,5,100,10Q4,2,3,2,3,2,3,2,3,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37337,703,5,100,11Q1,2,2,,2,,2,2,3,2,2,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37337,703,5,100,11Q3,2,3,3,3,3,3,2,3,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37337,703,5,100,11Q4,2,3,2,3,2,3,3,3,3,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37337,703,5,100,12Q1,2,2,2,3,2,3,2,2,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37352,703,2,100,05Q3,1,1,2,1,2,1,2,1,2,2,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37356,702,9,100,05Q3,1,2,2,3,3,2,2,2,2,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37356,702,9,100,06Q1,2,2,3,3,3,3,3,3,3,2,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37356,702,9,100,06Q2,,2,1,2,1,2,1,3,2,2,1,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37356,702,9,100,06Q4,1,1,,1,1,2,1,1,1,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37356,702,9,100,07Q2,1,2,1,1,1,2,1,1,1,2,1,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37360,703,7,100,05Q3,1,2,2,2,1,1,2,3,2,1,2,1,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37360,703,7,100,07Q2,1,1,2,1,2,1,2,2,2,1,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37360,703,7,100,08Q4,1,2,2,2,1,1,2,2,3,1,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37360,703,7,100,09Q1,1,2,2,2,2,2,2,,3,1,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37360,703,7,100,10Q1,2,3,3,2,3,2,3,3,3,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37360,703,7,100,10Q3,1,2,2,3,3,3,3,3,2,1,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37360,703,7,100,11Q3,2,3,,3,3,3,2,3,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37360,703,7,100,11Q4,2,3,,3,2,3,2,3,2,1,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,701,9,100,05Q3,1,2,,2,1,2,1,2,2,1,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,701,9,100,06Q1,1,2,1,2,1,2,1,2,1,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,701,9,100,06Q2,,1,1,1,1,1,1,2,1,,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,701,9,100,06Q3,1,,,2,1,2,2,2,2,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,701,9,100,06Q4,1,1,1,1,1,1,1,2,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,701,9,100,07Q1,1,1,1,1,1,1,1,2,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,701,9,100,07Q2,1,1,1,1,1,1,1,2,1,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,701,9,100,07Q3,1,2,1,2,1,1,1,2,1,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,701,9,100,07Q4,2,,,3,,2,3,2,3,3,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,701,9,100,08Q1,1,1,,1,,1,,2,,2,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,701,9,100,08q2,1,2,1,2,1,2,1,3,1,,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,702,9,100,08Q3,1,2,1,2,1,2,1,2,2,2,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,702,9,100,08Q4,2,3,,3,1,3,1,3,1,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,702,9,100,09Q1,2,,2,3,2,3,2,3,2,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,702,9,100,09Q2,2,3,,3,,3,,3,,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,702,9,100,09Q4,1,3,,3,,2,,2,,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,702,9,100,10Q1,2,1,1,1,1,1,1,2,1,2,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,702,9,100,10Q2,,2,2,2,1,2,1,2,2,1,,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,702,9,100,10Q4,2,3,,3,3,3,3,3,3,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,702,9,100,11Q1,2,3,,3,3,3,3,3,3,1,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,702,9,100,11Q2,2,2,2,2,2,2,2,3,2,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,702,9,100,11Q3,2,3,3,2,3,3,3,3,3,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,702,9,100,11Q4,2,3,3,3,3,2,2,3,2,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,702,9,100,12Q3,1,2,,2,,1,,3,,1,2,2,1,3,,11,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37363,702,9,100,12Q4,2,3,3,3,2,2,3,3,2,1,2,2,1,,,9,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37368,703,5,100,05Q3,2,2,1,2,1,3,1,3,1,2,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37368,703,5,100,06Q1,2,2,,3,,3,,3,,2,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37368,703,5,100,06Q4,1,2,,2,,2,,3,,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,37521,702,9,100,05Q3,1,1,1,1,1,1,1,1,1,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,40831,703,7,100,01Q3,2,3,2,3,3,2,2,3,3,2,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,53780,703,8,100,03Q3,1,1,1,1,1,1,1,2,1,2,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,53780,703,8,100,05Q1,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE
6,82488,700,9,100,01Q3,2,2,3,2,3,3,3,2,3,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82491,700,9,100,01Q4,2,2,2,2,2,3,3,1,1,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82491,700,9,100,03Q1,2,1,,2,,2,,2,,2,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82491,700,9,100,03Q2,1,2,2,2,2,1,2,2,2,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82491,700,9,100,05Q2,2,3,3,3,3,3,3,3,3,2,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82491,700,9,100,06Q3,1,1,,1,2,1,2,1,2,3,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82491,700,9,100,06Q4,1,1,2,1,1,1,1,1,2,2,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,01Q2,1,,,1,1,1,2,1,1,2,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,01Q3,1,2,3,2,3,2,3,1,2,2,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,01Q4,2,3,2,3,2,2,2,2,3,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,02Q1,1,,,2,1,2,2,3,2,2,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,02Q3,1,2,1,2,1,2,2,2,2,2,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,02Q4,1,2,1,1,1,1,1,2,2,2,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,03Q1,1,1,1,1,1,2,2,2,1,2,3,1,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,03Q3,2,3,1,3,1,3,1,3,1,3,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,03Q4,1,2,2,3,2,3,2,2,2,1,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,04Q1,2,2,1,2,1,2,1,2,1,2,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,04Q2,1,3,2,3,2,2,2,2,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,04Q4,,,,3,2,3,3,3,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,05Q1,1,1,1,1,1,1,1,2,1,2,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,05Q2,1,1,1,1,2,2,1,2,1,2,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,06Q1,1,1,2,1,2,1,2,1,2,3,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,06Q2,1,2,2,2,2,1,2,1,2,2,1,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,06Q3,1,1,2,1,2,1,2,1,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,06Q4,1,1,2,1,2,1,2,1,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,07Q1,1,1,,1,2,1,2,1,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,07Q2,1,1,,1,2,1,2,1,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,07Q3,1,2,2,1,2,1,1,1,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,07Q4,1,1,2,1,2,1,2,1,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,08Q1,1,2,2,2,2,2,2,2,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,08q2,1,2,,2,2,2,2,2,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,08Q3,1,3,,3,2,2,2,3,2,3,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,08Q4,1,2,1,2,1,2,2,2,2,2,2,1,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,09Q1,1,3,2,2,2,2,2,2,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,09Q2,1,3,3,3,3,2,3,2,3,1,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,09Q3,1,2,,3,2,3,2,2,3,1,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,09Q4,2,3,,3,2,2,2,3,2,2,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,10Q2,1,3,2,3,2,2,2,3,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,10Q3,2,3,2,3,2,3,2,3,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,11Q1,2,3,2,3,2,2,3,3,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,11Q2,2,3,2,3,2,3,3,3,3,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,12Q2,2,3,2,3,2,3,2,3,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,12Q3,2,3,3,3,3,3,3,3,3,1,3,3,1,1,,8,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82492,703,7,100,12Q4,2,3,3,3,3,3,3,3,3,1,3,3,,1,,3,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82495,703,9,100,07Q3,1,,,2,2,2,2,1,2,3,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,01Q4,2,1,,1,,2,,1,,1,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,02Q1,1,1,2,1,2,1,1,1,1,2,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,02Q3,2,3,3,3,3,2,2,2,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,05Q2,2,3,,3,,2,,3,,1,1,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,07Q4,1,1,2,1,2,1,2,1,2,3,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,08Q1,1,2,2,2,2,2,2,2,2,3,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,08q2,1,1,2,1,2,1,2,1,1,3,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,09Q1,1,2,3,2,3,2,2,1,2,1,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,09Q2,1,3,2,1,2,1,2,1,2,1,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,09Q3,1,3,2,2,2,2,2,2,2,1,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,09Q4,1,2,3,1,3,1,2,1,2,1,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,10Q1,1,3,2,2,3,2,2,1,2,1,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,10Q4,2,3,2,3,3,2,2,2,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,11Q3,2,3,3,3,3,3,3,2,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,11Q4,1,1,,2,,2,,3,,3,3,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,12Q1,1,3,2,3,2,3,2,3,2,1,3,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82502,703,9,100,12Q3,1,1,1,1,1,2,2,2,3,2,3,2,2,3,,14,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,01Q4,1,1,3,1,3,1,3,1,3,2,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,02Q1,1,2,1,2,1,2,1,2,1,2,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,02Q2,1,1,2,1,2,1,2,1,2,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,02Q3,1,1,1,2,1,2,1,2,1,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,02Q4,1,1,1,1,1,2,1,1,1,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,03Q3,1,1,2,1,2,1,2,1,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,04Q1,1,2,2,2,2,2,2,2,2,2,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,04Q2,1,2,1,2,1,2,1,2,1,2,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,04Q3,1,3,1,3,1,3,1,3,1,1,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,04Q4,1,,,2,1,2,1,2,1,2,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,05Q1,1,1,,1,1,1,1,1,1,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,05Q2,1,1,1,1,1,1,1,1,1,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,06Q1,1,1,1,1,1,1,1,1,1,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,06Q2,1,2,1,1,1,1,1,1,1,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,06Q3,1,1,1,1,1,1,1,1,1,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,06Q4,1,1,1,1,1,1,1,1,1,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,07Q1,1,1,1,1,1,1,1,1,1,3,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,07Q2,1,1,1,1,1,1,1,1,1,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,07Q3,1,1,1,1,1,1,1,1,1,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,07Q4,1,1,2,1,1,1,1,1,1,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,08Q1,1,1,1,1,2,1,2,1,1,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,700,2,100,08q2,1,1,2,1,2,1,2,1,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,703,2,100,08Q3,1,1,1,1,2,1,2,3,1,1,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,703,2,100,08Q4,2,3,3,3,3,2,3,3,3,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,703,2,100,09Q1,2,3,2,3,2,3,2,3,2,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,703,2,100,09Q2,1,3,2,3,2,2,2,2,2,1,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,703,2,100,10Q3,2,3,1,3,1,3,2,3,1,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,703,2,100,10Q4,2,3,1,3,1,3,1,3,1,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
6,82504,703,2,100,11Q1,2,3,1,3,1,3,1,3,1,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
