Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Comments,Latecomer,NewRecruit,WrongClassific,Duplicate,Imputed
2,36051,701,9,100,05Q3,1,2,1,1,1,1,1,2,2,2,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,36051,701,9,100,06Q1,1,2,2,2,2,1,2,2,2,3,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,36051,701,9,100,06Q2,1,1,1,2,1,2,2,1,1,3,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,36051,701,9,100,06Q3,1,2,1,2,1,2,2,2,1,3,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,36051,701,9,100,06Q4,1,1,2,1,2,2,2,1,2,3,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,36051,701,9,100,07Q1,1,1,2,1,2,2,2,1,2,3,2,1,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,36051,701,9,100,07Q2,1,2,3,2,3,2,3,1,2,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,36051,701,9,100,07Q3,1,2,2,2,3,1,3,2,2,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,36051,701,9,100,07Q4,2,2,3,2,3,2,3,2,3,1,1,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,36051,701,9,100,08Q1,1,2,3,2,3,2,3,1,3,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,36178,701,8,100,05Q2,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE
2,36178,701,8,100,05Q3,1,3,3,3,3,3,3,2,3,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,37330,701,9,100,07Q2,1,2,2,2,2,2,2,2,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,37330,701,9,100,07Q3,1,2,2,2,2,2,2,2,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,37330,701,9,100,07Q4,1,1,2,1,2,1,2,1,2,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,37330,701,9,100,08Q1,1,2,3,2,3,2,3,2,2,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,37330,701,9,100,08Q4,1,2,2,2,2,1,1,1,1,1,1,1,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,37330,701,9,100,09Q1,1,3,3,3,3,2,3,2,3,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,37330,701,9,100,09Q2,2,3,,3,,3,,3,,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,37330,701,9,100,09Q3,2,3,2,3,2,3,2,3,2,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,37470,702,8,100,08Q3,1,2,3,2,2,2,3,3,3,2,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,37470,702,8,100,08Q4,2,3,3,2,2,1,3,3,3,2,1,1,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,37470,702,8,100,09Q1,,3,3,2,3,3,3,3,3,1,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,37470,702,8,100,09Q2,1,2,3,2,3,2,3,2,3,1,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,37470,702,8,100,09Q3,2,3,2,1,2,1,3,3,3,1,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,37470,702,8,100,10Q3,2,3,3,3,3,3,3,3,3,1,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,37470,702,8,100,12Q3,2,3,2,1,2,1,2,3,2,1,1,2,1,1,,6,,FALSE,FALSE,FALSE,FALSE,FALSE
2,80492,702,8,100,08Q4,2,3,2,3,2,3,2,3,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,80492,702,8,100,09Q1,2,3,3,3,3,3,3,3,3,1,3,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,80492,702,8,100,09Q2,2,,,3,3,3,3,3,3,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,80492,702,8,100,09Q3,2,2,2,2,1,3,2,3,2,1,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,80492,702,8,100,09Q4,1,2,1,1,1,2,2,2,1,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,80492,702,8,100,10Q1,2,3,3,3,3,3,3,3,3,1,3,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,80492,702,8,100,10Q2,2,3,3,3,3,3,3,3,3,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,80492,702,8,100,10Q3,2,3,3,3,3,3,3,3,3,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,80492,702,8,100,11Q2,2,3,2,3,3,3,3,3,3,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,90157,700,1,100,01Q2,1,1,2,1,2,1,2,1,2,3,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,90157,700,1,100,01Q3,2,2,,2,,2,,2,,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,90157,700,1,100,01Q4,1,1,3,1,3,3,2,1,3,2,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,90157,700,1,100,02Q1,1,2,1,2,1,2,1,1,2,2,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,90157,700,1,100,02Q2,1,2,1,1,1,3,1,2,1,2,1,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,90157,700,1,100,02Q3,1,2,1,1,1,2,1,2,1,2,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,90157,700,1,100,02Q4,1,2,1,1,2,2,2,2,1,2,1,1,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,90157,700,1,100,03Q1,1,1,2,1,2,1,1,2,1,2,1,1,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,90157,700,1,100,03Q2,1,1,2,1,2,1,2,2,2,2,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,90157,700,1,100,03Q3,1,1,2,1,2,1,2,1,3,1,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,90157,700,1,100,03Q4,1,1,3,1,3,1,3,,3,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,90157,700,1,100,04Q2,1,2,3,2,2,1,2,2,3,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,90157,700,1,100,04Q3,1,2,2,2,2,2,2,2,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
2,90157,700,1,100,04Q4,1,2,3,2,3,2,3,2,3,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,06Q3,1,1,1,1,1,1,1,1,1,1,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,06Q4,1,1,,1,3,1,3,1,3,1,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,07Q2,2,2,,2,,3,,3,,1,1,1,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,08Q4,2,3,1,2,2,2,2,3,1,2,1,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,09Q1,1,3,,1,,2,,2,,1,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,09Q2,1,2,3,2,2,3,3,2,2,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,09Q3,1,2,1,2,1,2,1,1,1,3,1,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,09Q4,1,3,2,3,1,3,2,3,2,1,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,10Q2,1,2,,2,3,2,,2,,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,10Q3,2,3,,3,,3,,3,,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,10Q4,2,3,,3,,3,,3,,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,11Q1,2,3,3,3,3,3,3,3,3,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,11Q2,2,3,,3,,3,,3,,3,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,11Q3,2,3,3,3,3,3,3,3,3,3,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,11Q4,2,3,2,3,2,3,2,3,2,1,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,12Q1,2,3,1,3,1,3,1,3,1,1,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,12Q2,2,1,1,1,1,1,1,1,1,2,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,10311,702,4,100,12Q3,1,1,,1,2,1,2,1,2,2,2,3,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,34825,703,5,100,05Q1,1,2,1,2,2,2,1,2,2,1,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37332,703,6,100,07Q1,2,3,3,3,2,3,3,3,3,1,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37332,703,6,100,07Q3,2,3,2,3,2,3,2,3,3,2,2,1,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37348,702,7,100,05Q3,1,2,1,2,1,2,1,2,2,2,1,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,05Q3,1,2,1,2,1,2,1,2,2,2,1,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,06Q1,1,2,1,2,1,2,1,2,1,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,06Q3,1,1,1,1,1,1,1,1,1,,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,07Q1,1,2,,1,1,2,1,1,1,2,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,07Q2,1,1,1,1,1,1,1,1,1,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,07Q3,1,1,2,1,2,1,3,1,2,2,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,07Q4,1,,2,1,2,2,3,1,2,2,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,08Q1,1,2,2,2,2,2,2,1,1,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,08q2,1,2,2,2,2,2,2,2,2,1,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,08Q3,1,2,3,2,2,2,2,2,2,2,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,08Q4,1,2,3,2,3,2,2,2,2,2,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,09Q2,1,2,3,2,3,2,3,2,2,1,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,09Q3,1,3,3,3,3,2,3,3,3,1,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,10Q1,1,2,,3,3,2,3,2,3,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,10Q2,2,3,2,3,2,3,3,3,3,1,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,10Q4,1,1,1,1,1,2,1,2,1,1,1,1,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,11Q2,1,1,1,1,1,1,1,2,2,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,11Q3,1,2,2,2,2,1,2,3,3,2,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,12Q1,1,2,2,2,2,2,2,2,2,2,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,12Q2,1,2,2,2,2,2,2,2,2,2,1,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,12Q3,2,3,3,3,3,3,3,3,3,1,1,3,1,1,,6,,FALSE,FALSE,FALSE,FALSE,FALSE
3,37362,703,9,100,12Q4,2,3,3,3,3,3,3,3,3,1,1,3,2,1,,6,,FALSE,FALSE,FALSE,FALSE,FALSE
3,82530,703,9,100,07Q4,1,2,2,2,2,1,1,2,2,1,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,82530,703,9,100,09Q1,2,3,2,3,2,3,3,2,3,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,82530,703,9,100,09Q2,2,3,2,3,2,2,2,3,3,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,82530,703,9,100,09Q3,2,3,1,3,1,2,1,2,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,82530,703,9,100,09Q4,2,3,1,3,1,2,2,3,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,82530,703,9,100,10Q1,2,3,3,3,2,3,3,3,3,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,82530,703,9,100,10Q2,2,3,1,3,1,3,2,3,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,82530,703,9,100,10Q3,2,3,2,3,2,3,2,3,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,82530,703,9,100,10Q4,2,3,2,3,2,3,2,3,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,82530,703,9,100,11Q1,2,3,2,3,2,3,3,3,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,82530,703,9,100,11Q2,2,2,1,2,1,2,2,2,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,82530,703,9,100,11Q3,2,1,2,2,2,3,2,3,2,1,3,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,82530,703,9,100,11Q4,2,1,1,1,1,2,1,2,2,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,82530,703,9,100,12Q2,2,2,1,2,1,2,1,3,1,1,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,82530,703,9,100,12Q3,2,1,1,1,1,2,1,2,1,1,3,3,2,3,,7,,FALSE,FALSE,FALSE,FALSE,FALSE
3,82530,703,9,100,12Q4,2,2,2,3,2,2,3,3,2,2,2,2,1,3,,12,,FALSE,FALSE,FALSE,FALSE,FALSE
3,97000,702,2,100,01Q2,2,3,3,3,3,3,3,3,3,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,97000,702,2,100,02Q1,2,3,3,3,3,3,3,3,3,1,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,97000,702,2,100,02Q2,2,3,3,3,3,3,3,3,3,1,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,97000,702,2,100,02Q4,2,2,2,2,2,3,3,3,3,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,97000,702,2,100,03Q2,2,3,3,3,3,3,3,3,3,2,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,97000,702,2,100,03Q3,2,3,3,3,3,3,3,3,3,,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,97000,702,2,100,03Q4,2,3,3,3,3,3,3,3,3,1,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,97000,702,2,100,04Q1,2,3,3,3,3,3,3,3,3,1,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,97000,702,2,100,04Q2,2,3,3,3,3,3,3,3,3,1,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,97000,702,2,100,04Q3,2,3,3,3,3,3,3,3,3,3,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,97000,702,2,100,05Q1,2,,,3,3,3,3,3,3,1,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
3,97000,702,2,100,05Q3,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
4,10165,702,5,100,08Q3,1,1,,1,,2,,1,,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
4,10165,702,5,100,09Q1,,2,,2,,1,,1,,3,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
4,10165,702,5,100,09Q2,1,1,1,1,1,2,1,1,1,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
4,10165,702,5,100,09Q3,1,2,,2,,3,,2,,2,2,1,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
4,10165,702,5,100,09Q4,1,1,,1,1,1,1,1,1,2,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
4,10165,702,5,100,10Q3,1,,1,,3,3,,1,,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
4,10165,702,5,100,10Q4,1,2,,2,,2,,2,,2,1,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
4,10167,703,1,100,09Q3,2,3,3,3,3,3,3,3,3,1,1,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
4,10167,703,1,100,10Q3,2,1,,3,,3,,3,,3,1,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
4,10167,703,1,100,11Q1,2,3,3,3,3,3,3,3,3,3,1,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
4,10314,701,1,100,06Q3,2,3,3,3,2,3,3,3,3,3,2,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
4,10314,701,1,100,06Q4,2,2,2,3,2,3,2,3,3,3,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
4,10314,701,1,100,07Q1,2,2,1,2,1,3,1,3,1,3,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
4,35030,701,4,100,01Q2,2,3,3,,,3,3,3,3,2,,,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
4,35030,701,4,100,02Q1,1,1,,1,,1,,2,,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10302,702,3,100,06Q3,1,1,2,1,2,1,3,1,3,3,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10302,702,3,100,07Q3,1,2,,3,2,3,3,2,3,1,1,1,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10302,702,3,100,08Q1,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10302,702,3,100,09Q3,,2,2,2,3,3,3,,3,1,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10302,702,3,100,09Q4,,,2,1,2,1,2,1,2,1,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10302,702,3,100,10Q1,,1,1,1,1,2,1,2,1,1,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10302,702,3,100,10Q3,1,,1,2,1,2,1,,1,1,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10302,702,3,100,10Q4,,2,,,1,2,1,3,1,2,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10302,702,3,100,11Q1,1,1,,1,2,1,2,1,2,1,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10303,701,7,100,06Q3,1,,,3,3,3,3,2,3,3,1,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10303,701,7,100,09Q2,1,1,1,1,1,1,1,2,2,1,1,1,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10303,701,7,100,09Q4,1,2,3,1,3,1,3,2,3,1,1,3,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10303,701,7,100,11Q3,2,3,3,3,3,3,3,3,3,1,1,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10308,702,1,100,06Q3,2,3,3,3,3,3,3,3,3,1,1,1,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10308,702,1,100,06Q4,2,2,,2,2,2,2,2,2,2,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10308,702,1,100,07Q1,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10308,702,1,100,07Q2,,2,2,2,2,2,2,2,2,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10308,702,1,100,08Q3,,,,,,,,,2,2,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10308,702,1,100,10Q3,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10309,701,1,100,06Q3,2,3,3,3,3,3,3,3,3,3,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10309,701,1,100,06Q4,2,1,,3,,3,,3,,3,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10309,701,1,100,07Q1,2,3,3,3,3,3,3,3,3,3,2,,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10309,701,1,100,07Q2,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10309,701,1,100,09Q4,2,3,,3,3,3,3,3,3,,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,10309,701,1,100,10Q1,,3,3,3,3,3,3,3,3,3,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33131,702,6,100,09Q1,1,2,,2,3,1,3,3,3,2,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33131,702,6,100,09Q2,2,3,3,3,3,2,3,2,3,1,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33131,702,6,100,09Q3,2,3,3,3,3,2,,3,3,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33131,702,6,100,09Q4,2,3,2,3,2,3,2,3,2,1,1,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33131,702,6,100,11Q1,2,3,3,3,3,3,3,3,3,1,1,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33131,702,6,100,11Q2,2,3,2,3,2,3,2,3,2,1,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33131,702,6,100,11Q3,2,3,3,3,3,2,3,3,3,1,1,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33131,702,6,100,11Q4,1,2,2,1,2,1,2,2,2,1,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33131,702,6,100,12Q1,2,3,2,3,2,2,3,3,3,1,1,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33131,702,6,100,12Q2,1,1,1,1,1,1,2,2,2,2,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,33131,702,6,100,12Q4,2,2,3,2,3,2,3,3,2,1,1,2,2,2,,2,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,02Q1,2,3,2,3,2,2,2,3,3,1,3,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,02Q2,2,2,1,2,2,2,2,3,3,2,3,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,02Q3,1,2,2,2,2,2,2,3,3,1,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,02Q4,1,2,,2,3,2,2,2,3,2,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,03Q2,1,2,2,2,2,2,2,2,2,2,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,03Q4,1,2,1,2,2,2,2,2,2,2,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,04Q1,2,2,3,2,3,2,2,3,3,2,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,04Q2,1,3,2,3,2,2,2,3,3,2,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,04Q3,1,2,2,2,2,2,1,2,2,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,04Q4,1,2,2,1,2,2,2,2,2,2,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,05Q1,1,1,,1,1,1,2,2,2,1,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,05Q2,1,2,3,2,2,2,3,2,3,2,2,3,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,05Q3,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,06Q1,1,1,2,1,1,2,2,2,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,06Q3,1,1,1,1,1,1,1,2,1,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,06Q4,1,1,1,1,1,1,2,1,2,2,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,07Q1,1,1,,1,1,2,1,1,1,3,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,07Q2,1,1,1,1,1,1,1,1,1,3,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,07Q4,1,2,2,2,2,2,2,1,1,2,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,08Q1,1,2,,2,1,2,2,1,1,2,1,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,08q2,1,3,1,3,1,2,2,3,1,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,08Q3,1,2,2,2,2,2,2,2,2,2,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,09Q1,1,3,,3,2,2,2,3,2,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,34842,703,5,100,09Q2,2,3,3,3,3,2,2,3,3,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
