"";"Datum";"factor";"eQ2";"eQ3";"eQ4";"eQ5";"eQ6"
"9321";2015-03-31;0,35;-1;-1;0;NA;NA
"9426";2015-06-30;0,35;2;2;0;NA;NA
"8320";2012-09-30;1,05;0;0;0;NA;NA
"8620";2013-06-30;1,05;0;0;0;NA;NA
"8720";2013-09-30;1,05;1;NA;0;NA;NA
"8821";2013-12-31;1,05;NA;-2;0;NA;NA
"8917";2014-03-31;1,05;-1;0;1;NA;NA
"9018";2014-06-30;1,05;-1;0;0;NA;NA
"9124";2014-09-30;1,05;1;1;0;NA;NA
"9219";2014-12-31;1,05;NA;-1;NA;NA;NA
"9427";2015-06-30;1,05;0;0;1;NA;NA
"8321";2012-09-30;0,75;-1;-1;0;NA;NA
"8421";2012-12-31;0,75;-1;-1;0;NA;NA
"8517";2013-03-31;0,75;0;0;1;NA;NA
"8621";2013-06-30;0,75;0;0;0;NA;NA
"9125";2014-09-30;0,75;0;0;0;NA;NA
"9220";2014-12-31;0,75;0;0;0;NA;NA
"9322";2015-03-31;0,75;1;1;0;NA;NA
"9428";2015-06-30;0,75;0;0;0;NA;NA
"8322";2012-09-30;0,5;-1;-1;0;NA;NA
"8422";2012-12-31;0,5;-1;-1;0;NA;NA
"8518";2013-03-31;0,5;0;0;0;NA;NA
"8622";2013-06-30;0,5;-1;-1;0;NA;NA
"9126";2014-09-30;0,5;0;1;1;NA;NA
"9221";2014-12-31;0,5;NA;-2;0;NA;NA
"9323";2015-03-31;0,5;0;1;-1;NA;NA
"9429";2015-06-30;0,5;0;0;-1;NA;NA
"8623";2013-06-30;0,29;NA;-1;0;NA;NA
"8519";2013-03-31;0,45;0;0;0;NA;NA
"8624";2013-06-30;0,45;0;0;0;NA;NA
"8721";2013-09-30;0,45;0;0;0;NA;NA
"8822";2013-12-31;0,45;-1;0;0;NA;NA
"8918";2014-03-31;0,45;NA;-2;-1;NA;NA
"9019";2014-06-30;0,45;-2;-2;-2;NA;NA
"9127";2014-09-30;0,45;-1;-1;1;NA;NA
"9430";2015-06-30;0,45;0;-1;2;NA;NA
"8520";2013-03-31;0,45;0;-1;0;NA;NA
"8625";2013-06-30;0,45;1;NA;0;NA;NA
"8919";2014-03-31;0,45;-1;-1;0;NA;NA
"9020";2014-06-30;0,45;0;0;0;NA;NA
"9128";2014-09-30;0,45;NA;-1;0;NA;NA
"9431";2015-06-30;0,45;-1;-1;0;NA;NA
"8521";2013-03-31;0,7;1;0;-1;NA;NA
"8823";2013-12-31;0,7;0;1;0;NA;NA
"8323";2012-09-30;0,464;0;0;0;NA;NA
"8423";2012-12-31;0,464;0;0;0;NA;NA
"8522";2013-03-31;0,464;0;0;0;NA;NA
"8626";2013-06-30;0,464;0;0;-1;NA;NA
"8722";2013-09-30;0,464;-2;-1;-1;NA;NA
"8824";2013-12-31;0,464;-1;-1;0;NA;NA
"9129";2014-09-30;0,464;NA;-2;NA;NA;NA
"9324";2015-03-31;0,464;-1;-1;0;NA;NA
"9432";2015-06-30;0,464;NA;-1;NA;NA;NA
"8424";2012-12-31;0,25;0;0;0;NA;NA
"8523";2013-03-31;0,25;-1;-1;0;NA;NA
"8627";2013-06-30;0,25;0;0;0;NA;NA
"8723";2013-09-30;0,25;0;0;0;NA;NA
"8920";2014-03-31;0,25;-1;0;0;NA;NA
"9021";2014-06-30;0,25;0;0;0;NA;NA
"9130";2014-09-30;0,25;0;0;0;NA;NA
"9222";2014-12-31;0,25;0;0;0;NA;NA
"9325";2015-03-31;0,25;0;0;0;NA;NA
"9433";2015-06-30;0,25;0;0;0;NA;NA
"8324";2012-09-30;0,464;0;-1;-1;NA;NA
"8425";2012-12-31;0,464;0;1;0;NA;NA
"8524";2013-03-31;0,464;0;1;0;NA;NA
"8724";2013-09-30;0,464;0;0;-1;NA;NA
"8825";2013-12-31;0,464;0;0;0;NA;NA
"8921";2014-03-31;0,464;0;0;0;NA;NA
"9022";2014-06-30;0,464;0;0;0;NA;NA
"9131";2014-09-30;0,464;-1;-1;0;NA;NA
"9223";2014-12-31;0,464;0;0;0;NA;NA
"9326";2015-03-31;0,464;0;0;0;NA;NA
"9434";2015-06-30;0,464;0;0;0;NA;NA
"8325";2012-09-30;0,3;1;0;0;NA;NA
"8426";2012-12-31;0,3;1;1;0;NA;NA
"8628";2013-06-30;0,3;0;0;0;NA;NA
"8725";2013-09-30;0,3;-1;-1;0;NA;NA
"8826";2013-12-31;0,3;0;0;0;NA;NA
"8922";2014-03-31;0,3;-1;-1;0;NA;NA
"9023";2014-06-30;0,3;-1;-1;0;NA;NA
"9132";2014-09-30;0,3;0;0;1;NA;NA
"9435";2015-06-30;0,3;0;0;0;NA;NA
"8326";2012-09-30;0,45;0;0;1;NA;NA
"8427";2012-12-31;0,45;-1;0;-1;NA;NA
"8525";2013-03-31;0,45;0;1;0;NA;NA
"8923";2014-03-31;0,45;NA;1;0;NA;NA
"9024";2014-06-30;0,45;0;0;0;NA;NA
"9133";2014-09-30;0,45;-1;0;1;NA;NA
"9224";2014-12-31;0,45;1;2;0;NA;NA
"9327";2015-03-31;0,45;1;1;0;NA;NA
"9436";2015-06-30;0,45;0;0;1;NA;NA
"8327";2012-09-30;0,29;0;0;-1;NA;NA
"8726";2013-09-30;0,29;0;0;0;NA;NA
"8827";2013-12-31;0,29;0;0;0;NA;NA
"8924";2014-03-31;0,29;-1;-1;0;NA;NA
"9025";2014-06-30;0,29;0;0;0;NA;NA
"9328";2015-03-31;0,29;-1;-1;0;NA;NA
"9437";2015-06-30;0,29;0;0;0;NA;NA
"8526";2013-03-31;0,75;1;0;0;NA;NA
"8629";2013-06-30;0,75;0;-1;0;NA;NA
"8727";2013-09-30;0,75;0;-1;0;NA;NA
"9225";2014-12-31;0,75;0;NA;0;NA;NA
"9329";2015-03-31;0,75;0;1;0;NA;NA
"9438";2015-06-30;0,75;0;0;0;NA;NA
"8328";2012-09-30;0,2;0;-1;1;NA;NA
"8428";2012-12-31;0,2;-1;-1;0;NA;NA
"8527";2013-03-31;0,2;0;0;0;NA;NA
"8630";2013-06-30;0,2;-1;-1;0;NA;NA
"8728";2013-09-30;0,2;0;0;0;NA;NA
"8828";2013-12-31;0,2;1;1;0;NA;NA
"8925";2014-03-31;0,2;-1;0;0;NA;NA
"9026";2014-06-30;0,2;0;0;-1;NA;NA
"9134";2014-09-30;0,2;0;1;1;NA;NA
"9226";2014-12-31;0,2;1;2;0;NA;NA
"9330";2015-03-31;0,2;1;0;0;NA;NA
"9439";2015-06-30;0,2;-1;-2;0;NA;NA
"8429";2012-12-31;0,59;0;-1;0;NA;NA
"8329";2012-09-30;1;NA;-1;0;NA;NA
"8430";2012-12-31;1;0;0;0;NA;NA
"8528";2013-03-31;1;0;0;0;NA;NA
"8631";2013-06-30;1;0;NA;0;NA;NA
"8729";2013-09-30;1;0;0;0;NA;NA
"8829";2013-12-31;1;0;-1;0;NA;NA
"8926";2014-03-31;1;0;0;0;NA;NA
"9227";2014-12-31;1;0;-1;-1;NA;NA
"9331";2015-03-31;1;NA;-1;0;NA;NA
"9440";2015-06-30;1;1;1;0;NA;NA
"8431";2012-12-31;0,45;0;1;0;NA;NA
"8730";2013-09-30;0,45;-1;-2;0;NA;NA
"8830";2013-12-31;0,45;-1;0;0;NA;NA
"9135";2014-09-30;0,45;-1;1;0;NA;NA
"9228";2014-12-31;0,45;0;-1;0;NA;NA
"9332";2015-03-31;0,45;-1;0;0;NA;NA
"9441";2015-06-30;0,45;-1;0;0;NA;NA
"8529";2013-03-31;0,25;0;0;0;NA;NA
"8632";2013-06-30;0,25;0;0;0;NA;NA
"8731";2013-09-30;0,25;0;0;0;NA;NA
"8831";2013-12-31;0,25;0;0;0;NA;NA
"8927";2014-03-31;0,25;-1;-1;0;NA;NA
"9027";2014-06-30;0,25;1;1;0;NA;NA
"9333";2015-03-31;0,25;-1;-2;1;NA;NA
"9442";2015-06-30;0,25;0;0;0;NA;NA
"8330";2012-09-30;1,2;NA;-1;-1;NA;NA
"8432";2012-12-31;1,2;1;1;0;NA;NA
"8530";2013-03-31;1,2;NA;0;0;NA;NA
"8633";2013-06-30;1,2;NA;-1;0;NA;NA
"8732";2013-09-30;1,2;NA;0;1;NA;NA
"8832";2013-12-31;1,2;NA;0;0;NA;NA
"9136";2014-09-30;1,2;NA;0;0;NA;NA
