Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6,Q7,Q8,Q9,Q10,Q12,Q1AX,Q1PX,Q3AX,Q3PX,Q4AX,Q4PX,Q6bX,Q6cXi,Q6cXii,Q6eX,Q7aX,Q7bX,Q7cX,Q7dX,Latecomer,NewRecruit,WrongClassif,Duplicate
4,44072,5010,1,100,1993Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,42051,6010,1,100,1993Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,3,2,2,,,,,FALSE,FALSE,FALSE,FALSE
4,41175,5000,1,100,1993Q2,1,2,3,2,3,,,,,2,3,3,2,3,,2,3,1,,1,,3,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,80566,5010,1,100,1993Q2,2,3,2,3,2,,,,,1,3,3,1,3,,3,2,2,3,2,3,3,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,44091,5000,1,100,1993Q2,2,1,1,1,1,,,,,1,1,3,1,3,,1,1,1,1,1,1,,2,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,80526,5010,1,100,1993Q2,2,3,3,3,2,,,,,1,3,3,1,3,,3,2,3,2,3,2,3,3,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,80133,5010,1,100,1993Q2,2,3,2,3,2,,,,,1,2,3,1,3,,3,2,2,2,2,2,2,2,2,3,2,1,1,,FALSE,FALSE,FALSE,FALSE
4,44029,6000,1,100,1993Q2,2,2,1,2,1,,,,,1,3,3,1,3,,2,1,2,,1,,3,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE
4,90224,5010,1,100,1993Q2,2,3,3,3,2,,,,,2,3,3,1,3,,3,2,3,2,3,2,3,3,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,31408,5010,3,100,1993Q2,2,3,3,3,3,,,,,1,2,3,1,3,,3,3,2,,2,,2,3,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,31760,6010,1,100,1993Q2,,3,3,1,3,,,,,1,3,3,1,3,,2,3,2,3,2,3,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,80130,6000,1,100,1993Q2,,2,2,1,2,,,,,1,3,3,2,3,,1,2,1,1,1,1,3,3,2,2,,,,,FALSE,FALSE,FALSE,FALSE
4,31889,6010,1,100,1993Q2,2,3,2,3,2,,,,,1,3,3,1,3,,3,2,2,2,2,2,3,3,2,2,1,1,1,2,FALSE,FALSE,FALSE,FALSE
4,44071,5000,1,100,1993Q2,1,3,2,1,2,,,,,1,3,3,3,3,,1,2,1,,1,,3,1,3,1,,,1,,FALSE,FALSE,FALSE,FALSE
4,50330,6000,1,100,1993Q2,,2,,,,,,,,,3,3,3,3,,2,2,,,2,,3,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE
4,90155,5000,1,100,1993Q2,2,1,2,1,1,,,,,2,1,3,1,3,,1,1,1,2,2,2,2,2,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,50544,5010,1,100,1993Q2,2,3,2,3,2,,,,,1,2,3,1,3,,3,2,3,2,3,2,1,1,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,52095,5000,1,100,1993Q2,1,2,3,3,3,,,,,,3,3,1,3,,3,3,1,3,1,3,2,3,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,90158,5010,1,100,1993Q2,2,2,2,3,2,,,,,1,2,3,1,3,,3,2,1,,1,,3,2,3,2,1,1,1,2,FALSE,FALSE,FALSE,FALSE
4,80480,5000,1,100,1993Q2,2,3,2,3,3,,,,,1,3,3,1,,,3,3,2,3,2,3,,2,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,90283,5000,1,100,1993Q2,2,3,2,3,2,,,,,1,3,3,1,3,,3,2,1,2,1,2,3,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE
4,90202,5000,1,100,1993Q2,,3,2,3,2,,,,,,3,3,1,3,,3,3,,,,,3,3,3,,1,1,1,,FALSE,FALSE,FALSE,FALSE
4,80040,6010,1,100,1993Q2,2,3,3,3,3,,,,,2,2,3,1,3,,3,3,3,3,3,3,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE
4,31358,5010,1,100,1993Q2,2,1,2,1,1,,,,,2,1,3,1,3,,1,1,1,2,2,2,2,2,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,80492,5010,1,100,1993Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,2,3,2,3,3,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,31567,5010,7,100,1993Q2,2,3,2,3,2,,,,,,3,3,1,3,,3,2,3,2,3,2,3,3,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE
4,53810,5000,1,100,1993Q2,2,3,2,3,2,,,,,1,3,3,1,3,,3,2,3,2,3,2,3,3,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,31473,5010,8,100,1993Q2,,3,2,3,2,,,,,2,3,3,1,3,,3,2,3,,3,,3,3,2,3,1,1,1,2,FALSE,FALSE,FALSE,FALSE
5,44069,5000,1,100,1993Q2,2,3,3,3,2,,,,,1,2,3,1,3,,2,1,2,1,3,,2,3,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,31305,5010,9,100,1993Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,,3,,3,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE
5,53158,5010,1,100,1993Q2,2,3,2,3,2,,,,,,3,3,1,3,,3,2,1,2,1,2,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,31626,6000,1,100,1993Q2,2,3,3,3,3,,,,,1,1,1,1,3,,3,3,2,3,2,3,2,1,2,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,31006,5000,1,100,1993Q2,2,3,3,3,3,,,,,3,,3,1,3,,3,3,3,,3,,3,3,1,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,40840,5000,1,100,1993Q2,,3,3,,,,,,,1,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,41719,5010,1,100,1993Q2,2,3,2,3,3,,,,,2,3,3,1,3,,3,3,3,3,3,3,3,3,1,1,,,,,FALSE,FALSE,FALSE,FALSE
5,31586,6000,2,100,1993Q2,2,3,2,2,3,,,,,1,3,3,2,3,,2,3,2,2,3,2,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,31041,6010,1,100,1993Q2,2,3,3,3,3,,,,,1,3,3,1,3,,2,3,2,,2,,3,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE
5,31527,5010,1,100,1993Q2,2,3,3,3,3,,,,,1,2,3,1,3,,3,3,3,2,3,2,2,2,2,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE
5,44040,5010,1,100,1993Q2,,3,3,3,3,,,,,1,1,1,1,1,,3,3,3,3,3,3,3,1,2,2,,,,,FALSE,FALSE,FALSE,FALSE
5,44066,6010,1,100,1993Q2,2,3,,2,1,,,,,1,2,3,2,3,,2,1,1,,1,,3,3,3,3,,1,1,2,FALSE,FALSE,FALSE,FALSE
5,31718,6000,4,100,1993Q2,2,2,2,2,2,,,,,1,2,1,1,3,,2,2,2,2,2,2,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,40625,5010,1,100,1993Q2,,3,3,3,3,,,,,1,1,3,1,3,,3,3,3,3,3,3,2,2,3,3,1,1,1,2,FALSE,FALSE,FALSE,FALSE
5,80678,5000,1,100,1993Q2,1,2,2,1,1,,,,,2,2,2,3,,,1,1,1,,1,,3,2,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,44022,5000,1,100,1993Q2,2,3,2,3,,,,,,3,2,3,1,,,3,3,3,,3,,3,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,80625,5010,1,100,1993Q2,2,3,2,3,2,,,,,1,2,2,1,2,,3,2,3,,3,,2,2,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,90382,5010,1,100,1993Q2,1,1,1,1,1,,,,,2,1,3,1,3,,1,1,1,1,1,1,1,2,1,1,,1,1,1,FALSE,FALSE,FALSE,FALSE
5,80693,6010,1,100,1993Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,3,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,31493,5010,1,100,1993Q2,2,3,2,1,1,,,,,1,3,3,1,3,,1,1,1,,1,,2,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,44012,5000,1,100,1993Q2,1,1,1,1,1,,,,,1,3,3,2,3,,1,1,1,,1,,3,3,2,1,,,,,FALSE,FALSE,FALSE,FALSE
5,44130,5000,1,100,1993Q2,2,3,2,3,2,,,,,2,1,3,1,3,,3,2,3,2,3,2,3,2,2,2,1,1,1,2,FALSE,FALSE,FALSE,FALSE
5,31534,5010,6,100,1993Q2,2,3,3,,,,,,,1,1,3,1,3,,1,3,1,,,,1,2,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,80066,5000,1,100,1993Q2,2,3,3,1,3,,,,,1,2,3,1,3,,1,3,2,3,2,3,3,2,1,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,44110,5010,1,100,1993Q2,,3,2,3,3,,,,,,3,3,1,3,,3,3,1,,1,,3,3,2,1,,,,,FALSE,FALSE,FALSE,FALSE
5,44068,5010,1,100,1993Q2,2,3,2,3,2,,,,,1,3,3,1,3,,3,1,2,1,2,1,3,3,2,2,1,2,1,1,FALSE,FALSE,FALSE,FALSE
5,40101,6000,1,100,1993Q2,,3,3,3,3,,,,,,3,3,1,3,,3,3,2,3,2,3,3,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,31744,6000,1,100,1993Q2,,3,3,3,2,,,,,3,3,3,1,3,,3,2,3,3,3,3,3,3,3,1,1,1,1,,FALSE,FALSE,FALSE,FALSE
5,30582,5000,1,100,1993Q2,1,3,3,3,3,,,,,3,3,3,3,3,,3,3,1,1,1,1,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,50698,5000,1,100,1993Q2,2,1,1,2,2,,,,,1,3,3,1,3,,2,2,1,2,1,2,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,30155,6010,1,100,1993Q2,,3,2,3,2,,,,,1,3,3,1,3,,3,2,3,2,3,2,3,3,2,2,,,,,FALSE,FALSE,FALSE,FALSE
5,80599,5010,1,100,1993Q2,,2,,2,2,,,,,1,3,3,1,3,,2,1,2,1,3,2,3,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE
5,51193,5000,1,100,1993Q2,2,3,2,3,2,,,,,1,2,3,1,3,,3,2,3,2,3,2,2,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,30554,6010,1,100,1993Q2,,3,2,2,2,,,,,1,2,3,1,3,,2,2,2,2,2,2,3,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE
5,51135,5000,1,100,1993Q2,2,3,3,1,3,,,,,,3,3,1,3,,1,3,1,3,1,3,3,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,80113,5010,1,100,1993Q2,1,1,2,2,2,,,,,2,3,3,1,3,,2,2,2,2,2,2,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,40525,5010,1,100,1993Q2,2,3,,2,,,,,,1,3,3,1,3,,2,,,,,,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,90368,5000,1,100,1993Q2,2,2,,1,2,,,,,1,2,3,1,3,,1,2,3,,3,,3,2,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,43125,5010,1,100,1993Q2,2,2,2,3,2,,,,,1,3,3,1,3,,2,2,2,,2,,2,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,44017,5000,1,100,1993Q2,2,2,1,2,1,,,,,1,2,3,1,3,,2,1,2,1,2,1,1,3,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,31784,6010,1,100,1993Q2,2,3,2,3,3,,,,,1,3,3,1,3,,3,3,2,2,2,2,3,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,31673,6000,1,100,1993Q2,2,3,2,3,3,,,,,1,3,3,1,3,,1,1,1,,3,3,3,3,2,1,,,,1,FALSE,FALSE,FALSE,FALSE
5,31542,5010,6,100,1993Q2,2,3,,,,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,90361,6010,1,100,1993Q2,2,3,2,3,2,,,,,1,3,3,1,3,,3,2,3,2,3,2,3,3,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,31319,6010,1,100,1993Q2,2,2,2,2,2,,,,,1,3,3,,3,,2,2,2,2,2,2,3,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE
5,53270,5000,1,100,1993Q2,2,2,,3,2,,,,,2,2,3,1,3,,3,2,3,3,3,3,3,2,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,53416,6000,1,100,1993Q2,,3,2,2,2,,,,,1,2,3,1,3,,3,3,1,3,1,1,3,1,2,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE
5,31174,5000,1,100,1993Q2,2,2,2,2,2,,,,,2,3,3,1,3,,2,2,2,2,2,2,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,31415,5010,1,100,1993Q2,2,3,1,3,1,,,,,1,3,3,1,3,,3,1,1,1,1,1,3,3,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,80010,5000,1,100,1993Q2,1,2,2,2,2,,,,,2,3,3,3,3,,2,2,2,2,2,2,3,3,3,3,,,1,1,FALSE,FALSE,FALSE,FALSE
5,42460,5000,1,100,1993Q2,,,,3,1,,,,,,,,,,,3,1,2,,2,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,80735,5010,1,100,1993Q2,2,3,2,3,2,,,,,2,1,3,1,3,,3,2,2,2,2,2,1,3,1,1,,,,,FALSE,FALSE,FALSE,FALSE
6,32032,5010,1,100,1993Q2,2,3,3,2,3,,,,,1,3,3,1,3,,2,3,3,3,3,3,2,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,41723,5000,1,100,1993Q2,2,3,3,3,2,,,,,1,3,3,1,3,,3,2,3,2,3,2,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,31663,6000,1,100,1993Q2,1,2,2,2,2,,,,,2,2,3,2,3,,2,2,2,,2,,2,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,31255,5000,3,100,1993Q2,2,2,2,2,1,,,,,1,3,3,1,3,,2,1,2,1,2,1,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
7,80701,5000,1,100,1993Q2,2,3,3,3,2,,,,,1,3,3,1,3,,3,2,3,,3,,3,3,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
7,31143,5000,1,100,1993Q2,2,2,2,2,2,,,,,2,3,3,2,3,,2,2,2,2,2,2,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
7,43226,5010,1,100,1993Q2,2,3,3,3,3,,,,,1,3,3,2,3,,3,3,2,,2,,3,2,3,3,1,1,1,,FALSE,FALSE,FALSE,FALSE
7,38015,5000,1,100,1993Q2,2,3,2,3,2,,,,,1,2,2,1,3,,3,2,2,2,2,2,3,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
7,80128,5010,1,100,1993Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,2,2,2,2,3,3,3,2,2,2,1,1,FALSE,FALSE,FALSE,FALSE
7,31147,5010,1,100,1993Q2,1,1,1,1,1,,,,,2,3,3,2,3,,1,1,1,1,1,1,3,3,2,2,2,1,1,1,FALSE,FALSE,FALSE,FALSE
7,80769,5000,1,100,1993Q2,2,3,2,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,3,2,1,2,2,1,1,FALSE,FALSE,FALSE,FALSE
7,90808,6000,1,100,1993Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE
8,80019,6010,1,100,1993Q2,1,1,2,1,2,,,,,2,2,3,2,3,,1,2,1,2,1,2,3,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,81189,6010,1,100,1993Q2,,3,3,3,3,,,,,,3,3,1,3,,3,3,2,3,2,3,3,3,1,1,,,,,FALSE,FALSE,FALSE,FALSE
8,31357,5010,7,100,1993Q2,2,3,3,3,3,,,,,2,3,3,1,3,,3,3,2,2,2,2,3,3,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,38021,5000,9,100,1993Q2,2,3,3,1,1,,,,,1,2,3,2,3,,1,1,2,2,2,2,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,53335,5000,1,100,1993Q2,,1,1,2,1,,,,,1,3,3,1,3,,2,1,2,2,2,2,3,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE
8,31529,5000,9,100,1993Q2,2,3,2,3,2,,,,,1,1,3,1,3,,3,2,3,3,3,3,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,42079,6000,1,100,1993Q2,2,3,2,3,2,,,,,2,3,3,1,3,,3,2,3,2,3,2,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,44034,6010,1,100,1993Q2,,3,3,3,2,,,,,1,3,3,1,3,,3,2,2,,2,,3,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE
8,81094,6010,1,100,1993Q2,,,3,,,,,,,,1,,,,,2,2,2,2,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
8,50401,5010,1,100,1993Q2,2,3,3,3,3,,,,,1,3,3,1,3,,2,3,2,3,2,3,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,31169,5000,1,100,1993Q2,2,3,1,3,2,,,,,2,3,3,1,3,,3,2,3,1,3,1,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,42714,5000,1,100,1993Q2,1,2,1,1,1,,,,,1,1,3,1,3,,1,1,3,,3,,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE
8,31437,5010,1,100,1993Q2,2,2,2,3,3,,,,,1,3,3,1,3,,3,3,2,2,2,2,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,80080,6000,1,100,1993Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE
8,41311,6010,1,100,1993Q2,2,3,2,3,2,,,,,1,3,3,1,3,,3,2,2,1,2,1,3,3,3,3,,,,1,FALSE,FALSE,FALSE,FALSE
8,31827,6010,1,100,1993Q2,2,3,3,3,3,,,,,1,3,,1,3,,3,3,3,3,3,3,3,3,,,,,,1,FALSE,FALSE,FALSE,FALSE
8,43231,6010,1,100,1993Q2,2,3,,,,,,,,1,3,3,,,,3,3,3,3,3,3,3,3,,,1,1,,,FALSE,FALSE,FALSE,FALSE
8,80964,5010,1,100,1993Q2,2,3,2,3,3,,,,,2,3,3,1,3,,3,3,2,,2,,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,31188,5000,1,100,1993Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,52006,6000,1,100,1993Q2,1,2,3,1,2,,,,,1,2,2,2,1,,1,2,1,2,1,2,1,2,2,1,,1,1,1,FALSE,FALSE,FALSE,FALSE
8,80648,6000,1,100,1993Q2,2,3,3,3,3,,,,,1,3,3,3,3,,3,3,3,2,3,2,3,3,3,3,,,,1,FALSE,FALSE,FALSE,FALSE
8,31207,5000,8,100,1993Q2,2,2,2,3,2,,,,,1,3,3,1,3,,3,2,2,2,2,2,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,80028,5000,1,100,1993Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,31444,5010,9,100,1993Q2,2,3,3,2,2,,,,,1,2,3,2,3,,2,2,3,2,3,2,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,31514,5010,1,100,1993Q2,2,3,2,3,1,,,,,1,2,3,1,3,,3,1,3,,3,,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,31934,6010,1,100,1993Q2,2,3,3,3,3,,,,,2,3,3,1,3,,3,3,3,3,2,3,3,3,1,2,,,,1,FALSE,FALSE,FALSE,FALSE
8,31574,5010,9,100,1993Q2,2,2,2,2,2,,,,,2,2,3,1,3,,2,2,2,2,2,2,2,3,2,2,2,2,1,1,FALSE,FALSE,FALSE,FALSE
8,31153,5000,1,100,1993Q2,2,3,2,3,2,,,,,1,3,3,1,3,,3,2,3,2,2,2,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,51487,5010,1,100,1993Q2,2,3,3,2,2,,,,,1,3,3,1,3,,1,2,2,2,,,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,50708,5010,1,100,1993Q2,2,3,3,3,3,,,,,,2,3,3,3,,3,3,3,3,3,3,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,31904,6010,4,100,1993Q2,2,3,3,3,3,,,,,2,2,3,1,3,,3,3,1,,1,,,3,2,2,,,1,,FALSE,FALSE,FALSE,FALSE
8,44075,5010,1,100,1993Q2,2,3,2,3,3,,,,,2,2,2,1,2,,3,3,3,1,3,1,2,2,1,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,41171,5010,1,100,1993Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,2,3,2,3,3,2,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,80086,5010,1,100,1993Q2,2,3,3,3,3,,,,,1,2,3,1,3,,3,3,3,3,3,3,2,3,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,41675,6010,1,100,1993Q2,2,3,2,3,2,,,,,1,,,1,,,3,2,2,2,2,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE
8,40272,6010,1,100,1993Q2,1,2,3,2,3,,,,,1,3,3,1,3,,2,3,3,3,3,3,3,3,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,80659,5010,1,100,1993Q2,2,1,1,1,1,,,,,2,3,3,1,3,,1,1,1,1,1,1,3,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE
8,51527,5010,1,100,1993Q2,2,3,2,2,3,,,,,2,2,3,1,3,,2,3,2,3,2,3,2,3,3,3,,1,1,1,FALSE,FALSE,FALSE,FALSE
8,80025,5010,1,100,1993Q2,1,1,,,,,,,,2,3,3,1,3,,3,1,3,1,,,3,3,2,2,,,1,,FALSE,FALSE,FALSE,FALSE
8,40120,6010,1,100,1993Q2,2,3,3,1,3,,,,,1,2,1,1,,,1,3,3,,3,,3,,1,1,,,,,FALSE,FALSE,FALSE,FALSE
8,80616,6010,1,100,1993Q2,2,2,1,2,1,,,,,1,,,,,,2,1,2,2,2,3,,,,,,,,,FALSE,FALSE,FALSE,FALSE
8,31603,6010,1,100,1993Q2,2,1,2,2,2,,,,,3,3,3,2,3,,2,2,2,2,2,2,3,3,3,2,,,,1,FALSE,FALSE,FALSE,FALSE
8,31211,5010,1,100,1993Q2,1,2,2,2,2,,,,,2,2,3,3,3,,2,2,2,2,2,2,2,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,31888,6010,9,100,1993Q2,,3,3,3,3,,,,,1,1,2,1,,,3,3,3,3,3,3,1,1,3,2,,,,,FALSE,FALSE,FALSE,FALSE
8,90829,6010,1,100,1993Q2,,3,2,2,2,,,,,2,1,3,1,3,,2,2,2,2,2,2,1,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE
8,31393,5010,1,100,1993Q2,2,3,1,3,2,,,,,2,3,3,1,3,,3,2,3,2,3,2,2,2,1,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,31001,5000,7,100,1993Q2,2,3,3,3,3,,,,,1,2,3,1,3,,3,3,3,3,3,3,3,3,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,44059,6010,1,100,1993Q2,1,1,1,1,1,,,,,1,3,3,2,3,,1,1,1,1,1,1,3,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE
8,80047,6000,1,100,1993Q2,1,2,,,,,,,,1,3,3,1,3,,2,2,2,,1,,3,3,,2,,,,1,FALSE,FALSE,FALSE,FALSE
8,31590,6010,1,100,1993Q2,,2,2,1,3,,,,,1,,,1,,,1,3,2,3,2,3,,,,,,,,,FALSE,FALSE,FALSE,FALSE
8,80077,6010,1,100,1993Q2,2,2,3,2,3,,,,,1,3,3,1,3,,2,3,3,,3,,3,3,2,2,,,,,FALSE,FALSE,FALSE,FALSE
8,53780,5010,1,100,1993Q2,2,3,3,2,2,,,,,1,2,3,1,3,,2,2,2,2,2,2,2,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,31072,5000,1,100,1993Q2,,2,2,3,3,,,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,31216,5000,1,100,1993Q2,2,3,3,3,3,,,,,,3,3,1,3,,3,3,3,3,3,3,3,3,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,80974,6010,1,100,1993Q2,,3,3,3,3,,,,,1,2,3,1,3,,3,3,,,3,3,2,2,2,1,,,,,FALSE,FALSE,FALSE,FALSE
8,31124,5000,1,100,1993Q2,2,3,3,3,3,,,,,2,3,3,1,3,,3,3,3,3,3,3,3,3,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,31282,5010,1,100,1993Q2,2,3,3,2,3,,,,,1,3,3,1,3,,2,3,2,3,2,3,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,44086,5010,1,100,1993Q2,2,3,3,,,,,,,1,3,3,3,3,,2,1,,,2,,3,3,3,3,1,1,1,,FALSE,FALSE,FALSE,FALSE
8,80589,5000,1,100,1993Q2,,2,3,2,3,,,,,2,3,3,1,3,,2,3,1,,1,,3,3,3,2,,,,,FALSE,FALSE,FALSE,FALSE
8,31005,5000,7,100,1993Q2,2,3,2,3,3,,,,,3,2,3,1,3,,3,3,3,,3,,2,2,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,42817,6010,1,100,1993Q2,1,1,1,1,1,,,,,2,3,3,2,3,,1,1,2,1,2,1,3,3,2,1,,,1,,FALSE,FALSE,FALSE,FALSE
8,40831,6000,1,100,1993Q2,1,3,3,3,3,,,,,1,3,3,3,3,,3,3,2,,3,,3,2,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,31756,6000,1,100,1993Q2,,2,1,1,1,,,,,1,3,3,2,3,,1,1,3,1,3,1,3,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE
8,31389,5010,1,100,1993Q2,2,1,2,3,2,,,,,1,3,3,1,3,,3,2,3,2,3,2,3,3,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
