Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Dag,Q3A,Q3P,Q4A,Q4P,Q9,Q4AX,Q5A,Q6AX,Q6P,Q7AX,Q7P,Q2A,Q1,Q2P
1,51508,3220,6,0.48000,1999Q1,15,1,1,1,1,2,1,2,,2,,2,1,1,2
4,30915,3370,3,0.09000,1999Q1,15,3,3,3,3,2,3,2,,1,,1,3,2,3
1,51045,3110,4,0.23733,1999Q1,15,2,2,3,3,1,2,2,,1,,1,3,2,2
1,51962,3370,5,0.15000,1999Q1,15,2,2,3,2,1,2,2,,2,,2,2,1,3
1,51580,3240,9,0.45000,1999Q1,15,3,3,3,3,1,3,3,,1,,1,3,2,3
1,51272,3170,4,0.16000,1999Q1,15,3,3,3,3,1,1,2,,1,,1,3,1,2
1,51967,3330,7,0.35000,1999Q1,15,1,1,1,1,2,1,2,,2,,2,2,1,1
1,52015,3330,2,0.10000,1999Q1,15,2,3,2,3,2,2,2,,2,,1,3,2,3
1,51382,3220,5,0.40000,1999Q1,15,2,2,2,2,1,2,2,,2,,2,2,1,2
2,51243,3160,1,0.03000,1999Q1,15,1,2,2,2,1,1,2,,1,,1,1,1,2
2,51676,3230,5,1.00000,1999Q1,15,3,3,3,3,1,2,2,,2,,2,3,2,3
2,51010,3110,8,0.47200,1999Q1,15,3,3,3,3,2,1,3,,2,,2,3,2,3
1,51203,3170,6,0.24000,1999Q1,15,3,3,3,3,2,3,2,,1,,1,3,2,3
5,51845,3310,4,0.24000,1999Q1,15,3,3,3,3,2,3,2,,2,,2,3,2,3
1,51598,3230,8,1.60000,1999Q1,15,3,3,3,3,2,2,2,,2,,2,3,2,3
1,51811,3310,3,0.18000,1999Q1,15,2,2,2,2,3,2,3,,3,,3,3,2,2
1,53067,3240,9,0.45000,1999Q1,15,2,1,2,1,2,2,2,,1,,1,2,2,1
2,51494,3220,5,0.40000,1999Q1,15,3,3,3,3,2,2,3,,2,,2,3,2,3
2,51495,3220,5,0.40000,1999Q1,15,3,3,2,2,2,3,2,,2,,2,3,2,3
5,51915,3370,1,0.03000,1999Q1,15,3,2,3,2,2,2,3,,1,,1,2,2,2
5,52030,3330,2,0.10000,1999Q1,15,,,,,1,3,2,,1,,1,3,2,3
6,51488,3220,3,0.24000,1999Q1,15,2,2,,,2,3,2,,1,,1,3,2,3
5,51334,3210,9,0.62100,1999Q1,15,,,,,2,2,2,,3,,2,3,2,3
1,50588,3370,1,0.03000,1999Q1,15,3,,2,,1,2,2,,,,1,3,,
5,53091,3310,9,0.54000,1999Q1,15,3,3,,,1,3,3,,2,,2,3,2,3
2,51489,3220,6,0.48000,1999Q1,15,1,1,,,2,2,2,,2,,2,1,1,2
5,52037,3330,6,0.30000,1999Q1,15,3,3,,,2,2,3,,2,,3,3,2,3
6,51926,3370,3,0.09000,1999Q1,15,3,3,,,2,1,3,,2,,2,3,2,3
6,51034,3110,3,0.17571,1999Q1,15,3,3,,,1,3,3,,2,,2,3,2,3
3,51670,3130,1,0.03000,1999Q1,15,3,3,,,2,2,2,,2,,2,3,2,3
5,51954,3320,1,0.03000,1999Q1,15,2,3,,,2,2,2,,2,,2,3,2,3
9,31521,3310,3,0.18000,1999Q1,15,2,2,,,2,2,2,,1,,1,2,2,2
5,51742,3230,3,0.60000,1999Q1,15,3,3,,,3,1,3,,1,,2,3,2,3
5,51485,3220,1,0.08000,1999Q1,15,2,1,2,1,3,,1,,1,,1,1,,1
7,51019,3110,3,0.17571,1999Q1,15,2,1,,,2,2,1,,2,,1,2,1,2
6,52117,3340,7,0.21000,1999Q1,15,2,2,,,2,2,3,,1,,1,3,2,2
2,51038,3110,4,0.23733,1999Q1,15,3,3,,,1,2,3,,2,,2,3,2,3
3,31477,3310,5,0.30000,1999Q1,15,,,,,1,2,2,,3,,3,3,2,3
4,90989,3240,7,0.35000,1999Q1,15,1,,2,,2,2,2,,2,,1,1,2,2
2,31595,3230,7,1.40000,1999Q1,15,,,,,1,1,2,,1,,1,3,2,3
2,51061,3110,1,0.06000,1999Q1,15,3,2,3,2,1,,2,,2,,2,3,2,3
2,91000,3120,1,0.08000,1999Q1,15,2,3,,,2,3,2,,1,,1,3,2,3
2,51417,3220,6,0.48000,1999Q1,15,2,3,,,2,2,2,,2,,1,3,2,3
4,51521,3220,4,0.32000,1999Q1,15,3,3,,,2,2,2,,1,,1,3,2,3
1,51409,3220,7,0.56000,1999Q1,15,2,2,,,1,2,2,,2,,1,3,2,3
1,51891,3310,9,0.54000,1999Q1,15,2,1,,,2,2,1,,3,,3,3,2,2
1,51492,3220,6,0.48000,1999Q1,15,,,,,2,2,2,,2,,2,3,2,3
2,50289,2120,3,0.30000,1999Q1,15,3,3,3,3,2,2,3,,2,,1,3,2,3
1,50621,2230,3,0.09000,1999Q1,15,,,,,2,2,2,,2,,2,3,2,3
4,50711,2270,2,0.40000,1999Q1,15,3,3,3,3,2,3,3,,2,,2,3,2,3
5,50094,2110,3,0.49714,1999Q1,15,3,3,3,3,1,2,3,,2,,3,3,2,3
5,50076,2110,4,0.66400,1999Q1,15,3,3,3,3,1,2,2,,3,,3,3,2,3
1,53262,2270,8,1.60000,1999Q1,15,3,,,,2,3,3,,2,,2,3,2,3
1,50646,2270,4,0.80000,1999Q1,15,3,2,3,2,2,2,3,,1,,1,2,2,2
6,50255,2120,7,0.70000,1999Q1,15,3,1,2,1,3,2,3,,1,,1,3,2,1
1,50697,2220,2,0.50000,1999Q1,15,,,,,1,1,2,,1,,3,3,2,2
7,50472,2220,3,0.75000,1999Q1,15,3,2,3,2,2,3,2,,1,,2,2,2,2
8,50056,2110,3,0.49714,1999Q1,15,2,2,,,2,2,2,,2,,2,3,2,2
6,50371,2210,4,0.12000,1999Q1,15,2,1,2,2,2,2,2,,2,,2,3,2,2
7,50082,2110,7,1.16200,1999Q1,15,1,1,1,1,2,2,1,,1,,1,2,2,1
5,50226,2210,3,0.09000,1999Q1,15,3,2,3,2,2,3,3,,2,,1,3,2,3
5,50065,2110,4,0.66400,1999Q1,15,1,3,3,3,2,1,3,,1,,1,3,2,3
6,50634,2270,4,0.80000,1999Q1,15,3,3,3,3,1,2,3,,2,,2,3,2,3
1,50369,2210,6,0.18000,1999Q1,15,2,2,,,1,2,2,,2,,2,2,2,3
1,50137,2120,9,0.90000,1999Q1,15,3,3,3,3,1,3,3,,1,,1,3,2,3
5,50406,2210,2,0.06000,1999Q1,15,3,2,3,2,2,2,2,,2,,2,3,2,3
2,50360,2210,5,0.15000,1999Q1,15,2,3,3,3,1,2,2,,2,,1,3,2,2
1,50608,2210,3,0.09000,1999Q1,15,2,2,2,2,2,2,2,,2,,2,2,1,2
1,50104,2110,6,0.99600,1999Q1,15,3,3,3,3,1,1,3,,2,,2,3,2,3
1,50429,2220,6,1.50000,1999Q1,15,3,2,3,2,1,2,1,,3,,3,3,2,3
1,50353,2210,4,0.12000,1999Q1,15,3,3,3,3,1,3,3,,1,,1,3,2,3
1,53226,2140,6,0.66000,1999Q1,15,3,3,3,3,1,2,3,,1,,1,2,2,3
3,53239,2220,1,0.25000,1999Q1,15,3,3,3,3,2,2,3,,1,,1,3,2,3
1,50514,2230,4,0.12000,1999Q1,15,3,3,3,3,1,1,2,,3,,3,3,2,3
1,50643,2270,8,1.60000,1999Q1,15,1,1,1,1,2,2,1,,2,,2,3,1,2
8,90972,2210,1,0.03000,1999Q1,15,3,2,3,2,1,2,2,,2,,2,3,2,2
1,50509,2220,1,0.25000,1999Q1,15,3,3,,,2,3,3,,3,,2,3,2,3
6,50157,2120,6,0.60000,1999Q1,15,3,3,3,3,1,1,3,,2,,3,3,2,3
4,50115,2210,3,0.09000,1999Q1,15,3,3,,,3,2,2,,1,,2,3,2,3
1,50261,2210,5,0.15000,1999Q1,15,1,2,1,2,1,1,2,,1,,2,2,2,3
1,50688,2270,4,0.80000,1999Q1,15,3,2,2,2,1,2,2,,3,,3,3,2,3
1,50361,2210,2,0.06000,1999Q1,15,3,3,3,3,2,2,2,,2,,2,3,2,3
1,50216,2120,8,0.80000,1999Q1,15,3,3,,,2,1,2,,3,,3,3,2,3
1,50273,2270,6,1.20000,1999Q1,15,1,2,1,2,2,3,3,,2,,2,3,2,1
1,50078,2110,5,0.83000,1999Q1,15,3,,3,,1,2,2,,2,,2,3,2,2
6,50346,2210,3,0.09000,1999Q1,15,1,2,2,2,1,2,3,,1,,1,2,2,2
6,50704,2270,3,0.60000,1999Q1,15,3,3,3,3,2,2,2,,2,,3,3,2,3
1,50505,2220,4,1.00000,1999Q1,15,3,3,3,3,2,2,2,,1,,2,1,2,1
1,50198,2120,3,0.30000,1999Q1,15,3,3,3,3,2,3,3,,3,,3,3,2,3
5,50573,2240,8,0.40000,1999Q1,15,1,2,1,2,2,2,2,,2,,2,2,2,2
5,50168,2120,7,0.70000,1999Q1,15,3,3,3,3,1,2,3,,3,,3,3,2,3
5,50676,2220,6,1.50000,1999Q1,15,1,1,2,2,1,3,1,,3,,3,3,1,3
6,53014,2110,2,0.33333,1999Q1,15,3,3,3,3,1,2,2,,2,,1,3,2,3
5,50404,2210,2,0.06000,1999Q1,15,3,3,3,3,1,2,2,,1,,1,3,2,3
5,50590,2230,1,0.03000,1999Q1,15,3,3,3,3,1,2,2,,2,,2,3,2,3
5,50566,2240,3,0.15000,1999Q1,15,2,3,2,3,2,2,3,,2,,2,3,2,3
5,50679,2140,3,0.33000,1999Q1,15,1,1,1,1,1,2,1,,1,,1,3,2,2
5,50435,2220,8,2.00000,1999Q1,15,2,2,2,2,1,2,3,,1,,2,3,2,2
2,50047,2110,4,0.66400,1999Q1,15,2,3,2,3,1,2,3,,3,,3,3,2,3
6,50084,2210,5,0.15000,1999Q1,15,3,3,3,3,1,2,3,,1,,1,3,2,2
1,53184,2140,6,0.66000,1999Q1,15,3,3,3,3,2,2,2,,1,,1,3,2,3
6,50006,2110,1,0.17000,1999Q1,15,3,3,3,3,1,2,3,,1,,2,3,2,3
5,50252,2130,7,0.42000,1999Q1,15,3,3,3,3,1,2,2,,2,,2,3,2,3
2,51198,2140,3,0.33000,1999Q1,15,2,2,2,2,2,2,2,,3,,3,2,2,2
5,50501,2220,5,1.25000,1999Q1,15,1,2,1,2,1,2,2,,2,,2,3,2,3
6,50395,2210,5,0.15000,1999Q1,15,3,3,3,3,2,3,3,,2,,1,3,2,3
2,50669,2270,1,0.20000,1999Q1,15,3,2,3,3,2,2,2,,3,,3,3,2,3
8,50333,2140,4,0.44000,1999Q1,15,3,3,,,1,3,2,,3,,3,3,2,3
5,50570,2240,6,0.30000,1999Q1,15,1,1,1,1,2,2,2,,2,,2,2,1,2
6,50668,2270,4,0.80000,1999Q1,15,1,1,1,1,1,2,2,,2,,3,2,2,1
6,50211,2120,5,0.50000,1999Q1,15,3,3,3,3,1,2,2,,1,,1,2,1,2
6,50067,2110,5,0.83000,1999Q1,15,3,1,2,2,1,2,2,,2,,1,3,2,2
6,50301,2140,5,0.55000,1999Q1,15,3,2,3,2,2,2,3,,2,,2,3,2,2
6,96571,2110,5,0.83000,1999Q1,15,1,1,1,1,1,1,3,,1,,1,1,2,1
1,96570,3110,4,0.23733,1999Q1,15,2,2,3,3,2,2,3,,1,,2,3,2,2
1,96569,2220,3,0.75000,1999Q1,15,3,2,3,2,2,2,2,,1,,1,3,2,2
1,96568,3340,5,0.15000,1999Q1,15,3,2,2,2,1,2,2,,2,,2,3,2,1
1,96567,2130,2,0.12000,1999Q1,15,3,1,2,1,1,2,2,,1,,1,3,2,2
6,96562,2110,6,0.99600,1999Q1,15,3,3,3,3,2,2,3,,1,,2,3,2,3
6,96557,2210,3,0.09000,1999Q1,15,3,2,3,3,1,2,2,,3,,2,2,2,3
1,96553,2110,3,0.49714,1999Q1,15,3,,,2,1,3,3,,1,,1,3,2,3
5,96551,2130,3,0.18000,1999Q1,15,3,3,3,3,2,2,3,,3,,3,3,2,3
6,96548,2110,3,0.49714,1999Q1,15,2,2,3,3,1,2,3,,2,,2,3,2,3
6,96541,2110,3,0.49714,1999Q1,15,,,,,2,3,2,,1,,1,2,2,3
6,96540,2130,3,0.18000,1999Q1,15,3,3,3,3,1,3,3,,2,,3,3,2,3
6,96566,3340,1,0.03000,1999Q1,15,3,2,3,3,1,1,2,,3,,1,3,2,2
5,96563,3110,5,0.29500,1999Q1,15,3,3,3,3,1,3,2,,1,,2,3,2,3
6,96561,3120,3,0.24000,1999Q1,15,3,,3,,1,2,3,,1,,1,3,2,2
1,96560,3350,4,0.12000,1999Q1,15,1,2,1,2,2,2,2,,3,,3,1,1,1
5,96559,3230,8,1.60000,1999Q1,15,2,2,,,2,1,1,,1,,1,3,1,2
6,96558,3370,2,0.06000,1999Q1,15,2,3,1,3,1,2,3,,1,,2,3,2,3
6,96556,3230,2,0.40000,1999Q1,15,3,3,3,3,2,3,3,,3,,3,3,2,3
6,96555,3340,7,0.21000,1999Q1,15,1,1,1,1,2,1,2,,1,,1,3,2,3
6,96554,3230,9,1.80000,1999Q1,15,1,1,,,2,3,1,,3,,3,3,2,3
6,96552,3330,6,0.30000,1999Q1,15,1,1,1,1,2,2,2,,1,,1,3,1,3
6,96550,3330,9,0.45000,1999Q1,15,3,3,3,3,1,2,3,,2,,2,3,2,2
6,96549,3240,5,0.25000,1999Q1,15,1,1,2,2,2,2,2,,1,,1,2,2,3
6,96547,3110,1,0.06000,1999Q1,15,3,2,3,,2,1,3,,3,,2,3,,3
1,96546,3120,5,0.40000,1999Q1,15,1,3,1,3,2,2,1,,1,,1,3,2,3
5,96545,3110,5,0.29500,1999Q1,15,3,3,3,3,1,,2,,1,,1,3,2,3
1,96544,3220,7,0.56000,1999Q1,15,3,2,,,1,3,2,,1,,1,3,2,2
6,96543,3240,1,0.05000,1999Q1,15,,,,,2,3,1,,1,,2,3,2,3
6,96542,3230,3,0.60000,1999Q1,15,1,1,1,1,1,3,2,,2,,1,1,1,1
6,96539,3120,6,0.48000,1999Q1,15,3,2,3,2,1,2,1,,2,,2,3,2,2
6,96538,3220,4,0.32000,1999Q1,15,1,1,1,1,2,2,2,,1,,1,3,2,3
5,96537,3130,8,0.24000,1999Q1,15,1,2,2,3,1,3,2,,2,,2,1,2,2
5,96536,3210,3,0.20571,1999Q1,15,3,3,3,3,2,3,3,,1,,1,3,2,3
5,96535,3110,3,0.17571,1999Q1,15,,,3,2,1,3,2,,1,,1,3,2,3
5,96534,3330,9,0.45000,1999Q1,15,3,2,3,2,1,2,3,,2,,2,3,2,3
6,96533,3210,6,0.41400,1999Q1,15,3,3,3,3,1,3,2,,1,,1,3,2,2
6,96527,3330,7,0.35000,1999Q1,15,1,2,3,2,1,3,2,,1,,1,3,2,3
6,96526,3370,1,0.03000,1999Q1,15,3,3,,,3,3,2,,2,,2,3,2,2
5,96525,2230,2,0.06000,1999Q1,15,3,2,2,2,2,2,2,,1,,1,3,1,3
5,96524,2230,3,0.09000,1999Q1,15,2,2,2,,2,3,3,,3,,3,3,1,3
6,96530,3420,1,0.09000,1999Q1,15,2,3,3,3,2,2,2,,2,,1,3,2,3
1,96531,3230,1,0.20000,1999Q1,15,1,1,1,1,2,2,2,,1,,1,2,1,2
6,96529,2140,3,0.33000,1999Q1,15,3,3,2,3,2,3,2,,1,,1,3,2,3
1,96528,2110,3,0.49714,1999Q1,15,3,3,2,2,2,2,2,,2,,3,3,2,3
1,96532,3340,1,0.03000,1999Q1,15,2,2,3,2,1,3,1,,2,,2,2,2,2
6,96523,2120,3,0.30000,1999Q1,15,1,2,3,2,2,3,2,,2,,1,3,2,2
6,96522,2230,3,0.09000,1999Q1,15,3,3,3,3,2,3,3,,3,,1,3,2,3
6,96521,3220,4,0.32000,1999Q1,15,2,2,2,2,1,2,2,,3,,3,3,2,3
5,96520,3140,4,0.24000,1999Q1,15,1,,1,,2,2,2,,1,,1,2,1,1
6,96519,3230,1,0.20000,1999Q1,15,3,3,3,3,3,3,3,,1,,1,3,2,3
1,96518,3120,2,0.16000,1999Q1,15,3,3,3,3,1,3,2,,1,,1,3,2,2
5,96513,3370,4,0.12000,1999Q1,15,1,,,,2,1,2,,1,,2,2,1,1
6,96517,3220,6,0.48000,1999Q1,15,,,,,,,,,,,,,,
5,96516,2210,3,0.09000,1999Q1,15,2,2,2,3,2,2,2,,2,,2,2,2,3
5,96515,3140,4,0.24000,1999Q1,15,3,1,3,1,1,3,2,,1,,,3,2,
6,96514,3370,3,0.09000,1999Q1,15,1,3,1,3,2,1,2,,1,,2,3,1,3
1,96511,3310,3,0.18000,1999Q1,15,2,3,3,3,3,3,2,,3,,3,3,2,3
7,96510,3340,3,0.09000,1999Q1,15,3,3,3,3,1,3,3,,1,,1,3,2,2
5,96509,2130,5,0.30000,1999Q1,15,1,1,2,2,2,2,3,,1,,1,2,1,2
6,96508,3210,5,0.34500,1999Q1,15,3,1,3,1,2,1,3,,1,,1,3,2,3
6,96507,3340,5,0.15000,1999Q1,15,2,1,2,1,1,1,2,,1,,1,3,2,2
5,96506,3210,5,0.34500,1999Q1,15,3,3,,,2,1,2,,1,,2,3,2,3
5,96505,3370,1,0.03000,1999Q1,15,3,3,,,2,3,2,,2,,3,3,2,3
1,96504,2110,2,0.33333,1999Q1,15,1,1,1,1,2,2,1,,3,,3,1,1,1
6,96503,3110,2,0.12000,1999Q1,15,3,3,,,1,3,2,,1,,1,3,2,3
1,96373,3160,3,0.09429,1999Q1,15,1,1,,,2,2,2,,,,,1,1,1
5,96424,3210,1,0.07000,1999Q1,15,2,3,3,3,2,,2,,1,,1,2,1,3
6,96449,2210,4,0.12000,1999Q1,15,1,1,1,1,2,1,2,,1,,1,2,2,3
6,96480,2210,3,0.09000,1999Q1,15,3,3,3,3,2,2,3,,1,,2,3,2,3
1,96377,3350,1,0.03000,1999Q1,15,3,3,3,3,2,,2,,2,,3,3,2,3
1,96374,2220,3,0.75000,1999Q1,15,2,2,,,2,2,2,,1,,1,2,1,2
8,96445,2110,5,0.83000,1999Q1,15,1,1,2,1,2,1,2,,1,,1,2,1,3
5,96460,2220,3,0.75000,1999Q1,15,2,3,2,3,1,2,2,,3,,1,3,2,3
1,96465,2110,2,0.33333,1999Q1,15,1,2,,,2,3,2,,2,,2,3,2,2
1,96455,3340,3,0.09000,1999Q1,15,3,3,3,3,2,2,3,,1,,1,3,2,3
5,96442,3420,4,0.36000,1999Q1,15,3,2,3,2,1,2,2,,,,,3,2,3
6,96443,2270,3,0.60000,1999Q1,15,3,2,3,2,1,2,3,,2,,2,3,2,2
5,96446,2210,1,0.03000,1999Q1,15,3,1,,,2,1,2,,1,,1,3,2,1
6,96423,3420,6,0.54000,1999Q1,15,3,1,2,2,2,1,2,,1,,1,3,2,3
1,96420,2270,1,0.20000,1999Q1,15,2,1,2,1,3,3,2,,1,,1,3,2,2
5,96419,2140,2,0.22000,1999Q1,15,1,,1,,2,3,1,,2,,3,3,1,2
1,96422,3310,8,0.48000,1999Q1,15,1,3,3,3,2,2,1,,2,,3,3,2,3
1,96410,3160,3,0.09429,1999Q1,15,3,2,2,2,2,2,2,,1,,1,3,2,3
1,96404,2110,1,0.17000,1999Q1,15,3,3,3,3,1,2,2,,1,,1,3,2,
6,96482,2270,3,0.60000,1999Q1,15,3,3,,,2,2,2,,1,,1,2,2,2
1,96483,3420,2,0.18000,1999Q1,15,1,2,1,2,2,1,2,,2,,2,2,2,2
1,96484,3310,1,0.06000,1999Q1,15,3,3,,,2,3,3,,2,,1,3,2,3
6,96485,2120,6,0.60000,1999Q1,15,3,1,2,1,1,2,2,,2,,2,2,1,2
5,96476,2110,6,0.99600,1999Q1,15,3,3,3,3,1,2,3,,2,,1,3,2,2
1,96502,2220,6,1.50000,1999Q1,15,1,1,1,1,1,2,1,,2,,2,3,2,2
5,96501,3170,2,0.08000,1999Q1,15,2,2,,,2,2,1,,1,,1,2,1,2
5,96500,3210,5,0.34500,1999Q1,15,1,1,1,1,2,2,2,,1,,1,1,2,2
6,96499,3140,5,0.30000,1999Q1,15,1,1,1,1,2,2,3,,2,,1,1,1,2
6,96496,3340,5,0.15000,1999Q1,15,3,1,3,1,3,1,2,,1,,1,3,2,1
6,96495,3160,5,0.16000,1999Q1,15,3,3,3,3,1,1,2,,2,,1,3,2,3
5,96494,3110,1,0.06000,1999Q1,15,3,3,,,2,,3,,1,,2,3,2,3
6,96493,2220,5,1.25000,1999Q1,15,2,,2,,2,1,2,,1,,1,3,2,3
6,96492,3220,6,0.48000,1999Q1,15,1,1,1,1,1,1,2,,1,,1,3,2,3
6,96491,3330,1,0.05000,1999Q1,15,2,2,1,1,1,3,3,,1,,2,3,2,2
6,96490,3230,9,1.80000,1999Q1,15,3,3,,,3,1,1,,2,,2,3,2,1
5,96489,3220,4,0.32000,1999Q1,15,1,2,,,2,2,3,,1,,1,3,2,3
6,96488,3220,6,0.48000,1999Q1,15,2,1,2,1,2,1,2,,1,,1,2,2,3
5,96487,3310,4,0.24000,1999Q1,15,3,3,3,3,2,1,2,,1,,1,3,2,3
6,96486,2110,3,0.49714,1999Q1,15,3,3,3,3,2,,3,,2,,2,3,2,3
6,96418,2120,2,0.20000,1999Q1,15,3,3,3,3,1,3,2,,1,,2,3,2,1
1,96421,3330,2,0.10000,1999Q1,15,3,3,3,3,2,2,3,,3,,3,3,2,3
6,96464,2110,2,0.33333,1999Q1,15,3,3,3,3,3,3,3,,1,,2,3,2,3
6,96463,3240,5,0.25000,1999Q1,15,3,2,3,2,1,1,2,,1,,2,3,2,3
5,96462,3210,1,0.07000,1999Q1,15,2,2,,,2,2,2,,1,,1,3,2,3
6,96461,3240,2,0.10000,1999Q1,15,3,1,2,,1,3,2,,1,,1,3,2,2
5,96459,3110,5,0.29500,1999Q1,15,3,2,,,2,1,3,,2,,2,2,2,3
5,96458,3130,3,0.09000,1999Q1,15,,,,,2,2,2,,1,,1,3,2,2
6,96457,3210,5,0.34500,1999Q1,15,3,3,3,3,2,2,3,,1,,1,3,2,3
5,96456,3240,1,0.05000,1999Q1,15,3,3,3,3,2,1,,,1,,1,3,2,3
6,96454,3230,6,1.20000,1999Q1,15,1,1,2,1,2,2,2,,1,,2,2,2,2
5,96453,3230,5,1.00000,1999Q1,15,3,2,3,2,2,2,2,,2,,1,3,2,3
5,96452,3220,5,0.40000,1999Q1,15,3,3,3,3,2,2,2,,3,,1,3,2,3
6,96451,3230,1,0.20000,1999Q1,15,2,3,2,3,2,2,2,,1,,1,3,2,3
6,96450,3160,3,0.09429,1999Q1,15,3,1,3,1,2,1,2,,2,,2,3,2,2
1,96448,3140,5,0.30000,1999Q1,15,3,2,3,3,2,2,2,,1,,1,3,2,3
6,96447,3220,9,0.72000,1999Q1,15,2,2,2,2,2,2,1,,2,,2,2,2,2
6,96444,3160,6,0.19200,1999Q1,15,1,1,3,3,1,2,2,,1,,1,3,2,3
5,96441,3340,3,0.09000,1999Q1,15,3,3,,,1,1,3,,3,,2,3,2,3
5,96440,3120,3,0.24000,1999Q1,15,2,2,3,2,2,2,2,,3,,2,2,2,3
1,96439,3120,4,0.32000,1999Q1,15,3,2,3,3,2,3,2,,1,,1,3,2,2
5,96438,3310,5,0.30000,1999Q1,15,1,3,1,3,2,3,2,,1,,1,3,1,3
6,96437,3310,4,0.24000,1999Q1,15,3,3,3,3,2,2,3,,2,,2,3,2,3
6,96436,3310,6,0.36000,1999Q1,15,3,,2,,1,3,3,,2,,2,3,1,1
6,96435,2120,7,0.70000,1999Q1,15,3,3,3,3,1,2,3,,3,,2,3,1,3
6,96434,3230,9,1.80000,1999Q1,15,3,3,3,3,2,3,3,,1,,2,3,2,1
1,96433,3230,8,1.60000,1999Q1,15,3,3,,,2,2,2,,1,,1,3,1,3
6,96432,2130,7,0.42000,1999Q1,15,1,2,1,2,1,1,3,,1,,1,3,2,3
6,96431,3220,4,0.32000,1999Q1,15,2,1,2,1,2,2,2,,1,,1,2,1,1
5,96430,3220,3,0.24000,1999Q1,15,3,3,,,3,1,2,,1,,1,3,1,2
6,96429,3220,6,0.48000,1999Q1,15,1,1,1,1,1,2,2,,1,,1,1,1,1
5,96428,3120,5,0.40000,1999Q1,15,3,2,3,2,1,3,2,,1,,1,3,2,3
5,96427,3140,5,0.30000,1999Q1,15,3,3,,,2,1,2,,1,,1,1,2,1
6,96426,3110,8,0.47200,1999Q1,15,3,3,3,3,1,2,3,,2,,2,3,2,2
5,96425,3240,8,0.40000,1999Q1,15,3,3,3,3,1,2,2,,2,,2,3,2,3
1,96473,2220,4,1.00000,1999Q1,15,2,2,,,1,2,3,,3,,3,3,2,3
5,96472,3230,5,1.00000,1999Q1,15,1,2,1,2,2,,2,,1,,1,3,2,2
1,96471,3120,7,0.56000,1999Q1,15,3,3,3,3,2,1,2,,2,,2,3,2,3
5,96470,3330,5,0.25000,1999Q1,15,1,2,,,2,3,2,,1,,1,3,2,2
1,96469,3350,4,0.12000,1999Q1,15,3,2,,,2,2,3,,2,,2,3,2,3
1,96468,3230,7,1.40000,1999Q1,15,1,1,,,2,2,2,,1,,1,2,1,2
5,96466,3120,2,0.16000,1999Q1,15,,,2,3,2,3,2,,1,,2,3,2,3
1,96467,3130,3,0.09000,1999Q1,15,2,3,2,3,2,1,2,,1,,1,3,2,3
5,96417,3110,4,0.23733,1999Q1,15,3,2,3,3,2,2,3,,1,,1,3,2,3
6,96416,2130,5,0.30000,1999Q1,15,1,1,1,1,2,2,2,,1,,1,1,2,2
5,96415,3130,5,0.15000,1999Q1,15,1,,1,,2,1,2,,2,,2,1,1,3
1,96414,2110,1,0.17000,1999Q1,15,2,3,2,3,2,2,2,,2,,2,3,2,3
6,96412,2220,5,1.25000,1999Q1,15,3,3,2,2,2,2,2,,2,,2,3,2,2
5,96413,3330,4,0.20000,1999Q1,15,3,3,3,3,1,1,2,,1,,1,3,2,3
1,96375,3110,5,0.29500,1999Q1,15,2,2,3,3,1,2,2,,1,,1,3,2,3
1,96387,3230,5,1.00000,1999Q1,15,2,1,2,1,2,2,2,,1,,1,3,2,2
1,96386,2110,6,0.99600,1999Q1,15,2,3,3,3,2,3,3,,2,,2,3,2,2
1,96385,3110,7,0.41300,1999Q1,15,1,1,2,1,1,1,1,,2,,2,2,2,2
1,96384,2120,4,0.40000,1999Q1,15,3,2,3,2,1,3,3,,3,,3,3,2,3
1,96383,3120,3,0.24000,1999Q1,15,1,2,3,3,2,2,2,,2,,2,1,1,2
1,96382,3210,7,0.48300,1999Q1,15,3,3,,,2,3,2,,1,,1,3,2,3
1,96381,2130,7,0.42000,1999Q1,15,3,2,,,1,2,2,,2,,2,3,2,2
1,96380,3330,4,0.20000,1999Q1,15,,,2,1,2,2,3,,3,,3,3,2,3
1,96400,3220,4,0.32000,1999Q1,15,2,3,2,3,2,1,3,,2,,2,1,1,1
1,96396,2220,6,1.50000,1999Q1,15,1,,1,,1,2,3,,1,,1,2,1,1
6,96395,2210,4,0.12000,1999Q1,15,3,3,2,2,1,2,2,,1,,1,3,2,3
1,96394,3110,6,0.35400,1999Q1,15,3,2,3,2,2,2,3,,1,,1,3,2,2
1,96393,3140,2,0.12000,1999Q1,15,3,3,3,3,2,3,2,,2,,2,3,2,3
1,96392,3230,4,0.80000,1999Q1,15,2,2,2,2,2,3,2,,1,,2,3,2,3
1,96391,2110,3,0.49714,1999Q1,15,1,1,,,2,2,2,,2,,1,2,2,2
1,96390,3370,6,0.18000,1999Q1,15,,,,,2,2,2,,1,,1,2,1,1
1,96389,3230,3,0.60000,1999Q1,15,3,3,2,2,2,2,2,,2,,1,3,2,3
1,96388,2120,3,0.30000,1999Q1,15,1,1,1,1,3,2,1,,2,,2,3,1,1
1,96397,2110,3,0.49714,1999Q1,15,1,2,2,3,2,3,1,,2,,3,2,1,1
1,96398,3110,3,0.17571,1999Q1,15,2,2,2,1,2,3,1,,2,,1,3,2,3
