"";"Datum";"factor";"eQ2";"eQ3";"eQ4";"eQ5";"eQ6"
"72";2009-12-31;0,39;0;0;-1;NA;0
"73";2010-03-31;0,39;-1;-1;1;NA;-1
"74";2010-06-30;0,39;0;1;0;NA;1
"80";2011-12-31;0,39;1;1;0;NA;1
"83";2012-09-30;0,39;-1;-1;-1;NA;-1
"84";2012-12-31;0,39;1;1;1;NA;1
"85";2013-03-31;0,39;-1;-1;0;NA;-1
"86";2013-06-30;0,39;1;0;0;NA;0
"89";2014-03-31;0,390000015;0;-1;0;NA;0
"90";2014-06-30;0,390000015;0;1;0;NA;0
"91";2014-09-30;0,390000015;0;-1;0;NA;0
"92";2014-12-31;0,390000015;0;0;0;NA;0
"93";2015-03-31;0,390000015;0;1;1;NA;1
"68";2008-12-31;1,798;0;-1;0;NA;-1
"69";2009-03-31;1,798;2;2;0;NA;2
"70";2009-06-30;1,798;2;2;0;NA;2
"71";2009-09-30;1,798;1;-1;0;NA;-1
"721";2009-12-31;1,798;1;1;0;NA;0
"731";2010-03-31;1,798;-2;-2;0;NA;-2
"741";2010-06-30;1,798;0;0;0;NA;0
"75";2010-09-30;1,798;0;0;0;NA;0
"76";2010-12-31;1,798;0;-1;1;NA;-1
"77";2011-03-31;1,798;0;1;1;NA;1
"78";2011-06-30;1,798;-1;1;1;NA;1
"79";2011-09-30;1,798;0;2;1;NA;2
"801";2011-12-31;1,798;0;0;1;NA;0
"81";2012-03-31;1,798;-1;0;0;NA;0
"82";2012-06-30;1,798;0;-1;0;NA;-1
"831";2012-09-30;1,798;0;-1;1;NA;-1
"841";2012-12-31;1,798;0;1;0;NA;1
"851";2013-03-31;1,798;0;-2;-1;NA;-2
"64";2007-12-31;17,16;0;0;0;NA;0
"681";2008-12-31;17,16;-1;-1;0;NA;-1
"691";2009-03-31;17,16;0;0;0;NA;0
"722";2009-12-31;17,16;-1;-1;-1;NA;-1
"751";2010-09-30;17,16;0;0;-1;NA;-1
"781";2011-06-30;17,16;-1;0;1;NA;1
"791";2011-09-30;17,16;2;1;1;NA;1
"802";2011-12-31;17,16;1;1;1;NA;1
"811";2012-03-31;17,16;0;0;1;NA;1
"821";2012-06-30;17,16;-1;-2;0;NA;-1
"832";2012-09-30;17,16;0;0;-1;NA;0
"842";2012-12-31;17,16;0;1;0;NA;1
"852";2013-03-31;17,16;1;1;2;NA;2
"682";2008-12-31;3,094;0;1;0;NA;0
"692";2009-03-31;3,094;-2;-2;-2;NA;-2
"701";2009-06-30;3,094;0;0;0;NA;0
"711";2009-09-30;3,094;2;1;1;NA;1
"723";2009-12-31;3,094;1;1;1;NA;1
"732";2010-03-31;3,094;0;0;0;NA;0
"742";2010-06-30;3,094;0;0;0;NA;0
"752";2010-09-30;3,094;NA;0;NA;NA;NA
"761";2010-12-31;3,094;0;1;0;NA;1
"771";2011-03-31;3,094;0;-1;0;NA;-1
"782";2011-06-30;3,094;-1;0;0;NA;0
"792";2011-09-30;3,094;1;1;0;NA;1
"803";2011-12-31;3,094;0;0;0;NA;0
"812";2012-03-31;3,094;0;0;0;NA;0
"822";2012-06-30;3,094;0;0;0;NA;0
"833";2012-09-30;3,094;0;0;1;NA;0
"843";2012-12-31;3,094;0;0;-1;NA;0
"853";2013-03-31;3,094;-1;-2;-1;NA;-2
"861";2013-06-30;3,094;1;0;1;NA;1
"87";2013-09-30;3,094;0;0;0;NA;0
"88";2013-12-31;3,093999863;-1;-1;-1;NA;0
"931";2015-03-31;3,093999863;0;0;1;NA;0
"683";2008-12-31;11,154;0;-2;-1;NA;-2
"783";2011-06-30;0,91;0;0;0;NA;0
"63";2007-09-30;0,026;0;-1;0;NA;-2
"641";2007-12-31;0,026;1;0;0;NA;-1
"65";2008-03-31;0,026;0;0;0;NA;0
"684";2008-12-31;0,026;0;NA;0;NA;-1
"753";2010-09-30;0,026;0;1;0;NA;1
"804";2011-12-31;0,026;1;1;0;NA;1
"813";2012-03-31;0,026;0;-1;0;NA;-1
"862";2013-06-30;0,026;-1;0;0;NA;0
"921";2014-12-31;0,026000001;1;1;0;NA;1
"66";2008-06-30;3,72;-1;-1;-1;NA;0
"702";2009-06-30;0,077;0;0;-1;NA;0
"712";2009-09-30;0,077;-1;-1;0;NA;0
"724";2009-12-31;0,077;1;1;0;NA;0
"733";2010-03-31;0,077;0;0;0;NA;0
"743";2010-06-30;0,077;-1;0;0;NA;0
"754";2010-09-30;0,077;1;0;0;NA;0
"762";2010-12-31;0,077;-2;-1;0;NA;-1
"772";2011-03-31;0,077;0;1;0;NA;1
"784";2011-06-30;0,077;-1;-2;0;NA;-2
"793";2011-09-30;0,077;0;0;0;NA;0
"805";2011-12-31;0,077;0;0;0;NA;1
"814";2012-03-31;0,077;0;-1;0;NA;-1
"763";2010-12-31;3,298;0;-2;0;NA;-1
"773";2011-03-31;3,298;0;-1;0;NA;0
"785";2011-06-30;3,298;0;0;0;NA;0
"815";2012-03-31;3,298;0;0;0;NA;0
"823";2012-06-30;3,298;0;0;0;NA;0
"834";2012-09-30;3,298;-1;-1;0;NA;0
"844";2012-12-31;3,298;0;-1;0;NA;-1
"854";2013-03-31;3,298;0;0;0;NA;0
"863";2013-06-30;3,298;-1;-1;0;NA;0
"871";2013-09-30;3,298;NA;1;0;NA;0
"881";2013-12-31;3,298000097;-1;-1;0;NA;0
"932";2015-03-31;3,298000097;0;0;1;NA;0
"94";2015-06-30;3,298000097;0;0;0;NA;0
"661";2008-06-30;1,44;0;0;0;NA;1
"67";2008-09-30;0,12;0;0;1;NA;0
"685";2008-12-31;0,12;-1;-1;-1;NA;-1
"713";2009-09-30;0,12;0;0;1;NA;0
"725";2009-12-31;0,12;-1;-1;0;NA;-1
"734";2010-03-31;0,12;0;-1;-1;NA;-1
"744";2010-06-30;0,12;-2;-2;0;NA;-2
"755";2010-09-30;0,12;-1;-1;0;NA;-1
"774";2011-03-31;0,12;-1;-1;1;NA;-1
"786";2011-06-30;0,12;-1;-2;0;NA;-2
"794";2011-09-30;0,12;0;0;1;NA;0
"806";2011-12-31;0,12;0;-1;1;NA;-1
"662";2008-06-30;6,24;0;0;0;NA;0
"735";2010-03-31;2,47;-1;-2;0;NA;0
"764";2010-12-31;2,47;-1;-1;-1;NA;-1
"775";2011-03-31;2,47;-1;0;0;NA;0
"787";2011-06-30;2,47;0;-2;-1;NA;-2
"795";2011-09-30;2,47;NA;0;NA;NA;NA
"807";2011-12-31;2,47;0;-1;0;NA;-1
"816";2012-03-31;2,47;-1;0;-1;NA;0
"824";2012-06-30;2,47;0;-1;0;NA;-1
"872";2013-09-30;2,47;-1;-1;-1;NA;-2
"891";2014-03-31;2,46999979;-2;0;-1;NA;0
"901";2014-06-30;2,46999979;-1;-1;0;NA;-1
"911";2014-09-30;2,46999979;-1;0;0;NA;0
"922";2014-12-31;2,46999979;-1;0;0;NA;-1
"686";2008-12-31;2,046;-1;-1;1;NA;-1
"663";2008-06-30;0,6;-1;0;0;NA;0
"671";2008-09-30;0,06;1;0;0;NA;0
"687";2008-12-31;0,06;0;-1;0;NA;0
"693";2009-03-31;0,06;1;1;0;NA;0
"703";2009-06-30;0,06;0;0;NA;NA;NA
"714";2009-09-30;0,06;0;0;NA;NA;0
"726";2009-12-31;0,06;0;0;0;NA;1
"736";2010-03-31;0,06;-1;0;0;NA;-2
"745";2010-06-30;0,06;0;2;0;NA;1
"776";2011-03-31;0,06;-1;-1;0;NA;-1
"788";2011-06-30;0,06;-1;-1;0;NA;-1
"845";2012-12-31;0,06;0;1;0;NA;-1
"912";2014-09-30;0,059999999;-1;-2;-1;NA;-2
"664";2008-06-30;0,52;-1;-1;0;NA;-1
"672";2008-09-30;0,52;-1;1;-1;NA;0
"688";2008-12-31;0,52;2;2;1;NA;NA
"694";2009-03-31;0,52;0;1;-1;NA;1
"704";2009-06-30;0,52;0;0;0;NA;-1
"715";2009-09-30;0,52;2;1;2;NA;NA
"727";2009-12-31;0,52;1;1;1;NA;1
"737";2010-03-31;0,52;-2;-2;0;NA;-1
"746";2010-06-30;0,52;-1;-1;0;NA;-1
"756";2010-09-30;0,52;1;1;0;NA;1
"765";2010-12-31;0,52;1;2;0;NA;1
"777";2011-03-31;0,52;-1;-1;-1;NA;-1
"808";2011-12-31;0,52;1;1;1;NA;1
"665";2008-06-30;0,12;-1;-1;0;NA;-1
"673";2008-09-30;0,12;0;0;0;NA;0
"705";2009-06-30;0,12;0;-1;0;NA;-1
"716";2009-09-30;0,12;0;-1;0;NA;0
"666";2008-06-30;0,156;0;1;-1;NA;1
"757";2010-09-30;0,156;NA;-1;1;NA;NA
"789";2011-06-30;0,156;-2;-2;-1;NA;-2
"667";2008-06-30;7,436;-1;0;-1;NA;0
"674";2008-09-30;2,444;-1;-1;0;NA;-1
"689";2008-12-31;1,612;-1;-1;0;NA;0
"695";2009-03-31;1,612;0;-1;0;NA;-1
"706";2009-06-30;1,612;0;0;0;NA;0
"717";2009-09-30;1,612;-1;2;0;NA;1
"747";2010-06-30;1,612;0;0;-1;NA;0
"758";2010-09-30;1,612;2;1;0;NA;1
"766";2010-12-31;1,612;-1;0;-1;NA;0
"778";2011-03-31;1,612;-1;0;0;NA;1
"7810";2011-06-30;1,612;1;0;0;NA;1
"796";2011-09-30;1,612;0;0;0;NA;1
"809";2011-12-31;1,612;0;0;0;NA;0
"817";2012-03-31;1,612;-1;-1;0;NA;-1
"825";2012-06-30;1,612;0;-1;0;NA;0
"835";2012-09-30;1,612;-1;-1;0;NA;-1
"864";2013-06-30;1,612;-1;-1;0;NA;0
"873";2013-09-30;1,612;1;0;0;NA;0
"882";2013-12-31;1,611999989;2;2;0;NA;2
"892";2014-03-31;1,611999989;0;1;0;NA;1
"902";2014-06-30;1,611999989;0;-2;0;NA;0
"668";2008-06-30;0,104;0;-2;0;NA;-2
"6810";2008-12-31;0,52;0;0;1;NA;0
"696";2009-03-31;0,52;NA;1;1;NA;1
"707";2009-06-30;0,52;NA;0;0;NA;0
"718";2009-09-30;0,52;1;0;0;NA;0
"728";2009-12-31;0,52;-1;-1;0;NA;-1
"738";2010-03-31;0,52;0;0;0;NA;0
"767";2010-12-31;0,52;-2;-2;-1;NA;-2
"779";2011-03-31;0,52;0;0;0;NA;0
"7811";2011-06-30;0,52;-1;0;0;NA;0
"797";2011-09-30;0,52;2;1;0;NA;1
"8010";2011-12-31;0,52;1;2;1;NA;2
"818";2012-03-31;0,52;0;0;0;NA;0
"826";2012-06-30;0,52;-2;-1;-1;NA;-1
"836";2012-09-30;0,52;1;1;0;NA;1
"846";2012-12-31;0,52;1;1;1;NA;1
"855";2013-03-31;0,52;0;1;1;NA;1
"883";2013-12-31;0,519999981;0;0;0;NA;0
"697";2009-03-31;7,238;0;0;0;NA;0
"708";2009-06-30;7,238;-1;1;0;NA;1
"719";2009-09-30;7,238;-2;-1;-1;NA;-1
"729";2009-12-31;7,238;-2;-2;-1;NA;-2
"739";2010-03-31;7,238;-1;-1;-1;NA;-1
"748";2010-06-30;7,238;1;1;1;NA;2
"759";2010-09-30;7,238;0;0;0;NA;0
"7812";2011-06-30;7,238;-1;-1;0;NA;-1
"798";2011-09-30;7,238;0;0;0;NA;0
"837";2012-09-30;7,238;0;0;0;NA;0
"903";2014-06-30;7,237999916;0;-2;0;NA;0
"749";2010-06-30;0,3;0;0;0;NA;0
"7510";2010-09-30;0,3;-1;-1;-1;NA;-1
"8011";2011-12-31;0,3;2;2;1;NA;2
"819";2012-03-31;0,3;1;1;0;NA;1
"827";2012-06-30;0,3;0;-1;0;NA;-1
"838";2012-09-30;0,3;1;1;0;NA;1
"847";2012-12-31;0,3;-1;0;-1;NA;0
"856";2013-03-31;0,3;0;-1;1;NA;0
"865";2013-06-30;0,3;0;0;0;NA;0
"874";2013-09-30;0,3;0;0;-1;NA;0
"884";2013-12-31;0,299999982;1;1;2;NA;1
"893";2014-03-31;0,299999982;0;-1;-1;NA;-1
"923";2014-12-31;0,299999982;0;2;1;NA;2
"669";2008-06-30;4,42;1;-2;-2;NA;-2
"675";2008-09-30;37,18;0;-2;0;NA;0
"6811";2008-12-31;37,18;0;0;0;NA;2
"698";2009-03-31;37,18;0;0;-1;NA;-2
"768";2010-12-31;37,18;0;0;0;NA;-2
"7710";2011-03-31;37,18;0;0;0;NA;0
"7813";2011-06-30;37,18;0;0;0;NA;0
"8110";2012-03-31;5,64;0;1;0;NA;0
"828";2012-06-30;5,64;1;1;1;NA;1
"699";2009-03-31;0,03;-2;-1;0;NA;-1
"6812";2008-12-31;2,47;-1;0;1;NA;0
"6910";2009-03-31;2,47;-1;0;1;NA;0
"709";2009-06-30;2,47;0;1;0;NA;0
"7110";2009-09-30;2,47;-1;0;0;NA;0
"7410";2010-06-30;2,47;0;0;-1;NA;0
"7511";2010-09-30;2,47;1;0;0;NA;0
"769";2010-12-31;2,47;0;0;0;NA;-1
"7711";2011-03-31;2,47;0;-1;0;NA;-1
"7814";2011-06-30;2,47;-1;1;0;NA;1
"799";2011-09-30;2,47;1;0;0;NA;0
"8012";2011-12-31;2,47;1;0;0;NA;0
"8111";2012-03-31;2,47;0;0;0;NA;0
"829";2012-06-30;2,47;0;-1;0;NA;0
"839";2012-09-30;2,47;0;1;0;NA;0
"848";2012-12-31;2,47;0;-1;1;NA;-1
"857";2013-03-31;2,47;-2;0;0;NA;0
"866";2013-06-30;2,47;0;-1;0;NA;-1
"875";2013-09-30;2,47;0;0;0;NA;0
"885";2013-12-31;2,46999979;1;2;0;NA;1
"894";2014-03-31;2,46999979;-2;-2;0;NA;-1
"904";2014-06-30;2,46999979;-1;0;0;NA;0
"913";2014-09-30;2,46999979;0;0;0;NA;1
"924";2014-12-31;2,46999979;0;0;0;NA;0
"933";2015-03-31;2,46999979;0;0;0;NA;0
"7310";2010-03-31;3,312;2;1;1;NA;1
"676";2008-09-30;0,364;0;1;-1;NA;1
"7111";2009-09-30;0,364;0;0;-1;NA;0
"7210";2009-12-31;0,364;1;0;0;NA;0
"7311";2010-03-31;0,364;0;0;0;NA;0
"7610";2010-12-31;0,364;2;2;1;NA;2
"7712";2011-03-31;0,364;-1;-1;0;NA;0
"8210";2012-06-30;0,364;1;1;0;NA;1
"677";2008-09-30;0,156;0;0;0;NA;0
"7010";2009-06-30;0,156;-2;-2;-1;NA;-2
"678";2008-09-30;0,91;0;-1;0;NA;NA
"6813";2008-12-31;0,91;0;0;0;NA;0
"6911";2009-03-31;0,91;0;0;0;NA;0
"7011";2009-06-30;0,91;0;0;0;NA;0
"7112";2009-09-30;0,91;0;0;0;NA;0
"7211";2009-12-31;0,91;0;0;0;NA;0
"7312";2010-03-31;0,91;2;2;-1;NA;2
"7411";2010-06-30;0,91;-2;0;-1;NA;0
"7512";2010-09-30;0,91;0;-1;1;NA;-1
"7611";2010-12-31;0,91;2;2;1;NA;2
"7910";2011-09-30;0,91;0;2;1;NA;NA
"8013";2011-12-31;0,91;0;0;0;NA;0
"8112";2012-03-31;0,91;-2;-2;-1;NA;-2
"8211";2012-06-30;0,91;-1;-1;0;NA;-1
"8310";2012-09-30;0,91;0;0;0;NA;0
"849";2012-12-31;0,91;1;1;1;NA;1
"858";2013-03-31;0,91;0;0;0;NA;0
"867";2013-06-30;0,91;2;1;1;NA;2
"905";2014-06-30;0,909999967;0;0;1;NA;0
"679";2008-09-30;0,014;0;0;0;NA;0
"6814";2008-12-31;0,014;NA;0;-1;NA;0
"6912";2009-03-31;0,014;0;0;0;NA;0
"7212";2009-12-31;0,014;-2;-2;0;NA;-2
"7313";2010-03-31;0,014;0;0;0;NA;0
"7412";2010-06-30;0,014;0;0;0;NA;0
"7513";2010-09-30;0,014;1;2;0;NA;2
"7612";2010-12-31;0,014;1;1;0;NA;1
"7713";2011-03-31;0,014;1;1;0;NA;1
"7815";2011-06-30;0,014;-2;-2;0;NA;-2
"8212";2012-06-30;0,014;0;0;0;NA;0
"859";2013-03-31;0,014;0;0;0;NA;0
"868";2013-06-30;0,014;0;0;0;NA;0
"876";2013-09-30;0,014;0;0;0;NA;0
"886";2013-12-31;0,014;0;0;0;NA;0
"895";2014-03-31;0,014;0;-1;0;NA;-1
"906";2014-06-30;0,014;0;0;0;NA;0
"6710";2008-09-30;1,904;0;0;0;NA;0
"6815";2008-12-31;1,904;0;0;1;NA;0
"7213";2009-12-31;1,904;1;-1;0;NA;1
"7314";2010-03-31;1,904;0;0;0;NA;0
"7413";2010-06-30;1,904;0;0;0;NA;0
"7514";2010-09-30;1,904;1;1;0;NA;2
"7613";2010-12-31;1,904;0;0;0;NA;0
"7714";2011-03-31;1,904;0;-1;0;NA;-1
"8410";2012-12-31;1,904;0;0;0;NA;0
"8510";2013-03-31;1,904;0;0;0;NA;0
"869";2013-06-30;1,904;0;0;0;NA;0
"6711";2008-09-30;1,729;-1;-1;-1;NA;-1
"6816";2008-12-31;1,729;1;1;1;NA;1
"6913";2009-03-31;1,729;-1;0;0;NA;0
"7012";2009-06-30;1,729;1;1;0;NA;1
"7113";2009-09-30;1,729;0;0;1;NA;0
"7214";2009-12-31;1,729;2;2;2;NA;2
"6712";2008-09-30;1,3;0;-1;0;NA;-1
"6817";2008-12-31;1,3;0;0;-2;NA;0
"6713";2008-09-30;3,696;0;0;0;NA;0
"7315";2010-03-31;3,696;-1;1;0;NA;1
"7414";2010-06-30;3,696;1;0;1;NA;1
"6714";2008-09-30;0,077;-1;-1;-1;NA;-1
"6818";2008-12-31;0,077;1;1;0;NA;1
"6914";2009-03-31;0,077;-1;-1;0;NA;-1
"7013";2009-06-30;0,077;-1;0;-1;NA;0
"7114";2009-09-30;0,077;2;0;0;NA;0
"7614";2010-12-31;0,077;0;0;1;NA;0
"6819";2008-12-31;0,77;-1;0;-1;NA;-1
"6915";2009-03-31;0,77;0;0;0;NA;0
"7014";2009-06-30;0,77;1;1;0;NA;1
"7115";2009-09-30;0,77;0;0;0;NA;0
"7215";2009-12-31;0,77;0;0;1;NA;0
"7316";2010-03-31;0,77;1;1;0;NA;1
"7415";2010-06-30;0,77;0;0;0;NA;0
"7515";2010-09-30;0,77;1;1;0;NA;1
"7615";2010-12-31;0,77;0;1;0;NA;1
"7715";2011-03-31;0,77;0;0;0;NA;0
"7816";2011-06-30;0,77;-1;0;0;NA;0
"7911";2011-09-30;0,77;1;0;1;NA;0
"7216";2009-12-31;0,91;1;0;-1;NA;1
"7217";2009-12-31;3,29;0;1;0;NA;1
"7317";2010-03-31;3,29;1;0;1;NA;0
"8411";2012-12-31;3,29;1;1;0;NA;1
"6715";2008-09-30;16,016;0;0;0;NA;-1
"7318";2010-03-31;16,016;-1;-1;0;NA;-1
"6716";2008-09-30;0,077;0;-1;0;NA;-1
"6820";2008-12-31;0,077;0;1;0;NA;0
"6916";2009-03-31;0,077;0;1;0;NA;1
"7015";2009-06-30;0,077;0;-1;-1;NA;-1
"7116";2009-09-30;0,077;0;0;0;NA;0
"7218";2009-12-31;0,077;0;0;0;NA;0
"7516";2010-09-30;0,077;0;1;0;NA;0
"7616";2010-12-31;0,077;0;0;0;NA;0
"7716";2011-03-31;0,077;-1;0;0;NA;0
"7817";2011-06-30;0,077;0;0;0;NA;-1
"7912";2011-09-30;0,077;1;1;0;NA;1
"8014";2011-12-31;0,077;1;1;0;NA;1
"8113";2012-03-31;0,077;-1;-1;-1;NA;-1
"8213";2012-06-30;0,077;1;0;1;NA;1
"8311";2012-09-30;0,077;-2;-1;0;NA;0
"8412";2012-12-31;0,077;1;0;0;NA;0
"8511";2013-03-31;0,077;-1;-1;1;NA;-1
"907";2014-06-30;0,077;0;-1;-1;NA;-1
"914";2014-09-30;0,077;0;0;0;NA;0
"6717";2008-09-30;1,7;0;0;1;NA;0
"6821";2008-12-31;1,7;0;0;0;NA;0
"6917";2009-03-31;1,7;0;0;0;NA;-1
"7219";2009-12-31;1,7;0;0;1;NA;0
"7319";2010-03-31;1,7;0;0;-1;NA;0
"7416";2010-06-30;1,7;0;-1;0;NA;0
"7517";2010-09-30;1,7;2;1;1;NA;1
"7617";2010-12-31;1,7;-2;-1;-1;NA;-1
"7717";2011-03-31;1,7;0;-1;0;NA;1
"7818";2011-06-30;1,7;0;-1;0;NA;-1
"7913";2011-09-30;1,7;2;2;1;NA;2
"8015";2011-12-31;1,7;-1;0;0;NA;-1
"8114";2012-03-31;1,7;2;1;0;NA;1
"6718";2008-09-30;1,3;-1;0;-1;NA;0
"6822";2008-12-31;1,3;0;0;1;NA;-2
"6719";2008-09-30;1,3;0;-2;0;NA;-2
"6823";2008-12-31;1,3;0;0;0;NA;0
"6720";2008-09-30;0,52;-1;0;0;NA;0
"6824";2008-12-31;0,52;0;0;0;NA;0
"6918";2009-03-31;0,52;0;-1;0;NA;-1
"7016";2009-06-30;0,52;0;1;0;NA;1
"7518";2010-09-30;0,52;1;0;0;NA;1
"7618";2010-12-31;0,52;-1;-1;-1;NA;-1
"8016";2011-12-31;0,52;0;1;0;NA;1
"8115";2012-03-31;0,52;0;-1;0;NA;0
"8214";2012-06-30;0,52;0;1;0;NA;-1
"8312";2012-09-30;0,52;0;0;0;NA;0
"8413";2012-12-31;0,52;-1;1;-1;NA;0
"8512";2013-03-31;0,12;0;0;1;NA;-1
"8610";2013-06-30;0,12;0;0;0;NA;0
"877";2013-09-30;0,12;1;1;0;NA;0
"887";2013-12-31;0,119999997;-1;0;0;NA;NA
"896";2014-03-31;0,119999997;1;1;0;NA;1
"908";2014-06-30;0,119999997;0;0;1;NA;0
"915";2014-09-30;0,119999997;0;1;0;NA;1
"925";2014-12-31;0,119999997;0;0;0;NA;-1
"934";2015-03-31;0,119999997;0;1;0;NA;1
"941";2015-06-30;0,119999997;-1;0;0;NA;0
"6721";2008-09-30;0,56;0;0;-1;NA;0
"6825";2008-12-31;0,56;0;0;0;NA;0
"6919";2009-03-31;0,56;0;0;0;NA;0
"7017";2009-06-30;0,56;1;1;0;NA;1
"7320";2010-03-31;0,56;-1;-1;-1;NA;-1
"7417";2010-06-30;0,56;-1;-1;-1;NA;-1
"7519";2010-09-30;0,56;0;0;0;NA;0
"8414";2012-12-31;0,56;0;0;-1;NA;0
"8513";2013-03-31;0,56;1;1;1;NA;1
"8611";2013-06-30;0,56;1;NA;0;NA;1
"878";2013-09-30;0,56;0;NA;0;NA;0
"6722";2008-09-30;0,364;-1;-1;0;NA;-1
"6826";2008-12-31;0,364;1;0;0;NA;1
"6920";2009-03-31;0,364;-1;-1;0;NA;0
"7220";2009-12-31;0,364;-2;-2;0;NA;-2
"7321";2010-03-31;0,364;-1;-1;0;NA;-1
"7418";2010-06-30;0,364;1;1;0;NA;1
"7520";2010-09-30;0,364;-2;-1;0;NA;-1
"7619";2010-12-31;0,364;-1;-1;0;NA;-1
"7718";2011-03-31;0,364;0;0;0;NA;0
"8116";2012-03-31;0,364;-1;-1;0;NA;-1
"8215";2012-06-30;0,252;-1;0;-1;NA;0
"8514";2013-03-31;0,252;-1;-1;0;NA;-1
"8612";2013-06-30;0,252;1;1;0;NA;1
"879";2013-09-30;0,252;0;0;0;NA;0
"7117";2009-09-30;0,77;0;-1;0;NA;0
"6723";2008-09-30;0,007;0;0;NA;NA;0
"6827";2008-12-31;0,007;0;0;NA;NA;0
"6921";2009-03-31;0,007;0;0;0;NA;0
"7018";2009-06-30;0,007;0;0;1;NA;0
"7118";2009-09-30;0,007;0;0;0;NA;0
"7221";2009-12-31;0,007;0;0;-1;NA;0
"6724";2008-09-30;0,91;-1;0;1;NA;0
"6828";2008-12-31;0,91;0;-2;-2;NA;-2
"7322";2010-03-31;0,91;0;0;0;NA;0
"7419";2010-06-30;0,91;0;0;-1;NA;-1
"7819";2011-06-30;0,91;0;0;0;NA;0
"8515";2013-03-31;0,91;0;-1;0;NA;-1
"8613";2013-06-30;0,91;-1;-1;-1;NA;-1
"8710";2013-09-30;0,91;0;0;0;NA;0
"888";2013-12-31;0,909999967;0;1;0;NA;1
"897";2014-03-31;0,909999967;0;-1;0;NA;-1
"7019";2009-06-30;1,326;-2;-2;-1;NA;-2
"6725";2008-09-30;0,364;0;-1;1;NA;0
"6829";2008-12-31;0,364;-1;0;0;NA;0
"6922";2009-03-31;0,364;0;0;-1;NA;0
"7521";2010-09-30;0,364;1;0;0;NA;0
"7914";2011-09-30;0,364;-1;0;1;NA;0
"8017";2011-12-31;0,364;-1;0;-1;NA;0
"8117";2012-03-31;0,364;0;0;0;NA;0
"8216";2012-06-30;0,364;2;2;1;NA;0
"8313";2012-09-30;0,364;-1;-1;0;NA;0
"6726";2008-09-30;1,463;-1;-1;0;NA;0
"7020";2009-06-30;1,463;-2;-1;0;NA;-1
"6727";2008-09-30;0,14;1;1;0;NA;1
"7119";2009-09-30;0,14;-2;-1;-2;NA;-1
"8711";2013-09-30;0,14;0;-1;-1;NA;0
"6923";2009-03-31;0,364;-1;0;0;NA;-1
"7222";2009-12-31;0,364;1;0;1;NA;1
"7323";2010-03-31;0,364;-2;-1;0;NA;0
"7420";2010-06-30;0,364;0;0;0;NA;0
"7522";2010-09-30;0,364;0;-1;0;NA;0
"7620";2010-12-31;0,364;-1;0;1;NA;1
"7915";2011-09-30;0,364;0;1;0;NA;0
"8018";2011-12-31;0,364;-1;0;0;NA;0
"8118";2012-03-31;0,364;-1;0;0;NA;0
"8217";2012-06-30;0,364;0;0;0;NA;0
"8314";2012-09-30;0,364;0;1;0;NA;1
"8415";2012-12-31;0,364;0;1;0;NA;1
"8516";2013-03-31;0,364;0;1;0;NA;1
"8614";2013-06-30;0,364;-1;-1;0;NA;-1
"8712";2013-09-30;0,364;2;1;0;NA;1
"889";2013-12-31;0,363999993;0;1;0;NA;1
"916";2014-09-30;0,363999993;-1;NA;0;NA;-1
"942";2015-06-30;0,363999993;-1;-1;0;NA;0
"6728";2008-09-30;0,224;-2;-1;-1;NA;-2
"6830";2008-12-31;0,224;0;0;0;NA;0
"7523";2010-09-30;0,224;1;-1;0;NA;0
"7621";2010-12-31;0,224;-1;0;-1;NA;-1
"7916";2011-09-30;0,224;-1;-1;-1;NA;-1
"8019";2011-12-31;0,224;0;-1;0;NA;0
"8416";2012-12-31;0,224;-1;-1;-1;NA;-1
"8713";2013-09-30;0,224;0;-1;1;NA;0
"6729";2008-09-30;1,3;-1;0;0;NA;0
"6831";2008-12-31;1,3;1;0;0;NA;0
"6924";2009-03-31;1,3;0;-1;0;NA;-1
"7021";2009-06-30;1,3;0;0;0;NA;0
"7421";2010-06-30;1,3;0;0;0;NA;0
"7524";2010-09-30;1,3;0;0;0;NA;0
"7324";2010-03-31;16,016;0;0;0;NA;0
"943";2015-06-30;16,01600075;-1;0;0;NA;0
"6925";2009-03-31;0,224;0;0;1;NA;0
"6730";2008-09-30;0,05;-1;-1;-1;NA;-1
"6926";2009-03-31;0,14;0;0;0;NA;0
"7719";2011-03-31;0,14;NA;0;NA;NA;NA
"7820";2011-06-30;0,14;-1;0;0;NA;0
"7917";2011-09-30;0,14;0;1;0;NA;1
"8020";2011-12-31;0,14;0;0;-1;NA;0
"8119";2012-03-31;0,14;0;0;0;NA;0
"8218";2012-06-30;0,14;1;1;0;NA;NA
"6731";2008-09-30;0,77;0;0;0;NA;0
"6832";2008-12-31;0,77;0;0;0;NA;0
"6927";2009-03-31;0,77;0;0;-1;NA;0
"7022";2009-06-30;0,77;0;0;0;NA;0
"7120";2009-09-30;0,77;-1;-1;0;NA;-1
"7223";2009-12-31;0,77;0;0;-1;NA;0
"7622";2010-12-31;0,77;0;0;0;NA;0
"7720";2011-03-31;0,77;0;0;0;NA;0
"6732";2008-09-30;0,5;0;0;0;NA;0
"6833";2008-12-31;0,5;0;0;0;NA;0
"6928";2009-03-31;0,5;0;0;0;NA;-1
"7023";2009-06-30;0,5;0;0;0;NA;0
"7121";2009-09-30;0,5;0;0;0;NA;0
