Streek,Idnr,Sektor,Gewig,Sektorw,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6A,Q6P,Q7A,Q7P,Q8,Q9,Q4AX,Q6AX,Q7AX,Latecomer,NewRecruit,WrongClassif,Duplicate,Imputed
05,13024,2210,1,0.125,0.125,11Q3,2,3,2,3,2,3,2,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13024,2210,1,0.125,0.125,12Q1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13024,2210,1,0.125,0.125,12Q2,2,2,1,3,1,3,1,2,2,1,1,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13058,2110,3,0.214000004,1.498000026,10Q4,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13065,2110,4,0.214000003,3.210000038,10Q4,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13065,2110,4,0.214000003,3.210000038,11Q3,1,2,2,2,1,2,1,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13065,2110,4,0.214000003,3.210000038,11Q4,1,3,1,3,1,3,1,2,2,1,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13065,2110,4,0.214000003,3.210000038,12Q1,1,2,1,2,2,2,1,3,3,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13065,2110,4,0.214000003,3.210000038,12Q2,1,2,1,2,1,2,2,2,2,1,1,1,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13065,2110,4,0.214000003,3.210000038,12Q3,1,3,1,3,1,3,1,3,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13070,2240,1,0.125,0.125,10Q4,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13070,2240,1,0.125,0.125,12Q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13074,2230,3,0.125,0.875,10Q4,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13074,2230,3,0.125,0.875,11Q4,1,2,2,2,2,2,2,3,1,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13074,2230,3,0.125,0.875,12Q1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13074,2230,3,0.125,0.875,12Q2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13075,2110,1,0.214000002,0.214000002,10Q4,2,3,1,3,2,3,2,3,2,1,1,1,1,3,2,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13076,2130,3,0.143000007,1.001000047,10Q4,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13076,2130,3,0.143000007,1.001000047,11Q3,,1,2,1,1,2,1,2,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13076,2130,3,0.143000007,1.001000047,11Q4,,1,,1,2,2,2,2,2,1,2,1,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13076,2130,3,0.143000007,1.001000047,12Q2,1,1,,1,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13076,2130,3,0.143000007,1.001000047,12Q4,2,3,2,3,2,3,2,2,2,2,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13090,2130,3,0.143000007,1.001000047,10Q4,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13090,2130,3,0.143000007,1.001000047,11Q4,,3,2,2,2,2,2,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,15276,2110,3,0.214000004,1.498000026,10Q4,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13141,2130,6,0.143000003,10.01000023,10Q4,2,3,1,1,1,1,1,3,3,1,1,1,1,3,3,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13141,2130,6,0.143000003,10.01000023,11Q4,2,1,,1,,1,,3,,1,,2,,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13141,2130,6,0.143000003,10.01000023,12Q1,2,1,1,1,1,1,1,3,3,1,1,1,1,2,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13141,2130,6,0.143000003,10.01000023,12Q3,,2,2,2,2,2,2,1,2,1,1,1,1,2,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13209,2110,7,0.21399999,32.09999847,10Q4,1,2,,3,,3,,2,,1,,2,,3,3,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13209,2110,7,0.21399999,32.09999847,12Q3,1,2,3,1,3,2,3,2,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13218,2240,3,0.125,0.875,10Q4,1,2,,1,,2,,1,,1,,2,,2,2,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13218,2240,3,0.125,0.875,11Q4,1,2,,2,,2,,2,,2,,2,,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13219,2210,3,0.125,0.875,10Q4,,3,1,3,2,3,2,2,2,1,1,2,2,3,2,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13224,2110,3,0.214000004,1.498000026,10Q4,2,3,,3,2,3,2,2,2,1,1,2,2,3,2,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13224,2110,3,0.214000004,1.498000026,11Q4,,3,2,3,3,3,3,2,2,1,1,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13224,2110,3,0.214000004,1.498000026,12Q3,,3,3,3,3,2,3,2,3,1,2,2,3,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13280,2110,1,0.214000002,0.214000002,10Q4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13280,2110,1,0.214000002,0.214000002,11Q4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13280,2110,1,0.214000002,0.214000002,12Q2,,2,2,1,2,2,2,1,1,1,1,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,37223,2110,1,0.214000002,0.214000002,12Q3,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13295,2120,3,0.143000007,1.001000047,10Q4,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13295,2120,3,0.143000007,1.001000047,11Q3,1,2,3,3,3,3,3,2,2,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13295,2120,3,0.143000007,1.001000047,11Q4,1,2,,3,,3,,2,,1,,2,,2,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13298,2110,3,0.214000004,1.498000026,10Q4,2,3,2,3,2,3,2,3,2,1,2,1,2,3,2,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13298,2110,3,0.214000004,1.498000026,11Q3,2,3,2,3,2,3,2,3,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13366,2220,3,0.125,0.875,10Q4,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13401,2130,1,0.143000007,0.143000007,10Q4,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13409,2210,5,0.125,3.75,10Q4,1,2,2,1,2,1,2,3,2,1,2,2,2,1,3,,,,FALSE,TRUE,FALSE,FALSE,FALSE
05,13409,2210,5,0.125,3.75,12Q1,2,3,2,3,1,3,1,3,2,2,2,3,3,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13409,2210,5,0.125,3.75,12Q4,1,1,1,1,1,1,1,3,2,1,1,1,1,1,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13753,2130,7,0.143000005,21.45000076,12Q4,2,3,2,3,2,3,2,3,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13837,2130,4,0.142999999,2.144999981,12Q4,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13945,2210,4,0.125,1.875,12Q4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13963,2210,5,0.125,3.75,12Q4,2,2,3,3,3,3,3,2,2,1,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13976,2240,3,0.125,0.875,12Q4,2,3,,2,2,1,2,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13984,2220,9,0.125,87.5,12Q4,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,14014,2220,3,0.125,0.875,12Q4,1,2,2,2,2,3,2,2,2,3,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,14189,2120,3,0.143000007,1.001000047,12Q4,2,3,,3,,3,,3,,1,,3,,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,14262,2210,8,0.125,37.5,12Q4,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.1,7,05Q1,2,3,2,3,2,3,2,2,2,3,2,3,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.1,7,05Q2,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.1,7,05Q3,1,3,2,3,1,3,1,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.1,7,06Q1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.1,7,06Q2,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.1,7,06Q3,1,2,2,3,3,3,3,2,2,1,1,1,1,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.1,7,06Q4,1,2,3,3,3,2,3,2,2,1,2,1,3,2,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.1,7,07Q1,1,2,2,2,2,3,2,2,2,3,3,3,3,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.1,7,07Q3,1,2,2,3,2,3,2,2,2,1,1,1,1,2,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.1,7,07Q4,1,3,3,3,3,3,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.1,7,08Q2,1,3,3,3,3,3,3,2,3,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.125,8.75,08Q3,1,2,2,2,3,3,3,3,3,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.125,8.75,09Q2,1,2,3,3,3,3,3,2,2,3,3,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.125,8.75,09Q3,1,2,2,2,2,2,2,2,2,3,2,3,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.125,8.75,10Q2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.125,8.75,10Q3,1,3,3,3,3,3,3,3,3,3,2,3,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.125,8.75,10Q4,2,3,3,3,3,3,3,2,3,1,3,1,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.125,8.75,11Q4,1,2,2,2,2,2,2,2,2,1,1,1,1,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.125,8.75,12Q2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.125,8.75,12Q3,1,2,3,3,3,3,3,2,2,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.25,17.5,01Q2,1,2,2,2,2,2,2,3,2,1,3,1,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.25,17.5,01Q4,,3,2,3,3,2,2,2,2,1,1,1,1,2,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.25,17.5,02Q1,2,3,2,3,2,3,2,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.25,17.5,02Q2,1,3,2,1,2,2,2,2,2,3,3,3,3,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.25,17.5,02Q3,1,1,2,1,2,1,2,2,2,1,1,1,1,1,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.25,17.5,02Q4,1,1,2,2,2,2,2,1,1,1,1,1,2,1,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.25,17.5,03Q1,,,,3,3,3,3,2,2,1,2,1,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.25,17.5,03Q2,1,2,2,2,2,2,2,2,2,3,2,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.25,17.5,03Q3,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.25,17.5,03Q4,1,3,2,3,2,3,2,2,2,1,2,1,2,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.25,17.5,04Q2,1,2,2,2,2,2,2,2,2,3,2,3,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.25,17.5,04Q3,2,3,2,3,2,3,2,2,2,3,2,3,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33202,2220,6,0.25,17.5,04Q4,1,2,2,2,3,,3,2,2,1,3,1,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33218,2110,3,0.170000008,1.190000057,01Q2,2,2,3,1,3,1,3,2,3,3,2,3,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33218,2110,3,0.170000008,1.190000057,01Q4,2,3,2,3,3,3,3,2,3,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,01Q3,2,2,2,3,2,3,2,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,01Q4,2,3,2,3,2,3,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,02Q2,1,2,2,3,2,2,3,3,3,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,02Q3,,3,3,2,3,3,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,03Q1,,2,2,2,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,03Q2,2,2,2,2,3,2,3,3,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,03Q3,2,3,,2,,2,,2,,3,,3,,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,03Q4,2,2,2,2,3,2,3,2,2,2,1,2,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,04Q1,,2,2,2,2,3,2,2,3,2,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,04Q2,1,2,3,2,3,2,3,2,2,2,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,04Q3,1,2,2,2,3,2,2,2,2,2,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,04Q4,1,2,2,2,2,2,3,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,05Q1,,,,2,2,2,3,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,05Q2,1,2,2,2,2,2,2,2,2,2,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,05Q3,2,2,3,2,3,2,3,2,2,2,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,06Q1,1,2,2,2,2,2,2,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,06Q3,1,2,3,2,3,2,3,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,06Q4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,07Q2,2,2,2,2,3,2,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,07Q4,1,2,2,2,2,2,2,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.100000001,0.100000001,08Q2,2,3,3,3,3,3,3,2,3,1,1,1,1,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.143000007,0.143000007,08Q3,2,3,3,3,3,3,3,2,2,1,1,1,1,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.143000007,0.143000007,09Q1,1,2,3,3,3,3,3,2,2,2,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.143000007,0.143000007,09Q2,2,2,3,2,3,3,3,3,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.143000007,0.143000007,09Q3,2,3,3,3,3,3,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.143000007,0.143000007,09Q4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.143000007,0.143000007,10Q3,2,3,3,2,3,2,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.143000007,0.143000007,10Q4,2,,,3,3,3,,3,3,3,3,2,2,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.143000007,0.143000007,11Q3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.143000007,0.143000007,11Q4,2,3,3,2,3,3,3,2,2,1,1,1,1,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.143000007,0.143000007,12Q1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.143000007,0.143000007,12Q2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.143000007,0.143000007,12Q3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33221,2120,1,0.143000007,0.143000007,12Q4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33224,2140,2,0.109999994,0.329999983,01Q2,1,2,2,3,2,3,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33224,2140,2,0.109999994,0.329999983,01Q3,1,2,,2,,2,,2,,1,,2,,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33224,2140,2,0.109999994,0.329999983,01Q4,2,2,,2,,3,,2,,1,,1,,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33224,2140,2,0.109999994,0.329999983,02Q1,1,2,2,2,1,2,1,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33224,2140,2,0.109999994,0.329999983,02Q2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33224,2140,2,0.109999994,0.329999983,02Q3,1,2,,1,,1,,2,,1,,1,,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33224,2140,2,0.109999994,0.329999983,02Q4,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33224,2140,2,0.109999994,0.329999983,03Q1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33224,2140,2,0.109999994,0.329999983,03Q4,2,3,,2,,2,,2,,1,,2,,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33224,2140,2,0.109999994,0.329999983,04Q1,2,3,,2,,1,,2,,3,,3,,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33224,2140,2,0.109999994,0.329999983,04Q2,2,3,,3,,3,,2,,3,,3,,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33224,2140,2,0.109999994,0.329999983,04Q3,2,3,,3,,3,,2,,2,,2,,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33224,2140,2,0.109999994,0.329999983,04Q4,,2,,2,,2,,3,,3,,3,,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33224,2140,2,0.150000006,0.450000018,05Q1,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33228,2220,3,0.099999998,0.699999988,05Q1,2,3,3,3,3,3,3,2,2,1,1,2,2,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33228,2220,3,0.099999998,0.699999988,06Q1,2,2,2,3,2,3,1,2,2,1,1,2,1,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33228,2220,3,0.25,1.75,01Q2,2,3,2,3,2,3,2,2,2,2,2,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33228,2220,3,0.25,1.75,01Q3,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33228,2220,3,0.25,1.75,01Q4,2,3,2,3,2,3,2,2,2,2,2,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33228,2220,3,0.25,1.75,02Q1,2,2,3,2,3,2,3,2,2,1,1,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33228,2220,3,0.25,1.75,02Q2,1,1,2,1,2,2,2,2,2,1,1,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33228,2220,3,0.25,1.75,02Q3,2,3,3,2,2,2,2,2,2,1,1,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33228,2220,3,0.25,1.75,02Q4,2,3,3,3,3,3,2,2,2,1,2,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33228,2220,3,0.25,1.75,03Q1,2,3,3,3,3,3,3,2,3,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33228,2220,3,0.25,1.75,03Q2,2,3,3,3,3,3,3,2,3,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33228,2220,3,0.25,1.75,03Q3,2,3,2,3,2,2,2,2,2,1,1,2,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33228,2220,3,0.25,1.75,04Q1,1,1,2,1,2,2,2,2,2,1,1,3,3,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33228,2220,3,0.25,1.75,04Q2,1,1,1,1,1,2,2,2,2,1,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33228,2220,3,0.25,1.75,04Q3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33230,2130,5,0.059999998,1.799999952,01Q2,2,2,1,2,1,2,1,3,3,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33230,2130,5,0.059999998,1.799999952,01Q3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33230,2130,5,0.059999998,1.799999952,01Q4,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33230,2130,5,0.059999998,1.799999952,02Q1,1,1,,1,,1,,2,,1,,1,,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33230,2130,5,0.059999998,1.799999952,02Q2,1,1,,1,,1,,2,,1,,1,,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33230,2130,5,0.059999998,1.799999952,02Q3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33230,2130,5,0.059999998,1.799999952,02Q4,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33230,2130,5,0.059999998,1.799999952,03Q1,1,1,2,1,2,1,2,2,1,1,3,1,3,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33230,2130,5,0.059999998,1.799999952,03Q2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,33230,2130,5,0.059999998,1.799999952,03Q3,2,3,1,2,1,2,1,2,2,3,2,3,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
